Strain,WP_002733615.1,WP_002733621.1,WP_002733668.1,WP_230456555.1,target
201401326,80.79105084745763,42.30746153846154,0.0,0.0,0
201401327,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
201401328,80.79105084745763,42.30746153846154,0.0,0.0,0
201501067,26.553627118644066,57.69230769230769,0.0,0.0,0
201502613,26.553627118644066,42.30746153846154,0.0,0.0,0
201600667,26.553627118644066,57.69230769230769,0.0,0.0,0
201601010,26.553627118644066,57.69230769230769,0.0,0.0,0
201601174,80.79105084745763,30.76903846153846,0.0,0.0,0
201700037,93.22,57.69230769230769,0.0,0.0,0
201700941,26.553627118644066,57.69230769230769,0.0,0.0,0
201700955,26.553627118644066,57.69230769230769,0.0,0.0,0
201800564,26.553627118644066,38.4615,0.0,0.0,0
201800574,26.553627118644066,38.4615,0.0,0.0,0
201800707,80.79105084745763,30.76903846153846,0.0,0.0,0
201800891,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
201801160,26.553627118644066,42.30746153846154,0.0,0.0,0
201801161,26.553627118644066,42.30746153846154,0.0,0.0,0
201801164,26.553627118644066,42.30746153846154,0.0,0.0,0
201801173,26.553627118644066,42.30746153846154,0.0,0.0,0
201801184bis,26.553627118644066,42.30746153846154,0.0,0.0,0
201801185ter,26.553627118644066,42.30746153846154,0.0,0.0,0
201802615,80.79105084745763,30.76903846153846,0.0,0.0,0
201900329,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
201900341,80.79105084745763,30.76903846153846,0.0,0.0,0
201902968,26.553627118644066,42.30746153846154,0.0,0.0,0
202000074,26.553627118644066,42.30746153846154,0.0,0.0,0
202001249,80.79105084745763,30.76903846153846,0.0,0.0,0
202001619,80.79105084745763,30.76903846153846,0.0,0.0,0
202001913,80.79105084745763,42.30746153846154,0.0,0.0,0
202100001,80.79105084745763,30.76903846153846,0.0,0.0,0
202100614,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
202101402,80.79105084745763,30.76903846153846,0.0,0.0,0
202101403,80.79105084745763,30.76903846153846,0.0,0.0,0
202101578,80.79105084745763,30.76903846153846,0.0,0.0,0
202101808,25.988564971751412,55.769230769230774,76.08680434782609,0.0,0
202102907,80.79105084745763,30.76903846153846,0.0,0.0,0
202102988,80.79105084745763,30.76903846153846,0.0,0.0,0
202102995,80.79105084745763,30.76903846153846,0.0,0.0,0
202102996,80.79105084745763,30.76903846153846,0.0,0.0,0
202102997,80.79105084745763,30.76903846153846,0.0,0.0,0
202102999,80.79105084745763,30.76903846153846,0.0,0.0,0
202103001,80.79105084745763,30.76903846153846,0.0,0.0,0
202103003,80.79105084745763,30.76903846153846,0.0,0.0,0
202103004,80.79105084745763,30.76903846153846,0.0,0.0,0
202103005,80.79105084745763,30.76903846153846,0.0,0.0,0
202103006,80.79105084745763,30.76903846153846,0.0,0.0,0
202200046,25.988564971751412,55.769230769230774,0.0,0.0,0
202200246,26.553627118644066,57.69230769230769,0.0,0.0,0
202201145,26.553627118644066,57.69230769230769,0.0,0.0,0
202202118,80.79105084745763,30.76903846153846,0.0,0.0,0
202202119,80.79105084745763,30.76903846153846,0.0,0.0,0
202202764,75.14106214689265,53.84615384615385,0.0,0.0,0
202202766,81.35575141242938,55.769230769230774,0.0,0.0,0
202202768,76.27163841807909,0.0,65.65193478260869,0.0,0
202202802,80.79105084745763,30.76903846153846,0.0,0.0,0
202303415,76.27149717514123,48.07692307692308,64.78299130434783,36.923138461538464,1
211U,100.0,98.077,94.34782608695652,98.462,1
274_IZSLER,80.79105084745763,28.84601923076923,0.0,0.0,0
4-I,100.0,98.077,94.34782608695652,98.462,1
406_IZSLER,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
425_IZSLER,80.79105084745763,28.84601923076923,0.0,0.0,0
441_IZSLER,80.79105084745763,28.84601923076923,0.0,0.0,0
56101,81.35621468926554,0.0,0.0,0.0,0
56601,81.16782674199624,36.53861538461539,0.0,0.0,0
56601-V,81.35621468926554,36.53861538461539,0.0,0.0,0
56602,100.0,98.077,94.34782608695652,98.462,1
56605,26.553627118644066,38.4615,0.0,0.0,0
56618,81.35621468926554,0.0,0.0,0.0,0
56620,81.35621468926554,36.53861538461539,0.0,0.0,0
56659,77.40141242937854,0.0,0.0,0.0,0
56660,81.35621468926554,36.53861538461539,0.0,0.0,0
56666,81.35621468926554,36.53861538461539,0.0,0.0,0
56673,81.35621468926554,36.53861538461539,0.0,0.0,1
56678,81.35621468926554,0.0,0.0,0.0,0
611,35.970001255492775,48.55763942307692,0.0,0.0,0
782,52.42942372881356,65.76924615384615,73.47808695652174,98.462,0
80-412,76.27163841807909,0.0,65.65193478260869,0.0,0
898,62.90029755178909,58.65392307692308,94.34782608695652,52.30758461538461,0
A1_Mm_MM006,26.553627118644066,67.30797115384615,94.34782608695652,46.92297692307692,0
A1_Mm_MM010,26.553627118644066,48.07713461538462,94.34782608695652,41.53836923076923,0
A1_Mm_MM013K,26.553627118644066,48.07713461538462,94.34782608695652,41.53836923076923,0
A1_Mm_MM026KC,26.553627118644066,48.07713461538462,94.34782608695652,41.53836923076923,0
A1_Mm_MM031K,26.553627118644066,48.07713461538462,94.34782608695652,41.53836923076923,0
A1_Mm_MM031U,26.553627118644066,48.07713461538462,94.34782608695652,41.53836923076923,0
A1_Mm_MM037,26.553627118644066,48.07713461538462,94.34782608695652,41.53836923076923,0
A1_Mm_MM043,26.553627118644066,48.07713461538462,94.34782608695652,41.53836923076923,0
A2_Ee_MM195,26.553627118644066,67.30797115384615,94.34782608695652,46.92297692307692,0
A2_Ee_MM196,26.553627118644066,48.07713461538462,94.34782608695652,41.53836923076923,0
A2_Mm_MM134,26.553627118644066,48.07713461538462,94.34782608695652,41.53836923076923,0
A2_Mm_MM138,26.553627118644066,48.07713461538462,94.34782608695652,41.53836923076923,0
A2_Mm_MM148,26.553627118644066,67.30797115384615,94.34782608695652,46.92297692307692,0
A2_Mm_MM159,26.553627118644066,48.07713461538462,94.34782608695652,41.53836923076923,0
A2_Mm_MM161,26.553627118644066,48.07713461538462,94.34782608695652,41.53836923076923,0
A2_Mm_MM189,26.553627118644066,48.07713461538462,94.34782608695652,41.53836923076923,0
A2_Mm_MM200,26.553627118644066,48.07713461538462,94.34782608695652,41.53836923076923,0
A2_Mm_MM211,26.553627118644066,48.07713461538462,94.34782608695652,41.53836923076923,0
A2_Mm_MM242,26.553627118644066,48.07713461538462,94.34782608695652,41.53836923076923,0
A2_Mm_MM244,26.553627118644066,48.07713461538462,94.34782608695652,41.53836923076923,0
A3_Ee_MM277,26.553627118644066,48.07713461538462,94.34782608695652,41.53836923076923,0
A3_Mm_MM256,26.553627118644066,48.07713461538462,94.34782608695652,41.53836923076923,0
A3_Mm_MM257,26.553627118644066,48.07713461538462,94.34782608695652,41.53836923076923,0
A3_Mm_MM258,26.553627118644066,48.07713461538462,94.34782608695652,41.53836923076923,0
A3_Mm_MM259,26.553627118644066,48.07713461538462,94.34782608695652,41.53836923076923,0
A3_Mm_MM260,26.553627118644066,67.30797115384615,94.34782608695652,46.92297692307692,0
A3_Mm_MM261,26.553627118644066,48.07713461538462,94.34782608695652,41.53836923076923,0
A3_Mm_MM262,26.553627118644066,48.07713461538462,94.34782608695652,41.53836923076923,0
A3_Mm_MM263,26.553627118644066,48.07713461538462,94.34782608695652,41.53836923076923,0
A3_Mm_MM265,26.553627118644066,48.07713461538462,94.34782608695652,41.53836923076923,0
A3_Mm_MM268,26.553627118644066,48.07713461538462,94.34782608695652,41.53836923076923,0
A3_Mm_MM269,26.553627118644066,48.07713461538462,94.34782608695652,41.53836923076923,0
A3_Mm_MM272,26.553627118644066,48.07713461538462,94.34782608695652,41.53836923076923,0
A3_Mm_MM273,26.553627118644066,48.07713461538462,94.34782608695652,41.53836923076923,0
A3_Mm_MM275,26.553627118644066,48.07713461538462,94.34782608695652,41.53836923076923,0
A3_Mm_MM280,26.553627118644066,48.07713461538462,94.34782608695652,41.53836923076923,0
A4_Ee_MM344,26.553627118644066,67.30797115384615,94.34782608695652,46.92297692307692,0
A4_Mm_MM324,26.553627118644066,48.07713461538462,94.34782608695652,41.53836923076923,0
A4_Mm_MM325,26.553627118644066,48.07713461538462,94.34782608695652,41.53836923076923,0
A4_Mm_MM332,26.553627118644066,67.30797115384615,94.34782608695652,46.92297692307692,0
A4_Mm_MM350,26.553627118644066,48.07713461538462,94.34782608695652,41.53836923076923,0
A4_Mm_MM361,26.553627118644066,48.07713461538462,94.34782608695652,40.00015384615385,0
A75,26.553627118644066,42.30746153846154,0.0,0.0,0
Ag14_2020,26.553627118644066,57.69230769230769,0.0,0.0,0
Ag21_2020,80.2257966101695,0.0,0.0,43.0768,0
Ag23_2020,100.0,98.077,94.34782608695652,98.462,1
B167,81.07363276836159,30.76903846153846,0.0,0.0,0
B1_Mm_MM050,26.553627118644066,48.07713461538462,94.34782608695652,41.53836923076923,0
B1_Mm_MM098,17.514254237288135,48.07713461538462,94.34782608695652,41.53836923076923,0
B1_Mm_MM119,17.514254237288135,67.30797115384615,94.34782608695652,46.92297692307692,0
B33,71.93995856873823,36.53825,0.0,0.0,0
B42,81.07363276836159,30.76903846153846,0.0,0.0,0
Bal_mus127,26.553627118644066,67.30797115384615,94.34782608695652,46.92297692307692,0
CLEP00152,81.35621468926554,0.0,0.0,0.0,0
CLEP00179,81.35621468926554,0.0,0.0,0.0,0
CMCC-3,26.553627118644066,42.30746153846154,0.0,0.0,0
CR1421,25.988564971751412,55.769230769230774,0.0,0.0,0
CR2021,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
CR2821,25.988564971751412,55.769230769230774,0.0,0.0,0
DSM_21538,100.0,98.077,94.34782608695652,98.462,1
F384,26.553627118644066,42.30746153846154,0.0,0.0,0
F402,26.553627118644066,42.30746153846154,0.0,0.0,0
FDAARGOS_203,81.35621468926554,0.0,0.0,0.0,0
FK100,26.553627118644066,42.30746153846154,0.0,0.0,0
FK97,26.553627118644066,42.30746153846154,0.0,0.0,0
FMAS_AP5,26.553627118644066,38.4615,0.0,0.0,0
FMAS_AP6,26.553627118644066,38.4615,0.0,0.0,0
FMAS_AW3,26.553627118644066,38.4615,0.0,0.0,0
FMAS_KG2,26.553627118644066,57.69230769230769,0.0,0.0,0
FMAS_PD1,26.553627118644066,57.69230769230769,0.0,0.0,0
FMAS_PD2,80.7906779661017,0.0,64.34804782608695,36.922938461538465,0
FMAS_PN2,26.553627118644066,42.30746153846154,0.0,0.0,0
Fiocruz_L1-130,81.35621468926554,0.0,0.0,0.0,0
Fiocruz_LV130,81.35621468926554,0.0,0.0,0.0,0
Fiocruz_LV133,26.553627118644066,42.30746153846154,0.0,0.0,0
Fiocruz_LV237,81.35621468926554,57.69230769230769,0.0,0.0,0
Fiocruz_LV251,81.35621468926554,0.0,0.0,0.0,0
Fiocruz_LV256,81.35621468926554,0.0,0.0,0.0,0
Fiocruz_LV2750,81.35621468926554,0.0,0.0,0.0,0
Fiocruz_LV2755,81.35621468926554,0.0,0.0,0.0,0
Fiocruz_LV2759,81.35621468926554,0.0,0.0,0.0,0
Fiocruz_LV2763,81.35621468926554,0.0,0.0,0.0,0
Fiocruz_LV2766,81.35621468926554,0.0,0.0,0.0,0
Fiocruz_LV2767,81.35621468926554,0.0,0.0,0.0,0
Fiocruz_LV2772,81.35621468926554,0.0,0.0,0.0,0
Fiocruz_LV2776,81.35621468926554,0.0,0.0,0.0,0
Fiocruz_LV2787,81.35621468926554,0.0,0.0,0.0,0
Fiocruz_LV2790,81.35621468926554,0.0,0.0,0.0,0
Fiocruz_LV2791,81.35621468926554,0.0,0.0,0.0,0
Fiocruz_LV2807,81.35621468926554,0.0,0.0,0.0,0
Fiocruz_LV2812,81.35621468926554,0.0,0.0,0.0,0
Fiocruz_LV2816,81.35621468926554,0.0,0.0,0.0,0
Fiocruz_LV2841,81.35621468926554,0.0,0.0,0.0,0
Fiocruz_LV2919,81.35621468926554,0.0,0.0,0.0,0
Fiocruz_LV2973,81.35621468926554,0.0,0.0,0.0,0
Fiocruz_LV3076,81.35621468926554,0.0,0.0,0.0,0
Fiocruz_LV3213,81.35621468926554,0.0,0.0,0.0,0
Fiocruz_LV3323,81.35621468926554,0.0,0.0,0.0,0
Fiocruz_LV3409,81.35621468926554,0.0,0.0,0.0,0
Fiocruz_LV3879,81.35621468926554,0.0,0.0,0.0,0
Fiocruz_LV4034,81.35621468926554,0.0,0.0,0.0,0
Fiocruz_LV4108,81.35621468926554,0.0,0.0,0.0,0
Fiocruz_LV4113,81.35621468926554,0.0,0.0,0.0,0
Fiocruz_LV4114,81.35621468926554,0.0,0.0,0.0,0
Fiocruz_LV4118,81.35621468926554,0.0,0.0,0.0,0
Fiocruz_LV4152,81.35621468926554,0.0,0.0,0.0,0
Fiocruz_LV4160,81.35621468926554,0.0,0.0,0.0,0
Fiocruz_LV4173,81.35621468926554,0.0,0.0,0.0,0
Fiocruz_LV4174,81.35621468926554,0.0,0.0,0.0,0
Fiocruz_LV4188,81.35621468926554,0.0,0.0,0.0,0
Fiocruz_LV4211,81.35621468926554,0.0,0.0,0.0,0
Fiocruz_LV4212,81.35621468926554,0.0,0.0,0.0,0
Fiocruz_LV4217,81.35621468926554,0.0,0.0,0.0,0
Fiocruz_LV4225,81.35621468926554,0.0,0.0,0.0,0
Fiocruz_LV4234,81.35621468926554,0.0,0.0,0.0,0
Fiocruz_R83,80.79105084745763,30.76903846153846,0.0,0.0,0
G30,81.35621468926554,36.53861538461539,0.0,0.0,0
G32,81.35621468926554,36.53861538461539,0.0,0.0,0
Gui44,26.553627118644066,42.30746153846154,0.0,0.0,0
HAI0188,81.35621468926554,0.0,0.0,0.0,0
HS006,26.553627118644066,42.30746153846154,0.0,0.0,0
I2,51.977534604519775,59.61542857142857,94.34782608695652,52.30792,1
IP1605021,28.248813559322034,55.769230769230774,63.47816086956522,0.0,0
IPAV,81.07363276836159,36.53861538461539,0.0,0.0,0
K56,26.553627118644066,38.4615,0.0,0.0,0
Kantorowic,81.07363276836159,30.76903846153846,0.0,0.0,0
Kito,26.553627118644066,42.30746153846154,0.0,0.0,0
L0066,100.0,76.923,94.34782608695652,70.00018461538461,1
L0374,26.553627118644066,38.4615,0.0,0.0,0
L0864,100.0,98.077,94.34782608695652,98.462,1
L231,80.7906779661017,0.0,63.91310434782609,29.230615384615387,0
L495,26.553627118644066,38.4615,0.0,0.0,0
L60,76.83623728813559,48.07692307692308,0.0,36.923138461538464,0
LEPTOCUBA04,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
LEPTOCUBA07,26.553627118644066,42.30746153846154,0.0,0.0,0
LEPTOCUBA14,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
LEPTOCUBA17,26.553627118644066,86.5388076923077,62.60869565217392,52.30758461538461,0
LJ178,26.553627118644066,42.30746153846154,0.0,0.0,0
LO-24,26.553627118644066,48.07713461538462,94.34782608695652,41.53836923076923,0
LO-3,26.553627118644066,42.30746153846154,0.0,0.0,0
LO-4,26.553627118644066,42.30746153846154,0.0,0.0,0
LT2156,26.553627118644066,40.38461538461538,0.0,0.0,0
L_60,67.04350282485876,48.07692307692307,0.0,36.923138461538464,0
Lai,81.07363276836159,36.53861538461539,0.0,0.0,0
Langkawi,80.97943879472693,0.0,0.0,0.0,0
M001_Tn_Mutant_Parent,26.553627118644066,38.4615,0.0,0.0,0
M20,53.9549209039548,48.07713461538462,94.34782608695652,41.53836923076923,0
M933_lip32_mutant,26.553627118644066,38.4615,0.0,0.0,0
MAVJ401,82.48632768361583,53.84615384615385,0.0,0.0,1
MH4001,26.553627118644066,42.30746153846154,0.0,0.0,0
MH4027,80.79105084745763,28.84601923076923,0.0,0.0,0
MK146,100.0,98.077,94.34782608695652,41.53836923076923,1
MM0006CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0010CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0011CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0011CU,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0013CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0013CU,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0026CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0026CU,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0028CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0031CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0031CU,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0037CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0043CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0050CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0098CU,17.514254237288135,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0119CK,17.514254237288135,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0134CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0138CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0148CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0159CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0161CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0189CU,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0195CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0196CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0200CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0211CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0213CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0220CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0242CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0244CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0256CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0257CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0258CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0259CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0260CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0261CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0262CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0263CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0264CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0265CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0268CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0269CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0272CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0273CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0275CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0277CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0280CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0310CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0313CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0317CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0320CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0324CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0325CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0327CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0328CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0330CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0332CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0336CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0340CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0342CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0344CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0350CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0351CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0354CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0361CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0366CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0370CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MM0372CK,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
MMD3,81.35590583804144,55.769230769230774,0.0,0.0,0
MU_Rr_LW001,26.553627118644066,67.30797115384615,94.34782608695652,46.92297692307692,0
Muis5,26.553627118644066,67.30797115384615,94.34782608695652,46.92297692307692,0
NIID11,80.79105084745763,30.76903846153846,0.0,0.0,0
NIID13,80.79105084745763,30.76903846153846,0.0,0.0,0
NIID16,80.79105084745763,30.76903846153846,0.0,0.0,0
NIID17,80.79105084745763,30.76903846153846,0.0,0.0,0
NIID21,80.79105084745763,30.76903846153846,0.0,0.0,0
NIID7,80.79105084745763,30.76903846153846,0.0,0.0,0
Naam,80.79105084745763,36.53861538461539,0.0,0.0,0
Noumea25,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
OM130,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
OS80,100.0,98.077,94.34782608695652,98.462,1
P2431,81.07363276836159,30.76903846153846,0.0,0.0,0
P2655,26.553627118644066,42.30746153846154,0.0,0.0,0
PIKA,80.79105084745763,30.76903846153846,0.0,0.0,0
Piyasena,100.0,98.077,94.34782608695652,70.00018461538461,1
R066,81.35621468926554,0.0,0.0,0.0,0
R103,81.07363276836159,30.76903846153846,0.0,0.0,0
R168,26.553627118644066,38.4615,0.0,0.0,0
R287,81.07363276836159,30.76903846153846,0.0,0.0,0
RGA,53.531098870056496,30.76903846153846,0.0,46.15357692307692,0
RM1,92.09,46.153903846153845,0.0,0.0,0
Rr5,74.85887288135592,53.84615384615385,0.0,0.0,0
S1006,81.07363276836159,30.76903846153846,0.0,0.0,0
S606,81.07363276836159,30.76903846153846,0.0,0.0,0
S72,81.07363276836159,30.76903846153846,0.0,0.0,0
SK1,81.07363276836159,30.76903846153846,0.0,0.0,0
Salinem,26.553627118644066,57.69230769230769,0.0,0.0,0
Sh9,26.553627118644066,72.1155576923077,93.91288260869565,69.23068461538462,0
Sri_Lanka_30,26.553627118644066,38.4615,0.0,0.0,0
Sri_Lanka_39,26.553627118644066,38.4615,0.0,0.0,0
Sri_Lanka_46,26.553627118644066,38.4615,0.0,0.0,0
TE_0159,26.553627118644066,86.5388076923077,93.91288260869565,96.923,0
U160,76.27163841807909,55.769230769230774,0.0,0.0,0
UI_09931,100.0,98.077,94.34782608695652,98.462,1
UP-OM,26.553627118644066,38.4615,0.0,0.0,0
UP_MMC_NIID_HP,26.553627118644066,38.4615,0.0,0.0,0
UP_MMC_NIID_LP,26.553627118644066,38.4615,0.0,0.0,0
Verdun_LP,80.79105084745763,30.76903846153846,0.0,0.0,0
W26,81.07363276836159,30.76903846153846,0.0,0.0,0
Wijnberg,81.07363276836159,30.76903846153846,0.0,0.0,0
X240,81.07363276836159,30.76903846153846,0.0,0.0,0
ZUN179,25.988564971751412,55.769230769230774,0.0,0.0,0
cuba_09,26.553627118644066,42.30746153846154,0.0,0.0,0
cuba_10,26.553627118644066,42.30746153846154,0.0,0.0,0
cuba_11,26.553627118644066,42.30746153846154,0.0,0.0,0
cuba_15,26.553627118644066,86.5388076923077,94.34782608695652,52.30758461538461,0
cuba_16,26.553627118644066,42.30746153846154,0.0,0.0,0
leptoCuba22,80.79105084745763,30.76903846153846,0.0,0.0,0
wtmanilae,26.553627118644066,38.4615,0.0,0.0,0
