Strain,WP_002749093.1,WP_004279997.1,WP_004280040.1,WP_004280058.1,WP_004280060.1,WP_004280227.1,WP_004280359.1,WP_004280426.1,WP_004280660.1,WP_004280777.1,WP_004280842.1,WP_004280867.1,WP_036035035.1,WP_036047963.1,WP_100224632.1,WP_117344670.1,WP_237578347.1,WP_237578348.1,WP_237578349.1,WP_272914456.1,target
178119,0.0,87.15608562691132,0.0,90.952,74.64246428571428,66.0709642857143,97.997,13.08703355704698,79.734219269103,68.9495205479452,62.64858743633277,0.0,31.57883458646617,58.66643466666667,43.122602230483274,89.01128846153847,91.48961047463176,36.714806763285026,0.0,0.0,0
178122,0.0,87.15608562691132,0.0,90.952,74.64246428571428,66.0709642857143,97.997,13.08703355704698,79.734219269103,68.9495205479452,62.64858743633277,0.0,31.57883458646617,58.66643466666667,40.89234200743494,46.70347252747253,91.48961047463176,36.714806763285026,0.0,0.0,0
188058,0.0,87.15608562691132,0.0,90.952,74.64246428571428,66.0709642857143,97.997,13.08703355704698,79.734219269103,68.9495205479452,62.64858743633277,0.0,30.82669172932331,58.66643466666667,40.892111524163575,36.263835164835164,91.48961047463176,36.714806763285026,0.0,0.0,0
188072,0.0,87.15608562691132,0.0,90.952,74.64246428571428,66.0709642857143,97.997,13.08703355704698,79.734219269103,68.9495205479452,62.64858743633277,0.0,29.32282706766917,58.66643466666667,31.226654275092937,65.65917032967033,91.48961047463176,36.714806763285026,0.0,0.0,0
188076,0.0,87.15608562691132,0.0,90.952,74.64246428571428,66.0709642857143,97.997,13.08703355704698,79.734219269103,68.9495205479452,62.64858743633277,0.0,31.57883458646617,58.66643466666667,40.89234200743494,65.384989010989,91.48961047463176,36.714806763285026,0.0,0.0,0
188083,0.0,87.15608562691132,0.0,90.952,74.64246428571428,66.0709642857143,97.997,13.08703355704698,79.734219269103,68.9495205479452,62.64858743633277,0.0,31.57883458646617,58.66643466666667,44.23775836431227,46.70347252747253,91.48961047463176,36.714806763285026,0.0,0.0,0
188104,0.0,87.15608562691132,0.0,90.952,74.64246428571428,66.0709642857143,97.997,13.08703355704698,79.734219269103,68.9495205479452,62.64858743633277,0.0,31.57883458646617,58.66643466666667,40.89234200743494,69.2304010989011,91.48961047463176,36.714806763285026,0.0,0.0,0
198035,0.0,87.15608562691132,0.0,90.952,74.64246428571428,66.0709642857143,97.997,13.08703355704698,79.734219269103,68.9495205479452,62.64858743633277,0.0,31.57883458646617,58.66643466666667,43.122602230483274,81.86843956043955,91.48961047463176,36.714806763285026,0.0,0.0,0
198045,0.0,87.15608562691132,0.0,90.952,74.64246428571428,66.0709642857143,97.997,13.08703355704698,79.734219269103,68.9495205479452,62.64858743633277,0.0,31.57883458646617,58.66643466666667,40.89234200743494,65.65917032967033,91.48961047463176,36.714806763285026,0.0,0.0,0
198056,0.0,87.15608562691132,0.0,90.952,74.64246428571428,66.0709642857143,97.997,13.08703355704698,79.734219269103,68.9495205479452,62.64858743633277,0.0,31.57883458646617,58.66643466666667,40.89234200743494,52.197774725274726,91.48961047463176,36.714806763285026,0.0,0.0,0
200112227,28.850911980440095,92.66088073394495,0.0,82.5397761904762,31.071428571428573,65.17871428571429,98.664,23.154496644295303,89.037,0.0,0.0,0.0,33.08312030075189,57.600152,36.80308921933086,40.65939010989011,38.95286579378069,44.928,0.0,0.0,0
200403458,6.601457212713937,72.63007186544343,72.77209900990098,90.317,79.286,75.44664285714286,39.565666110183635,97.315,83.3890365448505,68.49348401826484,43.03925212224109,92.20811688311689,31.95507142857143,97.06715733333333,65.98527695167286,89.835,93.78036906710311,88.88898550724637,57.77786666666667,0.0,1
200701203,44.74329095354523,92.66088073394495,58.51490495049505,81.42853095238095,91.96437857142857,61.01183928571429,98.664,21.979909395973152,68.27228571428572,71.91779908675798,73.68394991511036,97.403,33.08312030075189,45.333532000000005,45.35323420074349,77.61007005494506,68.98520130932897,58.21268115942029,93.333,54.54563636363637,1
200702252,6.601457212713937,85.93300917431193,76.13833168316832,90.317,79.10708571428572,97.024,35.72613021702838,97.315,83.3890365448505,43.83587442922374,51.952471986417656,91.77516233766235,31.95507142857143,97.06715733333333,64.4980873605948,89.69749999999999,74.22255319148937,93.72002415458937,57.77786666666667,0.0,1
200801925,0.0,86.23877675840978,0.0,84.76224285714287,80.357375,65.17871428571429,98.497,23.825369127516776,78.738,94.521,89.134,0.0,31.57858646616541,57.86672266666667,31.226765799256505,19.779956043956044,93.78026186579378,36.714806763285026,0.0,0.0,1
200803703,0.0,86.23877675840978,0.0,84.76224285714287,80.357375,65.17871428571429,98.497,18.288476510067113,78.738,94.521,89.134,0.0,31.203003759398495,57.86672266666667,42.00783457249071,20.329945054945057,91.98008919803601,36.714806763285026,0.0,0.0,1
200901116,99.939,100.0,88.66336782178217,99.841,97.94633571428571,97.09821428571428,98.70627086811352,100.0,100.0,100.0,85.48387096774194,100.0,100.0,100.0,78.90337453531599,99.8625,98.93591980360065,99.39613526570048,100.0,100.0,1
200901263,34.7189315403423,100.0,100.0,99.841,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,57.620661710037176,67.03307692307693,99.836,100.0,100.0,100.0,1
200901485,44.74329095354523,92.66088073394495,98.614,82.5397761904762,92.14273928571428,25.893119047619052,98.664,23.48993288590604,88.704,94.064,89.643,97.403,33.08312030075189,0.0,45.35323420074349,61.813392857142865,94.926,98.068,93.333,54.54563636363637,1
201000851,42.17602200488997,92.66088073394495,76.33669108910891,82.5397761904762,72.8569767857143,65.17871428571429,98.664,18.95971812080537,65.94679235880398,94.064,73.68394991511036,97.403,33.08312030075189,57.600152,45.35323420074349,89.69758653846154,93.1258674304419,97.10170531400966,93.333,54.54563636363637,1
201101058,44.74329095354523,92.66088073394495,98.614,82.5397761904762,92.14273928571428,25.893119047619052,98.664,23.48993288590604,88.704,94.064,89.643,97.403,33.08312030075189,0.0,45.35323420074349,61.813376373626376,94.926,98.068,0.0,54.54563636363637,1
201101154,44.74329095354523,92.66088073394495,98.614,82.5397761904762,92.14273928571428,65.17871428571429,98.664,23.48993288590604,88.704,94.064,89.643,97.403,33.08312030075189,57.600152,45.35323420074349,62.08809890109891,94.926,98.068,93.333,54.54563636363637,1
201101282,44.74329095354523,92.66088073394495,98.614,82.5397761904762,92.14273928571428,25.893119047619052,98.664,23.48993288590604,88.704,94.064,89.643,97.403,33.08312030075189,0.0,45.35323420074349,61.813376373626376,94.926,98.068,93.333,54.54563636363637,1
201102019,44.74329095354523,92.66088073394495,98.614,82.5397761904762,92.14273928571428,65.17871428571429,98.664,23.48993288590604,88.704,94.064,89.643,97.403,33.08312030075189,57.600152,45.35323420074349,61.813197802197806,94.926,98.068,93.333,54.54563636363637,1
2013_VF52,84.8410782396088,85.93300917431193,0.0,90.159,79.643,97.024,97.997,97.315,83.05614617940199,77.626,61.459738539898126,0.0,21.052781954887216,97.06715733333333,40.52020817843866,82.41797802197802,39.771248772504094,45.411,0.0,0.0,0
201400667,44.74329095354523,92.66088073394495,98.614,82.5397761904762,92.14273928571428,65.17871428571429,98.664,23.48993288590604,88.704,94.064,89.643,97.403,33.08312030075189,57.600152,45.35323420074349,62.088140109890105,94.926,98.068,93.333,54.54563636363637,1
201401473,44.74329095354523,92.66088073394495,98.614,82.5397761904762,92.14273928571428,65.17871428571429,98.664,23.48993288590604,88.704,94.064,89.643,97.403,33.08312030075189,57.600152,45.35323420074349,61.813197802197806,94.926,98.068,93.333,54.54563636363637,1
2014_VF66,73.10540342298289,85.93300917431193,0.0,90.159,79.643,97.024,97.997,97.315,83.72093023255813,77.626,61.459738539898126,0.0,15.037443609022557,97.06715733333333,40.520308550185874,82.41797802197802,39.771248772504094,45.411,0.0,0.0,0
201501058,84.1078239608802,100.0,100.0,99.841,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.48872180451127,100.0,42.75069144981413,67.3076923076923,99.836,100.0,100.0,100.0,1
201501063,70.41540342298289,100.0,100.0,99.841,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,46.84014869888476,67.03307692307693,99.836,100.0,100.0,100.0,1
201501069,44.74329095354523,92.66088073394495,98.614,82.5397761904762,92.14273928571428,65.17871428571429,98.664,23.48993288590604,88.704,94.064,89.643,97.403,33.08312030075189,57.600152,45.35323420074349,61.813392857142865,94.926,98.068,93.333,54.54563636363637,1
201501073,44.74329095354523,92.66088073394495,98.614,82.5397761904762,92.14273928571428,65.17871428571429,98.664,23.48993288590604,88.704,94.064,89.643,97.403,33.08312030075189,57.600152,45.35323420074349,75.00005494505494,94.926,98.068,93.333,54.54563636363637,1
201501078,44.74329095354523,92.66088073394495,98.614,82.5397761904762,92.14273928571428,65.17871428571429,98.664,23.48993288590604,88.704,94.064,89.643,97.403,33.08312030075189,57.600152,45.35323420074349,71.70342857142857,94.926,98.068,93.333,54.54563636363637,1
2015VF237,84.8410782396088,85.93300917431193,0.0,90.159,79.643,97.024,92.48761268781301,97.315,83.05614617940199,77.626,61.459738539898126,0.0,21.052781954887216,97.06715733333333,40.52020817843866,74.45036538461538,36.824405891980355,45.411,0.0,0.0,0
201600660,44.74329095354523,92.66088073394495,98.614,82.5397761904762,92.14273928571428,65.17871428571429,98.664,23.48993288590604,88.704,94.064,89.643,97.403,33.08312030075189,57.600152,45.35323420074349,62.088140109890105,94.926,98.068,93.333,54.54563636363637,1
201600663,44.74329095354523,92.66088073394495,98.614,82.5397761904762,92.14273928571428,65.17871428571429,98.664,23.48993288590604,88.704,94.064,51.782791171477086,97.403,33.08312030075189,57.600152,45.35323420074349,62.088140109890105,94.926,98.068,93.333,0.0,1
201600664,98.778,92.66088073394495,98.614,82.5397761904762,92.14273928571428,65.17871428571429,98.664,23.48993288590604,88.704,94.064,89.643,97.403,33.08312030075189,57.600152,45.35323420074349,62.36290384615385,94.926,98.068,93.333,54.54563636363637,1
201600669,44.74329095354523,92.66088073394495,98.614,82.5397761904762,92.14273928571428,65.17871428571429,98.664,23.48993288590604,88.704,94.064,52.2917572156197,97.403,33.08312030075189,57.600152,45.35323420074349,62.088140109890105,94.926,98.068,93.333,0.0,1
201600671,44.74329095354523,92.66088073394495,98.614,82.5397761904762,92.14273928571428,65.17871428571429,98.664,23.48993288590604,88.704,94.064,89.643,97.403,33.08312030075189,57.600152,45.35323420074349,62.08809890109891,94.926,98.068,93.333,54.54563636363637,1
201600674,44.74329095354523,92.66088073394495,98.614,82.5397761904762,92.14273928571428,65.17871428571429,98.664,23.48993288590604,88.704,94.064,89.643,97.403,33.08312030075189,57.600152,45.35323420074349,99.725,94.926,98.068,93.333,54.54563636363637,1
201600678,44.74329095354523,92.66088073394495,98.614,82.5397761904762,92.14273928571428,65.17871428571429,98.664,23.48993288590604,88.704,94.064,51.103814940577244,97.403,33.08312030075189,57.600152,45.35323420074349,62.36290384615385,94.926,98.068,93.333,54.54563636363637,1
201600680,44.74329095354523,92.66088073394495,98.614,82.5397761904762,92.14273928571428,65.17871428571429,98.664,23.48993288590604,35.216142857142856,88.58470319634702,89.643,97.403,28.571142857142856,57.600152,45.35323420074349,68.13151648351649,94.926,98.068,93.333,54.54563636363637,1
201600681,44.74329095354523,92.66088073394495,98.614,82.5397761904762,92.14273928571428,65.17871428571429,98.664,23.48993288590604,88.704,94.064,89.643,97.403,33.08312030075189,57.600152,45.35323420074349,73.90086813186814,94.926,98.068,93.333,54.54563636363637,1
201600682,44.74329095354523,92.66088073394495,98.614,82.5397761904762,92.14273928571428,65.17871428571429,98.664,23.48993288590604,88.704,94.064,76.40095755517827,96.97,33.08312030075189,57.600152,45.35323420074349,99.725,94.926,98.068,93.333,0.0,1
201700040,44.74329095354523,92.66088073394495,98.614,82.6985238095238,92.85717857142858,25.893119047619052,98.664,21.81230201342282,89.037,94.521,89.643,97.403,33.08312030075189,0.0,45.35323420074349,60.714321428571424,94.926,98.068,93.333,54.54563636363637,1
201700317,54.278650366748174,92.35463608562691,0.0,82.698,89.99964285714285,96.429,98.664,96.309,88.704,94.521,89.813,0.0,30.82700751879699,96.8,20.81760223048327,88.73608516483516,39.279432078559736,44.928,0.0,0.0,0
201800317,28.850911980440095,92.66088073394495,0.0,82.5397761904762,51.42857142857143,65.17871428571429,98.664,23.154496644295303,89.037,94.521,89.643,0.0,33.08312030075189,57.600152,36.80308921933086,33.791,38.95286579378069,44.928,0.0,0.0,0
201900332,54.03428850855746,92.35463608562691,0.0,82.698,90.35714285714285,96.429,98.664,96.309,88.704,94.521,89.813,0.0,30.075563909774438,96.8,34.20120817843866,53.29681318681319,39.279432078559736,44.928,0.0,0.0,0
201900350,39.60875305623472,92.66088073394495,0.0,82.5397761904762,51.42857142857143,25.893119047619052,98.497,23.490040268456376,89.037,94.064,53.48033276740237,0.0,31.57883458646617,0.0,45.35323420074349,46.15372252747253,39.11614893617021,44.928,0.0,0.0,0
202202042,84.8410782396088,85.93300917431193,0.0,90.159,79.643,97.024,97.997,97.315,83.05614617940199,77.626,61.459738539898126,0.0,33.08264661654135,97.06715733333333,40.52020817843866,82.41797802197802,39.771248772504094,45.411,0.0,0.0,0
202202044,84.8410782396088,85.93300917431193,0.0,90.159,79.643,97.024,92.48761268781301,97.315,83.05614617940199,77.626,61.459738539898126,0.0,33.08264661654135,97.06715733333333,40.52020817843866,74.45036538461538,36.824405891980355,45.411,0.0,0.0,0
202300077,54.278650366748174,92.35463608562691,0.0,82.698,90.35714285714285,96.429,98.664,96.309,88.704,94.521,89.813,0.0,31.57894736842105,96.8,23.42020817843866,85.4394478021978,39.279432078559736,44.928,0.0,0.0,0
202300078,54.278650366748174,92.35463608562691,0.0,82.698,90.35714285714285,96.429,98.664,96.309,88.704,94.521,89.813,0.0,30.075563909774438,96.8,21.561159851301117,53.8463076923077,39.279432078559736,44.928,0.0,0.0,0
202300080,54.278650366748174,92.35463608562691,0.0,82.698,90.35714285714285,96.429,98.664,96.309,88.704,94.521,89.813,0.0,30.075428571428567,96.8,20.446260223048327,67.03297252747252,39.279432078559736,44.928,0.0,0.0,0
202300082,54.278650366748174,92.35463608562691,0.0,82.698,90.35714285714285,96.429,98.664,96.309,88.704,94.521,89.813,0.0,31.57894736842105,96.8,25.278899628252788,62.637568681318676,39.279432078559736,44.928,0.0,0.0,0
202303414,71.27160880195599,93.884,0.0,72.85666349206349,76.42906071428571,89.58358630952381,98.497,74.832,91.362,67.12309589041095,61.28983701188455,0.0,49.624,94.933,40.89241635687733,81.31878021978022,91.81626186579378,36.231521739130436,0.0,0.0,0
202303416,6.601457212713937,85.93300917431193,93.861,90.317,79.286,97.024,39.565666110183635,97.315,83.3890365448505,77.626,61.96971646859083,92.20811688311689,32.33056390977444,97.06715733333333,50.18617100371747,75.54983241758242,95.417,93.72,57.77786666666667,0.0,1
203,45.58542787286064,83.99594826707441,58.51490495049505,72.89669563492063,50.42204707792207,70.80840848214287,69.96847412353924,42.19798378076062,70.40146390818485,78.08227266797131,54.61213261648746,97.403,31.37407587149693,68.70317866666666,35.71874938042132,70.4545,43.13503091471176,33.285088888888886,93.333,54.54563636363637,0
205,29.991846373268135,89.64605548274355,95.446,80.51545238095238,72.26175714285715,78.8689693877551,98.41375000000001,50.479437679769894,84.5749981015662,92.58024999999999,76.0269857385399,94.805,32.975284640171864,74.74294209523809,33.722852894317576,80.25915816326531,53.19110106382979,57.24675,66.66626666666666,0.0,0
208138,0.0,87.15608562691132,0.0,90.952,74.64246428571428,66.0709642857143,97.997,13.08703355704698,79.734219269103,68.9495205479452,62.64858743633277,0.0,29.32282706766917,58.66643466666667,43.122602230483274,65.65917032967033,91.48961047463176,36.714806763285026,0.0,0.0,0
408_IZSLER,54.278650366748174,92.35463608562691,0.0,82.698,90.35714285714285,96.429,98.664,96.309,88.704,94.521,89.813,0.0,30.075428571428567,96.8,23.048163568773234,85.98932967032968,39.279432078559736,44.928,0.0,0.0,0
41009,0.0,87.15608562691132,0.0,90.952,74.64246428571428,66.0709642857143,97.997,13.08703355704698,79.734219269103,68.9495205479452,62.64858743633277,0.0,31.57883458646617,58.66643466666667,40.89234200743494,50.8239065934066,91.48961047463176,36.714806763285026,0.0,0.0,0
56163,6.1124303178484105,85.62676452599388,94.059,90.0,79.286,97.024,39.565666110183635,97.315,83.3890365448505,77.626,62.3090441426146,92.20811688311689,21.42845112781955,96.800448,40.89225278810408,31.730822802197803,92.9623674304419,92.75352173913043,0.0,0.0,1
56655,6.356963325183375,91.43685321100918,95.446,73.80931428571428,93.214,66.0709642857143,97.663,10.738288590604027,87.375,86.758,85.908,94.805,49.624,59.46699733333333,78.43889962825278,29.395571428571426,90.99853355155483,91.78704347826087,66.66626666666666,0.0,1
70_IZSLER,54.278650366748174,92.35463608562691,0.0,82.698,90.35714285714285,96.429,98.664,96.309,88.704,94.521,89.813,0.0,22.55639097744361,96.8,18.215501858736058,85.4394478021978,39.279432078559736,44.928,0.0,0.0,0
905,38.58190024449878,89.25298034076016,0.0,74.28535714285714,55.40810867346939,73.76689795918368,67.9463447412354,40.364234899328856,83.67339582344566,88.28033333333333,57.130525891341264,0.0,30.50492588614393,68.91435314285714,33.616724907063194,76.09892503924645,37.88844844517185,36.07112077294686,0.0,0.0,0
944,37.469471271393644,75.6880733944954,0.0,73.8620164021164,84.76186309523808,81.32458333333334,68.07169115191986,57.466525167785235,90.11625913621263,87.06268645357687,53.48028225806452,0.0,52.443458646616534,76.79997133333333,37.82518215613383,72.32165453296702,38.01136947626841,31.64268115942029,57.77786666666667,0.0,0
ACSSAX2020,44.74305134474328,92.66088073394495,0.0,82.5397761904762,51.42857142857143,64.88129761904761,98.497,23.490040268456376,89.037,94.064,89.643,0.0,31.57883458646617,57.600152,45.35323420074349,53.84629120879121,39.11614893617021,44.928,0.0,0.0,0
A_Bt_HO907,53.05640097799511,92.35463608562691,0.0,82.698,90.35714285714285,96.429,98.664,96.309,88.704,94.521,89.813,0.0,30.075563909774438,96.8,23.048297397769517,54.120725274725274,39.279432078559736,44.928,0.0,0.0,0
A_Bt_HO912,53.05640097799511,92.35463608562691,0.0,82.698,90.35714285714285,96.429,98.664,96.309,88.704,94.521,89.813,0.0,30.075563909774438,96.8,49.07089962825278,53.5712554945055,39.279432078559736,44.928,0.0,0.0,0
BK-30,53.05640097799511,92.35463608562691,0.0,82.698,90.35714285714285,96.429,98.664,96.309,88.704,94.521,89.813,0.0,30.827368421052633,96.8,20.074553903345723,90.93396703296703,39.279432078559736,44.928,0.0,0.0,0
BK-6,52.56737897310513,92.35463608562691,0.0,82.698,90.35714285714285,96.429,98.664,96.309,88.704,94.521,89.813,0.0,30.827368421052633,96.8,20.074553903345723,83.79087362637361,39.279432078559736,44.928,0.0,0.0,0
BK-9,53.05640097799511,92.35463608562691,0.0,82.698,90.35714285714285,96.429,98.664,96.309,88.704,94.521,89.813,0.0,30.827368421052633,96.8,20.074553903345723,90.11003846153847,39.279432078559736,44.928,0.0,0.0,0
CR2020,11.980488997555014,85.93300917431193,0.0,90.159,49.28545714285714,97.024,97.997,97.315,83.05614617940199,77.626,38.03027504244481,0.0,33.08264661654135,97.06715733333333,59.851633828996285,89.011,86.74343862520458,37.19824154589372,57.77786666666667,0.0,0
D12,53.66752567237164,90.62159225280327,0.0,82.698,73.45240952380952,85.81363095238096,98.664,71.25288590604026,85.714073089701,94.521,89.813,0.0,31.829315789473682,83.82224088888889,33.952816604708794,79.12064926739926,39.279432078559736,44.928,0.0,0.0,0
D25,53.66752567237164,90.6217859327217,0.0,85.44933333333331,85.11891666666666,86.30965476190477,98.44166666666666,68.56834451901567,85.714073089701,85.99717351598173,80.75819581211091,0.0,31.578601503759398,84.08881155555555,32.83785873605948,58.79111172161172,56.682824877250404,42.190268921095004,0.0,0.0,0
DCP-009,53.05640097799511,92.35463608562691,0.0,82.698,89.99964285714285,96.429,98.664,96.309,88.704,94.521,89.813,0.0,30.827368421052633,96.8,20.074553903345723,94.505,39.279432078559736,44.928,0.0,0.0,0
DCP-041,53.05640097799511,92.35463608562691,0.0,82.698,90.35714285714285,96.429,98.664,96.309,88.704,94.521,67.40261969439727,0.0,30.827368421052633,96.8,21.189412639405205,94.505,39.279432078559736,44.928,0.0,0.0,0
EVK8,53.66752567237164,92.35463608562691,0.0,82.698,90.35714285714285,96.429,98.664,96.309,88.704,94.521,89.813,0.0,30.075563909774438,96.8,28.06688104089219,70.19221565934066,39.279432078559736,44.928,0.0,0.0,0
HO0907CK,54.278650366748174,92.35463608562691,0.0,82.698,90.35714285714285,96.429,98.664,96.309,88.704,94.521,89.813,0.0,30.827368421052633,96.8,23.048163568773234,49.724978021978025,39.279432078559736,44.928,0.0,0.0,0
HO0912CK,54.278650366748174,92.35463608562691,0.0,82.698,90.35714285714285,96.429,98.664,96.309,88.704,94.521,89.813,0.0,30.827368421052633,96.8,23.048163568773234,49.724978021978025,39.279432078559736,44.928,0.0,0.0,0
Hardjoprajitno,0.0,86.84984097859328,0.0,90.476,74.6424,97.024,97.83,96.644,80.06611295681063,69.4063105022831,63.15762988115449,0.0,20.30075187969925,97.867,30.483211895910785,57.69207692307692,39.11614893617021,46.86,0.0,0.0,0
I89,53.66752567237164,92.35463608562691,0.0,82.698,90.35714285714285,96.429,98.664,96.309,88.704,94.521,89.813,0.0,30.827368421052633,96.8,23.79195539033457,77.74736675824175,39.279432078559736,44.928,0.0,0.0,0
IP1506001,35.94127628361858,92.35463608562691,0.0,82.698,90.35714285714285,96.429,98.664,96.309,88.704,94.521,89.813,0.0,32.33052631578947,96.8,21.18985873605948,50.824173076923074,39.279432078559736,44.928,0.0,0.0,0
JB197,53.66752567237164,92.35463608562691,0.0,82.698,89.99964285714285,96.429,98.664,96.309,88.704,94.521,89.813,0.0,31.95455639097744,96.8,36.617388475836435,94.23116758241758,39.279432078559736,44.928,0.0,0.0,0
KR39,46.69911491442542,92.35463608562691,0.0,82.698,90.35714285714285,96.429,98.664,96.309,88.704,94.521,89.813,0.0,30.075563909774438,96.8,18.587342007434945,43.13207692307692,39.279432078559736,44.928,0.0,0.0,0
L0448,0.0,87.15608562691132,0.0,90.952,74.64246428571428,66.0709642857143,97.997,13.08703355704698,79.734219269103,68.9495205479452,62.64858743633277,0.0,31.579172932330827,58.66643466666667,88.476,92.033,39.44369885433715,45.411,0.0,0.0,0
L0996,0.0,87.15608562691132,0.0,90.952,74.64246428571428,66.0709642857143,97.997,13.08703355704698,79.734219269103,68.9495205479452,62.64858743633277,0.0,31.579172932330827,58.66643466666667,88.476,92.033,39.44369885433715,45.411,0.0,0.0,0
L49,53.422951100244504,90.62159225280327,0.0,74.28528148148148,69.88093095238095,85.71449206349207,73.06587813021703,71.2530134228188,85.93566777408637,87.06266666666666,68.30757328805886,0.0,27.0677694235589,83.64452711111112,24.907076827757123,88.27820146520146,33.76952645935625,35.265942028985506,0.0,0.0,0
L52,0.0,86.84984097859328,0.0,90.317,55.71458571428571,97.024,97.83,96.644,80.06611295681063,68.9495205479452,62.98787606112055,0.0,27.06778195488722,97.867,21.933368029739775,42.58261538461538,39.11614893617021,46.86,0.0,0.0,0
L53,0.0,86.84984097859328,0.0,90.476,74.6424,97.024,97.83,96.644,80.06611295681063,68.9495205479452,63.15762988115449,0.0,20.30075187969925,97.867,30.483211895910785,57.69207692307692,39.11614893617021,46.86,0.0,0.0,0
L550,53.66752567237164,92.35463608562691,0.0,82.698,90.35714285714285,96.429,98.664,96.309,88.704,94.521,89.813,0.0,30.827368421052633,96.8,22.676726765799256,94.505,39.279432078559736,44.928,0.0,0.0,0
Lely_607,34.47442542787286,92.35463608562691,0.0,82.698,90.35714285714285,96.429,98.664,96.309,88.704,94.521,89.813,0.0,30.827368421052633,96.8,37.54623791821561,41.208684065934065,39.279432078559736,44.928,0.0,0.0,0
