Strain,WP_004462123.1,WP_004462124.1,WP_004462125.1,WP_004462126.1,WP_004462133.1,WP_004462134.1,WP_004462889.1,WP_004462893.1,WP_004477829.1,WP_004477915.1,WP_004477982.1,WP_004483359.1,WP_004490599.1,WP_004491540.1,WP_016551796.1,WP_016551804.1,WP_230458706.1,WP_230486561.1,WP_233421675.1,WP_233421676.1,target
202303413,91.01078651685393,90.169,92.09962979683974,68.87386754966887,66.81018390804599,93.506,83.983,79.15687353629976,58.52697286821705,79.38703577512777,71.85397350993377,81.197,32.58418539325842,93.304,78.09824448217317,91.02802610114193,65.55577777777778,66.3594470046083,21.359058252427186,92.821,0
56274,0.0,15.449488764044943,0.0,82.78184768211919,100.0,99.74,99.567,100.0,98.837,99.659,99.338,97.863,61.04856179775281,99.554,98.81195246179966,33.931903752039155,93.333,99.539,86.408,0.0,0
AIM,0.0,15.16850561797753,0.0,79.13866225165563,99.713,99.74,100.0,99.532,0.0,99.83,99.669,99.573,100.0,100.0,98.981,33.44234584013051,100.0,99.078,98.05864077669902,0.0,0
CEMINAC,35.95483146067416,15.449269662921347,0.0,36.755006622516554,39.368,51.16908051948052,35.497835497835496,25.527096018735364,0.0,19.2504667802385,11.25833774834437,90.17138461538461,27.715037453183523,23.214285714285715,54.668480475382005,32.463,0.0,10.599078341013826,0.0,0.0,0
CR0521,0.0,15.870691011235955,0.0,82.78184768211919,98.851,99.74,100.0,99.532,98.45,99.659,99.338,97.863,67.41550561797753,99.554,98.472,33.931903752039155,93.333,99.539,87.379,0.0,0
CR0821,98.87640449438202,99.719,100.0,96.02649006622516,100.0,99.74,99.567,100.0,98.837,99.659,99.669,98.291,79.58806367041198,99.554,98.642,99.511,96.667,99.539,81.55339805825243,84.94959068010075,1
CR2120,98.87640449438202,99.719,100.0,96.02649006622516,98.851,99.74,100.0,99.766,98.837,99.83,99.669,97.863,68.7266797752809,99.554,99.321,99.59220065252856,23.333333333333332,99.539,75.728,99.748,1
CR2921,0.0,15.870691011235955,0.0,82.78184768211919,98.851,99.74,100.0,100.0,98.45,99.659,99.338,97.863,61.79771722846442,99.554,99.151,33.76877079934747,93.333,99.539,86.408,0.0,0
D64,35.95483146067416,15.449269662921347,0.0,36.755006622516554,39.368,51.16908051948052,35.497835497835496,25.527096018735364,0.0,19.2504667802385,11.25833774834437,90.17138461538461,31.83497191011236,23.214285714285715,54.838260611205435,32.463,0.0,10.599078341013826,0.0,0.0,0
FMAS_KG1,35.95483146067416,15.449269662921347,0.0,36.755006622516554,39.368,51.16908051948052,35.497835497835496,25.527096018735364,0.0,19.2504667802385,11.25833774834437,90.17138461538461,32.20926966292135,23.214285714285715,55.008040747028865,32.463,0.0,11.059907834101383,0.0,0.0,0
Fiocruz_LV3954,98.87640449438202,98.876,97.96835214446952,79.47056291390729,99.713,99.74,100.0,99.766,100.0,99.659,100.0,98.291,87.64056179775281,99.554,99.151,99.511,100.0,99.078,87.37834951456311,98.489,1
Fiocruz_LV4135,98.87640449438202,98.876,97.96835214446952,79.47056291390729,99.713,99.74,100.0,99.766,100.0,99.659,100.0,98.291,86.89121722846441,99.554,99.151,99.511,100.0,99.078,87.37834951456311,98.489,1
HAI821,98.87640449438202,99.719,78.21670428893906,95.36390728476822,100.0,100.0,99.7835,99.766,100.0,99.83,100.0,99.573,50.18709737827715,99.554,97.45335908319186,71.5334168026101,100.0,99.539,54.36908737864077,87.72039042821159,0
JET,0.0,15.16850561797753,0.0,38.41016556291391,39.368,51.42840519480519,100.0,99.297,0.0,100.0,100.0,94.01680341880342,100.0,99.554,93.8883259762309,32.62689722675367,87.778,99.078,98.05864077669902,0.0,0
JICH05,0.0,15.449157303370788,0.0,82.78184768211919,98.851,99.74,100.0,100.0,98.45,99.83,99.338,97.863,41.947576779026214,99.554,99.321,33.60563784665579,93.333,99.539,86.408,0.0,0
L1111,35.95483146067416,15.168561797752808,0.0,30.629165562913904,39.368,51.16908051948052,35.497835497835496,25.527096018735364,0.0,19.2504667802385,11.25833774834437,90.17138461538461,29.587855805243443,23.214285714285715,33.61612563667233,23.16468026101142,0.0,10.599078341013826,0.0,0.0,0
LSU1013,0.0,15.589647471910112,0.0,69.53637086092715,99.713,99.74,99.567,100.0,74.8065503875969,37.64906303236798,99.669,99.145,59.550756554307114,99.554,99.321,33.44234584013051,100.0,99.078,87.379,0.0,0
LT2116,0.0,14.887382022471908,0.0,68.54263245033113,81.609,93.766,83.117,78.45389227166277,0.0,79.55718228279386,71.19238410596026,81.197,83.52101123595504,93.74959821428571,74.87244312393888,27.732601957585644,65.55577777777778,66.3594470046083,76.69904854368932,0.0,0
LT821,100.0,99.719,100.0,96.02649006622516,100.0,100.0,100.0,100.0,70.15503875968992,91.48211243611584,67.05298013245033,99.573,73.40818539325844,88.16964285714286,100.0,87.27569331158239,90.55555555555556,99.539,78.64061650485436,89.54655478589422,1
MN900,0.0,14.887382022471908,0.0,71.52287086092714,91.379,95.844,83.117,78.68854800936768,0.0,79.04576490630323,76.159,79.4876217948718,25.093842696629213,94.64314285714286,77.58878777589135,33.44234584013051,64.4448,73.733,0.0,0.0,0
MitisJohnson,0.0,14.887382022471908,0.0,71.52287086092714,91.379,95.844,83.117,78.68854800936768,0.0,78.87561839863714,76.159,79.915,25.093842696629213,94.64314285714286,77.58878777589135,33.44234584013051,64.4448,73.733,15.533980582524272,0.0,0
T74,0.0,14.887382022471908,0.0,71.52287086092714,91.379,95.844,83.117,78.68854800936768,0.0,79.04576490630323,76.159,79.4876217948718,25.093842696629213,94.64314285714286,77.58878777589135,33.44234584013051,63.33361111111111,73.733,15.533980582524272,0.0,0
Tar10,0.0,14.887382022471908,0.0,71.52287086092714,91.379,95.844,83.117,78.68854800936768,0.0,79.04576490630323,76.159,79.06024358974359,25.093842696629213,94.64314285714286,77.58878777589135,33.44234584013051,64.4448,73.733,0.0,0.0,0
Tar14,0.0,14.887382022471908,0.0,71.52287086092714,91.379,95.844,83.117,78.68854800936768,0.0,79.04576490630323,76.159,79.06024358974359,25.093842696629213,94.64314285714286,77.58878777589135,33.44234584013051,64.4448,73.733,0.0,0.0,0
U164,0.0,15.589647471910112,0.0,82.45039072847682,99.425,99.74,100.0,99.532,34.496077519379845,62.09540034071551,73.84107284768211,99.145,87.26638576779025,99.554,99.321,33.44234584013051,72.22233333333332,98.157,88.35,0.0,0
