Strain,WP_000667982.1,WP_002079019.1,WP_240738570.1,WP_241468520.1,WP_241468521.1,target
200901489,100.0,99.375,71.84207368421053,50.746328358208956,34.11762352941176,1
201100516,58.453654589371986,0.0,39.73691842105263,49.25368656716417,38.52951176470588,0
201203348,53.623420289855076,68.12469999999999,46.57868421052632,46.268731343283584,38.23558823529412,0
201300035,58.453654589371986,0.0,56.842026315789475,43.28382089552239,20.588223529411763,0
201401324,53.62269565217392,0.0,75.78971052631579,32.83562686567164,0.0,0
201401326,53.62269565217392,0.0,38.94746842105263,32.83562686567164,0.0,0
201401327,38.16426086956522,73.125,11.052642105263159,34.32862686567164,16.470635294117645,0
201401328,53.62269565217392,0.0,38.94746842105263,32.83562686567164,0.0,0
201501067,100.0,99.375,71.84207368421053,49.254179104477615,29.411958823529414,1
201502613,53.623420289855076,68.12469999999999,53.42122105263158,46.268731343283584,28.823235294117644,0
201600667,100.0,99.375,71.84207368421053,49.253507462686564,39.412,1
201601010,100.0,99.375,71.84207368421053,49.253507462686564,34.11762352941176,1
201601174,58.453654589371986,0.0,52.89491842105264,46.26864179104478,31.764564705882353,0
201700037,56.280038647343,0.0,57.89467894736842,41.79080597014925,34.11748235294118,0
201700941,100.0,99.375,71.84207368421053,49.253507462686564,34.70609411764706,1
201700955,100.0,99.375,72.105,49.253507462686564,39.412,1
201800564,100.0,99.375,72.3681947368421,43.283373134328365,24.117529411764707,1
201800574,100.0,99.375,57.105402631578954,41.7910447761194,22.941176470588236,1
201800707,58.453654589371986,0.0,42.105513157894734,43.28370149253731,21.17654117647059,0
201800891,38.16426086956522,73.125,11.052642105263159,32.83610447761194,12.941188235294119,0
201801160,53.623420289855076,68.12469999999999,89.99971842105265,50.74602985074627,24.70595294117647,0
201801161,53.623420289855076,68.12469999999999,47.10524210526316,50.74602985074627,30.588105882352938,0
201801164,53.623420289855076,68.12469999999999,47.10524210526316,50.746417910447754,36.47070588235294,0
201801173,53.623420289855076,68.12469999999999,47.10524210526316,50.74602985074627,28.823235294117644,0
201801184bis,53.623420289855076,68.12469999999999,51.8422947368421,47.76102985074627,22.35308235294118,0
201801185ter,53.623420289855076,68.12469999999999,47.10524210526316,50.746417910447754,36.47070588235294,0
201802615,58.453654589371986,0.0,38.68422105263158,43.28370149253731,21.17654117647059,0
201900329,38.16426086956522,73.125,11.052642105263159,32.83610447761194,12.941188235294119,0
201900341,58.453654589371986,0.0,47.105210526315794,43.28370149253731,21.17654117647059,0
201902968,53.623420289855076,68.12469999999999,51.8422947368421,47.76102985074627,27.64735294117647,0
202000074,53.623420289855076,68.12469999999999,46.84193684210527,41.79123880597015,16.470588235294116,0
202001249,58.453654589371986,0.0,46.84215263157895,43.28382089552239,23.52921764705882,0
202001619,58.453654589371986,0.0,45.52631052631579,46.26864179104478,32.35274117647059,0
202001913,53.62269565217392,0.0,75.78971052631579,32.83562686567164,0.0,0
202100001,58.453654589371986,0.0,66.05258026315789,46.26875373134328,48.82347647058824,0
202100614,38.16426086956522,73.125,11.052642105263159,32.83610447761194,19.999782352941175,0
202101402,58.453654589371986,0.0,61.18419868421053,47.761164179104476,50.88241764705883,0
202101403,58.453654589371986,0.0,70.78943157894737,43.28382089552239,27.647258823529413,0
202101578,58.453654589371986,0.0,77.10510789473685,43.28382089552239,27.647258823529413,0
202101808,71.98064009661836,81.2504,59.99986315789474,38.80611194029851,28.235258823529414,1
202102907,58.453654589371986,0.0,74.73665131578947,49.253664179104476,50.00006764705883,0
202102988,58.453654589371986,0.0,45.26335263157895,49.25364179104477,30.000035294117648,0
202102995,58.453654589371986,0.0,73.94726973684212,46.26875373134328,50.88241764705883,0
202102996,58.453654589371986,0.0,77.10510789473685,47.761119402985074,24.117811764705884,0
202102997,58.453654589371986,0.0,77.10510789473685,43.28382089552239,27.647258823529413,0
202102999,58.212797101449276,0.0,77.10510789473685,50.74629850746269,34.70564705882354,0
202103001,58.453654589371986,0.0,77.10510789473685,43.28382089552239,29.999882352941178,0
202103003,58.453654589371986,0.0,77.10510789473685,46.26864179104478,25.882329411764704,0
202103004,58.453654589371986,0.0,77.10510789473685,43.28382089552239,29.411958823529414,0
202103005,58.453654589371986,0.0,42.10551052631578,43.28382089552239,29.411958823529414,0
202103006,58.453654589371986,0.0,52.89491842105264,43.28382089552239,29.411958823529414,0
202200046,71.98064009661836,68.74961875,32.89455,44.776298507462684,24.117611764705885,1
202200246,100.0,99.375,48.68397368421053,49.253507462686564,29.41191176470588,1
202201145,100.0,99.375,55.78923684210526,49.253507462686564,35.29395294117647,1
202202118,58.453654589371986,0.0,77.10510789473685,47.761119402985074,28.8236,0
202202119,58.453654589371986,0.0,74.47347894736842,47.76117910447761,29.411958823529414,0
202202764,52.17371980676329,74.37519375000001,15.262986842105263,41.79125373134329,29.4116294117647,0
202202766,52.65688405797101,61.2504,16.052494736842103,40.29868656716418,32.35291176470588,0
202202768,40.096676328502426,0.0,26.05258947368421,37.31353731343283,14.705929411764705,0
202202802,58.453654589371986,0.0,77.10510789473685,46.26864179104478,35.294117647058826,0
202303415,59.66183574879227,0.0,28.947557894736843,0.0,0.0,0
211U,56.038782608695655,73.125,11.052568421052632,29.850985074626866,14.11764705882353,0
274_IZSLER,58.453654589371986,0.0,23.94736842105263,35.82107462686567,13.529476470588234,0
4-I,56.038782608695655,73.125,11.052644736842105,37.31373134328358,15.29410588235294,0
406_IZSLER,38.16426086956522,73.125,11.052642105263159,0.0,0.0,0
425_IZSLER,58.453654589371986,0.0,24.999915789473686,38.806179104477614,15.294200000000002,0
441_IZSLER,58.453654589371986,0.0,23.947357894736843,47.76074626865672,50.5885,0
56101,58.453654589371986,0.0,27.631460526315788,37.31358208955224,19.99995882352941,0
56601,58.453654589371986,0.0,62.71929385964912,47.26363184079602,48.039154901960785,0
56601-V,58.453654589371986,0.0,13.684168421052632,35.82073134328358,14.117582352941175,0
56602,56.038782608695655,86.249625,10.526294736842107,0.0,0.0,0
56605,100.0,94.9997125,26.579252631578946,0.0,0.0,1
56618,58.453654589371986,0.0,27.631460526315788,53.731388059701494,25.294117647058826,0
56620,58.453654589371986,0.0,13.684168421052632,35.82073134328358,14.117582352941175,0
56659,59.42067632850242,88.12457500000001,41.8421447368421,0.0,0.0,0
56660,58.453654589371986,0.0,13.684168421052632,35.82073134328358,14.117582352941175,0
56666,58.453654589371986,0.0,13.684168421052632,35.82073134328358,14.117582352941175,0
56673,58.453654589371986,0.0,13.684168421052632,47.76089552238806,18.235294117647058,0
56678,58.453654589371986,0.0,27.631460526315788,53.731388059701494,25.294117647058826,0
611,34.40303933747412,57.249636249999995,57.719270175438595,46.11938507462686,41.35298058823529,0
782,46.799572463768115,86.87525833333332,66.26317578947369,42.98526567164179,33.52946470588235,0
80-412,40.09647826086957,0.0,26.05258947368421,0.0,0.0,0
898,51.6905233494364,73.125,62.368249999999996,39.80112437810945,33.33333529411765,0
A1_Mm_MM006,38.16426086956522,73.125,11.052643421052633,31.34328358208955,0.0,0
A1_Mm_MM010,38.16426086956522,73.125,11.052644736842105,32.83610447761194,12.941188235294119,0
A1_Mm_MM013K,38.16426086956522,73.125,11.052644736842105,0.0,0.0,0
A1_Mm_MM026KC,38.16426086956522,73.125,11.052644736842105,0.0,0.0,0
A1_Mm_MM031K,38.16426086956522,73.125,11.052644736842105,34.32862686567164,16.470635294117645,0
A1_Mm_MM031U,38.16426086956522,73.125,11.052644736842105,34.32862686567164,16.470635294117645,0
A1_Mm_MM037,38.16426086956522,73.125,11.052644736842105,32.83610447761194,12.941188235294119,0
A1_Mm_MM043,38.16426086956522,73.125,11.052644736842105,32.83610447761194,12.941188235294119,0
A2_Ee_MM195,38.16426086956522,73.125,11.052643421052633,32.83610447761194,12.941188235294119,0
A2_Ee_MM196,38.16426086956522,73.125,33.684315789473686,0.0,0.0,0
A2_Mm_MM134,38.16426086956522,73.125,11.052644736842105,32.83610447761194,12.941188235294119,0
A2_Mm_MM138,38.16426086956522,73.125,11.052644736842105,0.0,0.0,0
A2_Mm_MM148,38.16426086956522,73.125,11.052643421052633,32.83610447761194,12.941188235294119,0
A2_Mm_MM159,38.16426086956522,73.125,11.052644736842105,0.0,0.0,0
A2_Mm_MM161,38.16426086956522,73.125,11.052644736842105,0.0,0.0,0
A2_Mm_MM189,38.16426086956522,73.125,11.052644736842105,32.83610447761194,12.941188235294119,0
A2_Mm_MM200,38.16426086956522,73.125,26.842126315789475,32.83610447761194,12.941188235294119,0
A2_Mm_MM211,38.16426086956522,73.125,11.052644736842105,0.0,0.0,0
A2_Mm_MM242,38.16426086956522,73.125,13.157763157894736,34.32862686567164,16.470635294117645,0
A2_Mm_MM244,38.16426086956522,73.125,11.052644736842105,34.32862686567164,16.470635294117645,0
A3_Ee_MM277,38.16426086956522,73.125,11.052644736842105,32.83610447761194,12.941188235294119,0
A3_Mm_MM256,38.16426086956522,73.125,11.052644736842105,32.83610447761194,12.941188235294119,0
A3_Mm_MM257,38.16426086956522,73.125,11.052644736842105,32.83610447761194,12.941188235294119,0
A3_Mm_MM258,38.16426086956522,73.125,11.052644736842105,32.83610447761194,12.941188235294119,0
A3_Mm_MM259,38.16426086956522,73.125,11.052644736842105,32.83610447761194,12.941188235294119,0
A3_Mm_MM260,38.16426086956522,73.125,11.052643421052633,32.83610447761194,12.941188235294119,0
A3_Mm_MM261,38.16426086956522,73.125,11.052644736842105,34.32862686567164,16.470635294117645,0
A3_Mm_MM262,38.16426086956522,73.125,11.052644736842105,32.83610447761194,12.941188235294119,0
A3_Mm_MM263,38.16426086956522,73.125,11.052644736842105,34.32862686567164,16.470635294117645,0
A3_Mm_MM265,38.16426086956522,73.125,11.052644736842105,32.83610447761194,12.941188235294119,0
A3_Mm_MM268,38.16426086956522,73.125,34.47367105263158,0.0,0.0,0
A3_Mm_MM269,38.16426086956522,73.125,28.684121052631575,32.83610447761194,12.941188235294119,0
A3_Mm_MM272,38.16426086956522,73.125,11.052644736842105,0.0,0.0,0
A3_Mm_MM273,38.16426086956522,73.125,20.789434210526316,32.83610447761194,12.941188235294119,0
A3_Mm_MM275,38.16426086956522,73.125,58.68433421052632,32.83610447761194,12.941188235294119,0
A3_Mm_MM280,38.16426086956522,73.125,37.105421052631584,32.83610447761194,12.941188235294119,0
A4_Ee_MM344,38.16426086956522,73.125,11.052643421052633,32.83610447761194,12.941188235294119,0
A4_Mm_MM324,38.16426086956522,73.125,11.052644736842105,32.83610447761194,12.941188235294119,0
A4_Mm_MM325,38.16426086956522,73.125,11.052644736842105,34.32862686567164,16.470635294117645,0
A4_Mm_MM332,38.16426086956522,73.125,11.052643421052633,32.83610447761194,12.941188235294119,0
A4_Mm_MM350,38.16426086956522,73.125,11.052644736842105,32.83610447761194,12.941188235294119,0
A4_Mm_MM361,38.16426086956522,73.125,11.052644736842105,32.83610447761194,12.941188235294119,0
A75,53.623420289855076,68.12469999999999,48.42118947368421,49.253611940298505,41.17663529411765,0
Ag14_2020,100.0,98.75,77.3685,50.746417910447754,44.11776470588235,1
Ag21_2020,59.178512077294684,0.0,67.89512368421053,40.29870149253731,0.0,0
Ag23_2020,56.038782608695655,73.125,11.052568421052632,0.0,0.0,0
B167,58.453654589371986,0.0,42.105513157894734,41.044805970149255,26.176376470588234,0
B1_Mm_MM050,38.16426086956522,73.125,17.89463157894737,32.83610447761194,12.941188235294119,0
B1_Mm_MM098,38.16426086956522,73.125,11.052644736842105,32.83610447761194,12.941188235294119,0
B1_Mm_MM119,38.16426086956522,73.125,11.052643421052633,32.83610447761194,12.941188235294119,0
B33,47.0205040257649,0.0,51.66678947368421,48.507529850746266,47.64688235294118,0
B42,58.453654589371986,0.0,42.105513157894734,46.26864179104478,41.764517647058824,0
Bal_mus127,38.16426086956522,73.125,11.052643421052633,32.83610447761194,17.941276470588235,0
CLEP00152,58.453654589371986,0.0,42.36835263157895,0.0,0.0,0
CLEP00179,58.453654589371986,0.0,38.68422105263158,37.31358208955224,14.705941176470589,0
CMCC-3,53.623420289855076,68.12469999999999,12.894736842105264,0.0,0.0,0
CR1421,15.458840579710143,73.125,36.84206842105262,32.83594029850747,16.470458823529412,1
CR2021,38.16426086956522,73.125,11.052642105263159,32.83610447761194,12.941188235294119,0
CR2821,71.73925120772947,73.125,30.00002105263158,38.80616417910448,21.76475294117647,1
DSM_21538,56.038782608695655,86.249625,10.526294736842107,37.313686567164176,31.176205882352942,0
F384,53.623420289855076,68.12469999999999,68.42090789473684,50.74602985074627,28.823235294117644,0
F402,53.623420289855076,68.12469999999999,68.42090789473684,50.74602985074627,42.94154117647059,0
FDAARGOS_203,58.453654589371986,0.0,98.947,0.0,0.0,0
FK100,53.623420289855076,68.12469999999999,68.42090789473684,50.74602985074627,28.823235294117644,0
FK97,53.623420289855076,68.12469999999999,68.42090789473684,50.74602985074627,28.823235294117644,0
FMAS_AP5,100.0,95.6253375,99.211,31.343417910447762,32.94150588235294,1
FMAS_AP6,100.0,95.6253375,99.211,52.23850746268657,66.47006470588235,1
FMAS_AW3,100.0,95.6253375,99.211,38.806119402985075,35.294,1
FMAS_KG2,100.0,95.6253375,100.0,100.0,100.0,1
FMAS_PD1,100.0,95.6253375,100.0,85.07462686567165,100.0,1
FMAS_PD2,59.90299516908213,0.0,87.895,46.26864179104478,17.647199999999998,0
FMAS_PN2,53.623420289855076,68.12469999999999,98.947,0.0,0.0,0
Fiocruz_L1-130,58.453654589371986,0.0,98.947,0.0,0.0,0
Fiocruz_LV130,58.453654589371986,0.0,62.10552631578948,49.25368656716417,29.411782352941174,0
Fiocruz_LV133,53.623420289855076,68.12469999999999,76.84171578947368,46.268731343283584,48.23541176470588,0
Fiocruz_LV237,58.453654589371986,0.0,52.63152631578947,49.25368656716417,24.117882352941177,0
Fiocruz_LV251,58.453654589371986,0.0,68.15792105263158,49.25368656716417,28.235117647058825,0
Fiocruz_LV256,58.453654589371986,0.0,42.631368421052635,28.35823880597015,14.11750588235294,0
Fiocruz_LV2750,58.453654589371986,0.0,60.26354736842106,41.7910447761194,16.47058823529412,0
Fiocruz_LV2755,58.453654589371986,0.0,69.4734,47.76117910447761,22.352823529411765,0
Fiocruz_LV2759,58.453654589371986,0.0,68.6846052631579,0.0,0.0,0
Fiocruz_LV2763,58.453654589371986,0.0,68.6846052631579,0.0,0.0,0
Fiocruz_LV2766,58.453654589371986,0.0,61.57866315789474,29.850716417910448,21.176647058823534,0
Fiocruz_LV2767,58.453654589371986,0.0,69.4734,0.0,0.0,0
Fiocruz_LV2772,58.453654589371986,0.0,68.6846052631579,0.0,0.0,0
Fiocruz_LV2776,58.453654589371986,0.0,68.6846052631579,0.0,0.0,0
Fiocruz_LV2787,58.453654589371986,0.0,68.6846052631579,0.0,0.0,0
Fiocruz_LV2790,58.453654589371986,0.0,68.6846052631579,0.0,0.0,0
Fiocruz_LV2791,58.453654589371986,0.0,98.684,0.0,0.0,0
Fiocruz_LV2807,58.453654589371986,0.0,64.9996947368421,47.76117910447761,22.94138823529412,0
Fiocruz_LV2812,58.453654589371986,0.0,68.6846052631579,0.0,0.0,0
Fiocruz_LV2816,58.453654589371986,0.0,66.57886315789473,49.25368656716417,29.411782352941174,0
Fiocruz_LV2841,58.453654589371986,0.0,53.94726315789473,37.31358208955224,14.705941176470589,0
Fiocruz_LV2919,58.453654589371986,0.0,68.42122631578948,0.0,0.0,0
Fiocruz_LV2973,58.453654589371986,0.0,68.6846052631579,0.0,0.0,0
Fiocruz_LV3076,58.453654589371986,0.0,45.52625,0.0,0.0,0
Fiocruz_LV3213,58.453654589371986,0.0,62.10552631578948,44.77607462686567,18.823388235294118,0
Fiocruz_LV3323,58.453654589371986,0.0,68.6846052631579,0.0,0.0,0
Fiocruz_LV3409,58.453654589371986,0.0,69.4734,46.26864179104478,25.88225882352941,0
Fiocruz_LV3879,58.453654589371986,0.0,69.4734,0.0,0.0,0
Fiocruz_LV4034,58.453654589371986,0.0,74.47364736842106,0.0,0.0,0
Fiocruz_LV4108,58.453654589371986,0.0,59.47398947368421,44.775835820895516,23.52941176470588,0
Fiocruz_LV4113,58.453654589371986,0.0,66.05271578947368,37.31358208955224,22.94138823529412,0
Fiocruz_LV4114,58.453654589371986,0.0,66.3161052631579,44.775835820895516,25.29399411764706,0
Fiocruz_LV4118,58.453654589371986,0.0,58.420605263157896,49.25368656716417,27.058799999999998,0
Fiocruz_LV4152,58.453654589371986,0.0,69.4734,47.76117910447761,22.94138823529412,0
Fiocruz_LV4160,58.453654589371986,0.0,42.89478947368421,37.31358208955224,15.882352941176471,0
Fiocruz_LV4173,58.453654589371986,0.0,50.000021052631574,40.298507462686565,28.823623529411766,0
Fiocruz_LV4174,58.453654589371986,0.0,66.57886315789473,49.25368656716417,27.64729411764706,0
Fiocruz_LV4188,58.453654589371986,0.0,61.57866315789474,41.79086567164179,24.117811764705884,0
Fiocruz_LV4211,58.453654589371986,0.0,41.579157894736845,49.25368656716417,29.411782352941174,0
Fiocruz_LV4212,58.453654589371986,0.0,61.05230526315789,47.76117910447761,29.411529411764704,0
Fiocruz_LV4217,58.453654589371986,0.0,68.42083421052632,47.76117910447761,21.176523529411767,0
Fiocruz_LV4225,58.453654589371986,0.0,39.210328947368424,47.76117910447761,29.41173529411765,0
Fiocruz_LV4234,58.453654589371986,0.0,68.15792105263158,35.82097014925373,19.99995882352941,0
Fiocruz_R83,58.453654589371986,0.0,69.4734,35.82094029850746,11.764776470588236,0
G30,58.453654589371986,0.0,13.684168421052632,37.313731343283585,14.705941176470589,0
G32,58.453654589371986,0.0,13.684168421052632,37.313731343283585,14.705941176470589,0
Gui44,53.623420289855076,68.12469999999999,35.78957368421053,0.0,0.0,0
HAI0188,58.453654589371986,0.0,98.947,40.298507462686565,17.647270588235294,0
HS006,53.623420289855076,68.12469999999999,72.10515263157896,50.746417910447754,28.823235294117644,0
I2,53.76835748792271,78.43750625000001,26.090200375939848,36.81607462686568,19.019635294117645,0
IP1605021,64.00930434782609,81.2504,61.05219473684211,38.80616417910448,50.588141176470586,1
IPAV,58.453654589371986,0.0,75.52645921052633,52.98508208955224,48.82369117647059,0
K56,99.758,94.37505,65.26320263157896,47.76132835820896,31.176517647058823,1
Kantorowic,58.453654589371986,0.0,38.68422105263158,46.26829104477612,39.41150588235294,0
Kito,53.623420289855076,68.12469999999999,42.10507894736842,47.76102985074627,54.11741176470588,0
L0066,56.038782608695655,86.249625,10.526294736842107,35.07444776119403,26.470652941176468,0
L0374,81.15942028985508,99.375,77.3685,52.23850746268657,47.646776470588236,1
L0864,56.038782608695655,86.249625,10.526294736842107,0.0,0.0,0
L231,59.90299516908213,0.0,88.421,41.79114925373134,18.823411764705885,0
L495,99.758,94.37505,76.31571315789473,40.298507462686565,17.058676470588235,1
L60,35.74920289855073,0.0,30.789694736842105,0.0,0.0,0
LEPTOCUBA04,38.16426086956522,73.125,11.052642105263159,32.83610447761194,12.941188235294119,0
LEPTOCUBA07,53.623420289855076,68.12469999999999,47.10524210526316,46.268731343283584,28.823235294117644,0
LEPTOCUBA14,38.16426086956522,73.125,11.052642105263159,32.83610447761194,12.941188235294119,0
LEPTOCUBA17,38.16426086956522,73.125,11.052642105263159,32.83610447761194,12.941188235294119,0
LJ178,53.623420289855076,68.12469999999999,87.89435789473684,53.731358208955214,57.058776470588235,0
LO-24,38.16426086956522,73.125,11.052644736842105,32.83610447761194,12.941188235294119,0
LO-3,53.623420289855076,68.12469999999999,99.211,50.74602985074627,56.4703294117647,0
LO-4,53.623420289855076,68.12469999999999,98.421,50.74602985074627,72.3529411764706,0
LT2156,61.83593719806763,94.37505,71.05256842105263,50.74644776119403,47.05851764705883,1
L_60,35.58774396135266,0.0,30.789694736842105,0.0,0.0,0
Lai,58.453654589371986,0.0,80.52619210526316,36.56719402985075,14.411732352941176,0
Langkawi,58.453654589371986,0.0,70.78958421052631,40.29851243781095,32.05885,0
M001_Tn_Mutant_Parent,99.758,94.37505,68.6846052631579,0.0,0.0,1
M20,48.3089577294686,73.125,62.89456315789474,41.04500746268657,20.88229411764706,0
M933_lip32_mutant,99.758,94.37505,68.6846052631579,37.313283582089554,14.705823529411765,1
MAVJ401,52.65688405797101,0.0,33.68411052631579,41.791,37.64682352941176,0
MH4001,53.623420289855076,68.12469999999999,26.315731578947368,50.74602985074627,24.70595294117647,0
MH4027,58.453654589371986,0.0,14.473705263157894,47.76074626865672,72.35287647058824,0
MK146,56.038782608695655,86.249625,10.526294736842107,28.35820895522388,11.7648,0
MM0006CK,38.16426086956522,73.125,11.052642105263159,0.0,0.0,0
MM0010CK,38.16426086956522,73.125,11.052642105263159,32.83610447761194,12.941188235294119,0
MM0011CK,38.16426086956522,73.125,11.052642105263159,32.83610447761194,12.941188235294119,0
MM0011CU,38.16426086956522,73.125,11.052642105263159,34.32862686567164,16.470635294117645,0
MM0013CK,38.16426086956522,73.125,11.052642105263159,0.0,0.0,0
MM0013CU,38.16426086956522,73.125,11.052642105263159,0.0,0.0,0
MM0026CK,38.16426086956522,73.125,11.052642105263159,0.0,0.0,0
MM0026CU,38.16426086956522,73.125,11.052642105263159,0.0,0.0,0
MM0028CK,38.16426086956522,73.125,11.052642105263159,0.0,0.0,0
MM0031CK,38.16426086956522,73.125,11.052642105263159,34.32862686567164,16.470635294117645,0
MM0031CU,38.16426086956522,73.125,11.052642105263159,34.32862686567164,16.470635294117645,0
MM0037CK,38.16426086956522,73.125,11.052642105263159,32.83610447761194,12.941188235294119,0
MM0043CK,38.16426086956522,73.125,11.052642105263159,32.83610447761194,12.941188235294119,0
MM0050CK,38.16426086956522,73.125,11.052642105263159,32.83610447761194,12.941188235294119,0
MM0098CU,38.16426086956522,73.125,11.052642105263159,32.83610447761194,12.941188235294119,0
MM0119CK,38.16426086956522,73.125,11.052642105263159,32.83610447761194,12.941188235294119,0
MM0134CK,38.16426086956522,73.125,11.052642105263159,32.83610447761194,12.941188235294119,0
MM0138CK,38.16426086956522,73.125,11.052642105263159,0.0,0.0,0
MM0148CK,38.16426086956522,73.125,11.052642105263159,32.83610447761194,12.941188235294119,0
MM0159CK,38.16426086956522,73.125,11.052642105263159,0.0,0.0,0
MM0161CK,38.16426086956522,73.125,11.052642105263159,0.0,0.0,0
MM0189CU,38.16426086956522,73.125,11.052642105263159,32.83610447761194,12.941188235294119,0
MM0195CK,38.16426086956522,73.125,11.052642105263159,32.83610447761194,12.941188235294119,0
MM0196CK,38.16426086956522,73.125,11.052642105263159,0.0,0.0,0
MM0200CK,38.16426086956522,73.125,11.052642105263159,32.83610447761194,12.941188235294119,0
MM0211CK,38.16426086956522,73.125,11.052642105263159,0.0,0.0,0
MM0213CK,38.16426086956522,73.125,11.052568421052632,34.32862686567164,16.470635294117645,0
MM0220CK,38.16426086956522,73.125,11.052642105263159,34.32862686567164,16.470635294117645,0
MM0242CK,38.16426086956522,73.125,11.052642105263159,34.32862686567164,16.470635294117645,0
MM0244CK,38.16426086956522,73.125,11.052642105263159,34.32862686567164,16.470635294117645,0
MM0256CK,38.16426086956522,73.125,11.052642105263159,32.83610447761194,12.941188235294119,0
MM0257CK,38.16426086956522,73.125,11.052642105263159,32.83610447761194,12.941188235294119,0
MM0258CK,38.16426086956522,73.125,11.052642105263159,32.83610447761194,12.941188235294119,0
MM0259CK,38.16426086956522,73.125,11.052642105263159,32.83610447761194,12.941188235294119,0
MM0260CK,38.16426086956522,73.125,11.052642105263159,32.83610447761194,12.941188235294119,0
MM0261CK,38.16426086956522,73.125,11.052642105263159,34.32862686567164,16.470635294117645,0
MM0262CK,38.16426086956522,73.125,11.052642105263159,32.83610447761194,12.941188235294119,0
MM0263CK,38.16426086956522,73.125,11.052642105263159,34.32862686567164,16.470635294117645,0
MM0264CK,38.16426086956522,73.125,11.052642105263159,0.0,0.0,0
MM0265CK,38.16426086956522,73.125,11.052642105263159,32.83610447761194,12.941188235294119,0
MM0268CK,38.16426086956522,73.125,11.052642105263159,0.0,0.0,0
MM0269CK,38.16426086956522,73.125,11.052642105263159,32.83610447761194,12.941188235294119,0
MM0272CK,38.16426086956522,73.125,11.052642105263159,0.0,0.0,0
MM0273CK,38.16426086956522,73.125,11.052642105263159,32.83610447761194,12.941188235294119,0
MM0275CK,38.16426086956522,73.125,11.052642105263159,32.83610447761194,12.941188235294119,0
MM0277CK,38.16426086956522,73.125,11.052642105263159,32.83610447761194,12.941188235294119,0
MM0280CK,38.16426086956522,73.125,11.052642105263159,32.83610447761194,12.941188235294119,0
MM0310CK,38.16426086956522,73.125,11.052642105263159,32.83610447761194,12.941188235294119,0
MM0313CK,38.16426086956522,73.125,11.052642105263159,32.83610447761194,12.941188235294119,0
MM0317CK,38.16426086956522,73.125,11.052642105263159,34.32862686567164,16.470635294117645,0
MM0320CK,38.16426086956522,73.125,11.052642105263159,32.83610447761194,12.941188235294119,0
MM0324CK,38.16426086956522,73.125,11.052642105263159,32.83610447761194,12.941188235294119,0
MM0325CK,38.16426086956522,73.125,11.052642105263159,34.32862686567164,16.470635294117645,0
