Strain,WP_004420971.1,WP_004421009.1,WP_004421032.1,WP_004421044.1,WP_004421149.1,WP_004421318.1,WP_004421329.1,WP_004421346.1,WP_004421360.1,WP_004421390.1,WP_004421440.1,WP_004421446.1,WP_004421471.1,WP_004434437.1,WP_004434460.1,WP_004434462.1,WP_004434466.1,WP_004434477.1,WP_004434481.1,WP_004434561.1,WP_004434567.1,WP_004434629.1,WP_004434663.1,WP_004434686.1,WP_004434732.1,WP_004434738.1,WP_004434740.1,WP_004434756.1,WP_004434771.1,WP_004434773.1,WP_004434810.1,WP_004434874.1,WP_004434935.1,WP_004434939.1,WP_004434977.1,WP_004434989.1,WP_004450657.1,WP_004456870.1,WP_036032236.1,WP_036032239.1,WP_036032297.1,WP_051060727.1,WP_053522407.1,WP_157434982.1,WP_198289705.1,WP_198289710.1,WP_232417455.1,WP_232436020.1,WP_243815746.1,WP_243829358.1,WP_243829359.1,target
20021189,95.882,91.47307364341084,0.0,94.697,55.97804347826087,93.949,95.785,39.45563095238095,93.525,87.987,29.10428358208955,90.722,93.396,23.8277109375,0.0,71.67400858369099,69.231,20.407809523809526,76.95812903225807,0.0,24.843,37.930689655172415,28.57179661016949,46.36663667820069,0.0,36.538048076923076,15.358361774744026,69.231,30.33007507507508,40.80491379310345,20.247954545454547,58.277304054054056,51.95182582582582,16.336804455445545,98.288,0.0,95.142,83.52250568181819,0.0,0.0,0.0,32.317243902439024,38.93249293563579,0.0,63.48136518771331,89.385,0.0,21.556922155688625,30.976430976430976,0.0,0.0,0
2006006962,96.078,91.86056589147287,0.0,95.455,54.89152173913043,92.038,96.935,40.64645238095238,92.086,87.987,29.477481343283582,0.0,90.881,22.6562109375,0.0,72.53242060085836,68.974,20.407809523809526,79.26239170506912,0.0,25.786481132075473,38.2183908045977,29.297874092009685,46.02026989619377,0.0,36.53859375,15.016894197952217,67.899,30.33007507507508,41.37883908045976,16.528772727272727,58.44595523648648,51.6512972972973,24.75279702970297,96.575,0.0,94.332,82.9546619318182,60.61569230769231,0.0,71.18664406779662,31.707634146341462,59.654722135007844,0.0,64.84592491467576,62.29075418994414,0.0,22.15551796407186,94.276,35.70040307101728,27.118677966101696,0
2006006968,96.078,91.86056589147287,0.0,95.455,54.89152173913043,92.038,96.935,40.64645238095238,92.086,87.987,29.477481343283582,0.0,90.881,22.6562109375,0.0,72.53242060085836,68.974,20.407809523809526,79.26239170506912,0.0,25.786481132075473,38.2183908045977,29.297874092009685,46.02026989619377,0.0,36.53859375,15.016894197952217,67.899,30.33007507507508,41.37883908045976,16.528772727272727,58.44595523648648,51.6512972972973,24.75279702970297,96.575,0.0,94.332,82.9546619318182,60.61569230769231,0.0,71.18664406779662,31.707634146341462,59.654722135007844,0.0,64.84592491467576,62.29075418994414,0.0,22.15551796407186,94.276,35.70040307101728,27.118677966101696,0
2006006986,95.49,92.24805813953488,0.0,95.076,55.43478260869565,91.083,96.935,40.47591836734694,92.086,89.935,29.477481343283582,90.722,91.195,22.6562109375,0.0,72.53242060085836,68.718,20.407809523809526,57.257723502304145,0.0,25.786481132075473,38.50603448275862,29.05530266343826,45.674892733564015,0.0,37.74069711538462,15.699617747440271,68.047,30.030285285285288,45.114778735632186,16.528772727272727,58.78329054054054,49.84968468468469,13.118752475247522,97.26,0.0,94.332,83.23885227272727,0.0,0.0,0.0,31.707634146341462,59.81197802197802,0.0,64.84592491467576,47.48589944134078,0.0,22.15551796407186,21.548764309764312,0.0,0.0,0
200702274,95.882,91.47307364341084,0.0,94.697,55.97804347826087,93.949,95.78500000000001,39.45563095238095,93.52500000000002,87.98700000000001,29.10428358208955,84.53598969072165,93.396,23.8277109375,0.0,71.67400858369099,69.231,20.407809523809526,76.95812903225807,0.0,24.843,37.930689655172415,28.57179661016949,46.3666366782007,0.0,36.538048076923076,15.358361774744026,69.231,30.330075075075076,40.80491379310345,20.247954545454547,58.27730405405405,51.951825825825814,16.336804455445545,98.288,0.0,95.142,83.52250568181819,0.0,0.0,0.0,32.317243902439024,59.65472213500785,0.0,63.4813651877133,89.385,0.0,21.556922155688625,30.976430976430976,0.0,0.0,0
200703020,95.882,91.47307364341084,0.0,94.697,55.97804347826087,93.949,95.785,39.45563095238095,93.525,87.987,29.10428358208955,84.53598969072165,93.396,23.8277109375,0.0,71.67400858369099,69.231,20.407809523809526,76.95812903225807,0.0,24.843,37.930689655172415,28.57179661016949,46.36663667820069,0.0,36.538048076923076,15.358361774744026,69.231,30.33007507507508,40.80491379310345,20.247954545454547,58.277304054054056,51.95182582582582,16.336804455445545,98.288,0.0,95.142,83.52250568181819,0.0,0.0,0.0,32.317243902439024,59.654722135007844,0.0,63.48136518771331,89.385,0.0,21.556922155688625,30.976430976430976,0.0,0.0,0
200703021,95.882,91.47307364341084,0.0,94.697,55.97804347826087,93.949,95.785,39.45563095238095,93.525,87.987,29.10428358208955,84.53598969072165,93.396,23.8277109375,0.0,71.67400858369099,69.231,20.407809523809526,76.95812903225807,0.0,24.843,37.930689655172415,28.57179661016949,46.36663667820069,0.0,36.538048076923076,15.358361774744026,69.231,30.33007507507508,40.80491379310345,20.247954545454547,58.277304054054056,51.95182582582582,16.336804455445545,98.288,0.0,95.142,83.52250568181819,0.0,0.0,0.0,32.317243902439024,59.654722135007844,0.0,63.48136518771331,89.385,0.0,21.556922155688625,30.976430976430976,0.0,0.0,0
200801774,95.882,90.69808914728682,0.0,94.697,55.97804347826087,94.586,95.785,39.45563095238095,93.525,87.987,29.10428358208955,90.722,93.396,23.8277109375,0.0,71.67400858369099,69.231,20.407809523809526,77.18905760368663,0.0,24.843,37.64361206896552,28.57179661016949,46.36663667820069,0.0,36.538048076923076,15.358361774744026,69.231,30.33007507507508,40.23,19.835136363636362,58.44558108108108,50.75063063063063,16.336804455445545,98.288,0.0,95.142,83.2385965909091,0.0,0.0,0.0,0.0,59.340210361067506,0.0,63.48136518771331,89.385,0.0,21.556922155688625,30.976430976430976,0.0,44.06792372881356,0
2008720116,95.882,92.24805813953488,0.0,95.455,54.89152173913043,91.401,96.935,40.47591836734694,92.086,87.987,29.850850746268655,0.0,91.509,23.04703125,93.984,72.53242060085836,66.923,76.87105102040816,78.80214746543778,0.0,94.025,38.50603448275862,62.2274225181598,44.636920415224914,87.63474193548387,78.60550240384616,15.016883959044367,82.84031065088757,95.495,80.45943103448275,62.809842975206614,71.11491554054054,50.75083333333333,80.44577227722773,97.26,80.75546402877698,93.927,82.6704715909091,0.0,0.0,0.0,31.707634146341462,29.82721507064364,0.0,61.43338566552901,63.12824022346369,0.0,76.6462754491018,10.774410774410775,14.779009596928981,0.0,1
2008720117,95.882,92.24805813953488,0.0,95.455,54.89152173913043,91.401,96.935,40.47591836734694,92.086,87.987,29.850850746268655,0.0,91.509,23.04703125,93.984,72.53242060085836,66.923,76.87105102040816,78.80214746543778,0.0,94.025,38.50603448275862,62.2274225181598,44.636920415224914,87.63474193548387,78.60550240384616,15.016883959044367,82.84031065088757,95.495,80.45943103448275,62.809842975206614,71.11491554054054,50.75083333333333,80.44577227722773,97.26,80.75546402877698,93.927,82.6704715909091,0.0,0.0,0.0,31.707634146341462,29.82721507064364,0.0,61.43338566552901,63.128240223463685,0.0,76.6462754491018,10.774410774410775,14.779009596928981,0.0,1
200901118,95.686,80.62041860465116,0.0,94.697,55.97804347826087,83.12141082802547,95.019,12.415051020408164,93.525,81.81860389610391,11.940276119402984,62.886340206185565,93.711,25.0001484375,0.0,56.652682403433474,69.487,20.747999999999998,24.654451612903227,0.0,25.15720754716981,37.930689655172415,30.02440677966102,45.674892733564015,0.0,23.317307692307693,15.358361774744026,19.52660946745562,30.33007507507508,35.0571724137931,14.049739669421488,58.10803716216217,48.348012012012006,25.0002301980198,97.945,0.0,95.142,99.432,0.0,0.0,0.0,28.04841463414634,72.99817896389325,0.0,63.48136518771331,99.441,0.0,21.556922155688625,31.986444444444444,0.0,27.118474576271186,0
200901868,95.686,91.47307364341084,0.0,94.697,55.97804347826087,93.631,95.019,39.62587074829931,93.525,86.688,11.940276119402984,85.56726804123713,93.711,25.0001484375,0.0,71.24431759656652,69.487,20.747999999999998,76.03656221198158,0.0,25.15720754716981,37.930689655172415,30.02440677966102,45.674892733564015,0.0,36.53859375,15.358361774744026,28.402100591715975,30.33007507507508,41.9536551724138,14.049739669421488,58.10803716216217,51.95182582582582,25.0002301980198,97.945,0.0,95.142,99.432,0.0,0.0,0.0,32.92662195121951,72.99817896389325,0.0,63.48136518771331,99.441,0.0,21.556922155688625,37.03690235690236,0.0,27.118474576271186,0
201102933,98.039,77.90711627906977,0.0,89.015,54.891771739130434,85.987,88.50540517241379,27.210639455782317,92.806,18.506597402597404,27.052124999999997,22.68041237113402,11.949641509433961,23.047265624999998,99.512,94.85,97.949,96.939,59.38943145161291,0.0,99.371,37.35616379310345,98.789,93.08,91.93548387096774,99.519,13.651631399317406,94.527,99.099,98.851,99.587,98.48,43.61843693693694,98.01977475247526,96.575,99.82,82.186,82.38588352272727,0.0,0.0,0.0,0.0,59.02669387755102,0.0,96.928,0.0,0.0,100.0,76.43112121212121,10.748637236084452,80.9321059322034,0
201401993,95.882,90.69808914728682,0.0,94.697,55.97804347826087,94.586,95.785,39.45563095238095,93.525,87.987,29.10428358208955,90.722,93.396,23.8277109375,0.0,71.67400858369099,69.231,20.407809523809526,77.18905760368663,0.0,24.843,37.64361206896552,28.57179661016949,46.36663667820069,0.0,36.538048076923076,15.358361774744026,69.231,30.33007507507508,40.23,19.835136363636362,58.44558108108108,50.75063063063063,16.336804455445545,98.288,0.0,95.142,83.2385965909091,0.0,0.0,0.0,0.0,59.340210361067506,0.0,63.48136518771331,89.385,0.0,21.556922155688625,30.976430976430976,0.0,62.712203389830506,0
201402975,95.882,91.47307364341084,0.0,94.697,55.97804347826087,93.949,95.785,39.45563095238095,93.525,87.987,29.10428358208955,90.722,93.396,23.8277109375,0.0,71.67400858369099,69.231,20.407809523809526,76.95812903225807,0.0,24.843,37.930689655172415,28.57179661016949,46.36663667820069,0.0,36.538048076923076,15.358361774744026,69.231,30.33007507507508,40.80491379310345,20.247954545454547,58.277304054054056,51.95182582582582,16.336804455445545,98.288,0.0,95.142,83.52250568181819,0.0,0.0,0.0,32.317243902439024,59.654722135007844,0.0,63.48136518771331,89.385,0.0,21.556922155688625,30.976430976430976,0.0,0.0,0
201600670,95.882,90.69808914728682,0.0,94.697,55.97804347826087,0.0,95.785,39.45563095238095,93.525,87.987,29.10428358208955,90.722,93.396,23.8277109375,0.0,71.67400858369099,69.231,20.407809523809526,77.18905760368663,0.0,24.843,37.64361206896552,28.57179661016949,46.36663667820069,0.0,36.538048076923076,15.358361774744026,69.231,30.33007507507508,40.23,19.835136363636362,58.44558108108108,50.75063063063063,16.336804455445545,98.288,0.0,95.142,83.2385965909091,0.0,0.0,0.0,0.0,59.340210361067506,0.0,63.48136518771331,89.385,0.0,21.556922155688625,30.976430976430976,0.0,62.712203389830506,0
201601171,96.078,91.86056589147287,0.0,95.455,54.89152173913043,92.038,96.935,40.64645238095238,92.086,87.987,29.850850746268655,0.0,90.881,22.6562109375,0.0,72.53242060085836,68.974,20.407809523809526,0.0,0.0,25.786481132075473,38.2183908045977,29.297874092009685,46.02026989619377,0.0,36.53859375,15.016894197952217,67.899,30.33007507507508,41.37883908045976,16.528772727272727,58.61530405405405,51.6512972972973,24.75279702970297,96.575,0.0,94.332,82.9546619318182,60.61569230769231,0.0,71.18664406779662,31.707634146341462,59.654722135007844,0.0,64.84592491467576,68.71543016759777,0.0,22.155443113772456,94.276,35.70040307101728,27.118677966101696,0
201601172,96.078,91.86056589147287,0.0,95.455,54.89152173913043,92.038,96.935,40.64645238095238,92.086,87.987,29.850850746268655,0.0,90.881,22.6562109375,0.0,72.53242060085836,68.974,20.407809523809526,64.2858801843318,0.0,25.786481132075473,38.2183908045977,29.297874092009685,46.02026989619377,0.0,36.53859375,15.016894197952217,67.899,30.33007507507508,41.37883908045976,16.528772727272727,58.61530405405405,51.6512972972973,24.75279702970297,96.575,0.0,94.332,82.9546619318182,60.61569230769231,0.0,71.18664406779662,31.707634146341462,59.654722135007844,0.0,64.84592491467576,68.71543016759777,0.0,22.155443113772456,94.276,35.70040307101728,27.118677966101696,0
201700039,96.078,91.86056589147287,0.0,95.455,54.89152173913043,92.038,96.935,40.64645238095238,92.086,87.987,29.850850746268655,0.0,90.881,22.6562109375,0.0,72.53242060085836,68.974,20.407809523809526,79.26239170506912,0.0,25.786481132075473,38.2183908045977,29.297874092009685,46.02026989619377,0.0,36.53859375,15.016894197952217,67.899,30.33007507507508,41.37883908045976,16.528772727272727,58.61530405405405,51.6512972972973,24.75279702970297,96.575,0.0,94.332,82.9546619318182,60.61569230769231,0.0,71.18664406779662,31.707634146341462,59.654722135007844,0.0,64.84592491467576,68.71543016759777,0.0,22.155443113772456,94.276,35.70040307101728,27.118677966101696,0
201700043,96.078,91.86056589147287,0.0,95.455,54.89152173913043,92.038,96.935,40.64645238095238,92.086,87.987,29.850850746268655,0.0,90.881,22.6562109375,0.0,72.53242060085836,68.974,20.407809523809526,79.26239170506912,0.0,25.786481132075473,38.2183908045977,29.297874092009685,46.02026989619377,0.0,36.53859375,15.016894197952217,67.899,30.33007507507508,41.37883908045976,16.528772727272727,58.61530405405405,51.6512972972973,24.75279702970297,96.575,0.0,94.332,82.9546619318182,60.61569230769231,0.0,71.18664406779662,31.707634146341462,59.654722135007844,0.0,64.84592491467576,68.71543016759777,0.0,22.155443113772456,94.276,35.70040307101728,27.118677966101696,0
201700045,95.882,91.47307364341084,0.0,95.455,55.97804347826087,94.586,95.785,39.62587074829931,93.525,87.987,29.10428358208955,90.722,92.767,24.218765625,0.0,12.446223175965667,69.231,20.06786394557823,77.4195737327189,0.0,24.843,37.643517241379314,28.57179661016949,46.02026989619377,0.0,36.29809375,15.358361774744026,69.083,30.33007507507508,40.80491379310345,19.835136363636362,58.277304054054056,51.65196096096096,16.089133663366336,97.945,0.0,94.737,83.52250568181819,0.0,0.0,0.0,32.317243902439024,59.96823861852433,0.0,63.48136518771331,89.385,0.0,20.958293413173653,71.0439393939394,0.0,27.1184406779661,0
201700301,96.078,91.86056589147287,0.0,95.455,54.89152173913043,92.038,96.935,40.64645238095238,92.086,87.987,11.940276119402984,0.0,90.881,22.6562109375,0.0,72.53242060085836,68.974,20.407809523809526,79.26239170506912,0.0,25.786481132075473,38.2183908045977,29.297874092009685,46.02026989619377,0.0,36.53859375,15.016894197952217,67.899,30.33007507507508,41.37883908045976,16.528772727272727,58.61530405405405,51.6512972972973,24.75279702970297,96.575,0.0,94.332,82.9546619318182,60.61569230769231,0.0,71.18664406779662,31.707634146341462,59.654722135007844,0.0,64.84592491467576,68.71543016759777,0.0,22.155443113772456,94.276,35.70040307101728,27.118677966101696,0
201700303,96.078,91.86056589147287,0.0,95.455,54.34788586956522,92.038,96.935,40.64645238095238,92.086,87.987,11.940276119402984,0.0,90.881,22.6562109375,0.0,72.53242060085836,68.974,20.407809523809526,79.26239170506912,0.0,25.786481132075473,38.2183908045977,29.297874092009685,46.02026989619377,0.0,36.53859375,14.504986348122866,67.899,30.33007507507508,41.37883908045976,16.528772727272727,58.61530405405405,51.6512972972973,24.75279702970297,96.575,0.0,94.332,82.9546619318182,60.61569230769231,0.0,71.18664406779662,31.707634146341462,59.654722135007844,0.0,62.45714675767918,68.71543016759777,0.0,22.155443113772456,94.276,34.54875047984645,27.118677966101696,0
201700306,96.078,91.86056589147287,0.0,95.455,54.89152173913043,92.038,96.935,40.64645238095238,92.086,87.987,11.940276119402984,0.0,90.881,22.6562109375,0.0,72.53242060085836,68.974,20.407809523809526,0.0,0.0,25.786481132075473,38.2183908045977,0.0,46.02026989619377,0.0,0.0,15.016894197952217,67.899,30.33007507507508,20.114591954022988,16.528772727272727,58.61530405405405,51.6512972972973,0.0,96.575,0.0,94.332,82.9546619318182,60.61569230769231,0.0,71.18664406779662,31.707634146341462,59.654722135007844,0.0,64.84592491467576,68.71543016759777,0.0,22.155443113772456,94.276,35.70040307101728,27.118677966101696,0
201700316,96.078,91.86056589147287,0.0,95.455,54.89152173913043,92.038,96.935,40.64645238095238,92.086,87.987,29.850850746268655,0.0,90.881,22.6562109375,0.0,72.53242060085836,68.974,20.407809523809526,79.26239170506912,0.0,25.786481132075473,38.2183908045977,29.297874092009685,46.02026989619377,0.0,36.53859375,15.016894197952217,67.899,30.33007507507508,41.37883908045976,16.528772727272727,58.61530405405405,51.6512972972973,24.75279702970297,96.575,0.0,94.332,82.9546619318182,60.61569230769231,0.0,71.18664406779662,31.707634146341462,59.654722135007844,0.0,64.84592491467576,68.71543016759777,0.0,22.155443113772456,94.276,35.70040307101728,27.118677966101696,0
201800570,95.686,61.240228682170546,0.0,95.076,10.869478260869567,91.72,96.935,0.0,92.086,87.987,29.850850746268655,0.0,91.509,23.04703125,0.0,64.37768240343348,68.462,20.407809523809526,0.0,0.0,25.786481132075473,38.2183908045977,28.813414043583535,45.674892733564015,0.0,37.49960576923077,15.016894197952217,68.195,30.030285285285288,44.827632183908044,16.528772727272727,58.276606418918924,50.15,0.0,97.26,0.0,93.927,82.9546619318182,0.0,0.0,0.0,31.707634146341462,59.654722135007844,0.0,64.84592491467576,50.8381843575419,0.0,23.353502994011976,94.276,15.355071017274474,27.118677966101696,0
201800888,96.078,91.86056589147287,0.0,95.455,54.89152173913043,92.038,96.935,40.64645238095238,92.086,87.987,29.850850746268655,0.0,90.881,22.6562109375,0.0,72.53242060085836,68.974,20.407809523809526,79.26239170506912,0.0,25.786481132075473,38.2183908045977,29.297874092009685,46.02026989619377,0.0,36.53859375,15.016894197952217,67.899,30.33007507507508,41.37883908045976,16.528772727272727,58.61530405405405,51.6512972972973,24.75279702970297,96.575,0.0,94.332,82.9546619318182,60.61569230769231,0.0,71.18664406779662,31.707634146341462,59.654722135007844,0.0,64.84592491467576,68.71543016759777,0.0,22.155443113772456,94.276,35.70040307101728,27.118677966101696,0
201800890,95.882,91.08558139534884,0.0,94.697,55.97804347826087,93.949,95.785,39.45563095238095,93.525,87.987,29.10428358208955,90.206,93.396,23.8277109375,0.0,72.1027296137339,69.231,20.06786394557823,76.95812903225807,0.0,24.843,37.930689655172415,29.782474576271188,46.02026989619377,0.0,36.53859375,15.358361774744026,69.231,30.33007507507508,41.9536551724138,20.247954545454547,58.10803716216217,51.95182582582582,24.75279702970297,98.288,0.0,95.142,83.52250568181819,0.0,0.0,0.0,32.317243902439024,59.654722135007844,0.0,63.822641638225264,88.827,0.0,21.556922155688625,30.6396430976431,0.0,61.017050847457625,0
201801158bis,95.49,91.86056589147287,0.0,95.455,54.89152173913043,91.72,96.935,40.64645238095238,92.086,89.935,29.850850746268655,90.722,91.195,23.04703125,0.0,63.09012875536481,68.718,20.407809523809526,79.03226958525345,0.0,25.786481132075473,38.50603448275862,29.05530266343826,45.674892733564015,0.0,37.74069711538462,15.016894197952217,67.899,30.030285285285288,44.827632183908044,16.528772727272727,58.78329054054054,50.450315315315315,13.118752475247522,97.26,0.0,93.927,83.23885227272727,0.0,0.0,0.0,31.707634146341462,59.81197802197802,0.0,64.84592491467576,22.34649162011173,0.0,22.15559281437126,27.609333333333332,0.0,0.0,0
201801162,95.686,92.24805813953488,0.0,95.455,54.89152173913043,91.401,96.935,40.47591836734694,92.086,87.662,29.104,0.0,90.881,23.04703125,0.0,72.53242060085836,68.718,20.40792176870748,26.036843317972348,0.0,25.786481132075473,38.2183908045977,28.813414043583535,45.674892733564015,0.0,37.74,15.016894197952217,68.047,30.33007507507508,44.827632183908044,16.94206611570248,58.445878378378374,49.84968468468469,13.366457920792078,97.26,0.0,94.332,82.9546619318182,61.231144615384615,0.0,71.18664406779662,31.707634146341462,59.497466248037675,0.0,64.84592491467576,41.899273743016764,0.0,22.155443113772456,12.794680134680135,35.892264875239924,0.0,0
