	WP_002725873.1	WP_002740826.1	WP_002740861.1	WP_032853071.1	WP_002740902.1	WP_002740804.1	WP_002740724.1	WP_078313319.1	WP_016749081.1	WP_002738232.1	WP_002740722.1	WP_002741071.1	WP_002740041.1	WP_230456805.1	WP_002738295.1	WP_002733661.1	WP_050547976.1	WP_002727927.1	WP_000406134.1	WP_000275679.1	WP_000799637.1	WP_000579813.1	WP_001052314.1	WP_002115474.1	WP_000600954.1	WP_004503087.1	WP_061236010.1	WP_198288176.1	WP_004503102.1	WP_239248150.1	WP_223809837.1	WP_001106774.1	WP_002733615.1	WP_039942433.1	WP_244265121.1	WP_010578390.1	WP_000667982.1	WP_003009953.1	WP_036096970.1	WP_003009503.1	WP_003009636.1	WP_036096962.1	WP_196221670.1	WP_003009473.1	WP_003009529.1	WP_003009523.1	WP_003009310.1	WP_282974009.1	WP_004479640.1	WP_282974006.1	WP_004479635.1	WP_282973988.1	WP_004434477.1	WP_004434773.1	WP_004434738.1	WP_004434663.1	WP_004434686.1	WP_004434935.1	WP_004421329.1	WP_004421044.1	WP_004448468.1	WP_036063888.1	WP_243817855.1	WP_004450690.1	WP_004450706.1	WP_004421460.1	WP_004450681.1	WP_036063866.1	WP_004450670.1	WP_016748630.1	WP_016560406.1	WP_016560441.1	WP_016560449.1	WP_016560426.1	WP_016560398.1	WP_244266170.1	WP_016560457.1	WP_000980525.1	WP_000653659.1	WP_017214689.1	WP_020981249.1	WP_001256699.1	WP_000020777.1	WP_002076509.1	WP_000535865.1	WP_001117631.1	WP_000697351.1	WP_029781911.1	WP_000041234.1	WP_002108488.1	WP_002108487.1	WP_002108506.1	WP_002108485.1	WP_002108483.1	WP_025180280.1	WP_002108502.1	WP_002108526.1	WP_000580577.1	WP_000665193.1	WP_000651740.1	WP_000579360.1	WP_002108484.1	WP_000723079.1	WP_002108504.1	WP_237578347.1	WP_004280040.1	WP_237578348.1	WP_004280867.1	WP_004280058.1	WP_100224632.1	WP_020780101.1	WP_011669928.1	WP_004779589.1	WP_004779550.1	WP_011669929.1	WP_004779559.1	WP_000361605.1	WP_000699347.1	WP_000808025.1	WP_000623952.1	WP_000208484.1	WP_000373631.1	WP_000673831.1	WP_000723077.1	WP_000853941.1	WP_000824284.1	WP_001055393.1	WP_000125000.1	WP_000950837.1	WP_002102575.1	WP_000952994.1	WP_000721297.1	WP_000358359.1	WP_000703222.1	WP_000513413.1	WP_032921258.1_26	WP_004483359.1_59	WP_004462134.1_62	WP_004462133.1_63	WP_004462126.1_69	WP_004462125.1_70	WP_004478059.1_71	WP_016551793.1_72	WP_016551804.1_73	WP_004477829.1_74	WP_004462889.1_79	WP_004477915.1_81	WP_061208429.1	WP_061209096.1	WP_228039699.1	WP_061209098.1	WP_228008733.1	WP_061208037.1	True_serogroup	class
201700039	72.64116981	95.628	95.64	93.871	0	25.06096837	26.67767114	0	29.39311821	27.61166418	31.39553779	0	22.42015302	0	23.73561479	20.47004027	72.54269831	83.688	0	28.12526202	30.98623239	32.38087619	0	0	99.623	48.05205195	23.36137311	0	32.44846018	0	70.89221127	26.61863309	53.67261017	54.65671569	30.46309934	24.54381095	24.1542029	52.54210169	0	21.23730936	29.51180488	29.10418657	0	0	0	0	19.26887043	63.23544118	75.96705801	26.22988525	39.23679564	0	0	41.37883908	36.53859375	29.29787409	46.0202699	51.6512973	96.935	95.455	65.69807558	92.46186265	95.663	83	90.03	97.2	95.701	91.954	76.737	86.18628228	99.745	90.805	94.815	96.133	66.586	92.703	0	28.21563485	87.349	24.69723971	41.29946541	100	0	31.83881166	30.76888034	30.74911628	0	15.38445804	26.37851799	0	0	21.29652778	0	0	32.23119008	30.89178344	39.71591489	0	0	15.61447176	38.72529412	0	29.81915964	21.09702532	0	0	0	0	0	44.23791822	0	0	0	0	0	0	51.92643216	30.8568	0	0	21.672	0	0	28.91559036	36.82634731	0	0	44.14109375	33.48851163	0	44.33021649	40.374	0	0	0	85.45422078	0	0	14.36786207	0	0	7.786772541	0	0	0	0	11.07311414	0	0	0	24.68181679	0	0	Pomona	2
brem_137	72.64116981	29.23477596	32.42500817	88.71	0	37.9566399	26.67767114	0	29.39311821	0	31.68630523	0	22.42015302	0	16.34236576	20.47004027	0	84.043	0	37.01953125	0	32.38087619	0	0	98.868	58.11659416	23.36137311	0	31.85853982	0	70.89221127	36.21131415	43.50262147	26.47096078	43.04606623	24.54381095	33.81638647	41.8079548	0	21.23730936	30.732	0	0	0	0	0	19.26887043	36.27469118	80.66345304	33.72329977	35.42215531	0	76.87105102	80.45943103	78.36492548	62.4695109	44.63692042	51.05135135	96.935	95.455	40.89143411	57.11859296	80.102	47.33338333	17.82467674	26.39988	29.185819	34.86576628	72.80930514	17.41756757	29.08125	40.80451724	36.54327901	80.3863232	29.29745763	0	0	28.21563485	99.398	14.04347942	74.63339203	0	0	31.83881166	30.34182051	24.54787597	0	15.03498776	22.30242686	0	0	21.29652778	0	0	31.81780165	30.57334395	39.71591489	0	0	15.61447176	38.72529412	0	29.51846386	21.09702532	0	0	0	0	0	44.23791822	0	0	0	0	0	0	50.25144054	49.429	0	0	21.672	0	0	28.6145	36.82622754	0	0	44.14109375	33.95333953	0	62.8861512	44.10883333	0	0	0	85.19512987	0	0	14.36786207	0	0	7.581987705	0	0	0	0	11.07311414	0	0	0	24.68181679	0	0	Australis	2
r499	72.64116981	33.06036885	36.23941962	35.80629677	0	0	26.50975839	0	29.39311821	27.61166418	35.75567442	0	22.42015302	0	22.56789105	27.51698658	72.20318644	84.397	0	0	30.98623239	32.38087619	0	0	32.0757283	0	23.36151261	0	39.233	32.37731872	70.89221127	0	26.55362712	0	0	24.54381095	0	22.59885876	0	21.06999164	0	29.10418657	0	43.1181393	0	29.71113922	32.55772425	0	35.08279558	0	39.23679564	0	0	0	0	0	0	0	31.03445211	30.68181818	0	21.10528476	32.39785714	0	29.00347432	26.39988	25.79201357	34.86576628	0	17.41756757	0	23.56287931	0	32.04383978	0	14.3244973	0	16.18244813	0	0	0	0	100	99.552	100	100	100	100	100	99.71	100	100	99.672	99.526	99.587	99.682	100	100	100	95.34883721	99.51	100	99.699	100	91.48961047	0	36.71480676	0	90.952	80.297	0	0	40.0003619	0	79.71036853	90.949	22.61288442	25.14312857	0	0	21.672	10.67344828	0	74.096	38.3233982	0	0	44.14109375	33.48851163	0	0	40.374	0	12.83585075	0	19.22097403	0	0	22.9887069	0	0	7.786772541	0	0	0	0	11.24365417	0	11.36755519	0	28.75282443	0	0	Hebdomadis	3
wumalasena	70.75439623	98.907	98.91	99.355	0	24.57405353	27.01355201	0	28.43484984	27.61164179	32.84928779	0	22.77609964	0	21.012	15.43604027	70.50859661	87.234	79.839	26.20191106	30.98630282	32.38087619	0	0	61.50913208	0	23.36151261	0	31.85862832	0	70.89221127	26.85870504	96.61	21.81391667	30.13253642	24.04629187	23.67163043	75.70585311	74.93214016	21.23730936	31.21986829	29.10447761	0	0	0	0	23.2557907	85.53872549	33.14881768	25.76147541	38.96453951	0	0	40.80491379	36.29809375	28.57179661	46.0202699	51.65196096	73.17980077	95.455	49.61223837	96.65012563	59.18351786	83.333	90.63435045	86.400392	96.38	60.15355172	74.622	17.71756757	27.04065306	53.448	65.18549877	31.21562155	93.462	14.32425405	98.63	99.17	76.506	26.15020097	29.76940881	0	0	30.94163677	30.34182051	31.0073385	0	14.3358042	25.89939568	0	0	21.75935185	0	0	31.40542149	30.25490446	39.71591489	0	0	15.28237874	38.23522059	0	29.81915964	27.00394937	0	0	0	0	0	12.63931227	0	0	0	0	0	0	52.09412563	30.57140286	0	0	21.98164706	0	0	28.6145	36.82622754	0	0	44.14109375	33.95333953	0	45.01707216	26.72385057	0	0	0	59.22089091	0	0	13.79312644	0	0	7.786772541	0	0	0	0	11.75459114	0	0	0	24.42774046	0	0	Grippotyphosa	2
cmcc-3	72.64116981	95.628	95.368	93.871	94.444	37.95582482	64.26138926	0	29.39311821	38.80632836	80.814	85.45488831	55.16	0	87.93736965	81.544	72.88122034	84.043	100	100	100	96.50793651	100	100	100	0	44.03341176	55.55518346	53.98182891	12.47873356	70.42220657	72.66182254	26.55362712	0	45.03274172	45.77146269	53.62342029	22.59885876	76.81963342	63.88004013	0	37.31320896	75.26924731	85.24040464	24.27967078	11.5451511	68.43901661	0	32.87264917	62.99780796	39.23679564	37.1306962	0	0	0	35.10938015	0	0	31.03445211	29.16657955	12.98432558	21.10528476	32.39785714	0	29.30557704	26.39988	19.23108597	34.48272414	0	17.41756757	0	23.56287931	0	29.55754144	27.60319855	0	0	28.21563485	0	0	13.62700839	0	41.55132687	31.83881166	25.21333333	30.74911628	29.67433276	0	26.37851799	0	0	21.29652778	0	0	29.7517686	30.89178344	36.17068085	0	10.75085324	27.57447508	38.72529412	0	73.494	29.1138481	42.22579051	0	0	0	57.30185397	30.11167286	0	0	0	0	0	0	22.44572864	30.8568	0	36.03230769	21.672	13.79320525	0	83.434	66.16785629	61.65832383	0	44.14109375	33.48851163	0	0	17.81613793	0	0	0	85.71428571	41.45291453	0	37.93089943	0	0	7.786772541	0	0	0	35.49806061	15.67297615	0	0	0	64.63149364	32.83557463	0	Canicola	1
ho0907ck	100	33.60637158	36.7843733	37.41945806	0	0	22.65091946	0	30.67130671	29.10474627	35.75567442	0	20.99641281	0	24.51386381	31.20841611	97.62693559	98.227	0	0	31.68982394	33.65044762	0	0	32.83027925	0	28.73985882	0	39.233	34.23289713	0	0	21.46911864	0	0	17.24725705	0	19.77433898	0	18.22759866	0	29.10447761	0	43.28352239	0	29.37193548	32.22613953	0	35.91116575	0	39.23679564	0	20.748	0	0	0	0	0	30.26812261	29.16695455	0	20.60321608	33.9290051	0	28.39864048	27.60028	17.87315385	36.01547893	0	17.11725526	0	19.54003448	0	32.04383978	0	13.24328649	0	28.63113693	0	0	0	0	97.23	94.61880269	91.45320513	97.933	97.77	93.531	93.525	87.826	92.30736264	38.88924074	0	0	88.43	90.127	94.681	95.595	62.45740444	86.04660465	86.765	91.944	92.771	86.076	39.27943208	0	44.928	0	82.698	23.04816357	99.708	100	100	100	95.23809524	100	22.61306533	25.14312857	0	0	23.52920433	10.18055172	0	73.494	38.62229042	0	0	43.74971875	34.41816744	0	0	13.07457615	0	13.13426866	0	9.090818182	0	0	22.12655172	0	0	0	0	0	0	0	11.75459114	0	12.02616145	0	28.24403053	0	0	Sejroe	3
noumea25	100	100	100	100	75	99.757	100	57.7540107	100	100	59.59328488	50.64935065	100	99.597	100	99.664	97.62711864	99.645	76.882	38.46184615	36.62005634	17.77782857	0	54.00682927	32.8304717	0	74.45355294	54.78008269	35.10325074	21.75426307	0	40.04783933	26.55362712	18.38216912	75.828	45.7715058	38.16426087	23.72908475	73.04552022	75.7526689	74.14648293	79.104	53.76329749	29.35272968	18.93008642	24.10873854	71.09626578	25.24478431	33.42498619	35.59689696	80.65424796	36.70917722	20.748	20.11459195	24.75951923	39.22557869	0	0	0	31.81775758	12.79068605	20.77037186	33.9290051	0	26.88812085	27.60028	17.87315385	37.16505747	0	17.11725526	19.64295918	22.98850575	25.92566667	31.7678453	26.15011622	0	0	27.38582988	0	17.91750605	14.04592034	0	0	16.59219283	27.7774359	29.71578295	42.02452487	0	25.89939568	0	0	0	0	0	28.92609917	0	34.39681915	0	21.84340444	26.91	28.43107843	0	29.51846386	31.22331646	31.09679214	0	0	0	0	39.77685502	0	0	0	0	0	0	22.11075377	30.57094286	0	33.19806073	23.21958204	0	0	28.6145	41.61693413	62.69415803	0	43.74971875	25.58139535	0	0	16.95378879	0	12.53727761	0	60.0001039	42.73459829	0	39.94224713	0	0	0	0	0	0	37.66192208	15.33202726	0	0	0	35.62305344	18.65681592	0	Ballum	1
bal_mus127	100	100	100	100	100	99.757	100	100	100	100	100	100	100	99.597	100	100	100	99.645	76.882	38.46184615	36.62005634	33.65044762	0	54.00682927	33.20712453	0	74.45355294	54.78008269	55.75249558	21.75426307	0	40.04783933	26.55362712	23.28400735	75.828	45.7715058	38.16426087	23.72908475	73.04552022	75.7526689	89.02460488	79.104	53.76329749	29.35272968	27.98392593	24.10873854	71.42891694	29.65727451	33.42498619	35.59689696	80.65424796	36.70917722	20.748	20.11459195	28.36564904	39.22557869	0	0	0	31.81775758	12.79068605	20.77037186	33.9290051	0	29.90898489	27.60028	17.87315385	37.16505747	0	17.11725526	24.23479592	22.98850575	29.87614815	31.7678453	26.15011622	0	0	27.38582988	0	22.76047458	14.04592034	0	0	26.00884305	27.7774359	29.71578295	41.85294168	0	25.89939568	0	0	0	0	0	28.92609917	0	36.52488298	0	21.84340444	26.91	38.2354902	0	32.83088554	31.22331646	30.93289689	0	0	0	0	40.52042379	0	0	0	0	0	0	22.11075377	30.57094286	0	35.22280567	20.43341176	0	0	28.91539157	66.16785629	62.69415803	0	43.74971875	34.41816744	0	0	16.95378879	0	12.53727761	0	85.71396623	42.73459829	0	39.94224713	0	0	0	0	0	0	37.66192208	15.33202726	0	0	0	35.62305344	33.33355224	0	Ballum	1
mitisjohnson	100	33.3334235	36.7843733	37.41945806	0	0	22.65091946	0	29.7120607	29.10474627	45.34880233	34.80542338	20.99641281	0	99.611	98.993	97.96578305	98.227	0	0	31.68982394	33.65044762	0	0	32.45257358	0	28.90771429	43.15255814	40.708	12.81641147	0	0	25.98856497	0	0	17.24725705	0	23.16366102	0	18.22759866	0	29.10447761	0	23.54927197	0	0	70.43195349	0	32.87264917	0	39.23679564	35.02135443	20.748	0	0	0	0	24.9248048	0	29.54517045	0	53.60128643	76.27584184	0	20.84592145	27.19984	17.87315385	36.39800766	25.37783384	17.11725526	18.87736735	23.5632069	0	32.59670718	0	0	0	28.21563485	26.20455723	0	0	0	0	45.29169955	27.7774359	29.71578295	35.50603259	0	27.09841727	0	0	0	0	0	28.92609917	0	38.65230496	0	24.57294881	26.91033887	38.2354902	0	73.494	34.17693671	24.22296727	0	0	0	0	39.77685502	0	0	0	0	0	0	81.23914573	54.28601143	0	46.15419028	31.26934365	49.09694581	36.21229236	92.771	62.2755988	76.42492228	45.995	84.37511719	83.72088837	0	0	6.178175287	82.684	11.04487761	0	84.41525455	79.915	95.844	91.379	71.52287086	0	0	0	33.44234584	0	83.117	78.8756184	100	100	100	100	100	100	Tarassovi	4
sh9	100	33.06047541	40.05409537	94.839	100	99.757	100	99.733	100	100	99.709	98.701	55.51603559	99.597	100	100	99.661	98.936	76.613	38.46184615	36.62005634	33.65044762	0	89.54689895	33.20712453	0	74.45352941	54.78008269	55.75249558	88.364	0	40.04783933	26.55362712	23.28400735	75.828	45.7715058	38.16426087	23.72908475	72.77671159	75.7526689	89.02460488	79.104	77.419	84.74299337	79.424	64.85570119	71.42891694	29.65727451	33.7011547	35.59689696	80.65424796	36.70917722	20.748	20.11459195	28.36564904	39.22557869	0	0	0	31.81775758	12.79068605	20.60321608	33.9290051	0	30.21172205	27.60028	17.87315385	37.16505747	0	17.41774174	24.23479592	22.98850575	29.87614815	30.11060773	26.15011622	0	0	27.38582988	0	22.76047458	14.04592034	0	40.4434349	26.45782063	27.7774359	29.71578295	42.36666381	0	23.26164508	0	26.92345055	0	0	0	28.92609917	0	36.52488298	0	31.39883447	26.91	38.2354902	0	32.83088554	30.80179747	42.22579051	0	0	0	0	40.14859851	0	0	0	0	0	0	22.27809045	30.57094286	0	33.19806073	20.43341176	0	0	28.91539157	66.16785629	62.69415803	0	43.74971875	34.41816744	0	0	16.95378879	0	12.53727761	0	84.93494026	42.73459829	0	39.65560345	0	0	0	0	0	0	37.66192208	15.33202726	0	12.52080231	0	35.62305344	33.33355224	0	Ballum	1
fmas_kg2	72.64116981	95.628	95.368	92.581	94.444	37.71328467	41.77872483	0	90.096	88.06	80.233	86.75368831	55.872	0	87.93736965	82.215	72.54269831	83.333	0	53.36561538	35.91537324	32.38087619	0	98.606223	98.868	0	97.647	54.78018605	54.57237758	11.80453963	70.89221127	58.27316547	26.55362712	20.83354657	42.38445695	40.13265672	100	22.59885876	0	41.97311037	89.75596341	80.597	76.344	0	24.27967078	11.03551104	68.77067774	30.3924902	32.87264917	51.05374707	79.29180926	37.55265823	0	0	28.36538462	32.9299322	0	0	31.03445211	29.16657955	0	21.10528476	32.39785714	0	29.30557704	26.39988	19.23104072	35.24880843	0	17.41756757	24.74507653	23.56287931	29.87698519	30.93875414	27.36060533	0	0	28.21563485	0	24.69765617	11.11124528	0	41.55132687	31.83881166	30.76888034	30.49054264	0	15.55964161	27.81766187	0	0	21.29652778	0	0	31.81780165	30.57334395	39.36174468	0	10.75085324	30.89704319	38.23522059	0	73.795	29.1138481	0	0	0	0	57.46007143	47.58371004	0	0	0	0	0	0	22.44572864	30.57094286	0	36.84246559	22.60064396	0	0	83.434	65.56929341	61.65832383	0	44.14109375	33.48851163	0	0	21.83895402	0	0	0	85.71428571	41.88057692	0	38.21851149	0	0	11.27036885	0	0	0	35.49806061	15.67297615	0	0	0	64.63120611	32.58705473	0	Pyrogenes	1
ip1605021	71.69816981	32.51360109	34.06038147	85.806	93.651	37.22594404	42.11402013	0	81.789	88.80628358	80.52307849	73.50672208	54.09224199	49.59689516	78.59894163	81.54344295	72.54284746	87.234	0	50.72152163	37.32422535	32.38087619	0	75.60931707	90.566	0	92.437	55.556	53.68704425	66.94769646	0	51.3189976	28.24881356	21.56878431	42.05259934	39.80120564	72.46341787	24.2940339	0	42.14028094	89.75601951	80.59700746	83.15448029	91.708	92.593	79.117	68.43827243	30.63678431	32.32031215	46.60414052	61.58023978	97.468	0	0	27.88427885	34.62478692	0	0	0	28.78789394	0	20.93798325	32.39814031	0	28.70066163	28	23.98190045	35.24880843	0	15.31539039	24.7444898	23.56287931	30.86464198	30.11001105	28.81359806	0	0	27.80134855	0	22.27624213	12.15916981	0	41.55141274	30.94127354	24.78666667	30.49105943	32.5902916	9.615246503	28.05767866	0	25.8243956	22.68531481	0	23.69692891	30.57820661	31.20973567	39.36150355	0	32.42341638	28.57114286	38.23522059	0	70.78355723	30.38001266	40.58918494	0	0	0	31.5876	31.97030855	0	0	0	0	0	0	22.44576214	30.28522286	0	33.60315789	23.83917028	0	0	74.0963494	65.86807186	60.88131606	0	43.74971875	33.95333953	0	0	20.83310345	0	0	0	85.19512987	33.33345299	0	37.93089943	0	0	11.06541803	0	0	0	39.39428571	13.62877342	0	13.01493904	0	63.8680916	34.07983085	0	Pyrogenes	1
i2	100	100	100	99.677	25.39658333	39.17235766	42.78489262	0	100	100	99.709	98.701	55.51603559	99.194	100	100	98.30463051	98.582	0	68.2694375	36.62005634	33.65044762	0	89.54689895	33.20712453	87.338	94.958	54.78008269	55.75249558	88.364	0	81.05551559	100	25.24529412	45.36456954	40.29884909	56.03878261	76.83642938	0	41.97311037	90.24362927	79.104	77.419	84.74299337	79.424	64.85570119	71.42891694	82.10752941	81.76767956	66.27596721	80.65424796	36.70917722	20.748	40.80491379	37.98088462	33.65640678	0	0	0	31.81775758	13.56608721	20.77037186	33.9290051	0	30.21172205	27.60028	17.87315385	37.16505747	0	17.41774174	25.51067857	53.448	65.92601481	84.53084254	28.81341404	0	0	28.63089212	0	24.93909927	14.25598742	0	40.4434349	26.45782063	27.7774359	29.71578295	42.19508062	0	27.33835731	0	26.92345055	0	0	0	28.92609917	0	38.65230496	0	31.39883447	26.91	38.2354902	0	32.83088554	30.80179747	42.22579051	0	0	0	0	54.6470855	0	0	0	0	0	0	22.94837856	30.8568	0	33.19806073	23.21958204	0	0	28.91539157	66.16785629	62.69415803	0	43.74971875	34.41816744	0	0	16.95378879	0	12.53727761	0	85.71396623	42.73459829	0	39.65560345	0	0	0	0	0	0	37.66192208	15.33202726	0	12.52080231	0	35.62305344	33.58207214	0	Javanica	1
salinem	72.64116981	79.23537158	95.368	91.935	94.444	37.71328467	41.77872483	0	89.776	87.313	80.523	87.01265455	55.872	0	87.93736965	82.215	49.15229831	84.043	0	53.36561538	35.91537324	32.38087619	0	98.606223	53.58517358	0	97.647	54.52151938	54.57237758	12.64776054	67.6056338	58.27316547	26.55362712	20.83354657	42.38445695	40.13265672	100	22.59885876	0	41.97311037	89.75596341	79.851	76.344	0	24.27967078	11.03555857	68.77067774	30.3924902	34.25464088	51.05374707	79.29180926	37.55265823	0	0	28.36538462	32.9299322	0	0	31.03445211	33.71262879	0	16.75044556	32.39785714	0	29.30557704	26.39988	25.56549321	34.86576628	0	17.41756757	24.74507653	23.56287931	29.87698519	29.28181215	27.36060533	0	0	28.21563485	0	24.69765617	11.11124528	0	41.55132687	26.457	30.76888034	30.74911628	0	15.55964161	27.81766187	0	0	21.29652778	0	0	31.81780165	30.57334395	36.17068085	0	23.20824061	30.89704319	38.23522059	0	73.494	26.58253165	0	0	0	0	57.45984444	28.25304089	0	0	0	0	0	0	22.27774037	30.8568	0	36.84246559	21.672	13.79320525	0	83.133	66.16785629	61.39865285	0	44.14109375	33.48851163	0	0	40.23	0	0	0	85.71428571	41.88057692	0	20.40206897	0	0	11.27036885	0	0	0	35.49806061	15.67297615	0	0	0	64.63120611	32.58705473	0	Pyrogenes	1
fiocruz_lv237	72.64116981	95.628	95.368	92.258	0	39.41629197	63.92611074	0	29.71286901	38.80632836	81.105	87.01265455	55.872	0	87.93736965	82.215	72.20318644	84.043	0	72.83649038	99.296	96.50793651	99.82	98.606223	99.245	89.286	43.86578824	53.48885788	54.27759292	13.32226644	99.531	99.76	80.79105085	22.54908333	46.35798675	45.77146269	58.45365459	80.79105085	0	63.54547157	32.68283171	37.31320896	76.344	84.90895522	0	11.71483871	68.77067774	82.10794118	81.49154696	69.08620141	38.96453951	37.55265823	0	44.82763218	37.01963942	35.10915254	0	0	31.03445211	29.16657955	0	21.10531658	32.39785714	0	29.30557704	26.39988	19.00486425	34.86576628	0	17.41756757	25.5104949	54.598	64.93838519	80.11001105	27.84496368	0	0	29.04587552	0	25.42365617	12.78839413	0	41.55132687	26.906	25.21333333	27.13203101	29.67433276	0	27.81766187	0	0	21.29652778	0	0	29.7517686	30.57334395	36.17068085	0	11.60394198	30.89704319	38.23522059	0	73.795	29.1138481	41.89813748	0	0	0	57.46007143	23.04856506	0	0	0	0	0	0	22.2779397	30.57094286	0	36.43755061	21.672	13.9575665	0	83.735	66.16785629	60.36297668	0	44.14109375	33.48851163	0	0	17.67260345	0	0	0	47.27286234	41.88057692	0	38.21851149	0	0	7.786772541	0	0	0	35.49806061	15.67297615	0	0	0	64.88525191	32.58705473	0	Icterohaemorrhagiae	1
56655	75.47171698	33.33306557	38.69239782	37.41945806	0	0	26.00671141	0	30.99055591	26.11904478	36.04674419	0	21.35225623	0	22.9570856	29.19479195	87.797	75.532	0	0	30.98623239	33.65044762	0	0	33.20712453	0	29.41188235	0	39.233	34.0637403	0	0	27.11868927	0	0	22.71993367	0	24.29369492	0	21.07015385	0	28.35853731	0	43.61540299	0	29.54188115	31.22939535	0	34.80632044	0	39.23679564	0	0	20.11459195	0	0	0	0	30.65106513	32.19742803	0	20.77037186	33.41862245	0	29.60725076	27.60028	17.87347059	36.01547893	0	17.11689189	0	23.56303448	0	31.49190608	0	13.78365405	0	16.18244813	0	0	0	0	96.953	96.41241256	96.58123932	98.966	98.628	96.503	99.281	96.232	95.604	35.6481713	0	78.19935545	92.975	99.045	97.163	97.357	67.40627304	93.35509302	90.196	95.278	98.193	97.89	91.81626187	95.446	94.203	94.805	73.80931429	57.24936803	0	0	45.23837143	0	80.12427536	84.547	22.6130469	24.85693714	0	0	21.05270588	10.34493268	0	74.096	38.02350299	0	0	44.5315	34.8839907	0	0	12.78750862	0	12.83585075	0	11.42854805	0	0	22.98835057	0	0	0	0	0	0	0	11.07311414	0	0	0	27.98998473	0	0	Mini	3
l60	75.47171698	96.175	92.098	92.581	0	73.47945985	46.3090906	69.51854545	92.013	91.045	51.16278488	85.19492987	55.87148754	0	97.276	93.624	89.153	76.596	86.29	38.22143029	36.61935211	33.65044762	0	89.54689895	77.736	0	40.3363479	95.09	53.3920354	25.63218718	0	39.08904077	76.83623729	100	99.669	100	35.7492029	79.09627119	75.74147709	46.99004682	90.73123902	79.851	75.986	85.73768325	0	24.61833616	70.43195349	82.59820833	33.14881768	36.06545199	80.38151499	36.70859072	22.10923469	43.10371264	37.49979808	42.13096126	0	0	31.41783908	32.57611742	14.34094574	20.9381608	34.18369898	0	28.39918731	27.19984	15.61056109	35.63185057	0	17.71756757	56.88760204	56.897	64.1970963	30.93955525	22.76053269	0	0	92.94580913	0	27.60325424	12.78842767	0	41.55132687	30.49374439	26.92307692	29.71578295	43.05299657	9.440515734	27.57800959	0	0	18.51833333	0	0	30.16513636	0	38.65219858	0	12.28688055	26.57781395	37.2544902	0	31.32511145	30.80179747	42.71671358	0	0	0	58.57175238	50.55734572	0	0	0	0	0	0	23.28280737	29.71435714	0	37.65229555	21.05270588	12.97200985	0	29.21673193	55.68815868	54.40369171	0	44.5315	34.41816744	0	0	16.52305603	0	0	0	89.35076104	40.59875641	0	38.79276724	0	0	0	0	0	0	38.9607619	15.50269165	0	0	0	36.1319542	33.08503234	0	Manhao	1
l52	72.64116981	33.60671585	36.51189646	35.80629677	0	0	26.67767114	0	30.35168051	26.86525373	35.75567442	0	22.42015302	0	22.56789105	28.52322148	72.54269831	84.397	0	0	30.98623239	32.38087619	0	0	33.58483019	0	23.36137311	0	38.938	32.04094435	70.89221127	0	26.55362712	0	0	24.70988226	0	22.59885876	0	21.23730936	0	28.35853731	0	43.44895522	0	30.0506893	31.56167442	0	35.08279558	0	38.96453951	0	0	0	0	0	0	0	31.03445211	29.16657955	0	21.10528476	32.14316327	0	29.60725076	26.39988	19.23108597	34.86576628	0	17.41756757	0	23.56287931	0	32.04383978	0	0	0	16.18244813	0	0	0	0	100	99.552	97.86324786	83.72072351	98.628	97.378	98.561	88.69565217	0	37.50044444	0	0	95.041	95.223	96.454	93.392	100.0001365	94.68425581	80.882	97.222	99.398	98.312	39.11614894	0	46.86	0	90.317	14.86994796	84.79521637	77.62400552	95.714	39.34446721	84.47215528	90.066	22.11055276	25.14312857	0	0	21.672	10.67344828	0	74.096	38.32353293	0	0	43.74971875	33.48851163	0	0	12.64366092	0	12.83585075	0	19.22061299	0	0	22.98835057	0	0	7.786772541	0	0	0	0	11.24365417	0	11.36755519	0	27.98998473	0	0	Sejroe	3
ui_09931	99.057	32.78715847	40.05409537	94.839	25.00018651	39.17235766	42.78489262	0	100	100	80.81368605	48.57133247	55.51603559	98.79	99.611	100	99.661	98.936	0	68.2694375	36.62005634	17.77782857	0	89.54689895	32.8304717	84.091	94.958	54.78008269	48.67274336	35.07602867	0	81.05551559	100	25.49066176	45.36456954	40.29884909	56.03878261	76.83642938	0	41.97311037	90.24362927	79.104	77.419	84.74299337	79.835	26.99495416	71.42891694	81.373	81.76767956	66.27596721	80.65424796	36.70917722	20.748	40.80491379	37.98057692	33.65640678	0	0	0	31.81775758	13.56608721	20.60321608	33.9290051	0	24.16932326	27.60028	17.87315385	37.16505747	0	17.41774174	26.02040816	53.448	65.92581728	84.53084254	28.81341404	0	0	27.38582988	0	24.21289104	14.25598742	0	38.50410526	16.59219283	27.7774359	25.83941085	37.73584906	0	23.26164508	0	26.92345055	0	0	0	28.92609917	0	35.10635106	0	10.75085324	26.91	28.43107843	0	29.51846386	30.80179747	42.22579051	0	0	0	0	40.14859851	0	0	0	0	0	0	22.27809045	30.57094286	0	33.19806073	20.43341176	0	0	28.6145	53.59277844	62.69415803	0	43.74971875	25.58139535	0	0	16.95378879	0	12.53727761	0	85.71396623	42.73459829	0	39.65560345	0	0	0	0	0	0	37.66192208	15.33202726	0	0	0	35.62305344	16.41795025	0	Javanica	1
