Strain,WP_061208025.1,WP_061208033.1,WP_061208034.1,WP_061208035.1,WP_061208036.1,WP_061208037.1,WP_061208038.1,WP_061208039.1,WP_061208040.1,WP_061208042.1,WP_061208428.1,WP_061208429.1,WP_061208753.1,WP_061208754.1,WP_061208755.1,WP_061208984.1,WP_061209096.1,WP_061209098.1,WP_061209107.1,WP_061209108.1,WP_081101349.1,WP_228008733.1,WP_228039699.1,WP_235590276.1,WP_257945214.1,WP_257945376.1,target
202202775,79.74286447931527,86.73237346437347,89.407,81.58355593803786,52.51562264150943,39.62938518518518,86.22755688622755,81.39,35.79848520710059,46.40550326797386,75.21,75.16345751633988,11.977743732590527,86.29785422740525,79.62087677725118,81.609,85.008,90.58491603053436,94.84982832618026,98.974,67.19142782152231,48.258805970149254,58.49652941176471,10.550435779816514,54.286077551020405,44.444399999999995,1
202202782,0.0,11.056511056511058,20.762932203389834,41.65275215146299,56.60374842767296,70.37067037037038,17.06619760479042,29.280580645161287,54.734103550295856,64.05262091503268,15.125924369747898,10.78424183006536,62.116545961002785,55.68507288629738,0.0,86.207,49.588171334431635,90.58491603053436,31.759793991416306,76.6665282051282,0.0,41.29320895522388,35.94807843137255,51.83512844036697,0.0,0.0,0
202303413,86.59034807417973,93.12063882063882,96.186,88.812,87.421,92.2225,96.108,91.81107692307691,92.89933431952662,84.967,87.3952857142857,85.2945,23.119688022284123,96.501,95.735,0.0,34.10208896210873,77.099,95.279,97.949,86.614,90.54719651741293,84.64100326797384,90.826,84.89816326530612,42.22222222222222,1
56274,79.88627246790301,85.74937346437346,89.407,82.09987607573149,57.23276729559748,70.74103703703705,21.55664670658683,29.280580645161287,54.734103550295856,20.91513725490196,71.21857352941177,75.81680392156863,38.85793871866295,86.29785422740525,79.62087677725118,80.45994252873564,84.9255963756178,90.33056488549619,94.84982832618026,98.974,11.54854593175853,86.56710199004975,65.68660130718955,52.75190366972477,53.87757551020408,48.88931111111111,1
AIM,79.60045934379458,86.73237346437347,89.407,81.58355593803786,52.51562264150943,40.37077777777778,86.22755688622755,81.141,78.40189349112426,20.261333333333333,71.21857352941177,75.49013071895425,6.406696378830084,86.29785422740525,79.38344075829384,85.057,85.667,90.58491603053436,95.27922746781115,98.974,53.14941994750656,86.81604477611941,66.3400588235294,49.541215596330275,54.286077551020405,42.22222222222222,1
CEMINAC,0.0,14.250751842751843,19.915360169491525,42.34078485370052,57.54677987421384,69.62993703703705,19.461209580838325,30.024868486352357,55.02929585798816,65.3593137254902,0.0,10.78424183006536,62.395197771587746,55.68507288629738,0.0,78.161,49.25871499176277,89.56751145038169,31.759793991416306,76.154,0.0,41.29320895522388,35.94807843137255,52.29401376146789,0.0,55.555888888888894,0
CR0521,79.88627246790301,85.25769287469288,89.831,81.92776936316695,56.60374842767296,70.74103703703705,21.55664670658683,29.280580645161287,54.734103550295856,63.399013071895425,71.21857352941177,75.81680392156863,11.977743732590527,85.71427696793003,79.14700236966824,78.73537931034483,84.9255963756178,90.33056488549619,94.42042918454935,98.974,11.54854593175853,49.99976119402985,65.68660130718955,52.75190366972477,53.87757551020408,39.99966666666666,1
CR0821,79.88627246790301,85.74937346437346,89.407,82.09987607573149,51.88660377358491,39.259277777777775,86.22755688622755,81.39,78.40189349112426,20.261333333333333,75.21,75.49013071895425,12.534729805013928,86.29785422740525,79.62087677725118,81.03442528735631,33.77291268533772,90.58491603053436,94.84982832618026,98.974,61.67945406824146,86.56691169154229,74.1832679738562,22.476908256880733,23.46954081632653,39.99966666666666,0
CR2120,79.88627246790301,70.02432432432433,89.407,81.92776936316695,51.88660377358491,39.259277777777775,86.22755688622755,81.39,78.40189349112426,63.399013071895425,75.21,75.16345751633988,11.977743732590527,85.71427696793003,79.38344075829384,78.73537931034483,33.77291268533772,90.33056488549619,94.42042918454935,98.974,66.92881364829395,48.50744029850746,74.1832679738562,42.43102064220184,23.469471428571428,46.666666666666664,0
CR2921,79.88627246790301,86.97776904176904,89.831,82.09987607573149,56.60374842767296,70.74103703703705,21.55664670658683,29.280580645161287,54.734103550295856,63.399013071895425,71.21857352941177,75.81680392156863,11.977743732590527,85.71427696793003,79.62087677725118,78.73537931034483,84.10190115321252,90.33056488549619,94.42042918454935,98.974,11.54854593175853,86.56710199004975,65.68660130718955,52.75190366972477,53.87757551020408,39.99966666666666,1
D64,0.0,14.250751842751843,19.915360169491525,42.34078485370052,57.54677987421384,69.62993703703705,19.461209580838325,30.024868486352357,55.02929585798816,65.3593137254902,0.0,10.78424183006536,62.395197771587746,55.68507288629738,0.0,78.161,49.25871499176277,89.56751145038169,31.759793991416306,75.89757692307691,0.0,41.29320895522388,35.784333333333336,52.29401376146789,0.0,55.555888888888894,0
FMAS_KG1,0.0,14.250751842751843,19.915360169491525,42.34078485370052,57.54677987421384,69.62993703703705,19.76052994011976,30.024868486352357,55.02929585798816,65.3593137254902,12.184957983193275,10.78424183006536,62.395197771587746,55.68507288629738,0.0,0.0,49.25871499176277,89.56751145038169,31.759793991416306,75.64115384615384,0.0,40.547701492537314,35.62058823529412,52.29401376146789,0.0,0.0,0
Fiocruz_LV3954,79.88627246790301,86.4869778869779,89.407,81.75566265060242,52.51562264150943,40.000359259259255,86.22755688622755,81.39,77.8101923076923,19.607843137254903,75.21,75.16345751633988,12.256211699164343,86.29785422740525,79.38344075829384,83.908,33.6083723228995,90.33056488549619,94.84982832618026,98.974,52.23065616797901,86.56690298507463,66.01353267973856,49.082119266055045,53.87757551020408,39.99966666666666,0
Fiocruz_LV4135,79.88627246790301,86.4869778869779,89.407,81.75566265060242,52.51562264150943,40.000359259259255,86.22755688622755,81.39,77.8101923076923,19.607843137254903,75.21,75.16345751633988,12.256211699164343,86.29785422740525,79.38344075829384,82.759,33.6083723228995,90.33056488549619,94.84982832618026,98.974,52.23065616797901,86.56690298507463,66.01353267973856,49.082119266055045,53.87757551020408,39.99966666666666,0
HAI821,79.74286447931527,86.97776904176904,88.9830593220339,81.75566265060242,52.20085849056604,39.629777777777775,82.7844131736527,81.638,68.63886538461539,57.84312745098039,75.21,75.16345751633988,12.256211699164343,86.29785422740525,79.62087677725118,86.207,24.053026359143324,79.26192748091603,95.27922746781115,83.20488717948717,61.94183727034121,63.43280472636816,73.85593137254901,40.13763302752294,28.571404081632654,44.44444444444444,1
JET,0.0,10.81081081081081,18.85591101694915,42.51254044750431,56.289735849056605,70.74103703703705,21.55664670658683,26.05446153846154,56.50889053254438,20.91513725490196,75.21,75.16345751633988,12.534729805013928,86.29785422740525,79.14700236966824,78.16108045977012,50.246894563426686,90.58491603053436,34.54928326180257,75.64115384615384,11.54854593175853,41.29320895522388,36.43786274509804,52.29401376146789,51.83685306122449,0.0,1
JICH05,79.88627246790301,86.97776904176904,89.407,81.92776936316695,56.60374842767296,70.74103703703705,21.55664670658683,29.280580645161287,54.734103550295856,63.399013071895425,75.21,75.81680392156863,0.0,85.71427696793003,79.62087677725118,75.861908045977,83.36060955518946,90.33056488549619,94.42042918454935,98.974,11.54854593175853,86.31859950248756,65.68660130718955,52.75190366972477,53.87757551020408,0.0,1
L1111,0.0,14.250751842751843,19.915360169491525,42.34078485370052,51.41480031446541,69.62993703703705,19.76052994011976,30.024868486352357,53.99392603550295,58.82356535947712,12.184957983193275,10.78424183006536,55.84944150417827,55.68507288629738,0.0,73.563,37.479415156507415,78.6258854961832,31.759793991416306,75.89757692307691,0.0,41.29320895522388,29.901679738562095,44.724855504587154,0.0,55.555888888888894,0
LSU1013,79.74286447931527,86.73237346437347,89.407,81.58355593803786,52.51562264150943,39.62938518518518,86.22755688622755,81.39,35.79848520710059,46.40550326797386,71.21857352941177,75.16345751633988,11.977743732590527,86.29785422740525,79.62087677725118,76.43667816091954,85.008,90.58491603053436,94.84982832618026,98.974,67.19142782152231,47.01495024875622,58.49652941176471,10.550474770642204,54.286077551020405,44.444399999999995,1
LT2116,86.30494151212552,68.0589656019656,96.61,87.78,88.05,92.963,96.108,90.81863523573202,68.63905325443787,84.314,86.97464285714287,83.00690196078432,84.68,95.044,95.735,18.390689655172412,68.86326194398683,76.845,91.416,97.179,85.302,72.38826865671642,86.27440522875817,86.69761009174312,80.81622857142857,66.6666,1
LT821,0.0,10.81081081081081,16.94914406779661,4.819328743545611,0.0,0.0,21.55664670658683,19.106923076923078,35.79848520710059,0.0,75.21,52.614343137254906,11.977805013927577,86.29785422740525,79.62087677725118,75.86189655172413,29.48940691927512,90.58491603053436,33.476128755364805,36.153492307692304,11.54854593175853,41.5422487562189,74.1832679738562,0.0,34.28563673469388,44.44444444444444,0
MN900,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.13151364764268,100.0,100.0,100.0,100.0,100.0,99.708,100.0,98.851,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.541,100.0,100.0,1
MitisJohnson,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.26302729528535,100.0,100.0,100.0,100.0,100.0,99.708,100.0,98.851,100.0,100.0,75.10729613733905,100.0,100.0,100.0,100.0,57.7983990825688,46.12244897959184,97.77777777777777,1
T74,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.13151364764268,100.0,100.0,100.0,100.0,100.0,99.708,100.0,91.95402298850574,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.541,88.57142857142857,47.77795555555555,1
Tar10,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,89.69359331476323,99.708,100.0,91.95402298850574,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.541,89.38775510204081,37.77791111111111,1
Tar14,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.708,100.0,91.95402298850574,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.541,87.75510204081633,37.77791111111111,1
U164,79.88627246790301,58.23104176904177,18.85591101694915,14.974110154905338,0.0,0.0,21.55664670658683,19.106923076923078,35.79848520710059,0.0,75.63,54.24819281045752,12.534729805013928,86.00556851311954,79.14700236966824,71.83917816091954,85.338,90.58491603053436,34.54928326180257,36.153492307692304,11.54854593175853,87.06454726368159,65.68660130718955,0.0,27.754971428571427,40.00013333333334,1
