Unnamed: 0	WP_002725873.1	WP_002740826.1	WP_002740861.1	WP_032853071.1	WP_002740724.1	WP_016749081.1	WP_002738232.1	WP_002740722.1	WP_002740041.1	WP_002738295.1	WP_002733661.1	WP_050547976.1	WP_002727927.1	WP_000799637.1	WP_000579813.1	WP_000600954.1	WP_061236010.1	WP_004503102.1	WP_239248150.1	WP_223809837.1	WP_002733615.1	WP_010578390.1	WP_003009953.1	WP_003009503.1	WP_036096962.1	WP_196221670.1	WP_003009473.1	WP_003009523.1	WP_003009310.1	WP_004479640.1	WP_004479635.1	WP_004434477.1	WP_004434773.1	WP_004421329.1	WP_004421044.1	WP_036063888.1	WP_243817855.1	WP_004450706.1	WP_004421460.1	WP_004450681.1	WP_036063866.1	WP_016748630.1	WP_016560441.1	WP_016560426.1	WP_244266170.1	WP_000980525.1	WP_000020777.1	WP_002076509.1	WP_000535865.1	WP_001117631.1	WP_000697351.1	WP_029781911.1	WP_000041234.1	WP_002108488.1	WP_002108487.1	WP_002108506.1	WP_002108485.1	WP_002108483.1	WP_025180280.1	WP_002108502.1	WP_002108526.1	WP_000580577.1	WP_000665193.1	WP_000651740.1	WP_000579360.1	WP_002108484.1	WP_000723079.1	WP_002108504.1	WP_237578347.1	WP_004280040.1	WP_237578348.1	WP_004280867.1	WP_004280058.1	WP_100224632.1	WP_020780101.1	WP_011669928.1	WP_004779589.1	WP_004779550.1	WP_011669929.1	WP_004779559.1	WP_000361605.1	WP_000699347.1	WP_000208484.1	WP_000373631.1	WP_000723077.1	WP_000853941.1	WP_001055393.1	WP_000125000.1	WP_000950837.1	WP_000721297.1	WP_000703222.1	WP_032921258.1_26	WP_004462133.1_63	WP_004478059.1_71	WP_004477915.1_81	WP_061209096.1	WP_061209098.1	True_serogroup
szwajizak	72.64116981	32.24066667	36.51189646	35.80629677	22.65080537	30.35168051	27.61164179	36.33683721	22.77562989	23.34628016	28.52322148	73.2207322	84.043	30.98630282	32.38087619	32.0757283	23.36137311	39.823	32.2093086	0.0	26.55362712	24.70988226	22.59885876	21.23730936	29.10447761	0.0	43.44895522	31.06944652	31.56167442	34.53090055	38.69228338	0.0	0.0	29.50180843	29.16657955	21.10528476	32.39785714	28.39864048	26.39988	25.3390724	34.86576628	15.01478979	23.56287931	31.76787293	13.78365405	16.18244813	96.953	98.655	94.87156838	98.966	98.799	96.329	94.724	90.725	94.505	34.721875	0.0	0.0	85.124	93.312	95.39	92.952	88.39629693	94.35244186	92.157	94.722	96.386	95.3584557	93.781	98.614	98.068	98.701	89.524	47.58371004	0.0	0.0	45.23837143	0.0	79.91702899	82.561	22.11055276	24.57112	24.14895046	9.523660099	73.494	38.62229042	0.0	44.14109375	33.48851163	40.37392529	12.83585075	18.70124156	22.98835057	8.606538934	11.24365417	0.0	29.00775573	Mini
hardjoprajitno	72.64116981	33.60671585	36.51189646	35.80629677	26.67767114	30.35168051	26.86525373	35.75567442	22.42015302	22.56789105	28.52322148	72.54269831	84.397	30.98623239	32.38087619	33.20712453	25.54621008	38.938	31.534543	70.89221127	26.55362712	26.36826866	22.59885876	21.23730936	28.35853731	0.0	43.44895522	30.56053141	31.56167442	35.08279558	38.96453951	0.0	0.0	31.03445211	29.16657955	21.10528476	32.65308673	29.60725076	26.400104	19.23108597	34.86576628	17.41756757	23.56287931	32.04383978	0.0	29.04587552	100.0	100.0	97.86324786	98.708	98.628	97.203	98.801	96.522	91.75796703	37.50044444	0.0	0.0	92.562	94.904	96.454	93.392	99.31786348	94.68425581	80.882	97.222	99.398	98.734	39.11614894	0.0	46.86	0.0	90.476	30.4832119	93.56760234	90.608	95.714	93.852	87.37060248	93.598	22.27774037	25.14312857	23.8390774	10.67344828	74.096	38.32353293	0.0	43.74971875	33.48865116	12.64366092	12.83585075	18.70124156	22.98835057	11.27036885	12.77694037	11.36755519	28.75282443	Sejroe
niid25	72.64116981	33.06036885	36.23941962	35.80629677	26.50975839	29.39311821	27.61166418	35.75567442	22.42015302	22.56789105	27.51698658	72.54269831	84.397	30.98623239	32.38087619	32.0757283	25.54621008	39.233	32.37731872	70.89221127	26.55362712	24.54381095	22.59885876	21.06999164	29.10418657	0.0	43.44895522	29.71113922	32.55772425	34.80632044	39.23679564	0.0	0.0	31.03445211	29.16657955	21.10528476	32.39785714	29.00347432	26.39988	25.79201357	34.48272414	17.41756757	23.56287931	31.76787293	14.3244973	28.21563485	100.0	99.103	100.0	100.0	100.0	100.0	100.0	99.71	100.0	100.0	99.672	99.526	99.587	99.682	100.0	100.0	100.0	95.34883721	99.51	100.0	99.699	100.0	91.48961047	0.0	36.71480676	0.0	90.952	40.14883271	0.0	0.0	40.0003619	0.0	79.71036853	90.949	22.61288442	25.14312857	21.672	10.67344828	74.096	38.3233982	0.0	44.14109375	33.48851163	40.374	12.83585075	19.22097403	22.9887069	7.786772541	11.07311414	11.36755519	28.24403053	Hebdomadis
200901485	100.0	33.06047541	36.51189646	36.77419355	22.81898993	31.30977636	29.10474627	35.4655814	21.70785053	23.73547471	29.53032886	98.64447458	98.936	31.68982394	33.65044762	33.20712453	28.90771429	38.938	34.23289713	0.0	26.55362712	17.24725705	23.72908475	22.0735786	29.10447761	0.0	43.11808955	29.37193548	31.894	35.35927072	38.96453951	20.748	20.11459195	31.80091954	31.81775758	20.60321608	33.9290051	28.7010574	27.60028	17.87315385	37.16505747	17.41774174	22.98850575	32.32082873	12.70261622	28.63113693	97.23	95.9642287	93.16287607	98.45	98.285	93.531	93.765	88.406	94.505	35.18502315	0.0	0.0	83.884	91.083	95.035	95.595	62.28696246	85.71383721	88.725	90.833	91.566	85.65405907	94.926	98.614	98.068	97.403	82.53977619	45.3532342	0.0	0.0	44.28617143	0.0	78.67449275	82.34	22.27809045	24.85693714	23.52920433	10.01621675	72.892	38.3233982	0.0	43.74971875	34.41816744	12.93107759	13.13426866	8.831181818	22.41351724	0.0	11.92500852	12.19130148	25.95381679	Mini
kr39	100.0	33.60637158	36.7843733	37.41945806	24.66452517	30.67130671	29.10474627	35.75567442	20.99641281	24.51386381	31.20841611	97.62693559	98.227	31.68982394	33.65044762	32.83027925	28.73985882	39.233	34.23289713	0.0	21.46911864	26.69976783	19.77433898	18.22759866	29.10447761	0.0	43.28352239	29.37193548	32.22613953	35.91116575	39.23679564	20.748	0.0	30.26812261	31.06097727	20.60321608	33.9290051	28.39864048	27.60028	17.87315385	36.01547893	17.11725526	19.54003448	32.04383978	13.24328649	28.63113693	97.23	94.61880269	91.45320513	97.933	97.77	93.531	93.525	87.826	92.30736264	38.88924074	0.0	0.0	88.43	90.127	94.681	95.595	62.45740444	86.04660465	86.765	91.944	92.771	86.076	39.27943208	0.0	44.928	0.0	82.698	21.93310037	99.708	100.0	100.0	100.0	95.23809524	100.0	22.94775209	27.14267714	23.52920433	10.18055172	73.494	38.62229042	0.0	43.74971875	34.41816744	13.07457615	13.13426866	9.090818182	22.12655172	0.0	12.26568143	12.02616145	28.24403053	Sejroe
jb197	100.0	33.60637158	36.7843733	37.41945806	24.66452517	30.67130671	29.10474627	35.75567442	20.99641281	24.51386381	31.20841611	97.62693559	98.227	31.68982394	33.65044762	32.83027925	28.73985882	39.233	34.23289713	0.0	25.98856497	26.69976783	23.16366102	18.22759866	29.10447761	0.0	43.28352239	29.37193548	32.22613953	35.91116575	39.23679564	20.748	0.0	30.26812261	32.19742803	20.60321608	33.9290051	28.39864048	27.60028	17.87315385	36.39800766	17.11725526	23.5632069	32.04383978	13.24328649	28.63113693	97.507	94.61880269	91.45320513	97.933	97.77	93.531	93.525	87.826	92.30736264	38.88924074	0.0	0.0	88.43	90.127	94.681	95.595	62.45740444	86.3784186	86.765	91.944	92.771	86.076	39.27943208	0.0	44.928	0.0	82.698	34.20120818	99.708	99.724	100.0	100.0	95.23809524	100.0	22.94775209	27.42828857	23.52920433	10.18055172	73.494	38.62229042	0.0	43.74971875	34.41816744	13.07457615	13.13426866	9.090818182	22.12655172	0.0	12.26568143	12.02616145	28.24403053	Sejroe
2015vf237	75.47171698	31.42101639	34.05967302	36.45207097	22.98643792	29.71240895	26.86561194	35.4655814	22.41978648	22.56789105	29.53006711	76.9492678	79.078	28.87288732	33.01572698	33.58513585	28.23526387	39.233	30.52238449	0.0	25.98856497	17.24725705	22.59861017	18.22759866	26.86561194	0.0	39.96731012	28.35294907	32.22588704	34.53090055	38.96453951	0.0	0.0	31.03452107	29.16657955	20.93832161	33.41828571	29.30483384	25.600176	19.68307692	36.01547893	17.41774174	21.83875287	31.76787293	0.0	16.59764315	97.23	97.758	92.30755128	98.191	98.456	96.853	94.245	89.855	95.055	38.88924074	0.0	70.14206161	90.083	95.223	95.745	96.476	90.27313993	91.02953488	91.176	96.389	98.193	96.624	36.82440589	0.0	45.411	0.0	90.159	40.52020818	93.56760234	90.608	97.143	93.033	85.92137888	90.949	22.11071524	25.42857143	23.22025077	10.0163202	73.193	37.72461078	0.0	44.5315	34.8839907	13.07457615	13.43268657	18.1821039	22.70144253	0.0	11.24365417	10.70827018	29.00775573	Sejroe
201401473	100.0	33.06047541	36.51189646	36.77419355	22.81898993	31.30977636	29.10474627	35.4655814	21.70785053	23.73547471	29.53032886	98.64447458	98.936	31.68982394	33.65044762	33.20712453	28.90771429	38.938	34.23289713	0.0	26.55362712	17.24725705	23.72908475	22.0735786	29.10447761	0.0	43.11808955	29.37193548	31.894	35.35927072	38.96453951	20.748	20.11459195	31.80091954	31.81775758	20.60321608	33.9290051	28.7010574	27.60028	17.87315385	37.16505747	17.41774174	22.98850575	32.32082873	12.70261622	28.63113693	97.23	95.9642287	93.16287607	98.45	98.285	93.531	93.765	88.406	94.505	35.18502315	0.0	0.0	83.884	91.083	95.035	95.595	62.28696246	85.71383721	88.725	90.833	91.566	85.65405907	94.926	98.614	98.068	97.403	82.53977619	45.3532342	0.0	0.0	44.28617143	0.0	78.67449275	82.34	22.27809045	24.85693714	23.52920433	10.01621675	72.892	38.3233982	0.0	43.74971875	34.41816744	12.93107759	13.13426866	8.831181818	22.41351724	0.0	11.92500852	12.19130148	25.95381679	Mini
dcp-041	100.0	33.60637158	36.7843733	37.41945806	24.66452517	30.67130671	29.10474627	35.75567442	20.99641281	24.51386381	31.20841611	97.62693559	98.227	31.68982394	33.65044762	32.83027925	28.73985882	39.233	20.91075885	0.0	21.46911864	26.69976783	19.77433898	18.22759866	29.10447761	0.0	43.28352239	17.82677419	32.22613953	35.91116575	39.23679564	20.748	0.0	30.26812261	31.06097727	20.60321608	33.9290051	28.39864048	27.60028	17.87315385	36.01547893	17.11725526	19.54003448	32.04383978	18.6487	28.63113693	88.0885097	94.61880269	91.45320513	97.933	97.77	93.531	93.525	87.826	92.30736264	38.88924074	0.0	0.0	88.43	90.127	94.681	95.595	45.56327645	86.04660465	86.765	91.944	92.771	86.076	39.27943208	0.0	44.928	0.0	82.698	25.27889963	99.708	100.0	100.0	100.0	95.23809524	100.0	22.94775209	27.14267714	23.52920433	10.18055172	73.494	38.62229042	0.0	43.74971875	34.41816744	13.07457615	13.13426866	9.090818182	22.12655172	0.0	12.26568143	12.02616145	28.24403053	Sejroe
l53	72.64116981	33.60671585	36.51189646	35.80629677	26.67767114	30.35168051	26.86525373	35.75567442	22.42015302	22.56789105	28.52322148	37.96632542	84.397	30.98623239	32.38087619	33.20712453	25.54621008	38.938	31.534543	70.89221127	26.55362712	26.36826866	22.59885876	21.23730936	28.35853731	0.0	43.44895522	30.56053141	31.56167442	35.08279558	38.96453951	0.0	0.0	31.03445211	28.78789394	21.10528476	32.65308673	29.60725076	26.400104	19.23108597	34.86576628	17.41756757	23.56287931	32.04383978	0.0	29.04587552	100.0	100.0	97.86324786	98.708	98.628	97.203	98.801	96.812	91.20848901	37.50044444	0.0	0.0	92.562	94.904	96.809	93.392	99.31786348	94.68425581	80.882	97.222	99.398	98.734	39.11614894	0.0	46.86	0.0	90.476	30.4832119	93.56760234	90.608	95.714	93.852	87.37060248	93.598	22.27774037	25.14312857	23.8390774	10.67344828	74.096	38.32353293	0.0	43.74971875	33.48865116	12.64366092	12.83585075	18.70124156	22.98835057	11.27036885	12.77694037	11.36755519	28.75282443	Sejroe
r499	72.64116981	33.06036885	36.23941962	35.80629677	26.50975839	29.39311821	27.61166418	35.75567442	22.42015302	22.56789105	27.51698658	72.20318644	84.397	30.98623239	32.38087619	32.0757283	23.36151261	39.233	32.37731872	70.89221127	26.55362712	24.54381095	22.59885876	21.06999164	29.10418657	0.0	43.1181393	29.71113922	32.55772425	35.08279558	39.23679564	0.0	0.0	31.03445211	30.68181818	21.10528476	32.39785714	29.00347432	26.39988	25.79201357	34.86576628	17.41756757	23.56287931	32.04383978	14.3244973	16.18244813	100.0	99.552	100.0	100.0	100.0	100.0	100.0	99.71	100.0	100.0	99.672	99.526	99.587	99.682	100.0	100.0	100.0	95.34883721	99.51	100.0	99.699	100.0	91.48961047	0.0	36.71480676	0.0	90.952	80.297	0.0	0.0	40.0003619	0.0	79.71036853	90.949	22.61288442	25.14312857	21.672	10.67344828	74.096	38.3233982	0.0	44.14109375	33.48851163	40.374	12.83585075	19.22097403	22.9887069	7.786772541	11.24365417	11.36755519	28.75282443	Hebdomadis
ho0907ck	100.0	33.60637158	36.7843733	37.41945806	22.65091946	30.67130671	29.10474627	35.75567442	20.99641281	24.51386381	31.20841611	97.62693559	98.227	31.68982394	33.65044762	32.83027925	28.73985882	39.233	34.23289713	0.0	21.46911864	17.24725705	19.77433898	18.22759866	29.10447761	0.0	43.28352239	29.37193548	32.22613953	35.91116575	39.23679564	20.748	0.0	30.26812261	29.16695455	20.60321608	33.9290051	28.39864048	27.60028	17.87315385	36.01547893	17.11725526	19.54003448	32.04383978	13.24328649	28.63113693	97.23	94.61880269	91.45320513	97.933	97.77	93.531	93.525	87.826	92.30736264	38.88924074	0.0	0.0	88.43	90.127	94.681	95.595	62.45740444	86.04660465	86.765	91.944	92.771	86.076	39.27943208	0.0	44.928	0.0	82.698	23.04816357	99.708	100.0	100.0	100.0	95.23809524	100.0	22.61306533	25.14312857	23.52920433	10.18055172	73.494	38.62229042	0.0	43.74971875	34.41816744	13.07457615	13.13426866	9.090818182	22.12655172	0.0	11.75459114	12.02616145	28.24403053	Sejroe
56655	75.47171698	33.33306557	38.69239782	37.41945806	26.00671141	30.99055591	26.11904478	36.04674419	21.35225623	22.9570856	29.19479195	87.797	75.532	30.98623239	33.65044762	33.20712453	29.41188235	39.233	34.0637403	0.0	27.11868927	22.71993367	24.29369492	21.07015385	28.35853731	0.0	43.61540299	29.54188115	31.22939535	34.80632044	39.23679564	0.0	20.11459195	30.65106513	32.19742803	20.77037186	33.41862245	29.60725076	27.60028	17.87347059	36.01547893	17.11689189	23.56303448	31.49190608	13.78365405	16.18244813	96.953	96.41241256	96.58123932	98.966	98.628	96.503	99.281	96.232	95.604	35.6481713	0.0	78.19935545	92.975	99.045	97.163	97.357	67.40627304	93.35509302	90.196	95.278	98.193	97.89	91.81626187	95.446	94.203	94.805	73.80931429	57.24936803	0.0	0.0	45.23837143	0.0	80.12427536	84.547	22.6130469	24.85693714	21.05270588	10.34493268	74.096	38.02350299	0.0	44.5315	34.8839907	12.78750862	12.83585075	11.42854805	22.98835057	0.0	11.07311414	0.0	27.98998473	Mini
