Strain,WP_000093099.1,WP_000525968.1,WP_000776640.1,WP_001106774.1,WP_001255897.1,WP_002078515.1,WP_016689799.1,WP_223809837.1,target
2006006972,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,73.70861971830986,1
2006006973,39.393979797979796,45.40425626740947,38.662122676579926,58.2731654676259,78.33315,60.0,0.0,70.89221126760563,0
2006006982,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,73.70861971830986,1
2007005490,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,80.28169014084507,1
200701182,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,80.28169014084507,1
200701872,39.393979797979796,45.40425626740947,38.662122676579926,58.2731654676259,100.0,60.0,0.0,70.89221126760563,0
200801910,37.373525252525255,37.047479108635095,38.475747211895914,40.04783932853717,44.99988333333333,0.0,0.0,16.66663615023474,0
200804418,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,99.531,1
200901489,39.393979797979796,45.40425626740947,38.662122676579926,58.2731654676259,100.0,60.0,0.0,70.89221126760563,0
201100516,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,89.90634507042253,1
201203348,39.393979797979796,45.12500278551533,38.662122676579926,72.66182254196643,73.33326666666666,58.0002,0.0,70.42220657276995,0
201300035,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,99.531,1
201401324,39.393979797979796,45.12500278551533,38.662122676579926,70.98276978417267,60.0,60.0,0.0,69.01415492957746,0
201401326,39.393979797979796,45.12500278551533,38.662122676579926,70.98276978417267,60.0,60.0,0.0,69.01415492957746,0
201401327,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
201401328,39.393979797979796,45.12500278551533,38.662122676579926,70.98276978417267,60.0,55.9998,0.0,69.01415492957746,0
201501067,39.393979797979796,45.40425626740947,38.662122676579926,58.2731654676259,100.0,60.0,0.0,70.89221126760563,0
201502613,39.393979797979796,45.68252646239555,38.662122676579926,72.66182254196643,73.33326666666666,58.0002,0.0,70.42220657276995,0
201600667,39.393979797979796,45.40425626740947,38.662122676579926,58.2731654676259,100.0,60.0,0.0,70.89221126760563,0
201601010,39.393979797979796,45.40425626740947,38.662122676579926,58.2731654676259,100.0,60.0,0.0,70.89221126760563,0
201601174,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,99.531,1
201700037,36.363727272727274,98.886,90.892,76.739,73.33326666666666,36.00018,93.54838709677419,70.89221126760563,0
201700941,39.393979797979796,44.84673259052925,38.662122676579926,58.2731654676259,100.0,60.0,0.0,70.89221126760563,0
201700955,39.393979797979796,45.40425626740947,38.662122676579926,58.2731654676259,100.0,60.0,0.0,70.89221126760563,0
201800564,39.393979797979796,17.827128133704736,38.662122676579926,58.2731654676259,100.0,0.0,0.0,70.89221126760563,0
201800574,39.393979797979796,45.40425626740947,38.662122676579926,58.2731654676259,100.0,60.0,0.0,70.89221126760563,0
201800707,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,99.531,1
201800891,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
201801160,39.393979797979796,45.68252646239555,38.662122676579926,72.66182254196643,73.33326666666666,58.0002,0.0,70.42220657276995,0
201801161,39.393979797979796,45.68252646239555,38.662122676579926,72.66182254196643,73.33326666666666,58.0002,0.0,70.42220657276995,0
201801164,39.393979797979796,45.68252646239555,38.662122676579926,72.66182254196643,73.33326666666666,58.0002,0.0,70.42220657276995,0
201801173,39.393979797979796,45.68252646239555,38.662122676579926,72.66182254196643,73.33326666666666,58.0002,0.0,70.42220657276995,0
201801184bis,39.393979797979796,45.68252646239555,38.662122676579926,72.66182254196643,73.33326666666666,58.0002,0.0,70.42220657276995,0
201801185ter,39.393979797979796,45.68252646239555,38.662122676579926,72.66182254196643,73.33326666666666,58.0002,0.0,36.61992957746479,0
201802615,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,99.531,1
201900329,37.37363636363636,23.67699442896936,33.271728624535314,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
201900341,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,99.531,1
201902968,39.393979797979796,45.68252646239555,38.662122676579926,72.66182254196643,73.33326666666666,58.0002,0.0,70.42220657276995,0
202000074,39.393979797979796,45.68252646239555,38.662122676579926,72.66182254196643,73.33326666666666,58.0002,0.0,70.42220657276995,1
202001249,98.99,99.443,38.476061338289966,99.76,60.0,60.0,100.0,99.531,1
202001619,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,99.531,1
202001913,39.393979797979796,45.12500278551533,38.662122676579926,70.98276978417267,60.0,60.0,0.0,69.01415492957746,0
202100001,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,99.531,1
202100614,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
202101402,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,99.531,1
202101403,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,99.531,1
202101578,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,99.531,1
202101808,34.343353535353536,45.68254038997215,38.84796468401487,51.31899760191847,64.99963333333334,0.0,0.0,18.310150234741783,0
202102907,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,99.531,1
202102988,98.99,99.443,38.662122676579926,99.76,60.0,57.999719999999996,100.0,99.531,1
202102995,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,99.531,1
202102996,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,99.531,1
202102997,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,99.531,1
202102999,98.99,58.21738161559889,38.662122676579926,99.52,60.0,60.0,100.0,99.531,1
202103001,98.99,99.443,34.75836431226766,99.76,60.0,60.0,100.0,99.531,1
202103003,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,99.531,1
202103004,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,99.531,1
202103005,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,99.531,1
202103006,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,99.531,1
202200046,34.343272727272726,45.68254038997215,38.84796468401487,51.31899760191847,61.66656666666667,0.0,0.0,14.553915492957746,0
202200246,39.393979797979796,45.40425626740947,38.662122676579926,58.2731654676259,100.0,59.99994,0.0,70.89221126760563,0
202201145,39.393979797979796,45.40425626740947,38.662122676579926,58.2731654676259,100.0,60.0,0.0,70.89221126760563,0
202202118,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,99.531,1
202202119,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,99.531,1
202202764,34.343272727272726,45.68254038997215,38.661570631970264,70.98336690647481,64.99963333333334,0.0,0.0,14.553915492957746,0
202202766,34.343272727272726,45.68231197771588,38.84796468401487,70.98336690647481,61.66656666666667,0.0,0.0,61.97159154929577,0
202202768,36.363727272727274,16.156300835654598,68.0302156133829,37.889724220623506,43.3335,0.0,0.0,23.004586854460097,0
202202802,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,99.531,1
202303415,38.38375757575758,44.56869080779944,85.50177881040892,87.05047961630696,70.0002,0.0,0.0,18.309943661971833,0
211U,37.37363636363636,44.56869080779944,38.475747211895914,81.05551558752997,64.99963333333334,0.0,0.0,14.553915492957746,0
274_IZSLER,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,99.531,1
4-I,37.373414141414145,44.56869080779944,26.951553903345726,81.05551558752997,64.99963333333334,0.0,0.0,18.779356807511736,0
406_IZSLER,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
425_IZSLER,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,99.531,1
441_IZSLER,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,99.531,1
56101,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,80.28169014084507,1
56601,98.99,99.721,100.0,99.76,100.0,100.0,100.0,86.69812676056337,1
56601-V,98.99,99.721,100.0,99.76,100.0,100.0,100.0,80.28169014084507,1
56602,37.373414141414145,44.56869080779944,89.963,81.05551558752997,64.99963333333334,0.0,0.0,18.779356807511736,0
56605,39.393979797979796,45.40425626740947,38.662122676579926,58.2731654676259,100.0,0.0,0.0,70.89221126760563,0
56618,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,80.28169014084507,1
56620,98.99,99.721,100.0,99.76,100.0,0.0,100.0,80.28169014084507,1
56659,35.35385858585859,44.847153203342614,38.66146840148699,86.33094724220624,70.0002,0.0,0.0,16.901525821596245,0
56660,98.99,99.721,100.0,99.76,0.0,0.0,100.0,80.28169014084507,1
56666,98.99,99.721,100.0,99.76,0.0,0.0,100.0,80.28169014084507,0
56673,98.99,99.721,100.0,99.76,100.0,0.0,100.0,80.28169014084507,0
56678,98.99,99.443,38.662122676579926,99.76,100.0,0.0,100.0,80.28169014084507,1
611,35.75753737373738,31.147053937705746,51.64975325278811,46.043233413269384,73.33326666666666,58.0002,51.61267741935484,55.527042253521124,0
782,38.5858101010101,70.91937493036212,69.28446747211896,63.549317146282974,82.49981666666667,51.33329333333333,93.54838709677419,49.95299718309859,0
80-412,36.36363636363637,42.061548746518106,68.0302156133829,37.889724220623506,43.3335,0.0,0.0,14.553915492957746,0
898,78.45121212121212,81.15156360259981,38.59999752168525,79.85594644284573,61.66655,60.0,100.0,64.78886854460093,1
A1_Mm_MM006,37.373525252525255,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,16.66663615023474,0
A1_Mm_MM010,37.373414141414145,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,18.779356807511736,0
A1_Mm_MM013K,37.373414141414145,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,18.779356807511736,0
A1_Mm_MM026KC,37.373414141414145,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,18.779356807511736,0
A1_Mm_MM031K,37.373414141414145,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,18.779356807511736,0
A1_Mm_MM031U,37.373414141414145,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,18.779356807511736,0
A1_Mm_MM037,37.373414141414145,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,18.779356807511736,0
A1_Mm_MM043,37.373414141414145,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,18.779356807511736,0
A2_Ee_MM195,37.373525252525255,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,16.66663615023474,0
A2_Ee_MM196,37.373414141414145,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,18.779356807511736,0
A2_Mm_MM134,37.373414141414145,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,18.779356807511736,0
A2_Mm_MM138,37.373414141414145,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,18.779356807511736,0
A2_Mm_MM148,37.373525252525255,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,16.66663615023474,0
A2_Mm_MM159,37.373414141414145,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,18.779356807511736,0
A2_Mm_MM161,37.373414141414145,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,18.779356807511736,0
A2_Mm_MM189,37.373414141414145,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,18.779356807511736,0
A2_Mm_MM200,37.373414141414145,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,18.779356807511736,0
A2_Mm_MM211,37.373414141414145,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,18.779356807511736,0
A2_Mm_MM242,37.373414141414145,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,18.779356807511736,0
A2_Mm_MM244,37.373414141414145,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,18.779356807511736,0
A3_Ee_MM277,37.373414141414145,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,18.779356807511736,0
A3_Mm_MM256,37.373414141414145,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,18.779356807511736,0
A3_Mm_MM257,37.373414141414145,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,18.779356807511736,0
A3_Mm_MM258,37.373414141414145,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,18.779356807511736,0
A3_Mm_MM259,37.373414141414145,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,18.779356807511736,0
A3_Mm_MM260,37.373525252525255,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,16.66663615023474,0
A3_Mm_MM261,37.373414141414145,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,18.779356807511736,0
A3_Mm_MM262,37.373414141414145,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,18.779356807511736,0
A3_Mm_MM263,37.373414141414145,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,18.779356807511736,0
A3_Mm_MM265,37.373414141414145,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,18.779356807511736,0
A3_Mm_MM268,37.373414141414145,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,18.779356807511736,0
A3_Mm_MM269,37.373414141414145,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,18.779356807511736,0
A3_Mm_MM272,37.373414141414145,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,18.779356807511736,0
A3_Mm_MM273,37.373414141414145,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,18.779356807511736,0
A3_Mm_MM275,37.373414141414145,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,18.779356807511736,0
A3_Mm_MM280,37.373414141414145,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,18.779356807511736,0
A4_Ee_MM344,37.373525252525255,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,16.66663615023474,0
A4_Mm_MM324,37.373414141414145,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,18.779356807511736,0
A4_Mm_MM325,37.373414141414145,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,18.779356807511736,0
A4_Mm_MM332,37.373525252525255,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,16.66663615023474,0
A4_Mm_MM350,37.373414141414145,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,18.779356807511736,0
A4_Mm_MM361,37.373414141414145,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,18.779356807511736,0
A75,39.393979797979796,45.68252646239555,38.662122676579926,72.66182254196643,73.33326666666666,0.0,0.0,70.42220657276995,0
Ag14_2020,39.393979797979796,45.40425626740947,38.662122676579926,58.2731654676259,78.33315,60.0,0.0,70.89221126760563,0
Ag21_2020,48.4849696969697,44.010785515320336,90.892,92.32605515587531,66.66713333333333,0.0,0.0,14.553915492957746,0
Ag23_2020,37.37363636363636,44.56869080779944,38.475747211895914,81.05551558752997,64.99963333333334,0.0,0.0,14.553915492957746,0
B167,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,89.90634507042253,1
B1_Mm_MM050,37.373414141414145,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,18.779356807511736,0
B1_Mm_MM098,37.373414141414145,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,18.779356807511736,0
B1_Mm_MM119,37.373525252525255,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,16.66663615023474,0
B33,79.12465993265994,81.52284215413185,38.662122676579926,75.37954436450839,60.0,59.0001,100.0,83.56830046948357,1
B42,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,89.90634507042253,1
Bal_mus127,37.373525252525255,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,16.66663615023474,0
CLEP00152,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,80.28169014084507,1
CLEP00179,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,80.28169014084507,1
CMCC-3,39.393979797979796,45.68252646239555,38.662122676579926,72.66182254196643,73.33326666666666,0.0,0.0,70.42220657276995,0
CR1421,34.343353535353536,46.2399721448468,38.84796468401487,13.42915107913669,64.99963333333334,0.0,0.0,14.553915492957746,0
CR2021,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
CR2821,34.343353535353536,46.2399721448468,38.84796468401487,51.31899760191847,64.99963333333334,0.0,0.0,14.553915492957746,0
DSM_21538,37.37363636363636,44.56869080779944,89.963,81.05551558752997,64.99963333333334,0.0,0.0,14.553915492957746,0
F384,39.393979797979796,45.68252646239555,38.662122676579926,72.66182254196643,73.33326666666666,58.0002,0.0,70.42220657276995,0
F402,39.393979797979796,45.68252646239555,38.662122676579926,72.66182254196643,73.33326666666666,58.0002,0.0,70.42220657276995,0
FDAARGOS_203,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,80.28169014084507,1
FK100,39.393979797979796,45.68252646239555,38.662122676579926,72.66182254196643,73.33326666666666,58.0002,0.0,70.42220657276995,0
FK97,39.393979797979796,45.68252646239555,38.662122676579926,72.66182254196643,73.33326666666666,58.0002,0.0,70.42220657276995,0
FMAS_AP5,39.393979797979796,45.40425626740947,38.662122676579926,58.2731654676259,100.0,0.0,0.0,70.89221126760563,0
FMAS_AP6,39.393979797979796,45.40425626740947,38.662122676579926,58.2731654676259,100.0,0.0,0.0,70.89221126760563,0
FMAS_AW3,39.393979797979796,45.40425626740947,38.662122676579926,58.2731654676259,0.0,0.0,0.0,70.89221126760563,0
FMAS_KG2,39.393979797979796,45.40425626740947,38.662122676579926,58.2731654676259,0.0,0.0,0.0,70.89221126760563,0
FMAS_PD1,39.393979797979796,45.40425626740947,38.662122676579926,58.2731654676259,100.0,0.0,0.0,70.89221126760563,0
FMAS_PD2,48.484686868686865,45.96100278551532,89.963,91.36667865707435,66.66713333333333,0.0,0.0,14.553915492957746,0
FMAS_PN2,39.393979797979796,45.68252646239555,38.662122676579926,72.66182254196643,73.33326666666666,0.0,0.0,70.42220657276995,1
Fiocruz_L1-130,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,99.531,1
Fiocruz_LV130,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,80.28169014084507,1
Fiocruz_LV133,39.393979797979796,45.68252646239555,38.662122676579926,72.66182254196643,73.33326666666666,58.0002,0.0,70.42220657276995,0
Fiocruz_LV237,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,80.28169014084507,1
Fiocruz_LV251,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,80.28169014084507,1
Fiocruz_LV256,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,80.28169014084507,1
Fiocruz_LV2750,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,80.28169014084507,1
Fiocruz_LV2755,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,80.28169014084507,1
Fiocruz_LV2759,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,99.531,1
Fiocruz_LV2763,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,99.531,1
Fiocruz_LV2766,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,80.28169014084507,1
Fiocruz_LV2767,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,99.531,1
Fiocruz_LV2772,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,99.531,1
Fiocruz_LV2776,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,99.531,1
Fiocruz_LV2787,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,99.531,1
Fiocruz_LV2790,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,99.531,1
Fiocruz_LV2791,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,99.531,1
Fiocruz_LV2807,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,80.28169014084507,1
Fiocruz_LV2812,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,99.531,1
Fiocruz_LV2816,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,80.28169014084507,1
Fiocruz_LV2841,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,80.28169014084507,1
Fiocruz_LV2919,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,80.28169014084507,1
Fiocruz_LV2973,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,99.531,1
Fiocruz_LV3076,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,80.28169014084507,1
Fiocruz_LV3213,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,80.28169014084507,1
Fiocruz_LV3323,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,99.531,1
Fiocruz_LV3409,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,80.28169014084507,1
Fiocruz_LV3879,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,99.531,1
Fiocruz_LV4034,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,80.28169014084507,1
Fiocruz_LV4108,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,80.28169014084507,1
Fiocruz_LV4113,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,80.28169014084507,1
Fiocruz_LV4114,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,80.28169014084507,1
Fiocruz_LV4118,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,80.28169014084507,1
Fiocruz_LV4152,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,80.28169014084507,1
Fiocruz_LV4160,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,80.28169014084507,1
Fiocruz_LV4173,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,80.28169014084507,1
Fiocruz_LV4174,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,80.28169014084507,1
Fiocruz_LV4188,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,80.28169014084507,1
Fiocruz_LV4211,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,80.28169014084507,1
Fiocruz_LV4212,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,80.28169014084507,1
Fiocruz_LV4217,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,80.28169014084507,1
Fiocruz_LV4225,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,80.28169014084507,1
Fiocruz_LV4234,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,80.28169014084507,1
Fiocruz_R83,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,99.531,1
G30,98.99,99.721,100.0,99.76,100.0,0.0,100.0,80.28169014084507,1
G32,98.99,99.721,100.0,99.76,0.0,0.0,100.0,80.28169014084507,1
Gui44,39.393979797979796,45.68252646239555,38.662122676579926,72.66182254196643,73.33326666666666,0.0,0.0,70.42220657276995,0
HAI0188,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,80.28169014084507,1
HS006,39.393979797979796,45.68252646239555,38.662122676579926,72.66182254196643,73.33326666666666,58.0002,0.0,70.42220657276995,0
I2,37.24728914141414,32.69512534818942,57.84392342007435,58.32139136690647,65.83338333333333,0.0,41.935870967741934,23.885034037558686,0
IP1605021,34.343434343434346,45.960796657381614,83.08527881040892,47.24204316546763,73.33326666666666,0.0,0.0,18.779356807511736,0
IPAV,98.99,99.721,100.0,99.76,100.0,100.0,100.0,89.90634507042253,1
K56,39.393979797979796,45.12500278551533,100.0,58.2731654676259,60.833333333333336,60.0,0.0,69.95318309859155,0
Kantorowic,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,89.90634507042253,1
Kito,39.393979797979796,45.68252646239555,38.662122676579926,72.66182254196643,73.33326666666666,58.0002,0.0,70.42220657276995,0
L0066,37.373525252525255,44.56869080779944,89.963,81.05551558752997,64.99963333333334,0.0,0.0,16.66663615023474,0
