Strain,WP_004753611.1,WP_004753843.1,WP_004754565.1,WP_004754967.1,WP_004777126.1,WP_016560398.1,WP_016560406.1,WP_016560426.1,WP_016560441.1,WP_016560449.1,WP_016560456.1,WP_016560457.1,WP_016560467.1,WP_016748630.1,WP_016748641.1,WP_016748654.1,WP_099046747.1,WP_162833666.1,WP_244266170.1,target
20021189,100.0,100.0,99.698,100.0,100.00020394736842,93.462,22.19395918367347,31.491687845303872,54.023,65.92581728395062,0.0,99.452,99.811,16.21595195195195,99.468,51.31602631578947,14.0625,55.471969811320754,18.648586486486487,0
2006006962,83.56018994889268,16.18284232365145,83.988,93.048,0.0,66.70705811138015,99.745,96.133,90.805,94.815,0.0,0.0,91.856,86.03625975975976,90.426,46.052960526315786,20.898515625,48.679254716981134,92.703,0
2006006968,83.56018994889268,16.18284232365145,83.988,93.048,0.0,66.70705811138015,99.745,96.133,90.805,94.815,0.0,0.0,91.856,86.18628228228228,90.426,26.973473684210525,21.48430078125,37.358639622641505,92.703,0
2006006986,83.56018994889268,98.34,77.03904531722056,93.048,94.73657894736843,86.683,26.02008163265306,30.93875414364641,54.598,64.44417777777777,0.0,98.63,92.045,17.417567567567566,90.957,43.42158552631579,26.75784375,52.830056603773585,13.78371891891892,0
200702274,100.0,100.0,99.698,100.0,100.00020394736843,93.462,22.19395918367347,31.491687845303872,54.023,65.92581728395062,0.0,99.452,99.81099999999999,16.21595195195195,99.468,41.4475,23.176971354166668,76.98120251572327,18.648586486486487,0
200703020,100.0,100.0,99.698,100.0,100.00020394736842,93.462,22.19395918367347,31.491687845303872,54.023,65.92581728395062,0.0,99.452,99.053,16.21595195195195,99.468,35.526736842105265,20.70296484375,66.41535849056604,18.648586486486487,0
200703021,100.0,100.0,99.698,100.0,100.00020394736842,93.462,22.19395918367347,31.491687845303872,54.023,65.92581728395062,0.0,99.452,99.811,16.21595195195195,99.468,57.89526315789474,20.70296484375,66.41535849056604,18.648586486486487,0
200801774,99.148,100.0,78.85231117824773,100.0,100.0,93.462,22.19395918367347,31.491687845303872,53.448,65.92581728395062,0.0,99.178,99.811,16.51647897897898,99.468,75.00027631578948,18.16393359375,74.33986226415094,18.648586486486487,0
2008720116,83.73058517887563,16.18284232365145,77.03904531722056,92.513,0.0,29.297457627118643,29.081249999999997,80.38632320441988,40.80451724137931,36.54327901234568,0.0,0.0,92.045,17.417567567567566,90.957,27.631447368421057,20.7031875,35.28319056603773,0.0,0
2008720117,83.73058517887563,16.18284232365145,77.03904531722056,92.513,0.0,29.297457627118643,29.081249999999997,80.38632320441988,40.80451724137931,36.54327901234568,0.0,0.0,92.045,17.417567567567566,90.957,38.158046052631576,20.7031875,35.28319056603773,0.0,0
200901118,67.80218228279386,92.94601659751036,92.74952870090634,90.374,60.855350328947374,100.0,99.49,99.724,77.58622988505746,60.24701234567901,0.0,48.76702465753425,23.106060606060606,97.89771171171171,98.404,0.0,51.95284765624999,53.20750566037736,79.45945945945945,0
200901868,67.80218228279386,99.17,97.583,90.374,96.71009210526316,100.0,99.49,99.724,100.0,99.753,0.0,97.808,99.432,97.89771171171171,98.404,0.0,51.95284765624999,50.56627924528301,99.73,0
201102933,85.13652172061329,16.18284232365145,38.36868731117825,94.652,6.0855098684210525,30.26639225181598,27.55059693877551,73.75668784530386,41.37883908045976,37.96330555555556,0.0,0.0,29.73526515151515,16.216141141141144,64.36170212765957,46.05267543859649,57.519677734375,67.26409528301886,0.0,0
201401993,99.148,100.0,78.85231117824773,100.0,99.342,93.462,22.19395918367347,31.491687845303872,53.448,65.92581728395062,0.0,99.452,99.811,17.717567567567567,99.468,60.52586842105263,20.70296484375,75.8494075471698,18.648586486486487,0
201402975,100.0,100.0,99.698,100.0,100.00020394736842,93.462,22.19395918367347,31.491687845303872,54.023,65.92581728395062,0.0,99.452,99.811,14.414657657657658,99.468,60.52655263157894,14.0625,55.471969811320754,18.648586486486487,0
201600670,99.148,100.0,78.85231117824773,100.0,100.0,93.462,22.19395918367347,31.491687845303872,53.448,65.92581728395062,0.0,99.452,99.811,17.717567567567567,99.468,78.94780263157895,10.54694140625,74.33952452830188,18.648586486486487,0
201601171,83.30447189097104,16.18284232365145,83.988,93.048,0.0,66.586,99.745,96.133,90.805,94.815,0.0,0.0,91.856,86.18628228228228,90.426,39.47381578947369,14.453039062499998,51.698354716981136,92.703,0
201601172,83.30447189097104,16.18284232365145,83.988,93.048,0.0,66.586,99.745,96.133,90.805,94.815,0.0,0.0,91.856,86.18628228228228,90.426,46.052960526315786,14.8436015625,51.698354716981136,92.703,0
201700039,83.30447189097104,16.18284232365145,83.988,93.048,0.0,66.586,99.745,96.133,90.805,94.815,0.0,0.0,91.856,86.18628228228228,90.426,30.263210526315792,14.45325,51.698354716981136,92.703,0
201700043,83.30447189097104,16.18284232365145,83.988,93.048,0.0,66.586,99.745,96.133,90.805,94.815,0.0,0.0,91.856,86.18628228228228,90.426,48.68494736842106,14.45325,51.698354716981136,92.703,0
201700045,98.296,99.585,97.885,99.465,98.52,93.462,27.04065306122449,31.491687845303872,53.448,65.1854987654321,0.0,98.63,98.674,17.717567567567567,98.936,26.316,25.39075,79.24566037735849,14.324254054054055,0
201700301,83.30447189097104,16.18284232365145,83.988,93.048,0.0,66.586,99.745,96.133,90.805,94.815,0.0,0.0,91.856,86.18628228228228,90.426,46.052960526315786,14.45325,51.698354716981136,92.703,0
201700303,83.30447189097104,16.18284232365145,83.988,93.048,0.0,66.586,99.745,96.133,90.805,94.815,0.0,0.0,91.856,86.18628228228228,85.1067925531915,49.34236184210526,14.648292968749999,51.698354716981136,92.703,0
201700306,83.30447189097104,16.18284232365145,83.988,93.048,0.0,0.0,14.285900510204081,30.93875414364641,23.56287931034483,11.358246913580247,0.0,0.0,91.856,17.417567567567566,90.426,46.052960526315786,13.671984375,51.698354716981136,92.703,0
201700316,83.30447189097104,16.18284232365145,83.988,93.048,0.0,66.586,99.745,96.133,90.805,94.815,0.0,0.0,91.856,86.18628228228228,90.426,46.052960526315786,14.8436015625,51.698354716981136,92.703,0
201800570,83.47491482112436,0.0,76.73713595166164,93.048,0.0,88.62,25.765790816326533,78.17708287292818,55.172,64.44448395061728,0.0,0.0,0.0,17.417567567567566,0.0,38.157565789473686,10.15634765625,62.26417358490566,13.78371891891892,0
201800888,83.13500851788757,16.18284232365145,83.988,93.048,0.0,66.586,99.745,96.133,90.805,94.815,0.0,0.0,91.856,86.18628228228228,90.426,46.052960526315786,14.453039062499998,50.94351698113208,92.703,0
201800890,99.148,100.0,99.698,100.0,100.0,99.516,99.745,100.0,100.0,100.0,0.0,99.452,100.0,98.1981981981982,100.0,46.05263157894736,10.54694140625,55.094173584905654,99.73,0
201801158bis,83.47491482112436,98.34,77.03904531722056,93.048,94.73657894736843,86.683,26.02008163265306,30.93875414364641,54.598,64.44417777777777,0.0,66.57501369863014,92.235,17.417567567567566,90.957,35.526105263157895,14.45325,24.15075471698113,13.78371891891892,0
201801162,83.64535775127769,16.18284232365145,77.03904531722056,93.048,0.0,88.862,25.765790816326533,80.38712983425415,54.598,64.69122962962963,79.61768152866243,0.0,92.045,17.417567567567566,90.957,19.737,13.671984375,51.698354716981136,13.78371891891892,0
201801165,83.64535775127769,16.18284232365145,77.03904531722056,93.048,0.0,88.862,25.765790816326533,80.38712983425415,54.598,64.69122962962963,79.61768152866243,0.0,92.045,17.417567567567566,90.957,28.947368421052634,13.671984375,51.698354716981136,13.78371891891892,0
201801167,83.47491482112436,16.18284232365145,77.03904531722056,93.048,0.0,88.62,20.025845663265308,54.41985220994475,39.655206896551725,38.51847901234568,0.0,0.0,92.235,17.417567567567566,90.957,27.631657894736843,10.15634765625,63.01926037735849,13.78371891891892,0
201801172bis,83.64535775127769,16.18284232365145,77.03904531722056,93.048,0.0,88.862,25.765790816326533,80.38712983425415,54.598,64.69122962962963,0.0,0.0,92.045,17.417567567567566,90.957,15.789513157894739,11.7187109375,51.698354716981136,13.78371891891892,0
201801176ter,83.47491482112436,16.18284232365145,77.03904531722056,93.048,0.0,88.62,25.765790816326533,77.9009502762431,54.598,65.43203950617284,0.0,0.0,92.235,17.417567567567566,90.957,30.263315789473687,10.15634765625,63.01926037735849,13.78371891891892,0
201801189,83.64535775127769,16.18284232365145,77.03904531722056,93.048,0.0,88.862,25.765790816326533,80.38712983425415,54.598,64.69122962962963,79.61768152866243,0.0,92.045,17.417567567567566,90.957,39.473644736842104,13.671984375,51.698354716981136,13.78371891891892,0
201801190,83.64535775127769,16.18284232365145,77.03904531722056,93.048,0.0,88.862,25.765790816326533,80.38712983425415,54.598,64.69122962962963,79.61768152866243,0.0,92.045,17.417567567567566,90.957,28.947368421052634,13.671984375,51.698354716981136,13.78371891891892,0
201801191,83.64535775127769,16.18284232365145,77.03904531722056,93.048,0.0,88.862,25.765790816326533,80.38712983425415,54.598,64.69122962962963,79.61768152866243,0.0,92.045,17.417567567567566,90.957,15.789513157894739,13.671984375,51.698354716981136,13.78371891891892,0
201801219,83.47491482112436,16.18284232365145,77.03904531722056,92.513,0.0,29.297457627118643,29.081249999999997,80.38632320441988,40.80451724137931,36.54327901234568,0.0,0.0,91.856,17.417567567567566,90.957,38.157565789473686,14.452984375,25.283098113207547,0.0,0
201801752,83.64535775127769,16.18284232365145,77.03904531722056,93.048,0.0,88.862,25.765790816326533,80.38712983425415,54.598,64.69122962962963,0.0,0.0,0.0,17.417567567567566,0.0,39.473644736842104,11.7187109375,51.698354716981136,13.78371891891892,0
201801753,83.64535775127769,16.18284232365145,77.03904531722056,93.048,0.0,88.862,25.765790816326533,80.38712983425415,54.598,64.69122962962963,79.61768152866243,0.0,92.045,17.417567567567566,90.957,23.684210526315788,13.671984375,51.698354716981136,13.78371891891892,0
201801755,83.30447189097104,16.18284232365145,83.988,93.048,0.0,66.586,99.745,96.133,90.805,94.815,0.0,0.0,91.856,86.18628228228228,90.426,42.10492105263158,14.453039062499998,51.698354716981136,92.703,0
201801758,83.64535775127769,16.18284232365145,77.03904531722056,93.048,0.0,88.862,25.765790816326533,80.38712983425415,54.598,64.69122962962963,79.61768152866243,0.0,92.045,17.417567567567566,90.957,43.420947368421054,13.671984375,51.698354716981136,13.78371891891892,0
201801761,83.47491482112436,98.34,77.03904531722056,93.048,94.73657894736843,86.683,26.02008163265306,30.93875414364641,54.598,64.44417777777777,0.0,98.63,92.235,17.417567567567566,90.957,38.157565789473686,14.45325,24.15075471698113,13.78371891891892,0
201902969,83.30447189097104,16.18284232365145,83.988,93.048,0.0,66.586,99.745,96.133,90.805,94.815,0.0,0.0,91.856,86.18628228228228,90.426,49.34236184210526,14.648425781250001,51.698354716981136,92.703,0
202000070,83.47491482112436,0.0,76.73713595166164,93.048,0.0,88.62,26.02008163265306,78.17708287292818,55.172,64.69087407407407,0.0,0.0,91.856,17.417567567567566,90.957,36.84239473684211,10.15634765625,62.26417358490566,11.351383783783785,0
202001526,83.30447189097104,16.18284232365145,77.03904531722056,92.513,0.0,28.813569007263922,29.081249999999997,80.38632320441988,40.80451724137931,36.54327901234568,0.0,0.0,92.045,15.916054054054054,90.957,53.94771052631579,14.452984375,25.66031320754717,0.0,0
202100004,83.30447189097104,16.18284232365145,83.988,93.048,0.0,66.586,99.745,96.133,90.805,94.815,0.0,0.0,91.856,86.18628228228228,90.426,49.34236184210526,14.648292968749999,51.698354716981136,92.703,0
202102989,99.148,100.0,99.698,100.0,100.0,99.516,99.745,100.0,100.0,100.0,0.0,99.452,100.0,98.1981981981982,100.0,46.05263157894736,10.54678125,55.47176226415095,99.73,0
202102991,99.148,100.0,99.698,100.0,100.0,99.516,99.745,100.0,100.0,100.0,0.0,99.452,100.0,98.1981981981982,100.0,46.05263157894736,10.937453125000001,54.717132075471696,99.73,0
202102992,98.807,100.0,99.698,100.0,100.0,99.516,99.745,100.0,100.0,100.0,0.0,99.452,100.0,98.1981981981982,100.0,46.05263157894736,10.54678125,55.47176226415095,99.73,0
202102993,99.148,100.0,99.698,100.0,100.0,99.516,99.745,100.0,100.0,100.0,0.0,99.452,100.0,98.1981981981982,100.0,46.05263157894736,10.937453125000001,55.47176226415095,99.73,0
202102994,99.148,100.0,99.698,100.0,100.0,99.516,99.745,100.0,100.0,100.0,0.0,99.452,100.0,98.1981981981982,100.0,46.05263157894736,10.937453125000001,55.47176226415095,99.73,0
202102998,99.148,100.0,99.698,100.0,100.0,99.516,99.745,100.0,100.0,100.0,0.0,99.452,100.0,98.1981981981982,100.0,46.05263157894736,14.0625,55.47176226415095,99.73,0
202103007,99.148,100.0,99.698,100.0,100.0,99.516,99.745,100.0,100.0,100.0,0.0,99.452,100.0,98.1981981981982,100.0,46.05263157894736,10.54694140625,55.47176226415095,99.73,0
202103008,100.0,100.0,99.698,100.0,100.00020394736842,93.462,22.19395918367347,31.491687845303872,54.023,65.92581728395062,0.0,99.452,99.811,16.21595195195195,99.468,52.63184210526316,18.35930078125,53.585116981132074,14.594618918918918,0
202103009,94.8889608177172,100.0,99.698,100.0,100.0,99.516,99.745,100.0,100.0,100.0,0.0,99.452,87.12121212121212,98.1981981981982,0.0,46.05263157894736,10.937453125000001,55.47176226415095,99.73,0
202201149,67.80218228279386,99.17,91.54084592145016,90.374,96.71009210526316,100.0,68.87755357142858,99.724,100.0,99.753,0.0,97.808,39.204375,97.89771171171171,98.404,0.0,51.95284765624999,52.0753358490566,99.73,0
202201150,67.80218228279386,99.17,97.583,90.374,96.71009210526316,100.0,99.49,99.724,100.0,99.753,0.0,97.808,99.432,82.88289189189189,98.404,0.0,51.95284765624999,49.81134339622641,99.73,0
208140,83.30447189097104,16.18284232365145,77.03904531722056,93.048,0.0,86.925,25.765790816326533,30.93875414364641,55.172,65.1854987654321,0.0,0.0,92.045,17.417567567567566,90.957,40.7898947368421,10.93748828125,50.943532075471694,13.78371891891892,0
213K,83.47491482112436,16.18284232365145,77.03904531722056,93.048,0.0,88.862,25.765790816326533,80.38712983425415,54.598,64.69122962962963,79.61768152866243,0.0,92.045,17.417567567567566,90.957,23.684210526315788,14.843671875000002,52.075245283018866,13.78371891891892,0
257K,83.47491482112436,16.18284232365145,77.03904531722056,93.048,0.0,88.862,25.765790816326533,80.38712983425415,54.598,64.69122962962963,79.61768152866243,0.0,92.045,17.417567567567566,90.957,23.684210526315788,13.671984375,51.698354716981136,13.78371891891892,0
2ACAP,57.15531005110733,96.266,78.55,87.166,76.48044243421053,80.387,27.040966836734697,31.76775414364641,55.747,65.4317037037037,0.0,60.000131506849314,88.25763068181817,17.417741741741743,88.298,0.0,23.242105468749997,27.547403773584904,15.675543243243242,0
325_IZSLER,83.47491482112436,16.18284232365145,77.03904531722056,92.513,0.0,29.297457627118643,29.081249999999997,80.38632320441988,40.80451724137931,36.54327901234568,0.0,0.0,92.045,17.417567567567566,90.957,24.999947368421054,14.452984375,25.66031320754717,0.0,0
3522_CT,100.0,100.0,99.698,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.363,100.0,100.0,100.0,100.0,100.0,60.9375,56.981071698113205,100.0,1
423_IZSLER,99.148,100.0,99.698,100.0,100.0,99.516,99.745,100.0,100.0,100.0,0.0,99.452,100.0,98.1981981981982,100.0,46.05263157894736,10.54694140625,55.47176226415095,99.73,0
433_IZSLER,83.30447189097104,16.18284232365145,83.988,93.048,0.0,66.586,99.745,96.133,90.805,94.815,0.0,0.0,91.856,86.18628228228228,90.426,52.632210526315795,12.10934765625,51.698354716981136,92.703,0
442_IZSLER,83.30447189097104,16.18284232365145,83.988,93.048,0.0,66.586,99.745,96.133,90.805,94.815,0.0,0.0,91.856,86.18628228228228,90.426,46.052960526315786,14.453039062499998,51.698354716981136,92.703,0
445_IZSLER,83.30447189097104,16.18284232365145,83.988,93.048,0.0,66.586,99.745,96.133,90.805,94.815,0.0,0.0,91.856,86.18628228228228,90.426,46.052960526315786,12.10934765625,51.698354716981136,92.703,0
44_IZSLER,70.61301448040886,16.18284232365145,50.90611933534744,91.4435,0.0,29.297457627118643,23.979308673469387,56.49151519337016,32.18386206896552,36.54327901234568,0.0,0.0,92.045,17.26741141141141,90.957,40.78971052631579,27.343636718750002,25.283116981132075,0.0,0
56180,53.23673509369676,95.851,78.248,87.166,77.46720394736843,80.63,27.040966836734697,31.76775414364641,55.172,65.18554074074073,71.01912420382166,90.137,88.44669886363636,17.417741741741743,88.298,0.0,24.218763671875,16.9812679245283,15.40525945945946,0
56609,83.73058517887563,98.34,58.00595166163142,93.048,94.73657894736843,86.683,26.02008163265306,30.93875414364641,54.598,64.44417777777777,0.0,98.63,92.235,17.417567567567566,90.957,49.34236842105263,0.0,14.339671698113207,13.78371891891892,0
56626,83.81590800681431,16.18284232365145,83.988,93.048,0.0,88.62,26.02008163265306,80.38712983425415,54.598,64.44407407407407,0.0,0.0,92.235,17.417567567567566,90.426,0.0,12.10951171875,49.43394716981132,0.0,0
56653,83.98625553662691,16.18284232365145,77.03904531722056,91.979,0.0,86.925,25.510494897959184,30.93875414364641,54.598,64.93826172839506,34.39506369426752,0.0,92.235,17.417567567567566,90.957,0.0,13.281187500000001,22.641464150943396,0.0,0
61H,99.14799999999998,100.0,99.698,100.0,99.89066666666668,99.516,99.745,100.0,100.0,100.0,0.0,33.97270684931507,47.032828282828284,72.37237237237237,100.0,46.05263157894736,17.83838671875,67.42153584905661,99.73,0
ACSBRA_2020,83.47491482112436,16.18284232365145,77.03904531722056,92.513,0.0,29.297457627118643,29.081249999999997,80.38632320441988,40.80451724137931,36.54327901234568,0.0,0.0,92.045,17.417567567567566,90.957,49.9995,14.452984375,25.66031320754717,0.0,0
AKRFB,83.81590800681431,16.18284232365145,83.988,93.048,0.0,66.8281162227603,99.745,96.133,90.805,94.815,0.0,0.0,91.856,85.88623723723722,90.426,46.052960526315786,29.29678125,53.58465660377359,92.703,0
Ag06_2020,100.0,100.0,99.698,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,81.57927631578947,60.9375,45.283018867924525,100.0,1
Ag07_2020,100.0,100.0,99.698,100.0,100.00020394736842,93.462,22.19395918367347,31.491687845303872,54.023,65.92581728395062,0.0,99.452,99.811,17.717567567567567,99.468,35.526315789473685,10.54694140625,32.452905660377354,18.648586486486487,0
Andaman,83.56018994889268,98.34,77.03904531722056,93.048,94.73657894736843,86.683,26.02008163265306,30.93875414364641,54.598,64.44417777777777,0.0,98.63,92.045,17.417567567567566,90.957,48.684,26.75784375,52.830056603773585,13.78371891891892,0
BOLMAN,83.30447189097104,16.18284232365145,83.988,93.048,0.0,66.586,99.745,96.133,90.805,94.815,0.0,0.0,91.856,86.18628228228228,90.426,46.052960526315786,14.453039062499998,51.698354716981136,92.703,0
Brem_127_Duyster,100.0,100.0,99.698,100.0,100.00020394736842,93.462,22.19395918367347,31.491687845303872,54.023,65.92581728395062,0.0,99.452,99.811,16.21595195195195,99.468,31.57917105263158,10.15633203125,45.66056603773585,18.648586486486487,0
Brem_137,83.47491482112436,16.18284232365145,77.03904531722056,92.513,0.0,29.297457627118643,29.081249999999997,80.38632320441988,40.80451724137931,36.54327901234568,0.0,0.0,92.045,17.417567567567566,90.957,49.9995,14.452984375,25.66031320754717,0.0,0
Brem_179,100.0,100.0,99.698,100.0,100.00020394736842,93.462,12.500173469387756,30.93875414364641,25.862137931034482,11.60508148148148,0.0,99.452,99.811,17.717567567567567,99.468,38.158,14.0625,54.717132075471696,18.648586486486487,0
CMCC-1,83.81590800681431,16.18284232365145,77.03904531722056,93.048,0.0,29.297457627118643,29.081249999999997,80.38632320441988,40.80451724137931,36.54327901234568,0.0,0.0,92.045,17.417567567567566,90.957,48.684,27.734171874999998,53.20784150943396,0.0,0
CR1821,53.23673509369676,95.851,78.248,87.166,77.46720394736843,80.63,17.601795918367348,31.76775414364641,55.172,47.654518518518515,54.14022929936305,10.684953424657534,0.0,17.417741741741743,0.0,0.0,22.65626953125,16.9812679245283,0.0,0
CR2621,53.5775468483816,16.18284232365145,78.248,87.166,12.335588815789475,20.096949152542372,17.856941326530613,31.76775414364641,55.172,46.172809876543205,0.0,22.465797260273973,23.674354166666664,17.417741741741743,88.298,0.0,29.883068359375002,69.81117169811321,0.0,0
CSL10083,83.56018994889268,16.18284232365145,83.988,93.048,0.0,66.70705811138015,99.745,96.133,90.805,94.815,0.0,0.0,91.856,86.18628228228228,90.426,46.052960526315786,22.07019140625,40.18865283018868,92.703,0
CSL4002,83.56018994889268,16.18284232365145,83.988,93.048,0.0,66.70705811138015,99.745,96.133,90.805,94.815,0.0,0.0,91.856,86.18628228228228,90.426,46.052651315789475,14.45325,27.924464150943393,92.703,0
Duyster,93.42407597955707,99.33600000000001,93.41399999999999,97.2192,97.89475394736841,90.7504,23.520573469387756,31.27051436464089,54.253,65.33316148148148,0.0,99.1232,96.7806,16.6965981981982,96.06360000000001,28.07027192982456,9.114638020833334,29.283076226415098,17.026963963963965,0
Duyster-Boelhouwer,100.0,100.0,99.698,100.0,100.00020394736842,93.462,22.19395918367347,31.491687845303872,54.023,65.92581728395062,0.0,99.452,99.811,16.21595195195195,99.468,0.0,7.03125,27.169811320754718,0.0,0
FMAS_AP1,83.98625553662691,0.0,76.73713595166164,93.048,0.0,88.62,25.765790816326533,78.17708287292818,55.172,64.44448395061728,0.0,0.0,91.856,17.417567567567566,90.957,42.10539473684211,9.765550781249999,45.66015471698113,0.0,0
FMAS_AP7,83.98625553662691,0.0,76.73713595166164,93.048,0.0,88.62,25.765790816326533,78.17708287292818,55.172,64.44448395061728,0.0,0.0,91.856,17.417567567567566,90.957,42.10539473684211,9.765550781249999,45.66015471698113,0.0,0
FMAS_AW1,84.15660306643952,16.18284232365145,76.73713595166164,93.048,0.0,88.862,25.765790816326533,80.66326243093923,54.598,64.69122962962963,34.39506369426752,0.0,92.045,17.417567567567566,90.957,47.368421052631575,28.9059375,45.66015471698113,0.0,0
FMAS_AW2,84.15660306643952,16.18284232365145,76.73713595166164,93.048,0.0,88.862,25.765790816326533,80.66326243093923,54.598,64.69122962962963,34.39506369426752,0.0,92.045,17.417567567567566,90.957,48.684,28.9059375,53.58465660377359,0.0,0
FMAS_KW1,83.98625553662691,0.0,76.73713595166164,93.048,0.0,88.62,26.02008163265306,78.17708287292818,55.172,64.69087407407407,0.0,0.0,91.856,17.417567567567566,90.957,32.89486842105263,9.765550781249999,45.66015471698113,0.0,0
FMAS_PN3,83.98625553662691,0.0,76.73713595166164,93.048,0.0,88.62,25.765790816326533,78.17708287292818,55.172,64.44448395061728,0.0,0.0,91.856,17.417567567567566,90.957,42.10539473684211,9.765550781249999,45.66015471698113,0.0,0
FMAS_PN5,98.126,65.56045643153527,58.00595166163142,98.93,97.697,86.683,26.02008163265306,30.93875414364641,54.598,64.44417777777777,0.0,98.904,93.75,13.513453453453455,98.404,0.0,29.688,92.83,0.0,0
FMAS_RT2,83.98625553662691,0.0,76.73713595166164,93.048,0.0,88.378,26.02008163265306,80.38712983425415,54.598,64.44407407407407,0.0,0.0,92.045,17.417567567567566,90.957,26.315631578947368,9.765550781249999,45.66015471698113,0.0,0
Fox_32256,83.30447189097104,16.18284232365145,83.988,93.048,0.0,66.586,99.745,96.133,90.805,94.815,0.0,0.0,91.856,86.18628228228228,90.426,30.263210526315792,14.45325,51.698354716981136,92.703,0
GR5,83.81590800681431,16.18284232365145,83.988,93.048,0.0,66.8281162227603,99.745,96.133,90.805,94.815,0.0,0.0,76.70416666666667,86.18628228228228,90.426,46.052960526315786,29.687246093749998,45.66015471698113,92.703,0
HO0905CK,83.30447189097104,16.18284232365145,83.988,93.048,0.0,66.586,99.745,96.133,90.805,94.815,0.0,0.0,91.856,86.18628228228228,90.426,46.052960526315786,10.937390625,51.698354716981136,92.703,0
HROSC,83.30447189097104,16.18284232365145,83.988,93.048,0.0,66.586,99.745,96.133,90.805,94.815,0.0,0.0,91.856,86.18628228228228,90.426,30.26357894736842,14.453039062499998,48.6794037735849,92.703,0
Hook,83.73058517887563,16.18284232365145,51.359069486404834,94.118,0.0,30.02440677966102,27.04058163265306,74.86162707182321,41.37883908045976,38.519,71.65591082802547,0.0,89.96226136363636,18.018243243243244,91.489,43.42117763157894,16.796656249999998,49.4339358490566,0.0,0
IP1507003,83.81590800681431,16.18284232365145,83.988,93.048,0.0,66.8281162227603,99.745,96.133,90.805,94.815,0.0,0.0,91.856,86.18628228228228,90.426,46.052960526315786,14.8436015625,53.58465660377359,92.703,0
IP1512014,83.81590800681431,16.18284232365145,83.988,93.048,0.0,66.8281162227603,99.745,96.133,90.805,94.815,0.0,0.0,91.856,86.18628228228228,90.426,46.052960526315786,27.34378125,53.58465660377359,92.703,0
IP1512015,83.81590800681431,16.18284232365145,83.988,93.048,0.0,66.8281162227603,99.745,96.133,90.805,94.815,0.0,0.0,91.856,86.18628228228228,90.426,46.052960526315786,27.34378125,53.58465660377359,92.703,0
