Unnamed: 0	WP_002725873.1	WP_002740826.1	WP_002740861.1	WP_032853071.1	WP_002740804.1	WP_002740724.1	WP_016749081.1	WP_002738232.1	WP_002740722.1	WP_002740041.1	WP_002738295.1	WP_002733661.1	WP_050547976.1	WP_002727927.1	WP_000406134.1	WP_000275679.1	WP_000799637.1	WP_000579813.1	WP_000600954.1	WP_004503087.1	WP_061236010.1	WP_004503102.1	WP_223809837.1	WP_001106774.1	WP_002733615.1	WP_039942433.1	WP_244265121.1	WP_010578390.1	WP_000667982.1	WP_003009953.1	WP_036096970.1	WP_003009503.1	WP_003009636.1	WP_036096962.1	WP_196221670.1	WP_003009473.1	WP_003009310.1	WP_282974009.1	WP_004479640.1	WP_282974006.1	WP_004479635.1	WP_282973988.1	WP_004434477.1	WP_004434773.1	WP_004434738.1	WP_004434663.1	WP_004434686.1	WP_004434935.1	WP_004421329.1	WP_004421044.1	WP_004448468.1	WP_036063888.1	WP_243817855.1	WP_004450690.1	WP_004450706.1	WP_004421460.1	WP_004450681.1	WP_036063866.1	WP_004450670.1	WP_016748630.1	WP_016560406.1	WP_016560441.1	WP_016560449.1	WP_016560426.1	WP_016560398.1	WP_244266170.1	WP_016560457.1	WP_000980525.1	WP_000653659.1	WP_017214689.1	WP_020981249.1	WP_001256699.1	WP_002076509.1	WP_000535865.1	WP_001117631.1	WP_000697351.1	WP_029781911.1	WP_000041234.1	WP_002108487.1	WP_002108506.1	WP_002108483.1	WP_025180280.1	WP_002108502.1	WP_002108526.1	WP_000651740.1	WP_000579360.1	WP_000723079.1	WP_002108504.1	WP_237578347.1	WP_100224632.1	WP_000361605.1	WP_000699347.1	WP_000623952.1	WP_000208484.1	WP_000723077.1	WP_000853941.1	WP_000125000.1	WP_000950837.1	WP_000952994.1	WP_000721297.1	WP_000358359.1	WP_000513413.1	WP_032921258.1_26	WP_004483359.1_59	WP_004462133.1_63	WP_004462125.1_70	WP_004478059.1_71	WP_016551793.1_72	WP_004462889.1_79	WP_004477915.1_81	WP_061209098.1	True_serogroup
433_izsler	72.64116981	95.628	95.64	93.871	25.06096837	26.67767114	29.39311821	27.61166418	31.39553779	22.42015302	23.73561479	20.47004027	72.54269831	83.688	0.0	28.12526202	30.98623239	32.38087619	99.623	48.05205195	23.36137311	32.44846018	70.89221127	26.61863309	53.67261017	54.65671569	30.46309934	24.54381095	24.1542029	52.54210169	0.0	21.23730936	29.51180488	29.10418657	0.0	0.0	19.26887043	63.23544118	75.96705801	26.22988525	39.23679564	0.0	0.0	41.37883908	36.53859375	29.29787409	46.0202699	51.6512973	96.935	95.455	65.69807558	92.46186265	95.663	83.0	90.03	97.2	95.701	91.954	76.737	86.18628228	99.745	90.805	94.815	96.133	66.586	92.703	0.0	28.21563485	87.349	24.69723971	41.29946541	100.0	31.83881166	30.76888034	30.74911628	0.0	15.38445804	26.37851799	0.0	21.29652778	0.0	32.23119008	30.89178344	39.71591489	15.61447176	38.72529412	29.81915964	21.09702532	0.0	28.25270632	51.92643216	30.8568	0.0	21.672	28.91559036	36.82634731	44.14109375	33.48851163	44.33021649	40.374	0.0	0.0	85.45422078	0.0	14.36786207	0.0	7.786772541	0.0	0.0	11.07311414	24.68181679	Pomona
202103007	70.75439623	98.634	99.183	99.677	24.81728467	27.01355201	28.43484984	27.61164179	32.55821221	23.13135943	24.12432296	15.43645638	70.16908475	86.879	0.0	27.40413702	30.98630282	32.38087619	90.566	87.013	23.36151261	32.15294985	70.89221127	27.81807194	52.54210169	54.65671569	29.80098675	24.04629187	23.9133913	53.10735593	0.0	21.23730936	29.26829268	29.10447761	16.12908602	0.0	22.92329568	63.23544118	75.69051105	26.69759251	38.96453951	0.0	0.0	41.95365517	36.53859375	29.78247458	46.0202699	51.95182583	95.785	94.697	66.47257364	95.98037688	96.684	83.667	91.23851964	97.6	96.38	88.889	75.529	98.1981982	99.745	100.0	100.0	100.0	99.516	99.73	99.452	29.04553942	76.506	24.69723971	41.08990985	98.14	30.49377578	30.34182051	31.0073385	0.0	14.3358042	25.89939568	0.0	21.75935185	0.0	31.40542149	30.25490446	39.71591489	15.28237874	39.70544118	29.81915964	27.00394937	0.0	19.33062825	52.26142714	30.57140286	0.0	22.29129412	28.6145	37.12551497	44.14109375	33.95333953	45.36049485	39.51195259	0.0	0.0	50.64964156	0.0	13.79312644	0.0	7.786772541	0.0	0.0	11.24365417	24.42774046	Pomona
mm0168ck	72.64116981	95.628	95.64	93.871	25.06096837	26.67767114	29.39311821	27.61166418	31.39553779	22.42015302	23.73561479	20.47004027	72.54269831	83.688	0.0	28.12526202	30.98623239	32.38087619	99.623	48.05205195	23.36137311	32.44846018	70.89221127	26.61863309	53.67261017	54.65671569	30.46309934	24.54381095	24.1542029	52.54210169	0.0	21.23730936	29.51180488	29.10418657	0.0	0.0	19.26887043	63.23544118	75.96705801	26.22988525	39.23679564	0.0	0.0	41.37883908	36.53859375	29.29787409	46.0202699	51.6512973	96.935	95.455	65.69807558	92.46186265	95.663	83.0	90.03	97.2	95.701	91.954	76.737	86.18628228	99.745	90.805	94.815	96.133	66.586	92.703	0.0	28.21563485	87.349	24.69723971	41.29946541	100.0	31.83881166	30.76888034	30.74911628	0.0	15.38445804	26.37851799	0.0	21.29652778	0.0	32.23119008	30.89178344	39.71591489	15.61447176	38.72529412	29.81915964	21.09702532	0.0	43.8663197	51.92643216	30.8568	0.0	21.672	28.91559036	36.82634731	44.14109375	33.48851163	44.33021649	40.374	0.0	0.0	85.45422078	0.0	14.36786207	0.0	7.786772541	0.0	0.0	11.07311414	24.68181679	Pomona
20021189	70.75439623	98.907	99.183	99.677	24.57405353	27.01355201	28.43484984	27.61164179	32.55821221	23.13135943	24.12432296	15.10055034	69.83013559	87.234	77.688	26.20191106	30.98630282	32.38087619	90.189	0.0	23.36151261	32.15294985	70.89221127	26.85870504	97.175	22.54921078	30.13253642	24.04629187	23.67163043	75.14106215	74.393531	21.23730936	30.24421463	29.10447761	16.12908602	0.0	23.2557907	82.10828676	33.14881768	25.76147541	38.96453951	0.0	0.0	40.80491379	36.53804808	28.57179661	46.36663668	51.95182583	95.785	94.697	90.5040562	96.14781407	96.684	83.667	91.23851964	97.6	96.38	88.889	75.529	16.21595195	22.19395918	54.023	65.92581728	31.49168785	93.462	18.64858649	99.452	79.253	76.506	25.18148184	41.71950524	0.0	28.2509417	30.34182051	31.0073385	0.0	14.3358042	25.89939568	0.0	21.75935185	0.0	31.40542149	30.25490446	39.71591489	15.28237874	38.23522059	29.81915964	27.00394937	0.0	20.81800743	52.42872864	30.57140286	0.0	22.29129412	28.6145	37.12551497	44.14109375	33.95333953	45.01707216	39.51195259	0.0	0.0	50.64964156	0.0	14.65527874	0.0	7.786772541	0.0	0.0	11.24365417	24.42774046	Grippotyphosa
moskva	70.75439623	98.907	99.183	99.677	24.57405353	27.01355201	28.43484984	27.61164179	32.55821221	23.13135943	24.12432296	19.46286242	70.16947119	87.234	77.688	26.20191106	30.98630282	32.38087619	90.189	0.0	23.36151261	32.15294985	70.89221127	26.85870504	97.175	22.54921078	30.13253642	24.04629187	23.67163043	75.14106215	74.393531	21.23730936	30.24421463	29.10447761	16.12908602	0.0	23.2557907	82.35324755	33.14881768	25.76147541	38.96453951	0.0	0.0	40.80491379	36.53804808	28.57179661	46.36663668	51.95182583	95.785	94.697	90.5040562	96.14781407	96.684	83.667	91.23851964	97.6	96.38	88.889	75.529	17.71756757	22.19395918	54.023	65.92581728	31.49168785	93.462	18.64858649	99.452	79.253	76.506	25.18148184	41.71950524	0.0	28.2509417	30.34182051	31.0073385	0.0	14.3358042	25.89939568	0.0	21.75935185	0.0	31.40542149	30.25490446	39.71591489	15.28237874	38.23522059	32.22856928	27.00394937	0.0	42.37889963	52.42872864	30.57140286	0.0	22.29129412	29.21673193	37.12551497	44.14109375	33.95333953	45.01707216	39.51195259	0.0	0.0	50.64964156	0.0	14.65527874	0.0	7.786772541	0.0	0.0	11.24365417	24.42774046	Grippotyphosa
fmas_ap7	72.64116981	95.628	95.64	92.581	25.30374696	26.67767114	29.39311821	27.61166418	31.3952093	22.06419929	23.73561479	19.79881208	72.20318644	83.688	0.0	26.68248798	30.98623239	32.38087619	98.491	87.662	25.54621008	31.85853982	68.54460094	27.33841966	80.79105085	22.30433333	30.13266556	26.36826866	22.94686957	81.35630508	0.0	21.40442308	31.95146341	28.35853731	0.0	0.0	21.59449834	82.84352941	81.7678895	25.29288993	38.69228338	0.0	0.0	44.82763218	37.49960577	28.81341404	45.67489273	50.15	96.935	95.076	90.116	92.62958124	95.663	83.0	90.332	97.6	95.701	92.337	72.50739577	17.41756757	25.76579082	55.172	64.44448395	78.17708287	88.62	13.78371892	0.0	28.21563485	99.096	26.14966344	42.34775681	0.0	31.83881166	30.76888034	30.74911628	0.0	15.55964161	26.37851799	0.0	21.29652778	0.0	31.81780165	30.57334395	39.36174468	25.58180731	38.23522059	31.92795181	26.58253165	0.0	27.88095911	52.09401675	30.57094286	0.0	23.21990712	29.51810241	36.52694012	44.14109375	33.48851163	43.9865945	40.374	0.0	0.0	85.71428571	0.0	14.36786207	0.0	11.27036885	0.0	0.0	12.94698126	24.68181679	Autumnalis
zun142	71.69816981	32.78692896	34.33228065	86.774	37.4700292	28.0200906	29.07400639	28.35850746	39.53476744	23.13185765	20.62275486	21.47637584	71.52515254	86.525	0.0	34.8561875	30.28183099	31.74589841	90.566	0.0	23.36151261	38.34804425	66.66708451	34.7723741	44.06818644	15.6860049	45.36428808	24.37778773	31.15942029	42.37271186	0.0	21.57194482	16.82937805	30.59731343	16.12910394	0.0	18.60447176	24.2647451	81.2155663	32.31822014	39.50905177	0.0	100.0	100.0	64.90384615	99.758	100.0	100.0	96.169	74.62140152	40.31052907	57.45352094	68.36739796	43.99981	27.49236858	20.800096	28.05440724	35.24880843	52.5678852	16.81652252	18.11215561	41.37883908	24.19753086	74.86162707	30.02440678	0.0	0.0	27.80134855	50.6022741	14.28571429	87.84075472	0.0	26.457	27.3502735	25.06482171	0.0	14.16095804	21.82261871	0.0	22.68531481	23.22267299	32.645	31.20973567	40.07110284	15.28237874	29.41147059	29.81912651	27.00394937	0.0	80.669	52.93140704	49.143	0.0	16.71836533	28.91571084	40.11952096	43.74971875	26.5117907	40.89298969	44.10888506	50.64925108	0.0	44.93506494	0.0	14.08022989	0.0	7.786772541	0.0	33.33337662	9.880729131	22.64613232	Autumnalis
leptocuba05	72.64116981	95.628	95.64	93.871	25.06096837	26.67767114	29.39311821	27.61166418	31.39553779	22.42015302	23.73561479	20.47004027	72.54269831	83.688	0.0	28.12526202	30.98623239	32.38087619	99.623	48.05205195	23.36137311	32.44846018	70.89221127	26.61863309	53.67261017	54.65671569	30.46309934	24.54381095	24.1542029	52.54210169	0.0	21.23730936	29.51180488	29.10418657	0.0	0.0	19.26887043	63.23544118	75.96705801	26.22988525	39.23679564	0.0	0.0	41.37883908	36.53859375	29.29787409	46.0202699	51.6512973	96.935	95.455	65.69807558	92.46186265	95.663	83.0	90.03	97.2	95.701	91.954	76.737	86.18628228	99.745	90.805	94.815	96.133	66.586	92.703	0.0	28.21563485	87.349	24.69723971	41.29946541	100.0	31.83881166	30.76888034	30.74911628	0.0	15.38445804	26.37851799	0.0	21.29652778	0.0	32.23119008	30.89178344	39.71591489	15.61447176	38.72529412	29.81915964	21.09702532	0.0	40.14883271	51.92643216	30.8568	0.0	21.672	28.91559036	36.82634731	44.14109375	33.48851163	44.33021649	40.374	0.0	0.0	85.45422078	0.0	14.36786207	0.0	7.786772541	0.0	0.0	11.07311414	24.68181679	Pomona
fmas_aw1	72.64116981	95.628	95.64	92.581	25.06051582	26.67767114	29.39311821	26.86525373	31.39553779	22.42015302	24.12432296	20.13408054	72.54269831	83.688	0.0	26.44252644	30.98623239	32.38087619	98.491	87.662	25.54621008	32.44846018	70.89221127	27.33841966	80.79105085	22.54908333	29.80099338	26.36826866	22.94686957	80.79105085	0.0	21.40442308	32.19497561	28.35853731	0.0	0.0	21.59449834	82.59788971	80.93886188	25.76073302	38.69228338	0.0	0.0	44.82763218	37.74	28.81341404	45.67489273	50.15	96.935	95.455	90.31	92.29514238	95.918	83.0	90.03	97.6	95.701	92.337	72.50739577	17.41756757	25.76579082	54.598	64.69122963	80.66326243	88.862	13.78371892	0.0	28.21563485	99.096	26.39202663	42.13833962	0.0	31.83881166	30.76888034	30.74911628	0.0	15.38445804	26.37851799	0.0	21.29652778	0.0	32.23119008	30.57334395	39.71591489	25.58180731	38.23522059	31.92795181	26.58253165	0.0	48.69888476	51.59126298	30.57094286	0.0	23.21990712	29.51810241	36.82634731	44.14109375	33.48851163	43.9865945	40.374	0.0	0.0	85.71428571	0.0	14.3677069	0.0	11.27036885	0.0	0.0	12.94698126	24.68181679	Autumnalis
u73	71.69816981	32.51360109	34.06038147	87.097	37.4700292	27.85240604	29.07400639	28.35850746	39.53476744	23.1320605	54.86365759	21.47637584	0.0	86.879	0.0	34.8561875	30.28183099	32.38087619	90.566	0.0	23.19327059	38.34804425	66.66708451	34.7723741	44.06818644	25.49055882	45.36428808	24.37778773	31.15942029	42.37271186	0.0	21.57194482	27.80501707	30.59731343	0.0	0.0	18.60447176	37.25469608	81.2155663	32.31822014	39.23705722	0.0	99.66	100.0	100.0	99.758	100.0	100.0	98.85067433	99.621	41.2788469	57.45352094	68.36739796	43.99981	27.49236858	27.19984	28.05440724	35.63185057	52.5678852	15.31539039	27.04058163	41.37883908	38.519	74.86162707	30.02440678	0.0	0.0	27.80134855	50.6022741	99.516	96.855	0.0	30.94127354	27.3502735	25.06482171	0.0	14.16095804	21.82261871	0.0	22.68531481	23.22267299	32.645	31.20973567	39.36150355	15.28237874	38.23522059	30.12072289	27.00394937	0.0	46.09664684	52.93140704	30.00004	0.0	21.98164706	28.01203916	40.11952096	43.74971875	40.00010233	40.89298969	44.10888506	64.50239394	31.28058621	84.93506494	0.0	14.08022989	0.0	7.786772541	0.0	33.33337662	11.92500852	22.64613232	Panama
mh4000	72.64116981	95.628	95.64	93.871	25.06096837	26.67767114	29.39311821	27.61166418	31.39553779	22.42015302	23.73561479	20.47004027	72.54269831	83.688	0.0	28.12526202	30.98623239	32.38087619	99.623	48.05205195	23.36137311	32.44846018	70.89221127	26.61863309	53.67261017	54.65671569	30.46309934	24.54381095	24.1542029	52.54210169	0.0	21.23730936	29.51180488	29.10418657	0.0	0.0	19.26887043	63.23544118	75.96705801	26.22988525	39.23679564	0.0	0.0	41.37883908	36.53859375	29.29787409	46.0202699	51.6512973	96.935	95.455	65.69807558	92.46186265	95.663	83.0	90.03	97.2	95.701	91.954	76.737	86.18628228	99.745	90.805	94.815	96.133	66.586	92.703	0.0	28.21563485	87.349	24.69723971	41.29946541	100.0	31.83881166	30.76888034	30.74911628	0.0	15.38445804	26.37851799	0.0	21.29652778	0.0	32.23119008	30.89178344	39.71591489	15.61447176	38.72529412	29.81915964	21.09702532	0.0	34.94428996	51.92643216	30.8568	0.0	21.672	28.91559036	36.82634731	44.14109375	33.48851163	44.33021649	40.374	0.0	0.0	85.45422078	0.0	14.36786207	0.0	7.786772541	0.0	0.0	11.07311414	24.68181679	Pomona
148274	72.64116981	95.628	95.64	91.935	24.81728467	26.67767114	29.39311821	26.86525373	31.68574128	22.42015302	24.12432296	20.13408054	72.88122034	83.688	79.57	26.68280769	30.98623239	32.38087619	98.868	0.0	23.36137311	32.44846018	70.89221127	27.33841966	80.79105085	22.30358824	30.13266556	24.54381095	23.18869565	80.79105085	75.47174124	21.23730936	32.68283171	28.35853731	0.0	0.0	18.93694352	82.59820833	32.87264917	25.29288993	38.96453951	0.0	0.0	44.82763218	37.26	29.53997579	45.67489273	49.84968468	96.935	95.455	88.76	92.96501843	95.918	83.0	90.332	97.6	95.701	91.571	72.50739577	17.41756757	25.76579082	55.172	65.18549877	29.55769337	86.925	13.78371892	0.0	100.0	98.494	25.90808717	42.55812159	0.0	31.83881166	30.76888034	30.74911628	0.0	15.55964161	26.37851799	0.0	21.29652778	0.0	31.81780165	30.57334395	39.71591489	15.61447176	38.23522059	31.92795181	26.58253165	0.0	23.04856506	51.75884757	30.8568	0.0	21.672	28.6145	37.12586826	44.14109375	33.48851163	43.9865945	40.086	0.0	0.0	85.97435065	0.0	14.3677069	0.0	7.786772541	0.0	0.0	11.24365417	24.68181679	Grippotyphosa
leptocuba20	70.75439623	98.634	99.183	99.677	24.81728467	27.01355201	28.43484984	27.61164179	32.55821221	23.13135943	24.12432296	15.43645638	70.16908475	86.879	0.0	27.40413702	30.98630282	32.38087619	90.566	0.0	23.36151261	32.15294985	70.89221127	27.81807194	26.55362712	0.0	29.80098675	24.04629187	23.9133913	23.72844068	0.0	21.23730936	0.0	29.10447761	16.12908602	0.0	22.92329568	0.0	33.14881768	26.69759251	38.96453951	0.0	0.0	0.0	0.0	29.78247458	46.0202699	51.95182583	95.785	94.697	66.47257364	95.98037688	96.684	83.333	91.23851964	97.6	96.38	88.889	75.529	17.71756757	0.0	25.86213793	0.0	31.49168785	99.516	99.73	99.452	29.04553942	76.506	0.0	41.08990985	0.0	30.49377578	30.34182051	31.0073385	0.0	14.3358042	25.89939568	0.0	21.75935185	0.0	31.40542149	30.25490446	39.71591489	15.28237874	39.70544118	29.81915964	27.00394937	0.0	12.63931227	52.26142714	30.57140286	0.0	22.29129412	28.6145	37.12551497	44.14109375	33.95333953	45.36049485	39.51195259	0.0	0.0	9.610316883	0.0	13.79312644	0.0	7.786772541	0.0	0.0	11.24365417	24.42774046	Pomona
lt1649	72.64116981	95.628	95.095	93.871	25.54756691	26.67767114	29.39311821	27.61166418	31.39553779	22.42015302	24.12432296	20.13408054	72.54269831	84.397	79.839	26.68295192	30.98623239	32.38087619	98.868	0.0	23.36137311	32.44846018	65.25816901	27.09815348	80.79105085	22.30433333	30.13266556	24.54381095	22.70504348	80.79105085	75.2019407	21.23730936	31.95146341	29.10474627	0.0	0.0	18.93694352	83.0881299	34.53060773	25.05877283	38.96453951	0.0	0.0	44.82763218	37.74069712	29.05530266	45.67489273	50.45031532	96.935	95.076	59.49586047	92.29514238	95.918	83.0	90.03	97.6	95.701	92.337	72.80930514	17.41756757	26.02008163	54.598	64.44417778	29.55769337	86.683	13.78371892	0.0	100.0	99.699	26.63438983	24.52830189	0.0	32.28668161	30.76888034	30.74911628	0.0	15.55964161	26.37851799	0.0	21.29652778	0.0	31.81780165	30.57334395	39.71591489	15.61447176	38.23522059	29.51846386	26.58253165	0.0	37.17464684	51.75884757	30.8568	0.0	21.672	28.6145	36.82634731	44.14109375	33.48851163	43.9865945	40.374	0.0	0.0	85.71428571	0.0	14.3677069	0.0	7.581987705	0.0	0.0	11.24365417	24.68181679	Djasiman
ip1710045	72.64116981	95.628	95.64	93.871	25.06096837	26.67767114	29.39311821	27.61166418	31.39553779	22.42015302	23.73561479	20.47004027	72.54269831	83.688	0.0	28.12526202	30.98623239	32.38087619	99.623	48.05205195	23.36137311	32.44846018	70.89221127	26.61863309	53.67261017	54.65671569	30.46309934	24.54381095	24.1542029	52.54210169	0.0	21.23730936	29.51180488	29.10418657	0.0	0.0	19.26887043	63.23544118	75.96705801	26.22988525	39.23679564	0.0	0.0	41.37883908	36.53859375	29.29787409	46.0202699	51.6512973	96.935	95.455	65.69807558	92.46186265	95.663	83.0	90.03	97.2	95.701	91.954	76.737	86.18628228	99.745	90.805	94.815	96.133	66.586	92.703	0.0	28.21563485	87.349	24.69723971	41.29946541	100.0	31.83881166	30.76888034	30.74911628	0.0	15.38445804	26.37851799	0.0	21.29652778	0.0	32.23119008	30.89178344	39.71591489	15.61447176	38.72529412	29.81915964	21.09702532	0.0	44.23791822	51.92643216	30.8568	0.0	21.672	28.91559036	36.82634731	44.14109375	33.48851163	44.33021649	40.374	0.0	0.0	85.45422078	0.0	14.36786207	0.0	7.786772541	0.0	0.0	11.07311414	24.68181679	Pomona
redpanda1	70.75439623	98.907	99.183	99.677	22.87084185	27.01355201	28.43484984	27.61164179	32.55821221	23.13135943	24.12432296	19.46286242	64.06812881	87.234	36.02172043	24.51942308	30.98630282	32.38087619	62.64165283	0.0	25.7142605	32.15294985	70.89221127	24.46082494	97.175	22.54921078	26.49008609	26.36826866	21.98052174	75.14106215	35.84918329	21.23730936	30.24421463	29.10447761	16.12908602	0.0	23.2557907	82.35324755	33.14881768	24.35614754	38.96453951	0.0	0.0	40.80491379	36.53804808	25.42349879	46.36663668	51.95182583	95.785	94.697	90.504	96.14781407	96.684	83.667	91.23851964	97.6	96.38	88.889	75.529	15.01478979	22.19395918	54.023	65.92581728	31.49168785	84.50359322	18.64858649	64.38369315	79.253	76.506	25.18148184	41.71891824	0.0	28.69924664	30.34182051	31.0073385	0.0	14.3358042	25.89939568	0.0	21.75935185	0.0	31.40542149	30.25490446	39.71591489	15.28237874	38.23522059	32.22856928	27.00394937	0.0	41.26392937	52.42872864	30.57140286	0.0	22.29129412	29.21673193	37.12551497	44.14109375	33.95333953	45.01707216	39.51195259	0.0	0.0	50.64964156	0.0	14.65527874	0.0	11.06541803	0.0	0.0	12.2659046	24.42774046	Grippotyphosa
su5	72.64116981	33.60671585	36.51189646	88.71	37.9566399	24.83193624	29.39311821	26.86525373	31.68630523	22.42015302	24.12432296	20.47004027	72.20318644	84.397	0.0	37.01953125	30.98623239	32.38087619	98.868	87.662	25.54621008	31.85853982	70.89221127	36.21131415	43.50262147	26.47096078	43.04606623	24.54381095	33.81638647	41.8079548	0.0	21.23730936	30.732	28.35853731	0.0	0.0	19.26887043	36.27469118	80.66345304	33.72329977	38.96453951	0.0	76.87105102	80.45943103	78.6055024	62.4695109	44.63692042	51.05135135	96.935	95.455	37.98484302	57.11859296	80.102	47.33338333	17.82467674	26.39988	29.185819	34.86576628	72.80930514	17.41756757	29.08125	40.80451724	36.54327901	80.66255801	29.29745763	0.0	0.0	29.04587552	99.398	14.04347942	64.56992034	0.0	32.28668161	30.34182051	24.54787597	0.0	15.03498776	23.98060192	0.0	21.29652778	0.0	31.81780165	30.57334395	39.71591489	15.61447176	38.23522059	29.2168012	26.58253165	0.0	42.37934572	50.25144054	49.429	0.0	21.672	28.31340964	36.82622754	44.14109375	33.48851163	62.8861512	44.10883333	0.0	0.0	85.71428571	0.0	15.80483333	0.0	7.786772541	0.0	0.0	11.24365417	24.68181679	Australis
semnicki	70.75439623	98.634	99.183	99.677	24.81728467	27.01355201	28.43484984	27.61164179	32.55821221	23.13135943	24.12432296	15.43645638	70.16908475	86.879	0.0	27.40413702	30.98630282	32.38087619	90.566	87.013	23.36151261	32.15294985	70.89221127	27.81807194	52.54210169	54.65671569	29.80098675	24.04629187	23.9133913	53.10735593	0.0	21.23730936	29.26829268	29.10447761	16.12908602	0.0	22.92329568	63.23544118	75.69051105	26.22964637	38.96453951	0.0	0.0	41.95365517	36.53859375	29.78247458	46.0202699	51.95182583	95.785	94.697	66.47257364	95.98037688	96.684	83.333	91.23851964	97.6	96.38	88.889	75.529	98.1981982	99.745	100.0	100.0	100.0	99.516	99.73	99.452	29.04553942	76.506	24.69723971	41.08990985	98.14	30.49377578	30.34182051	31.0073385	0.0	14.3358042	25.89939568	0.0	21.75935185	0.0	31.40542149	30.25490446	39.71591489	15.28237874	38.23522059	29.81915964	27.00394937	0.0	13.38289963	52.26142714	30.57140286	0.0	22.29129412	28.6145	37.12551497	44.14109375	33.95333953	45.36049485	39.51195259	0.0	0.0	50.64964156	0.0	13.79312644	0.0	7.786772541	0.0	0.0	11.24365417	24.42774046	Pomona
akrfb	72.64116981	95.628	95.64	93.871	25.06096837	26.67767114	29.39311821	27.61166418	31.39553779	22.42015302	23.73561479	20.47004027	72.54269831	83.688	0.0	28.12526202	30.98623239	32.38087619	99.623	48.05205195	23.36137311	32.44846018	70.89221127	26.61863309	53.67261017	54.65671569	30.46309934	24.54381095	24.1542029	52.54210169	0.0	21.23730936	29.51180488	29.10418657	0.0	0.0	21.262299	63.23544118	75.96705801	26.22988525	39.23679564	0.0	0.0	41.37883908	36.53859375	29.29787409	46.0202699	51.6512973	96.935	95.455	63.9532345	92.46186265	95.663	83.0	90.03	97.2	95.701	91.954	76.737	86.18628228	99.745	90.805	94.815	96.133	66.586	92.703	0.0	28.21563485	87.349	24.69723971	40.88071279	100.0	31.83881166	30.76888034	30.74911628	0.0	15.38445804	26.37851799	0.0	21.29652778	0.0	32.23119008	30.89178344	39.71591489	25.24895681	38.72529412	31.62607229	26.16007595	0.0	48.69888476	51.92643216	30.8568	0.0	21.672	29.21658735	36.82634731	44.14109375	33.48851163	44.33021649	40.374	0.0	0.0	85.45422078	0.0	14.36786207	0.0	11.27036885	0.0	0.0	12.77694037	24.68181679	Pomona
vehlefans_2	70.75439623	98.634	99.183	99.677	24.81728467	27.01355201	28.43484984	27.61164179	32.55821221	23.13135943	24.12432296	15.43645638	70.16908475	86.879	0.0	27.40413702	30.98630282	32.38087619	90.566	87.013	23.36151261	32.15294985	70.89221127	27.81807194	52.54210169	54.65671569	29.80098675	24.04629187	23.9133913	53.10735593	0.0	21.23730936	29.26829268	29.10447761	16.12908602	0.0	22.92329568	63.23544118	75.69051105	26.69759251	38.96453951	0.0	0.0	41.95365517	36.53859375	29.78247458	46.0202699	51.95182583	95.785	94.697	66.47257364	95.98037688	96.684	83.333	91.23851964	97.6	96.38	88.889	75.529	98.1981982	99.745	100.0	100.0	100.0	99.516	99.73	99.452	29.04553942	76.506	24.69723971	41.08990985	98.14	30.49377578	30.34182051	31.0073385	0.0	14.3358042	25.89939568	0.0	21.75935185	0.0	31.40542149	30.25490446	39.71591489	15.28237874	39.70544118	29.81915964	27.00394937	0.0	20.81800743	52.26142714	30.57140286	0.0	22.29129412	28.6145	37.12551497	44.14109375	33.95333953	45.36049485	39.51195259	0.0	0.0	50.64964156	0.0	13.79312644	0.0	7.786772541	0.0	0.0	11.24365417	24.42774046	Pomona
lo-9	75.47171698	92.077	88.828	92.903	23.35795377	22.98643792	30.03225559	26.11974627	31.68630523	22.41978648	0.0	23.49027181	77.2884339	79.078	79.032	26.68242548	28.87288732	33.3336	33.58513585	0.0	28.23526387	32.15326844	0.0	26.13947242	81.92054237	23.52952941	30.79464901	17.24725705	23.67181159	75.141	74.393531	18.22759866	30.73123902	27.6123806	0.0	28.68970149	30.89730897	84.55888235	30.93919337	24.82465574	38.96453951	0.0	0.0	47.70153448	36.29764904	29.78189831	45.32852595	51.0506967	96.169	97.348	44.57371705	81.40715243	97.449	96.333	96.073	98.8	95.701	98.084	87.915	17.41774174	27.80620408	55.747	65.4317037	31.76775414	80.387	15.67554324	89.863	82.57220747	70.482	26.39200969	25.78604612	0.0	17.04047982	27.35025641	25.06487339	43.05299657	10.31454545	26.13915108	0.0	0.0	27.96222749	28.92609917	0.0	38.29795035	15.28250831	36.27455882	29.81915964	26.16020253	31.42363993	50.18600743	52.59603015	31.14265714	0.0	20.43341176	27.40983434	37.42538922	44.5315	34.8839907	44.67383849	18.24726149	0.0	0.0	99.74	0.0	13.79312644	0.0	0.0	0.0	0.0	11.24365417	25.69974046	Grippotyphosa
