Strain,WP_004421460.1,WP_004448468.1,WP_004450670.1,WP_004450672.1,WP_004450681.1,WP_004450690.1,WP_004450693.1,WP_004450706.1,WP_004450713.1,WP_036063866.1,WP_036063888.1,WP_157226958.1,WP_232724681.1,WP_232724703.1,WP_243817842.1,WP_243817847.1,WP_243817854.1,WP_243817855.1,WP_243817856.1,WP_243817857.1,WP_279575096.1,target
2006006968,97.2,65.69807558139534,76.737,0.0,95.36182126696832,83.0,90.57148285714285,90.03,79.355,91.954,92.46186264656616,39.62301886792453,0.0,13.653692307692308,0.0,37.87909090909091,14.838716129032258,95.663,44.240900523560214,0.0,16.52672268907563,0
2006006986,97.6,88.566,72.50739577039276,0.0,95.36182126696832,83.0,92.28557142857142,90.03,79.355,92.337,92.96501842546063,32.075490566037736,0.0,0.0,0.0,42.42454545454545,68.38689354838709,95.918,86.38756020942408,0.0,12.885138655462185,0
200702274,97.59999999999998,90.50405620155038,75.529,0.0,96.38,83.55575,92.00038857142856,90.93643504531722,80.0,88.889,96.14781407035177,54.71675471698113,19.999721739130436,0.0,57.447,48.4849393939394,67.41978387096775,96.68400000000001,13.525246073298428,0.0,46.49861811391222,0
200703020,97.6,90.50405620155038,75.529,0.0,96.38,83.667,92.00038857142856,90.93643504531722,80.0,88.889,96.14781407035177,54.71675471698113,19.999721739130436,0.0,57.447,48.4849393939394,67.41978387096775,96.684,13.612502617801047,0.0,47.61913725490196,0
200703021,97.6,90.50405620155038,75.529,0.0,96.38,83.667,92.00038857142856,90.93643504531722,80.0,88.889,95.98037688442211,54.71675471698113,19.999721739130436,0.0,57.447,48.4849393939394,67.41978387096775,96.684,13.612502617801047,0.0,47.61913725490196,0
200801774,97.6,90.40700000000001,58.30800604229607,0.0,96.154,83.500125,89.14314285714286,91.23851963746223,12.903329032258066,88.5060325670498,96.3152512562814,67.92475471698113,19.999721739130436,0.0,59.574127659574465,48.4849393939394,55.160893548387094,96.684,13.48161780104712,0.0,45.938358543417365,0
2008720116,26.39988,40.89143410852713,72.80930513595167,93.22,29.185819004524888,47.33338333333333,92.857,22.356244712990936,79.355,34.865766283524906,57.118592964824124,31.13201886792453,36.52196956521739,90.57685192307693,0.0,32.57590909090909,19.35483870967742,80.102,60.07885994764398,50.84786440677966,15.40623529411765,0
2008720117,26.39988,40.89143410852713,72.80930513595167,93.22,29.185819004524888,47.33338333333333,92.857,22.356244712990936,79.355,34.865766283524906,57.118592964824124,32.075490566037736,36.52196956521739,90.57685192307693,0.0,31.060757575757577,19.35483870967742,80.102,85.86394502617802,50.84786440677966,15.40623529411765,0
200901118,93.59971200000001,55.62041860465116,72.20577039274924,0.0,96.606,81.33340000000001,92.00038857142856,74.62250151057403,62.58064516129031,76.62844827586206,96.48268844221106,52.83033962264151,0.0,0.0,36.17034042553191,39.39383333333334,41.290077419354844,96.939,45.549476439790574,0.0,67.50742296918767,0
200901868,98.0,66.27919961240309,76.435,0.0,96.606,82.667,92.00038857142856,90.93643504531722,80.0,88.506,96.48268844221106,52.83033962264151,0.0,0.0,36.17034042553191,39.39383333333334,67.74181935483871,96.939,51.04745811518325,0.0,67.50742296918767,0
201102933,27.6,39.825444767441866,39.199584592145015,46.3274011299435,26.6970407239819,43.66648,80.57153714285714,22.658277945619336,0.0,33.14154310344828,57.286653266331655,76.4152358490566,33.91304347826087,46.730834615384616,54.78738829787234,61.742469696969685,94.1931677419355,69.13247448979591,75.9817054973822,49.152813559322034,76.05052100840336,0
201401993,97.6,90.504,58.30800604229607,0.0,96.154,83.667,89.14314285714286,91.23851963746223,12.903329032258066,88.889,96.3152512562814,67.92475471698113,19.999721739130436,0.0,59.574127659574465,48.4849393939394,56.77435483870968,96.684,13.612502617801047,0.0,47.61913725490196,0
201402975,97.6,90.50405620155038,75.529,0.0,96.38,83.667,92.00038857142856,91.23851963746223,80.0,88.889,96.14781407035177,54.71675471698113,19.999721739130436,0.0,57.447,48.4849393939394,67.09674516129031,96.684,13.612502617801047,0.0,47.61913725490196,0
201600670,97.6,90.31,58.30800604229607,0.0,96.154,83.667,89.14314285714286,91.23851963746223,12.903329032258066,88.889,96.3152512562814,67.92475471698113,19.999721739130436,0.0,59.574127659574465,48.4849393939394,55.160893548387094,96.684,13.612502617801047,0.0,47.61913725490196,0
201601171,97.2,65.69807558139534,76.737,0.0,95.02264253393665,83.0,90.57148285714285,90.03,79.355,91.954,92.46186264656616,39.62301886792453,0.0,13.461317307692308,0.0,36.36339393939394,14.838716129032258,95.663,67.53907853403142,0.0,16.52672268907563,0
201601172,97.2,65.69807558139534,76.737,0.0,95.02264253393665,83.0,90.57148285714285,90.03,79.355,91.954,92.46186264656616,39.62301886792453,0.0,13.653692307692308,0.0,36.36339393939394,14.838716129032258,95.663,67.53907853403142,0.0,16.52672268907563,0
201700039,97.2,65.69807558139534,76.737,0.0,95.02264253393665,83.0,90.57148285714285,90.03,79.355,91.954,92.46186264656616,39.62301886792453,0.0,13.461317307692308,0.0,36.36339393939394,14.838716129032258,95.663,64.13641361256545,0.0,16.52672268907563,0
201700043,97.2,65.69807558139534,76.737,0.0,95.02264253393665,83.0,90.57148285714285,90.03,79.355,91.954,92.46186264656616,39.62301886792453,0.0,13.653692307692308,0.0,37.87909090909091,14.838716129032258,95.663,67.53907853403142,0.0,16.52672268907563,0
201700045,97.2,90.116,74.622,0.0,96.38,83.333,92.28557142857142,90.63435045317222,80.645,88.123,96.6501256281407,66.03803773584904,20.000121739130435,0.0,59.574893617021274,54.545833333333334,68.38689354838709,96.684,51.83249738219895,33.898576271186435,47.898901960784315,0
201700301,97.2,65.69807558139534,76.737,0.0,95.02264253393665,83.0,90.57148285714285,90.03,79.355,91.954,92.46186264656616,39.62301886792453,0.0,13.653692307692308,0.0,36.36339393939394,14.838716129032258,95.663,64.13641361256545,0.0,16.52672268907563,0
201700303,97.2,65.69807558139534,76.737,0.0,95.02264253393665,83.0,90.57148285714285,90.03,79.355,91.954,92.46186264656616,39.62301886792453,0.0,13.653692307692308,0.0,37.87909090909091,14.838716129032258,95.663,76.30906282722512,0.0,16.52672268907563,0
201700306,97.2,0.0,76.737,0.0,95.02264253393665,83.0,90.57148285714285,90.03,79.355,91.954,92.46186264656616,39.62301886792453,0.0,13.653692307692308,0.0,36.36339393939394,14.838716129032258,95.663,63.874243455497385,0.0,16.52672268907563,0
201700316,97.2,65.69807558139534,76.737,0.0,95.02264253393665,83.0,90.57148285714285,90.03,79.355,91.954,92.46186264656616,39.62301886792453,0.0,13.653692307692308,0.0,37.87909090909091,14.838716129032258,95.663,64.13641361256545,0.0,16.52672268907563,0
201800570,97.6,90.116,72.50739577039276,93.22,95.02264253393665,83.0,92.571,90.332,79.355,92.337,92.62958123953098,33.9622641509434,0.0,90.76922115384615,31.914893617021278,45.45409090909091,19.35483870967742,95.663,44.76446073298429,0.0,62.18478431372549,1
201800888,97.2,15.697658914728683,76.737,0.0,95.02264253393665,83.0,90.57148285714285,90.03,79.355,91.954,92.46186264656616,39.62301886792453,0.0,13.653692307692308,0.0,37.87909090909091,14.838716129032258,95.663,65.70655759162304,0.0,16.52672268907563,0
201800890,97.6,66.47257364341085,75.529,0.0,96.38,83.333,92.28557142857142,91.23851963746223,80.645,88.889,95.98037688442211,62.26460377358491,13.913095652173913,0.0,74.46787234042553,48.484545454545454,67.74181935483871,96.684,52.0939554973822,0.0,47.898901960784315,0
201801158bis,97.6,88.566,72.80930513595167,0.0,95.02264253393665,83.0,92.57175142857143,90.03,79.355,92.337,92.96501842546063,32.075490566037736,0.0,0.0,0.0,40.90909090909091,19.35483870967742,95.918,50.00014397905759,0.0,16.52672268907563,0
201801162,97.6,90.116,72.50739577039276,0.0,95.02264253393665,83.0,90.57148285714285,90.03,79.355,91.954,92.29514237855946,32.075490566037736,0.0,13.653692307692308,0.0,36.36339393939394,19.35483870967742,95.918,67.53907329842932,0.0,13.165218487394958,1
201801165,97.6,90.116,72.50739577039276,0.0,95.02264253393665,83.0,90.57148285714285,90.03,79.355,91.954,92.29514237855946,32.075490566037736,0.0,13.653692307692308,0.0,36.36339393939394,19.35483870967742,95.918,44.2406387434555,0.0,13.165218487394958,1
201801167,61.999776000000004,90.31,72.80930513595167,0.0,60.40732805429864,83.0,58.71435857142857,53.92733836858006,79.355,63.40988314176245,56.70021356783919,28.30188679245283,0.0,13.653692307692308,38.297872340425535,37.87909090909091,68.38689354838709,64.03042857142857,61.78001570680628,0.0,12.885207282913164,1
201801172bis,97.6,90.116,72.50739577039276,0.0,95.02264253393665,83.0,90.57148285714285,90.03,79.355,91.954,92.29514237855946,32.075490566037736,0.0,13.653692307692308,0.0,36.36339393939394,19.35483870967742,95.918,43.45556282722513,0.0,13.165218487394958,1
201801176ter,97.2,90.31,72.80930513595167,0.0,95.02264253393665,83.0,90.57148285714285,90.03,79.355,91.954,92.29514237855946,28.30188679245283,0.0,13.653692307692308,38.297872340425535,37.87909090909091,68.38689354838709,95.663,58.37703141361256,0.0,12.885207282913164,1
201801189,97.6,90.116,72.50739577039276,0.0,95.02264253393665,83.0,90.57148285714285,90.03,79.355,91.954,92.29514237855946,32.075490566037736,0.0,13.653692307692308,0.0,36.36339393939394,19.35483870967742,95.918,59.42436125654451,0.0,13.165218487394958,1
201801190,97.6,90.116,72.50739577039276,0.0,95.02264253393665,83.0,90.57148285714285,90.03,79.355,91.954,92.29514237855946,32.075490566037736,0.0,13.653692307692308,0.0,36.36339393939394,19.35483870967742,95.918,50.00014397905759,0.0,13.165218487394958,1
201801191,97.6,90.116,72.50739577039276,0.0,95.02264253393665,83.0,90.57148285714285,90.03,79.355,91.954,92.29514237855946,32.075490566037736,0.0,13.653692307692308,0.0,36.36339393939394,19.35483870967742,95.918,67.53907329842932,0.0,13.165218487394958,1
201801219,26.39988,40.89143410852713,72.80930513595167,93.22,29.185819004524888,47.33338333333333,92.857,22.356244712990936,79.355,34.865766283524906,57.118592964824124,32.07566037735849,34.7826695652174,90.57685192307693,0.0,42.42454545454545,19.35483870967742,80.102,51.83271989528796,50.84786440677966,15.40623529411765,0
201801752,97.6,90.116,72.50739577039276,0.0,95.02264253393665,83.0,90.57148285714285,90.03,79.355,91.954,92.29514237855946,32.075490566037736,0.0,13.653692307692308,0.0,36.36339393939394,19.35483870967742,95.918,45.026191099476435,0.0,13.165218487394958,1
201801753,97.6,90.116,72.50739577039276,0.0,95.02264253393665,83.0,90.57148285714285,90.03,79.355,91.954,92.29514237855946,32.075490566037736,0.0,13.653692307692308,0.0,36.36339393939394,19.35483870967742,95.918,38.48178534031413,0.0,13.165218487394958,1
201801755,97.2,65.69807558139534,76.737,0.0,95.02264253393665,83.0,90.57148285714285,90.03,79.355,91.954,92.46186264656616,39.62301886792453,0.0,13.653692307692308,0.0,31.81827272727273,14.838716129032258,95.663,40.57580104712042,0.0,16.52672268907563,0
201801758,97.6,90.116,72.50739577039276,0.0,95.02264253393665,83.0,90.57148285714285,90.03,79.355,91.954,92.29514237855946,32.075490566037736,0.0,13.653692307692308,0.0,36.36339393939394,19.35483870967742,95.918,38.48178534031413,0.0,13.165218487394958,1
201801761,97.6,88.566,72.80930513595167,0.0,95.02264253393665,83.0,92.57175142857143,90.03,79.355,92.337,92.96501842546063,30.188547169811322,0.0,0.0,0.0,40.90909090909091,19.35483870967742,95.918,64.398,0.0,16.52672268907563,0
201902969,97.2,65.69807558139534,76.737,0.0,95.02264253393665,83.0,90.57148285714285,90.03,79.355,91.954,92.46186264656616,39.62301886792453,0.0,13.653692307692308,0.0,37.87909090909091,14.838716129032258,95.663,58.507960732984294,0.0,16.52672268907563,0
202000070,97.6,60.271325581395345,72.50739577039276,0.0,95.02264253393665,83.0,90.57148285714285,90.332,79.355,92.337,92.29514237855946,35.8488679245283,0.0,13.653692307692308,31.914893617021278,39.39363636363636,19.35483870967742,95.663,76.44012041884817,0.0,15.686319327731091,0
202001526,26.39988,40.89143410852713,72.80930513595167,93.22,29.185819004524888,47.33338333333333,92.857,22.356244712990936,79.355,34.865766283524906,57.118592964824124,32.075490566037736,34.7826695652174,90.57685192307693,0.0,42.42454545454545,19.35483870967742,79.847,51.83271989528796,50.84786440677966,15.40623529411765,0
202100004,97.2,65.69807558139534,76.737,0.0,95.02264253393665,83.0,90.57148285714285,90.03,79.355,91.954,92.46186264656616,39.62301886792453,0.0,9.615288461538462,0.0,37.121242424242425,14.838716129032258,95.663,60.2094947643979,0.0,16.52672268907563,0
202102989,97.6,66.47257364341085,75.529,0.0,96.38,83.333,92.28557142857142,91.23851963746223,80.645,88.889,95.98037688442211,62.26460377358491,13.913095652173913,0.0,76.59574468085106,48.485181818181815,67.74181935483871,96.684,52.0939554973822,0.0,47.898901960784315,0
202102991,97.6,66.47257364341085,75.529,0.0,96.38,83.667,92.28557142857142,91.23851963746223,80.645,88.889,95.98037688442211,62.26460377358491,13.913095652173913,0.0,76.59574468085106,48.484545454545454,67.74181935483871,96.684,52.0939554973822,0.0,47.898901960784315,0
202102992,97.6,66.47257364341085,75.529,0.0,96.38,83.667,92.28557142857142,91.23851963746223,80.645,88.889,95.98037688442211,62.26460377358491,13.913095652173913,0.0,76.59574468085106,48.484545454545454,67.74181935483871,96.684,52.0939554973822,0.0,47.898901960784315,0
202102993,97.6,66.47257364341085,75.529,0.0,96.38,83.333,92.28557142857142,91.23851963746223,80.645,88.889,95.98037688442211,62.26460377358491,13.913095652173913,0.0,76.59574468085106,48.484545454545454,67.74181935483871,96.684,52.0939554973822,0.0,47.898901960784315,0
202102994,97.6,66.47257364341085,75.529,0.0,96.38,83.333,92.28557142857142,91.23851963746223,80.645,88.889,95.98037688442211,62.26460377358491,13.913095652173913,0.0,76.59574468085106,48.484545454545454,67.74181935483871,96.684,52.0939554973822,0.0,47.898901960784315,0
202102998,97.6,66.47257364341085,75.529,0.0,96.38,83.667,92.28557142857142,91.23851963746223,80.645,88.889,95.98037688442211,62.26460377358491,13.913095652173913,0.0,76.59574468085106,48.484545454545454,67.74181935483871,96.684,52.0939554973822,0.0,47.898901960784315,0
202103007,97.6,66.47257364341085,75.529,0.0,96.38,83.667,92.28557142857142,91.23851963746223,80.645,88.889,95.98037688442211,62.26460377358491,13.913095652173913,0.0,76.59574468085106,48.485181818181815,67.74181935483871,96.684,52.0939554973822,0.0,47.898901960784315,0
202103008,97.6,90.50405620155038,75.529,0.0,96.38,83.667,92.00038857142856,91.23851963746223,80.0,88.889,96.14781407035177,52.83033962264151,19.999721739130436,0.0,57.447,48.4849393939394,67.09674516129031,96.684,13.612502617801047,0.0,47.61913725490196,0
202103009,97.6,59.883709302325585,75.529,0.0,96.38,83.333,92.28557142857142,91.23851963746223,80.645,88.889,95.98037688442211,62.26460377358491,13.913095652173913,0.0,76.59574468085106,48.484545454545454,67.74181935483871,96.684,52.0939554973822,0.0,47.898901960784315,0
202201149,98.0,66.27919961240309,70.69498489425982,0.0,96.606,82.667,92.00038857142856,90.93643504531722,80.0,88.506,96.48268844221106,52.83033962264151,0.0,0.0,36.17034042553191,39.39383333333334,36.12894193548387,96.939,32.46057591623037,0.0,67.50742296918767,0
202201150,97.6,66.27919961240309,76.435,0.0,96.606,82.333,92.00038857142856,90.93643504531722,80.0,88.506,96.48268844221106,52.83033962264151,0.0,0.0,36.17034042553191,39.39383333333334,67.74181935483871,96.939,30.104732984293197,0.0,67.50742296918767,0
208140,97.6,88.76,72.50739577039276,0.0,95.02264253393665,83.0,90.85666571428571,90.332,79.355,91.571,92.79729983249581,39.62249056603774,0.0,13.653692307692308,0.0,54.544848484848494,68.38689354838709,95.918,54.450146596858644,0.0,15.686319327731091,0
213K,97.6,90.116,72.50739577039276,0.0,94.79619004524888,83.0,90.57148285714285,90.03,79.355,91.954,92.29514237855946,32.075490566037736,0.0,13.653692307692308,0.0,37.87909090909091,19.35483870967742,95.918,54.450146596858644,0.0,15.966302521008405,1
257K,97.6,90.116,72.50739577039276,0.0,94.79619004524888,83.0,90.57148285714285,90.03,79.355,91.954,92.29514237855946,32.075490566037736,0.0,13.653692307692308,0.0,37.87909090909091,19.35483870967742,95.918,51.308693717277485,0.0,15.966302521008405,1
2ACAP,98.8,44.57366666666667,87.915,0.0,95.36182126696832,96.333,95.71474571428571,96.073,91.613,98.084,81.40715242881073,37.73581132075471,37.391165217391304,0.0,0.0,34.848651515151516,36.12903870967742,97.449,18.193688481675395,74.57583050847457,16.806666666666665,0
325_IZSLER,26.39988,40.89143410852713,72.80930513595167,93.22,29.185819004524888,47.33338333333333,92.857,22.356244712990936,79.355,34.865766283524906,57.118592964824124,32.075490566037736,34.7826695652174,90.57685192307693,0.0,34.848454545454544,19.35483870967742,80.102,51.83271989528796,50.84786440677966,15.40623529411765,0
3522_CT,97.6,16.86046511627907,75.529,0.0,96.38,83.667,92.00038857142856,91.23851963746223,80.645,88.889,96.14781407035177,60.37750943396227,13.913095652173913,0.0,55.319,46.97,52.25812903225807,96.684,14.136015706806283,0.0,48.179428571428566,0
423_IZSLER,97.6,66.47257364341085,75.529,0.0,96.38,83.333,92.28557142857142,91.23851963746223,80.645,88.889,95.98037688442211,62.26460377358491,13.913095652173913,0.0,76.59574468085106,48.484545454545454,67.74181935483871,96.684,52.0939554973822,0.0,47.898901960784315,0
433_IZSLER,97.2,65.69807558139534,76.737,0.0,95.02264253393665,83.0,90.57148285714285,90.03,79.355,91.954,92.46186264656616,39.62301886792453,0.0,13.653692307692308,0.0,37.87909090909091,14.838716129032258,95.663,69.37139267015706,0.0,16.52672268907563,0
442_IZSLER,97.2,65.69807558139534,76.737,0.0,95.02264253393665,83.0,90.57148285714285,90.03,79.355,91.954,92.46186264656616,39.62301886792453,0.0,13.653692307692308,0.0,37.87909090909091,14.838716129032258,95.663,27.748667539267014,0.0,16.52672268907563,0
445_IZSLER,97.2,65.69807558139534,76.737,0.0,95.02264253393665,83.0,90.57148285714285,90.03,79.355,91.954,92.46186264656616,39.62301886792453,0.0,13.653692307692308,0.0,37.87909090909091,14.838716129032258,95.663,39.005387434554976,0.0,16.52672268907563,0
44_IZSLER,26.79986,40.89143410852713,49.09356948640484,93.22,24.999990950226245,47.33338333333333,64.57158571428572,27.19023413897281,56.77445483870968,35.63188697318007,55.35993969849247,34.905650943396225,34.7826695652174,90.57685192307693,34.04272340425532,36.36363636363636,19.35483870967742,78.18892091836736,37.04201439790576,50.84786440677966,17.787117647058825,0
56180,99.2,44.96117829457365,87.613,0.0,95.36182126696832,96.667,95.71474571428571,96.375,91.613,98.084,81.40715242881073,37.73581132075471,40.869469565217386,0.0,0.0,30.30307575757576,45.80643548387096,97.704,21.98951701570681,83.051,68.62776470588234,0
56609,97.6,88.566,54.38093655589124,0.0,95.36182126696832,83.0,89.14314285714286,90.03,0.0,92.337,92.96501842546063,30.188547169811322,0.0,0.0,0.0,40.908772727272726,19.35483870967742,95.918,45.81146335078533,0.0,15.966302521008405,0
56626,97.2,90.116,76.737,0.0,95.701,83.0,90.57148285714285,90.03,79.355,91.571,92.46186264656616,0.0,0.0,13.653692307692308,0.0,0.0,38.38732258064516,95.918,43.45556282722513,0.0,16.52672268907563,1
56653,97.6,88.566,72.50739577039276,0.0,95.701,82.667,90.57148285714285,90.03,79.355,91.954,92.62958123953098,0.0,0.0,13.653692307692308,0.0,0.0,19.35483870967742,95.918,13.612484293193718,0.0,8.963697478991598,0
61H,97.59999999999998,65.82699354005169,75.529,0.0,96.38,83.22187333333333,92.28557142857142,91.23851963746223,80.645,88.889,95.98037688442211,62.26460377358491,13.913095652173913,0.0,76.5958510638298,48.484545454545454,67.74181935483871,96.68400000000001,57.76597033158813,0.0,46.77856209150327,0
ACSBRA_2020,26.39988,40.89143410852713,72.80930513595167,93.22,29.185819004524888,47.33338333333333,92.857,22.356244712990936,79.355,34.865766283524906,57.118592964824124,32.075490566037736,34.7826695652174,90.57685192307693,0.0,42.42454545454545,19.35483870967742,80.102,58.37703141361256,50.84786440677966,15.40623529411765,0
AKRFB,97.2,63.953234496124026,76.737,0.0,95.701,83.0,90.57148285714285,90.03,79.355,91.954,92.46186264656616,0.0,0.0,13.653692307692308,0.0,0.0,14.838716129032258,95.663,96.073,0.0,16.52672268907563,0
Ag06_2020,97.6,16.86046511627907,75.529,0.0,96.38,83.667,92.00038857142856,91.23851963746223,80.645,88.889,96.14781407035177,60.37750943396227,13.913095652173913,0.0,55.319,46.97,52.25812903225807,96.684,14.136015706806283,0.0,48.179428571428566,0
Ag07_2020,97.6,90.50405620155038,75.529,0.0,96.38,83.667,92.00038857142856,91.23851963746223,80.0,88.889,96.14781407035177,54.71675471698113,20.869773913043478,0.0,59.57446808510638,48.4849393939394,67.09674516129031,96.684,13.612502617801047,0.0,47.61913725490196,0
Andaman,97.6,88.566,72.50739577039276,0.0,95.36182126696832,83.0,92.28557142857142,90.03,79.355,92.337,92.96501842546063,32.075490566037736,0.0,0.0,0.0,30.30318181818182,68.38689354838709,95.918,95.55,0.0,12.885138655462185,0
BOLMAN,97.2,36.24025581395349,76.737,0.0,95.02264253393665,83.0,90.57148285714285,90.03,79.355,91.954,92.46186264656616,39.62301886792453,0.0,13.653692307692308,0.0,37.87909090909091,14.838716129032258,95.663,74.60752879581152,0.0,16.52672268907563,0
Brem_127_Duyster,97.6,90.50405620155038,75.529,0.0,96.38,83.667,92.00038857142856,91.23851963746223,80.0,88.889,96.14781407035177,52.83033962264151,19.999721739130436,0.0,57.447,48.4849393939394,67.41978387096775,96.684,21.204109947643982,0.0,47.61913725490196,0
Brem_137,26.39988,40.89143410852713,72.80930513595167,93.22,29.185819004524888,47.33338333333333,92.857,22.356244712990936,79.355,34.865766283524906,57.118592964824124,32.075490566037736,34.7826695652174,90.57685192307693,0.0,42.42454545454545,19.35483870967742,80.102,75.91589005235602,50.84786440677966,15.40623529411765,0
Brem_179,97.6,90.504,75.529,0.0,96.38,83.667,92.00038857142856,91.23851963746223,80.0,88.889,96.14781407035177,52.83033962264151,13.913095652173913,0.0,57.447,48.4849393939394,39.999832258064515,96.684,13.612502617801047,0.0,47.61913725490196,0
CMCC-1,26.39988,40.697271317829454,72.80930513595167,93.22,29.185819004524888,47.33338333333333,92.857,22.356244712990936,79.355,34.48272413793104,57.118592964824124,0.0,38.26126956521739,90.57685192307693,0.0,0.0,19.35483870967742,80.102,15.183350785340314,50.84786440677966,16.52672268907563,0
CR1821,99.2,44.186155038759686,87.613,0.0,88.57477488687783,96.667,95.71474571428571,90.63458610271903,91.613,98.084,81.40715242881073,37.73581132075471,38.26071304347826,0.0,0.0,30.30307575757576,45.80643548387096,97.704,29.31937172774869,83.051,69.74763025210083,0
CR2621,99.2,58.04248740310078,87.613,0.0,95.36182126696832,96.667,95.71474571428571,62.83992598187311,91.613,98.084,66.332,37.73581132075471,40.869469565217386,0.0,0.0,33.33298484848485,45.80643548387096,73.21421683673469,69.63328272251309,83.051,69.74763025210083,0
CSL10083,97.2,65.69807558139534,76.737,0.0,95.36182126696832,83.0,90.57148285714285,90.03,79.355,91.954,92.46186264656616,39.62301886792453,0.0,13.653692307692308,0.0,36.36339393939394,14.838716129032258,95.663,58.9007722513089,0.0,16.52672268907563,0
CSL4002,97.2,65.69807558139534,76.737,0.0,95.36182126696832,83.0,90.57148285714285,90.03,79.355,91.954,92.46186264656616,39.62301886792453,0.0,13.653692307692308,0.0,37.87909090909091,14.838716129032258,95.663,44.240900523560214,0.0,16.52672268907563,0
Duyster,97.6,90.03883372093023,76.01219999999998,0.0,95.88223800904977,83.33345,92.11446171428571,90.81549486404833,79.742,90.115,94.74052093802347,46.54098113207547,19.999721739130436,0.0,57.447,44.444464646464645,58.25836064516129,96.1736,47.591524607329845,0.0,33.50137591036414,0
Duyster-Boelhouwer,97.6,90.50405620155038,75.529,0.0,96.38,83.33324999999999,92.00038857142856,90.93643504531722,80.0,88.889,96.14781407035177,0.0,0.0,0.0,0.0,0.0,67.41978387096775,96.684,23.298397905759163,0.0,45.93855462184874,0
