Strain,WP_002721297.1,WP_002721301.1,WP_002725873.1,WP_002727913.1,WP_002727921.1,WP_002727923.1,WP_002727925.1,WP_002727927.1,WP_002733534.1,WP_002733546.1,WP_002733548.1,WP_002733553.1,WP_002733572.1,WP_002733582.1,WP_002733599.1,WP_002733600.1,WP_002733603.1,WP_002733611.1,WP_002733618.1,WP_002733619.1,WP_002733627.1,WP_002733636.1,WP_002733638.1,WP_002733646.1,WP_002733661.1,WP_002733711.1,WP_002733722.1,WP_002733757.1,WP_002738232.1,WP_002738295.1,WP_002740024.1,WP_002740041.1,WP_002740063.1,WP_002740235.1,WP_002740242.1,WP_002740249.1,WP_002740294.1,WP_002740298.1,WP_002740692.1,WP_002740695.1,WP_002740721.1,WP_002740722.1,WP_002740724.1,WP_002740726.1,WP_002740729.1,WP_002740804.1,WP_002740808.1,WP_002740826.1,WP_002740848.1,WP_002740861.1,WP_002740862.1,WP_002740875.1,WP_002740902.1,WP_002740917.1,WP_002740926.1,WP_002740938.1,WP_002740998.1,WP_002741071.1,WP_002742128.1,WP_002744551.1,WP_016749081.1,WP_016749097.1,WP_026054882.1,WP_032853071.1,WP_050547976.1,WP_078313319.1,WP_139363593.1,WP_228029599.1,WP_230456805.1,WP_230456811.1,target
198076,92.911,95.479,72.64116981132076,33.58483018867924,95.918,86.01356643356642,85.494,84.397,98.48,79.17950788643533,23.298940206185566,92.287,89.94549456521739,33.333419753086424,36.744944881889765,36.078,0.0,41.47772727272727,88.449,81.4566225165563,93.258,95.487,29.696648484848488,95.676,82.215,81.884,0.0,86.226,38.80632835820896,87.93736964980545,89.6850429799427,55.872,86.601,17.473064516129035,40.0346649484536,45.12653429602888,86.501,89.30940534521159,14.487462897526504,0.0,95.152,80.233,63.926110738255026,92.43,38.41872794117647,39.41629197080292,37.9912751091703,33.60671584699453,92.42464772727273,36.51189645776567,0.0,0.0,0.0,95.475,88.604,0.0,66.792,86.49372987012987,65.83660498220641,28.295363344051445,29.71286900958466,0.0,85.479,87.097,72.54269830508474,0.0,28.624687732342004,77.97807942238268,0.0,15.205963917525773,0
198085,99.747,100.0,99.057,90.9433962264151,100.0,100.0,100.0,98.936,100.0,100.0,100.0,99.734,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.625,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.611,95.70223495702005,55.51603558718862,99.346,99.731,23.53962886597938,99.278,99.725,99.777,11.30752296819788,0.0,99.091,99.709,42.784892617449664,99.602,39.3380955882353,39.17235766423358,39.30155895196507,33.060475409836066,98.485,40.05409536784742,25.90936363636364,99.612,25.000186507936508,99.095,98.575,99.3466045751634,66.03785660377358,98.442,99.288,100.0,100.0,100.0,99.726,94.839,99.661,0.0,56.50528996282528,90.97472924187726,98.79,16.494835051546392,0
200010104,92.911,96.011,72.64116981132076,33.20712452830188,95.918,86.01356643356642,85.802,84.043,97.872,79.17950788643533,23.505364948453607,47.87198138297872,89.94549456521739,33.333419753086424,36.744944881889765,36.078,0.0,41.47772727272727,88.449,81.4566225165563,92.884,95.487,29.696648484848488,95.676,82.215,82.126,0.0,86.226,38.80632835820896,87.93736964980545,89.6850429799427,55.872,87.255,17.473064516129035,39.00298969072165,61.733,86.501,89.30940534521159,14.487462897526504,0.0,95.455,81.105,63.926110738255026,92.43,91.912,39.41629197080292,37.9912751091703,95.628,92.04501136363636,95.368,0.0,0.0,0.0,95.475,88.604,0.0,94.34,87.01265454545454,65.48073665480428,28.295363344051445,29.71286900958466,0.0,85.479,92.258,72.20318644067797,0.0,28.624687732342004,77.97807942238268,0.0,13.401958762886599,0
2002000634,92.911,96.011,72.64116981132076,33.20712452830188,95.918,86.01356643356642,85.802,84.043,97.872,79.17950788643533,23.505364948453607,45.345511968085106,89.94549456521739,33.538989711934164,36.744944881889765,36.078,0.0,41.47772727272727,88.449,81.4566225165563,92.884,95.487,29.696648484848488,95.676,82.215,82.126,0.0,86.226,38.8059552238806,87.93736964980545,89.6850429799427,55.872,87.255,17.33882795698925,39.00298969072165,50.54165342960289,86.501,89.30940534521159,14.487462897526504,0.0,95.455,81.105,63.926110738255026,92.43,91.912,39.41629197080292,37.9912751091703,95.628,92.61350568181818,95.368,0.0,0.0,0.0,95.475,88.604,0.0,94.34,87.01265454545454,65.48073665480428,28.295363344051445,29.71286900958466,0.0,85.479,92.258,72.20318644067797,0.0,26.76553159851301,77.97807942238268,0.0,13.401958762886599,0
2002009669,92.911,96.011,72.64116981132076,33.20712452830188,95.918,86.01356643356642,85.802,84.043,97.872,79.17950788643533,23.505364948453607,45.345511968085106,89.94549456521739,33.538989711934164,36.744944881889765,36.078,0.0,41.47772727272727,88.449,81.4566225165563,92.884,95.487,29.696648484848488,95.676,82.215,82.126,0.0,86.226,38.8059552238806,87.93736964980545,89.6850429799427,55.872,87.255,17.33882795698925,39.00298969072165,50.54165342960289,86.501,89.30940534521159,14.487462897526504,0.0,95.455,81.105,63.926110738255026,92.43,91.912,39.41629197080292,37.9912751091703,95.628,92.61350568181818,95.368,0.0,0.0,0.0,95.475,88.604,0.0,94.34,87.01265454545454,65.48073665480428,28.295363344051445,29.71286900958466,0.0,85.479,92.258,72.20318644067797,0.0,26.76553159851301,77.97807942238268,0.0,13.401958762886599,0
200201191,92.911,96.011,72.64116981132076,33.20712452830188,95.918,86.01356643356642,85.802,84.043,97.872,79.17950788643533,23.505364948453607,47.87198138297872,89.94549456521739,33.333419753086424,36.744944881889765,36.078,0.0,41.47772727272727,88.449,81.4566225165563,92.884,95.487,29.696648484848488,95.676,82.215,82.126,0.0,86.226,38.80632835820896,87.93736964980545,89.6850429799427,55.872,87.255,17.473064516129035,39.00298969072165,61.733,86.501,89.30940534521159,14.487462897526504,0.0,95.455,81.105,63.926110738255026,92.43,91.912,39.41629197080292,37.9912751091703,95.628,92.04501136363636,95.368,0.0,0.0,0.0,95.475,88.604,0.0,94.34,87.01265454545454,65.48073665480428,28.295363344051445,29.71286900958466,0.0,85.479,92.258,72.20318644067797,0.0,28.624687732342004,77.97807942238268,0.0,13.401958762886599,0
200202130,92.911,96.011,72.64116981132076,23.77401886792453,95.918,31.468216783216782,85.802,84.043,97.872,79.17950788643533,23.505364948453607,47.87198138297872,89.94549456521739,33.333419753086424,36.744944881889765,36.078,0.0,41.47772727272727,88.449,81.4566225165563,92.884,95.487,29.696648484848488,95.676,82.215,82.126,0.0,86.226,38.80632835820896,87.93736964980545,89.6850429799427,55.872,87.255,17.473064516129035,39.00298969072165,61.733,36.087685950413224,89.30940534521159,14.487462897526504,0.0,95.455,81.105,63.926110738255026,92.43,91.912,39.41629197080292,37.9912751091703,95.628,92.04501136363636,95.368,0.0,0.0,0.0,95.475,88.604,0.0,94.34,87.01265454545454,58.71915302491103,28.295363344051445,29.71286900958466,0.0,85.479,92.258,72.20318644067797,0.0,28.624687732342004,77.97807942238268,0.0,13.401958762886599,0
200208340,92.911,96.011,72.64116981132076,23.77401886792453,95.918,31.468216783216782,85.802,84.043,97.872,79.17950788643533,23.505364948453607,47.87198138297872,89.94549456521739,33.333419753086424,36.744944881889765,36.078,0.0,41.47772727272727,88.449,81.4566225165563,92.884,95.487,29.696648484848488,95.676,82.215,82.126,0.0,86.226,38.80632835820896,87.93736964980545,89.6850429799427,55.872,87.255,17.473064516129035,39.00298969072165,61.733,36.087685950413224,89.30940534521159,14.487462897526504,0.0,95.455,81.105,63.926110738255026,92.43,91.912,39.41629197080292,37.9912751091703,95.628,92.04501136363636,95.368,0.0,0.0,0.0,95.475,88.604,0.0,94.34,87.01265454545454,65.48073665480428,28.295363344051445,29.71286900958466,0.0,85.479,92.258,72.20318644067797,0.0,22.67639776951673,77.97807942238268,0.0,13.401958762886599,0
200209405,92.911,96.011,72.64116981132076,33.20712452830188,95.918,86.01356643356642,85.802,84.043,97.872,79.17950788643533,23.505364948453607,17.28708510638298,89.94549456521739,33.333419753086424,36.744944881889765,36.078,0.0,41.47772727272727,88.449,81.4566225165563,92.884,95.487,29.696648484848488,95.676,82.215,82.126,0.0,86.226,38.80632835820896,87.93736964980545,89.6850429799427,55.872,87.255,17.473064516129035,39.00298969072165,61.733,86.226,89.30940534521159,14.487462897526504,0.0,95.455,81.105,63.926110738255026,92.43,91.912,39.41629197080292,37.9912751091703,95.628,92.04501136363636,95.368,0.0,0.0,0.0,95.475,88.604,0.0,94.34,87.01265454545454,65.48073665480428,28.295363344051445,29.71286900958466,0.0,85.479,92.258,72.20318644067797,0.0,28.624687732342004,77.97807942238268,0.0,13.401958762886599,0
200210329,92.911,96.011,72.64116981132076,33.20712452830188,95.918,86.01356643356642,85.802,84.043,97.872,79.17950788643533,23.505364948453607,47.87198138297872,89.94549456521739,33.333419753086424,36.744944881889765,36.078,0.0,41.47772727272727,88.449,81.4566225165563,92.884,95.487,29.696648484848488,95.676,82.215,82.126,0.0,86.226,38.80632835820896,87.93736964980545,89.6850429799427,55.872,87.255,17.473064516129035,39.00298969072165,61.733,86.501,89.30940534521159,14.487462897526504,0.0,95.455,81.105,63.926110738255026,92.43,91.912,39.41629197080292,37.9912751091703,95.628,92.04501136363636,95.368,0.0,0.0,0.0,95.475,88.604,0.0,94.34,87.01265454545454,65.48073665480428,28.295363344051445,29.71286900958466,0.0,85.479,92.258,72.20318644067797,0.0,28.624687732342004,77.97807942238268,0.0,13.401958762886599,0
200302438,92.911,96.011,72.64116981132076,33.20712452830188,95.918,86.01356643356642,85.802,84.043,97.872,79.17950788643533,23.505364948453607,47.87198138297872,89.94549456521739,33.333419753086424,36.744944881889765,36.078,0.0,41.47772727272727,88.449,81.4566225165563,92.884,95.487,29.696648484848488,95.676,82.215,82.126,0.0,86.226,38.80632835820896,87.93736964980545,89.6850429799427,55.872,87.255,17.473064516129035,39.00298969072165,61.733,86.501,89.30940534521159,14.487462897526504,0.0,95.455,81.105,63.926110738255026,92.43,91.912,39.41629197080292,37.9912751091703,95.628,92.04501136363636,95.368,0.0,0.0,0.0,95.475,88.604,0.0,94.34,87.01265454545454,65.48073665480428,28.295363344051445,29.71286900958466,0.0,85.479,92.258,72.20318644067797,0.0,28.252773234200745,77.97807942238268,0.0,13.401958762886599,0
200309516,92.911,96.011,72.64116981132076,33.20712452830188,95.918,86.01356643356642,85.802,84.043,97.872,79.17950788643533,23.505364948453607,20.21278989361702,89.94549456521739,33.333419753086424,36.744944881889765,36.078,0.0,41.47772727272727,88.449,81.4566225165563,92.884,95.487,29.696648484848488,95.676,82.215,82.126,0.0,86.226,38.80632835820896,87.93736964980545,89.6850429799427,55.872,87.255,17.473064516129035,39.00298969072165,61.733,86.501,89.30940534521159,14.487462897526504,0.0,95.455,81.105,63.926110738255026,92.43,91.912,39.41629197080292,37.9912751091703,95.628,92.04501136363636,95.368,0.0,0.0,0.0,95.475,88.604,0.0,94.34,87.01265454545454,65.48073665480428,28.295363344051445,29.71286900958466,0.0,85.479,92.258,71.86466440677965,0.0,28.624687732342004,77.97807942238268,0.0,13.401958762886599,0
200412424,92.911,96.011,72.64116981132076,33.20712452830188,95.918,86.01356643356642,85.802,84.043,97.872,79.17950788643533,23.505364948453607,47.87198138297872,89.94549456521739,33.333419753086424,36.744944881889765,36.078,0.0,41.47772727272727,88.449,81.4566225165563,92.884,95.487,29.696648484848488,95.676,82.215,82.126,0.0,86.226,38.80632835820896,87.93736964980545,89.6850429799427,55.872,87.255,17.473064516129035,39.00298969072165,61.733,86.501,89.30940534521159,14.487462897526504,0.0,95.455,81.105,63.926110738255026,92.43,91.912,39.41629197080292,37.9912751091703,95.628,92.04501136363636,95.368,0.0,0.0,0.0,95.475,88.604,0.0,94.34,87.01265454545454,65.48073665480428,28.295363344051445,29.71286900958466,0.0,85.479,92.258,72.20318644067797,0.0,28.624687732342004,77.97807942238268,0.0,13.401958762886599,0
2006006960,86.96199367088607,95.479,72.64116981132076,28.679424528301887,95.918,65.73392307692308,62.03670370370371,84.043,98.48,79.17950788643533,20.92796288659794,69.41464893617021,65.62492119565218,33.74513786008231,36.744944881889765,36.078,0.0,72.4432471590909,88.449,81.4566225165563,93.258,74.82190617577197,29.393669696969695,95.676,59.73174496644296,49.27537922705314,0.0,86.226,87.313,87.93736964980545,89.39814326647564,47.153129893238436,76.14383986928104,17.33882795698925,32.302014604811,46.931509025270756,68.31939256198348,82.40522605790646,63.95763074204946,0.0,95.455,68.314,41.77872483221477,92.43,63.14333180147059,36.1314598540146,37.9912751091703,95.628,92.99282386363637,95.368,32.72690909090909,82.75186046511628,94.444,95.475,82.4788319088319,73.52953758169934,94.717,87.01265454545454,59.60887010676157,92.926,76.67711341853035,0.0,72.46565890410959,91.935,72.54269830508474,0.0,27.69510966542751,70.21641877256317,0.0,86.856,0
2006006972,92.911,96.011,72.64116981132076,33.20712452830188,95.918,86.01356643356642,85.802,84.043,97.872,79.17950788643533,23.505364948453607,45.345511968085106,89.94549456521739,33.538989711934164,36.744944881889765,36.078,0.0,41.47772727272727,88.449,81.4566225165563,92.884,95.487,29.696648484848488,95.676,82.215,82.126,0.0,86.226,38.8059552238806,87.93736964980545,89.6850429799427,55.872,87.255,17.33882795698925,39.00298969072165,50.54165342960289,86.501,89.30940534521159,14.487462897526504,0.0,95.455,81.105,63.926110738255026,92.297,91.912,39.41629197080292,37.9912751091703,95.628,92.61350568181818,95.368,0.0,0.0,0.0,95.475,88.319,0.0,93.962,87.01265454545454,65.48073665480428,28.295363344051445,29.71286900958466,0.0,85.479,92.258,72.20318644067797,0.0,26.76553159851301,77.97807942238268,0.0,13.401958762886599,0
2006006973,92.911,95.479,72.64116981132076,33.58483018867924,95.918,86.01356643356642,85.802,84.043,98.48,79.17950788643533,23.505364948453607,92.287,89.94549456521739,33.95070781893004,36.744944881889765,36.078,0.0,88.068,88.449,81.4566225165563,93.258,95.487,29.696648484848488,95.676,82.215,81.884,0.0,86.226,87.313,87.93736964980545,89.39814326647564,55.872,86.928,17.33882795698925,39.7762293814433,43.32130685920578,86.501,89.30940534521159,82.15528268551236,0.0,95.455,80.523,41.77872483221477,92.43,91.728,37.71328467153285,37.9912751091703,95.628,92.99282386363637,95.368,32.72690909090909,82.94588372093024,94.444,95.475,88.604,87.90872222222222,94.717,87.01265454545454,65.83660498220641,92.926,89.776,0.0,85.479,91.935,72.54269830508474,0.0,27.69510966542751,77.97807942238268,0.0,86.856,0
2006006982,92.911,96.011,72.64116981132076,33.20712452830188,95.918,86.01356643356642,85.802,84.043,97.872,79.17950788643533,23.505364948453607,42.81904255319149,89.94549456521739,33.744559670781896,36.744944881889765,36.078,0.0,41.47772727272727,88.449,81.4566225165563,92.884,95.487,29.696648484848488,95.676,82.215,82.126,0.0,86.226,38.80558208955224,87.93736964980545,89.6850429799427,55.872,87.255,17.204591397849462,39.00298969072165,39.35030685920577,86.501,89.30940534521159,14.487462897526504,0.0,95.455,81.105,63.926110738255026,92.297,91.912,39.41629197080292,37.9912751091703,95.628,93.182,95.368,0.0,0.0,0.0,95.475,88.319,0.0,93.962,87.01265454545454,65.48073665480428,28.295363344051445,29.71286900958466,0.0,85.479,92.258,72.20318644067797,0.0,26.76553159851301,77.97807942238268,0.0,13.401958762886599,0
2007005490,92.911,96.011,72.64116981132076,33.20712452830188,95.918,86.01356643356642,85.802,84.043,97.872,79.17950788643533,23.505364948453607,42.81904255319149,89.94549456521739,33.744559670781896,36.744944881889765,36.078,0.0,41.47772727272727,88.449,81.4566225165563,92.884,95.487,29.696648484848488,95.676,82.215,82.126,0.0,86.226,38.80558208955224,87.93736964980545,89.6850429799427,55.872,87.255,17.204591397849462,39.00298969072165,39.35030685920577,86.501,89.30940534521159,14.487462897526504,0.0,95.455,81.105,63.926110738255026,92.43,91.912,39.41629197080292,37.9912751091703,95.628,93.182,95.368,0.0,0.0,0.0,95.475,88.604,0.0,94.34,87.01265454545454,65.48073665480428,28.295363344051445,29.71286900958466,0.0,85.479,92.258,72.20318644067797,0.0,26.76553159851301,77.97807942238268,0.0,13.401958762886599,0
200701182,92.911,96.011,72.64116981132076,33.20712452830188,95.918,86.01356643356642,85.802,84.043,97.872,79.17950788643533,23.505364948453607,42.81904255319149,89.94549456521739,33.744559670781896,36.744944881889765,36.078,0.0,41.47772727272727,88.449,81.4566225165563,92.884,95.487,29.696648484848488,95.676,82.215,82.126,0.0,86.226,38.80558208955224,87.93736964980545,89.6850429799427,55.872,87.255,17.204591397849462,39.00298969072165,39.35030685920577,86.501,89.30940534521159,14.487462897526504,0.0,95.455,81.105,63.926110738255026,92.43,91.912,39.41629197080292,37.9912751091703,95.628,93.182,95.368,0.0,0.0,0.0,95.475,88.604,0.0,94.34,87.01265454545454,65.48073665480428,28.295363344051445,29.71286900958466,0.0,85.479,92.258,72.20318644067797,0.0,28.624687732342004,77.97807942238268,0.0,13.401958762886599,0
200701872,92.911,96.011,72.64116981132076,33.20712452830188,95.918,86.01356643356642,85.802,84.397,98.48,79.17950788643533,23.505364948453607,92.287,90.21701086956521,33.333419753086424,36.744944881889765,36.078,0.0,88.068,88.449,81.4566225165563,93.258,95.487,29.696648484848488,95.676,82.215,82.367,0.0,86.226,88.06,87.93736964980545,89.6850429799427,55.872,86.601,17.473064516129035,39.51880927835052,45.12653429602888,86.226,89.53240757238308,81.97852296819788,0.0,95.455,80.233,41.77872483221477,92.43,91.728,37.71328467153285,37.9912751091703,95.628,92.04501136363636,95.368,32.72690909090909,82.55783720930232,94.444,95.023,88.604,87.58214705882354,94.717,86.49372987012987,65.83660498220641,92.926,90.096,0.0,85.479,93.548,72.54282711864407,0.0,26.76591078066915,77.97807942238268,0.0,86.856,0
