Strain,WP_004498219.1,WP_004503036.1,WP_004503046.1,WP_004503062.1,WP_004503087.1,WP_004503102.1,WP_004503130.1,WP_004503150.1,WP_004503514.1,WP_004503982.1,WP_016758916.1,WP_016759267.1,WP_025185097.1,WP_061217626.1,WP_061217842.1,WP_061217850.1,WP_061217853.1,WP_061236010.1,WP_198288176.1,WP_239244854.1,WP_239245559.1,WP_239248136.1,WP_239248140.1,WP_239248141.1,WP_239248147.1,WP_239248148.1,WP_239248149.1,WP_239248150.1,WP_239248151.1,WP_239248154.1,WP_239248155.1,WP_239248166.1,WP_239248167.1,target
185K,86.58919825072886,67.17,8.670511560693642,0.0,87.338,55.75249557522124,73.28808219178082,0.0,83.56143561643836,97.342,35.955,88.54149305555555,19.99989565217391,0.0,68.97840145985401,75.04417112299465,68.261,94.958,54.7800826873385,49.47372631578948,4.081647495361781,0.0,0.0,0.0,87.36811578947369,90.0,87.54863813229572,88.364,75.199552,94.72201666666668,93.051,35.471298113207546,76.241,0
189K,86.58919825072886,67.17,8.670511560693642,0.0,87.338,55.75249557522124,73.28808219178082,0.0,83.56143561643836,97.342,35.955,88.54149305555555,19.99989565217391,0.0,68.97840145985401,75.04417112299465,68.261,94.958,54.7800826873385,49.47372631578948,4.081647495361781,0.0,0.0,0.0,87.36811578947369,90.0,87.54863813229572,88.364,75.199552,94.72201666666668,93.051,35.471298113207546,76.241,0
198076,82.21579008746356,95.47136603773585,0.0,0.0,89.286,54.572377581120946,73.9727397260274,0.0,16.712520547945207,0.0,37.07861797752808,78.125,40.000121739130435,0.0,83.21214598540146,0.0,0.0,43.86578823529412,54.78018604651164,53.68424210526316,4.452653061224489,0.0,0.0,0.0,0.0,0.0,0.0,24.95822259696459,0.0,30.833244444444443,67.06957703927492,77.736,75.887,0
198085,86.29717201166181,95.09479245283019,0.0,0.0,87.338,55.75249557522124,72.60246575342465,0.0,83.56143561643836,97.342,35.955,88.54149305555555,18.260817391304347,0.0,68.97840145985401,75.04417112299465,68.261,94.958,54.7800826873385,49.47372631578948,10.018586270871984,0.0,0.0,0.0,87.36811578947369,90.0,87.54863813229572,88.364,74.79977600000001,94.72201666666668,93.051,35.471298113207546,76.596,0
200010104,82.21579008746356,67.547,8.959630057803468,0.0,89.286,54.27759292035398,73.28808219178082,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.525064935064935,0.0,0.0,0.0,0.0,0.0,0.0,24.451927487352446,0.0,30.833244444444443,67.06957703927492,77.736,74.823,0
2002000634,82.21579008746356,67.547,8.959630057803468,0.0,89.286,54.27759292035398,73.28808219178082,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.432291280148423,0.0,0.0,0.0,0.0,0.0,0.0,24.451927487352446,0.0,30.833244444444443,67.06957703927492,77.736,74.823,0
2002009669,82.21579008746356,67.547,8.959630057803468,0.0,89.286,54.27759292035398,73.28808219178082,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.432291280148423,0.0,0.0,0.0,0.0,0.0,0.0,24.451927487352446,0.0,30.833244444444443,67.06957703927492,77.736,74.823,0
200201191,82.21579008746356,67.547,8.959630057803468,0.0,89.286,54.27759292035398,73.28808219178082,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.525064935064935,0.0,0.0,0.0,0.0,0.0,0.0,24.451927487352446,0.0,30.833244444444443,67.06957703927492,77.736,74.823,0
200202130,0.0,67.547,8.959630057803468,0.0,89.286,54.27759292035398,73.28808219178082,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,73.72256934306569,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.525064935064935,0.0,0.0,0.0,0.0,0.0,0.0,24.451927487352446,0.0,30.833244444444443,67.06957703927492,25.66061886792453,74.823,0
200208340,82.21579008746356,67.547,8.959630057803468,0.0,89.286,54.27759292035398,73.28808219178082,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.525064935064935,0.0,0.0,0.0,0.0,0.0,0.0,24.451927487352446,0.0,30.833244444444443,67.06957703927492,25.66061886792453,74.823,0
200209405,82.21579008746356,67.547,8.959630057803468,0.0,89.286,54.27759292035398,73.28808219178082,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.525064935064935,0.0,0.0,0.0,0.0,0.0,0.0,24.451927487352446,0.0,30.833244444444443,67.06957703927492,77.736,74.823,0
200210329,82.21579008746356,67.547,8.959630057803468,0.0,89.286,54.27759292035398,73.28808219178082,0.0,22.191534246575344,0.0,37.07861797752808,78.125,0.0,0.0,83.21214598540146,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.525064935064935,0.0,0.0,0.0,0.0,0.0,0.0,24.451927487352446,0.0,30.833244444444443,67.06957703927492,77.736,74.823,0
200302438,82.21579008746356,67.547,8.959630057803468,0.0,89.286,54.27759292035398,73.28808219178082,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.525064935064935,0.0,0.0,0.0,0.0,0.0,0.0,24.451927487352446,0.0,30.833244444444443,67.06957703927492,77.736,74.823,0
200309516,82.21579008746356,67.547,8.959630057803468,0.0,89.286,54.27759292035398,73.28808219178082,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,82.84664233576642,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.525064935064935,0.0,0.0,0.0,0.0,0.0,0.0,24.451927487352446,0.0,30.833244444444443,67.06957703927492,77.736,74.823,0
200412424,82.21579008746356,67.547,8.959630057803468,0.0,89.286,54.27759292035398,73.28808219178082,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.525064935064935,0.0,0.0,0.0,0.0,0.0,0.0,24.451927487352446,0.0,30.833244444444443,67.06957703927492,77.358,74.823,0
2006006960,71.86585422740525,67.547,8.959630057803468,0.0,0.0,47.93513864306785,73.28808219178082,0.0,18.767012328767123,0.0,37.07875280898876,78.125,25.217373913043478,0.0,74.8176496350365,0.0,0.0,97.647,43.92733074935401,0.0,3.432291280148423,0.0,0.0,0.0,0.0,0.0,22.17935019455253,20.741844013490727,0.0,30.833244444444443,52.41683836858006,52.45292641509434,75.532,0
2006006972,82.21579008746356,67.547,8.959630057803468,0.0,89.286,54.27759292035398,73.28808219178082,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.432291280148423,0.0,0.0,0.0,0.0,0.0,0.0,24.451927487352446,0.0,30.833244444444443,67.06957703927492,77.736,74.823,0
2006006973,82.21579008746356,67.547,8.959630057803468,0.0,0.0,54.572377581120946,73.28808219178082,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,97.647,54.52151937984497,0.0,3.432291280148423,0.0,0.0,0.0,0.0,0.0,22.17935019455253,24.788969645868466,0.0,30.833244444444443,67.06957703927492,77.736,75.532,0
2006006982,82.21579008746356,67.547,8.959630057803468,0.0,89.286,54.27759292035398,73.28808219178082,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.339517625231911,0.0,0.0,0.0,0.0,0.0,0.0,24.451927487352446,0.0,30.833244444444443,67.06957703927492,77.736,74.823,0
2007005490,82.21579008746356,67.547,8.959630057803468,0.0,89.286,54.27759292035398,73.28808219178082,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.339517625231911,0.0,0.0,0.0,0.0,0.0,0.0,24.451927487352446,0.0,30.833244444444443,67.06957703927492,77.736,74.823,0
200701182,82.21579008746356,67.547,8.959630057803468,0.0,89.286,54.27759292035398,73.28808219178082,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.339517625231911,0.0,0.0,0.0,0.0,0.0,0.0,24.451927487352446,0.0,30.833244444444443,67.06957703927492,77.736,74.823,0
200701872,81.92410495626821,67.547,8.959630057803468,0.0,0.0,54.572377581120946,72.60246575342465,0.0,16.712520547945207,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,97.647,54.78018604651164,0.0,3.5250278293135433,0.0,0.0,0.0,0.0,0.0,22.17935019455253,24.620730185497468,0.0,31.110933333333335,67.06957703927492,77.358,75.887,0
200801910,86.29717201166181,52.83015471698113,8.670511560693642,0.0,0.0,45.57539233038348,73.28808219178082,0.0,82.4656602739726,0.0,35.955,69.27088715277777,18.260817391304347,0.0,68.61267153284672,51.15836631016043,52.60878695652174,74.45355294117647,54.6509173126615,49.47372631578948,4.081647495361781,0.0,0.0,0.0,0.0,0.0,22.567929961089494,17.53831197301855,72.199984,75.41669722222223,56.64625226586103,35.09403396226415,75.887,0
200804418,82.21579008746356,67.547,8.959630057803468,0.0,89.286,54.27759292035398,73.28808219178082,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.525064935064935,0.0,0.0,0.0,0.0,0.0,0.0,24.451927487352446,0.0,30.833244444444443,67.06957703927492,77.736,74.823,0
200901489,81.92410495626821,67.547,8.959630057803468,0.0,0.0,54.572377581120946,72.60246575342465,0.0,16.712520547945207,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,97.647,54.78018604651164,0.0,3.5250278293135433,0.0,0.0,0.0,0.0,0.0,22.17935019455253,24.620730185497468,0.0,31.110933333333335,67.06957703927492,77.358,75.887,0
201100516,82.21579008746356,67.547,8.959630057803468,0.0,89.286,54.27759292035398,73.28808219178082,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.432291280148423,0.0,0.0,0.0,0.0,0.0,0.0,24.451927487352446,0.0,30.833244444444443,67.06957703927492,77.736,74.823,0
201203348,0.0,67.547,8.959630057803468,0.0,0.0,53.98182890855457,73.9727397260274,0.0,16.712520547945207,0.0,37.07861797752808,78.81936805555556,25.217373913043478,0.0,82.84683211678832,0.0,0.0,44.03341176470588,55.555183462532305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.17935019455253,24.45147723440135,0.0,31.110933333333335,67.06957703927492,27.54675471698113,18.79432624113475,0
201300035,82.21579008746356,67.547,8.959630057803468,0.0,89.286,54.27759292035398,73.28808219178082,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.525064935064935,0.0,0.0,0.0,0.0,0.0,0.0,24.451927487352446,0.0,30.833244444444443,67.06957703927492,56.98125283018867,74.823,0
201401324,81.63241982507289,67.547,8.959630057803468,0.0,0.0,53.98212389380531,73.9727397260274,0.0,16.712520547945207,0.0,38.20224719101123,77.431,25.217373913043478,0.0,82.48151824817518,0.0,0.0,43.86578823529412,93.798,0.0,3.339517625231911,0.0,0.0,0.0,0.0,0.0,0.0,25.463686340640805,0.0,30.27740833333333,66.7672749244713,77.358,74.468,0
201401326,81.63241982507289,67.547,8.959630057803468,0.0,0.0,53.98212389380531,73.9727397260274,0.0,16.712520547945207,0.0,38.20224719101123,77.431,25.217373913043478,0.0,82.48151824817518,0.0,0.0,43.86578823529412,93.798,0.0,3.339517625231911,0.0,0.0,0.0,0.0,0.0,0.0,25.463686340640805,0.0,30.27740833333333,66.7672749244713,77.358,74.468,0
201401327,86.29717201166181,67.17,8.670511560693642,0.0,0.0,55.75249557522124,72.60246575342465,0.0,83.56143561643836,0.0,35.955,88.54149305555555,18.260817391304347,0.0,68.61267153284672,75.04417112299465,68.261,74.45355294117647,54.7800826873385,49.47372631578948,4.081647495361781,0.0,0.0,0.0,0.0,0.0,22.567929961089494,21.754263069139967,74.79977600000001,94.72201666666668,93.051,35.471298113207546,75.887,0
201401328,81.63241982507289,67.547,8.959630057803468,0.0,0.0,53.98212389380531,73.9727397260274,0.0,16.712520547945207,0.0,38.20224719101123,77.431,25.217373913043478,0.0,82.48151824817518,0.0,0.0,43.86578823529412,93.798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.463686340640805,0.0,30.27740833333333,66.7672749244713,77.358,74.468,0
201501067,81.92410495626821,67.547,8.959630057803468,0.0,0.0,54.572377581120946,72.60246575342465,0.0,16.712520547945207,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,97.647,54.78018604651164,0.0,3.5250278293135433,0.0,0.0,0.0,0.0,0.0,22.17935019455253,24.620730185497468,0.0,31.110933333333335,67.06957703927492,77.358,75.887,0
201502613,82.21579008746356,67.547,8.959630057803468,0.0,0.0,53.98182890855457,73.9727397260274,0.0,16.712520547945207,0.0,37.07861797752808,78.47257638888888,25.217373913043478,0.0,82.84683211678832,0.0,0.0,44.03341176470588,55.555183462532305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.17935019455253,24.45147723440135,0.0,31.110933333333335,67.06957703927492,78.113,75.532,0
201600667,81.92410495626821,67.547,8.959630057803468,0.0,0.0,54.572377581120946,72.60246575342465,0.0,16.712520547945207,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,97.647,54.78018604651164,0.0,3.5250278293135433,0.0,0.0,0.0,0.0,0.0,22.17935019455253,24.620730185497468,0.0,31.110933333333335,67.06957703927492,77.358,75.887,0
201601010,81.92410495626821,67.547,8.959630057803468,0.0,0.0,54.572377581120946,72.60246575342465,0.0,16.712520547945207,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,97.647,54.78018604651164,0.0,3.5250278293135433,0.0,0.0,0.0,0.0,0.0,22.17935019455253,24.620730185497468,0.0,31.110933333333335,67.06957703927492,77.358,75.887,0
201601174,82.21579008746356,67.547,8.959630057803468,0.0,89.286,54.27759292035398,73.28808219178082,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.525064935064935,0.0,0.0,0.0,0.0,0.0,0.0,24.451927487352446,0.0,30.833244444444443,67.06957703927492,77.736,74.823,0
201700037,84.548,94.33965283018868,0.0,0.0,0.0,53.98182890855457,73.9727397260274,0.0,19.17823287671233,0.0,37.07861797752808,80.90324305555555,0.0,0.0,82.48151824817518,0.0,0.0,44.36957983193277,54.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.319143338954472,0.0,30.833399999999997,67.37187915407854,80.0,75.532,0
201700941,81.92410495626821,67.547,8.959630057803468,0.0,0.0,54.572377581120946,72.60246575342465,0.0,16.712520547945207,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,97.647,54.78018604651164,0.0,3.5250278293135433,0.0,0.0,0.0,0.0,0.0,22.17935019455253,24.620730185497468,0.0,31.110933333333335,67.06957703927492,77.358,75.887,0
201700955,81.92410495626821,67.547,8.959630057803468,0.0,0.0,54.572377581120946,72.60246575342465,0.0,16.712520547945207,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,97.647,54.78018604651164,0.0,3.5250278293135433,0.0,0.0,0.0,0.0,0.0,22.17935019455253,24.620730185497468,0.0,31.110933333333335,67.06957703927492,77.358,75.887,0
201800564,0.0,67.547,8.959630057803468,0.0,0.0,54.572377581120946,72.60246575342465,0.0,16.712520547945207,0.0,37.07861797752808,78.125,25.217373913043478,0.0,28.101908759124086,0.0,0.0,97.647,54.78018604651164,0.0,3.5250278293135433,0.0,0.0,0.0,0.0,0.0,22.17935019455253,24.620730185497468,0.0,31.110933333333335,67.06957703927492,19.99976603773585,0.0,0
201800574,81.92410495626821,67.547,8.959630057803468,0.0,0.0,54.572377581120946,72.60246575342465,0.0,16.712520547945207,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,97.647,54.78018604651164,0.0,3.5250278293135433,0.0,0.0,0.0,0.0,0.0,22.17935019455253,24.620730185497468,0.0,30.833244444444443,67.06957703927492,77.736,75.887,0
201800707,82.21579008746356,67.547,8.959630057803468,0.0,89.286,54.27759292035398,73.28808219178082,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.525064935064935,0.0,0.0,0.0,0.0,0.0,0.0,24.451927487352446,0.0,30.833244444444443,67.06957703927492,77.736,74.823,0
201800891,86.29717201166181,67.17,8.670511560693642,0.0,0.0,55.75249557522124,73.28808219178082,0.0,83.56143561643836,0.0,35.955,88.54149305555555,18.260817391304347,0.0,68.61267153284672,75.04417112299465,68.261,74.45355294117647,54.7800826873385,49.47372631578948,4.081647495361781,0.0,0.0,0.0,0.0,0.0,22.567929961089494,21.754263069139967,74.79977600000001,94.72201666666668,93.051,35.471298113207546,75.887,0
201801160,82.21579008746356,67.547,8.959630057803468,0.0,0.0,53.98182890855457,73.9727397260274,0.0,16.712520547945207,0.0,37.07861797752808,78.81936805555556,25.217373913043478,0.0,82.84683211678832,0.0,0.0,44.03341176470588,55.555183462532305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.17935019455253,24.45147723440135,0.0,31.110933333333335,67.06957703927492,78.113,75.532,0
201801161,82.21579008746356,67.547,8.959630057803468,0.0,0.0,53.98182890855457,73.9727397260274,0.0,16.712520547945207,0.0,37.07861797752808,78.81936805555556,25.217373913043478,0.0,82.84683211678832,0.0,0.0,44.03341176470588,55.555183462532305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.17935019455253,24.45147723440135,0.0,31.110933333333335,67.06957703927492,78.113,75.532,0
201801164,82.21579008746356,67.547,8.959630057803468,0.0,0.0,53.98182890855457,73.9727397260274,0.0,16.712520547945207,0.0,37.07861797752808,78.81936805555556,25.217373913043478,0.0,82.84683211678832,0.0,0.0,44.03341176470588,55.555183462532305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.17935019455253,24.45147723440135,0.0,31.110933333333335,67.06957703927492,78.113,75.532,0
201801173,82.21579008746356,67.547,8.959630057803468,0.0,0.0,53.98182890855457,73.9727397260274,0.0,16.712520547945207,0.0,37.07861797752808,78.81936805555556,25.217373913043478,0.0,82.84683211678832,0.0,0.0,44.03341176470588,55.555183462532305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.17935019455253,24.45147723440135,0.0,31.110933333333335,67.06957703927492,78.113,75.532,0
201801184bis,82.21579008746356,67.547,8.959630057803468,0.0,0.0,53.98182890855457,73.9727397260274,0.0,16.712520547945207,0.0,37.07861797752808,78.81936805555556,25.217373913043478,0.0,82.48204379562043,0.0,0.0,44.03341176470588,55.555183462532305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.17935019455253,24.45147723440135,0.0,31.110933333333335,67.06957703927492,78.113,75.532,0
201801185ter,82.21579008746356,67.547,8.959630057803468,0.0,0.0,53.98182890855457,73.9727397260274,0.0,16.712520547945207,0.0,37.07861797752808,78.81936805555556,25.217373913043478,0.0,73.35755474452554,0.0,0.0,44.03341176470588,55.555183462532305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.17935019455253,24.45147723440135,0.0,31.110933333333335,67.06957703927492,73.58456226415095,75.532,0
201802615,82.21579008746356,67.547,8.959630057803468,0.0,89.286,54.27759292035398,73.28808219178082,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.525064935064935,0.0,0.0,0.0,0.0,0.0,0.0,24.451927487352446,0.0,30.833244444444443,67.06957703927492,77.736,74.823,0
201900329,86.29717201166181,67.17,8.670511560693642,0.0,0.0,55.75249557522124,72.60246575342465,0.0,83.56143561643836,0.0,35.955,88.54149305555555,18.260817391304347,0.0,68.61267153284672,75.04417112299465,68.261,74.45355294117647,54.7800826873385,49.47372631578948,4.081647495361781,0.0,0.0,0.0,0.0,0.0,22.17935019455253,21.754263069139967,74.79977600000001,94.72201666666668,93.051,35.471298113207546,75.887,0
201900341,82.21579008746356,67.547,8.959630057803468,0.0,89.286,54.27759292035398,73.28808219178082,0.0,22.191534246575344,0.0,37.07861797752808,78.125,0.0,0.0,83.21214598540146,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.525064935064935,0.0,0.0,0.0,0.0,0.0,0.0,24.451927487352446,0.0,30.833244444444443,67.06957703927492,77.736,74.823,0
201902968,82.21579008746356,67.547,8.959630057803468,0.0,0.0,53.98182890855457,73.9727397260274,0.0,16.712520547945207,0.0,37.07861797752808,78.81936805555556,25.217373913043478,0.0,82.84683211678832,0.0,0.0,44.03341176470588,55.555183462532305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.17935019455253,24.45147723440135,0.0,31.110933333333335,67.06957703927492,78.113,75.532,0
202000074,82.21579008746356,67.547,8.959630057803468,0.0,0.0,53.98182890855457,73.28808219178082,0.0,16.712520547945207,0.0,37.07861797752808,78.81936805555556,25.217373913043478,0.0,73.35755474452554,0.0,0.0,44.03341176470588,55.555183462532305,25.263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,22.17935019455253,24.11451602023609,0.0,31.110933333333335,67.06957703927492,77.736,75.887,0
202001249,82.21579008746356,67.547,8.959630057803468,0.0,89.286,54.27759292035398,73.28808219178082,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.525064935064935,0.0,0.0,0.0,0.0,0.0,0.0,24.451927487352446,0.0,30.833244444444443,67.06957703927492,77.736,74.823,0
202001619,82.21579008746356,67.547,8.959630057803468,0.0,89.286,54.27759292035398,73.28808219178082,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,82.84664233576642,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.525064935064935,0.0,0.0,0.0,0.0,0.0,0.0,24.451927487352446,0.0,30.833244444444443,67.06957703927492,77.736,74.823,0
202001913,81.63241982507289,67.547,8.959630057803468,0.0,0.0,53.98212389380531,73.9727397260274,0.0,16.712520547945207,0.0,38.20224719101123,77.431,25.217373913043478,0.0,82.48151824817518,0.0,0.0,43.86578823529412,93.798,0.0,3.339517625231911,0.0,0.0,0.0,0.0,0.0,0.0,25.463686340640805,0.0,30.27740833333333,66.7672749244713,77.358,74.468,0
