Strain,WP_000037677.1,WP_000048849.1,WP_000049575.1,WP_000114571.1,WP_000125000.1,WP_000155110.1,WP_000208484.1,WP_000275582.1,WP_000358359.1,WP_000361605.1,WP_000373631.1,WP_000377752.1,WP_000432841.1,WP_000445586.1,WP_000492105.1,WP_000513413.1,WP_000615098.1,WP_000623348.1,WP_000623952.1,WP_000652101.1,WP_000656817.1,WP_000673831.1,WP_000688060.1,WP_000692851.1,WP_000697617.1,WP_000699347.1,WP_000701360.1,WP_000703222.1,WP_000721297.1,WP_000723077.1,WP_000804582.1,WP_000808025.1,WP_000824284.1,WP_000833255.1,WP_000853941.1,WP_000862006.1,WP_000869621.1,WP_000890278.1,WP_000950837.1,WP_000952994.1,WP_001005151.1,WP_001019760.1,WP_001031896.1,WP_001055393.1,WP_001168408.1,WP_002102575.1,WP_002102576.1,WP_002102578.1,WP_002102581.1,WP_002102582.1,WP_002102584.1,WP_002102764.1,WP_002102767.1,WP_002102773.1,WP_061230225.1,WP_154643354.1,WP_192504988.1,WP_225740483.1,target
AIM,34.1771746835443,40.39047447447447,39.49790182648401,74.84058917197453,96.094,59.52388392857142,30.650043343653252,36.67587965616046,97.40232467532468,93.13204355108877,50.574622331691295,47.17526129943503,39.255189111747846,0.0,29.936305732484076,0.0,16.61761764705882,25.93670893371758,45.749085020242916,97.892,88.3490291262136,38.20640531561462,35.29442647058824,0.0,46.6455910543131,54.57137142857143,34.12077165354331,11.044674626865671,16.307477011494253,97.289,29.945126373626373,7.9365986394557835,97.409,41.75111616161617,94.91,0.0,50.57927413127413,0.0,92.093,0.0,33.21787197231834,13.407737430167597,4.986171745152355,45.194556064073225,34.06452485380117,0.0,20.23365758754864,25.30838888888889,41.239520215633426,37.022088797814206,30.22518649517685,31.07518326693227,39.067540192926046,45.637248322147656,17.63082644628099,72.91679166666667,45.89733333333333,59.36051141552511,0
CEMINAC,100.0,100.0,100.0,100.0,99.609,100.0,99.69,99.713,100.0,100.0,100.0,99.718,99.713,100.0,100.0,100.0,100.0,29.395057636887607,100.0,99.766,99.515,100.0,100.0,99.587,100.0,100.0,93.7007874015748,94.02985074626866,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.614,0.0,100.0,100.0,100.0,100.0,100.0,100.0,31.57916666666667,75.95712098009189,20.622568093385215,25.30838888888889,95.95698113207547,36.88479508196721,30.22536655948553,100.0,100.0,99.329,18.18173553719008,100.0,99.744,88.12792237442922,1
CR0521,95.443,40.39047447447447,94.064,92.357,96.875,95.238,30.650043343653252,36.38973065902579,95.671,93.30005025125628,50.246789819376026,47.457641242937854,39.541977077363896,0.0,93.63071974522293,0.0,17.058470588235295,25.93670893371758,45.749085020242916,56.90840983606557,89.32029126213592,37.20914285714286,95.221,93.38885950413223,46.964504792332264,54.57137142857143,34.12077165354331,10.746128358208956,16.307477011494253,97.892,93.956,7.9365986394557835,97.927,41.7510202020202,94.91,18.292552845528455,50.57927413127413,0.0,92.558,0.0,34.25570588235294,13.407737430167597,9.972324099722991,45.42347597254005,34.06452485380117,0.0,19.45512840466926,25.30838888888889,23.719676549865227,35.79231420765027,30.22518649517685,31.07518326693227,95.82,45.637248322147656,17.63082644628099,72.91679166666667,46.1535,62.100611872146125,0
CR0821,33.924103797468355,40.39047447447447,19.63484931506849,73.56654458598727,96.875,59.52388392857142,30.650043343653252,36.38973065902579,96.5368831168831,93.30005025125628,32.67622167487685,47.03383757062147,39.255189111747846,0.0,29.936305732484076,0.0,16.61761764705882,25.93670893371758,45.749085020242916,89.46103278688524,89.32029126213592,37.541308970099664,34.743036764705884,0.0,46.964504792332264,54.57137142857143,34.12077165354331,10.746128358208956,16.307477011494253,97.289,29.670681318681314,7.9365986394557835,97.668,41.7510202020202,94.91,0.0,50.57927413127413,0.0,92.558,0.0,34.25570588235294,17.59767877094972,9.972324099722991,45.42347597254005,34.06452485380117,0.0,19.45512840466926,25.30838888888889,41.239520215633426,37.022088797814206,30.22518649517685,31.07518326693227,27.813501607717043,45.637248322147656,17.63082644628099,72.91679166666667,46.1535,83.1052397260274,0
CR2120,33.924103797468355,40.39047447447447,33.56174885844749,73.56654458598727,96.875,59.52388392857142,30.960173374613003,36.38973065902579,98.701,93.30005025125628,32.67622167487685,47.457641242937854,39.541977077363896,0.0,93.63071974522293,0.0,16.61761764705882,25.93670893371758,45.749085020242916,56.90840983606557,89.32029126213592,37.541308970099664,34.743036764705884,0.0,46.964504792332264,54.57137142857143,34.12077165354331,10.746128358208956,16.307477011494253,97.892,29.945126373626373,7.9365986394557835,97.927,41.7510202020202,94.91,0.0,50.57927413127413,0.0,92.558,0.0,34.25570588235294,13.407737430167597,9.972324099722991,45.42347597254005,34.06452485380117,0.0,20.23365758754864,25.30838888888889,22.911266846361183,37.022088797814206,30.22518649517685,31.07518326693227,25.562636655948555,45.637248322147656,17.63082644628099,72.91679166666667,46.1535,62.100611872146125,0
CR2921,95.443,40.39047447447447,94.064,92.357,96.875,95.238,30.650043343653252,36.38973065902579,95.671,93.30005025125628,50.08212397372742,47.457641242937854,39.541977077363896,0.0,93.63071974522293,0.0,17.058470588235295,25.93670893371758,45.749085020242916,56.90840983606557,89.32029126213592,37.20914285714286,95.221,93.38885950413223,46.964504792332264,54.57137142857143,34.12077165354331,10.746128358208956,16.307477011494253,97.59,94.231,7.9365986394557835,97.927,41.7510202020202,94.91,18.292552845528455,50.57927413127413,0.0,92.558,0.0,34.25570588235294,13.407737430167597,9.972324099722991,45.42347597254005,34.06452485380117,0.0,19.45512840466926,25.30838888888889,41.23962803234501,35.79231420765027,30.22518649517685,31.07518326693227,95.82,45.637248322147656,17.49307438016529,72.91679166666667,46.1535,62.100611872146125,0
D64,100.0,100.0,100.0,100.0,99.609,100.0,99.69,99.713,100.0,100.0,100.0,99.718,99.713,100.0,100.0,100.0,100.0,29.683054755043226,100.0,99.766,99.515,100.0,100.0,99.587,100.0,100.0,92.6509186351706,94.02985074626866,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.614,0.0,100.0,100.0,100.0,100.0,100.0,100.0,31.57916666666667,75.95712098009189,20.622568093385215,25.30838888888889,95.95698113207547,36.88479508196721,30.22536655948553,100.0,100.0,99.329,18.18173553719008,100.0,99.744,99.087,1
FMAS_KG1,100.0,100.0,100.0,100.0,99.609,100.0,99.69,99.713,100.0,99.832,99.836,100.0,99.713,100.0,100.0,100.0,100.0,95.96541786743515,100.0,99.766,100.0,100.0,100.0,99.587,100.0,100.0,100.0,94.02985074626866,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.614,100.0,100.0,99.656,100.0,100.0,100.0,100.0,99.708,96.63093415007657,100.0,100.0,95.95698113207547,100.0,100.0,100.0,100.0,99.329,100.0,0.0,99.744,99.087,1
Fiocruz_LV3954,33.924103797468355,40.54066066066067,39.269406392694066,74.52257961783441,96.875,59.821848214285716,30.650043343653252,36.67587965616046,96.97009956709955,93.46706867671692,32.67622167487685,46.61003389830508,39.255189111747846,0.0,29.936305732484076,0.0,16.76475,25.648962536023056,45.749085020242916,46.13587822014052,88.83466019417476,37.87340863787375,36.028952205882355,0.0,46.6455910543131,54.57137142857143,34.12077165354331,11.044674626865671,16.379367816091953,97.59,29.945126373626373,7.9365986394557835,97.668,41.75111616161617,94.91,17.47962601626016,50.57927413127413,0.0,94.419,0.0,35.29376470588235,12.290346368715083,9.972324099722991,45.53821967963387,33.918479532163744,0.0,20.23365758754864,25.30838888888889,41.77850404312668,38.25186338797814,30.22518649517685,31.07518326693227,69.7751382636656,45.637248322147656,17.63082644628099,72.91679166666667,46.1535,75.34287671232877,0
Fiocruz_LV4135,33.924103797468355,40.54066066066067,39.269406392694066,74.52257961783441,96.875,59.821848214285716,30.650043343653252,36.67587965616046,96.97009956709955,93.46706867671692,32.67622167487685,46.61003389830508,39.255189111747846,0.0,29.936305732484076,0.0,16.76475,25.648962536023056,45.749085020242916,46.13587822014052,88.83466019417476,37.87340863787375,36.028952205882355,0.0,46.6455910543131,54.57137142857143,34.12077165354331,11.044674626865671,16.379367816091953,97.59,29.945126373626373,7.9365986394557835,97.668,41.75111616161617,94.91,17.47962601626016,50.57927413127413,0.0,94.419,0.0,35.29376470588235,12.290346368715083,9.972324099722991,45.53821967963387,33.918479532163744,0.0,20.23365758754864,25.30838888888889,41.77850404312668,38.25186338797814,30.22518649517685,31.07518326693227,69.7751382636656,45.637248322147656,17.63082644628099,72.91679166666667,46.1535,75.34287671232877,0
HAI821,33.924103797468355,35.43545945945945,31.050278538812783,73.88555732484078,96.484,48.36325446428572,30.650043343653252,35.81647564469914,82.25081168831169,79.48091708542714,23.3989039408867,47.17526129943503,39.255189111747846,0.0,82.80250000000001,0.0,16.61761764705882,24.928023054755045,45.749085020242916,87.82177985948478,88.3490291262136,37.209209302325576,34.558867647058825,0.0,46.6455910543131,54.57137142857143,32.020874015748035,11.044674626865671,16.307477011494253,98.193,29.945126373626373,7.9365986394557835,97.409,41.582323232323226,94.91,0.0,50.57927413127413,0.0,94.419,0.0,33.563814878892735,13.407737430167597,9.972324099722991,45.42347597254005,33.77233187134503,0.0,20.23365758754864,25.30838888888889,31.536462264150945,37.022088797814206,23.633538585209003,29.88007171314741,39.38918327974277,45.637248322147656,17.49307438016529,72.91679166666667,40.51284102564102,54.10958447488585,0
JET,93.418,96.99684084084083,93.607,92.675,97.656,95.536,30.650043343653252,36.67587965616046,97.40232467532468,92.96502512562815,58.948770114942526,97.458,98.281,93.269,30.573248407643312,93.842,17.058470588235295,98.271,45.749085020242916,97.19,88.3490291262136,92.359,95.588,93.80202272727273,95.847,54.57137142857143,96.063,90.44731343283583,97.126,97.289,94.505,7.9365986394557835,97.668,91.246,94.91,97.561,99.614,97.983,94.884,97.251,98.27,99.441,9.972324099722991,99.085,97.953,94.33401684532926,95.9139299610895,97.531,88.94881132075471,98.634,97.106,98.008,95.82,99.329,73.00252066115702,93.75,96.667,87.671,0
JICH05,95.443,40.24028828828828,94.064,92.357,96.875,95.238,30.960173374613003,36.38973065902579,95.671,93.30005025125628,49.91745812807881,47.457641242937854,39.541977077363896,0.0,92.99343949044587,0.0,17.058470588235295,25.93670893371758,45.749085020242916,56.90840983606557,89.32029126213592,37.20914285714286,95.221,92.9756652892562,46.964504792332264,54.57137142857143,34.12077165354331,10.746128358208956,16.235586206896553,97.892,94.231,7.9365986394557835,97.927,41.7510202020202,94.91,18.292552845528455,50.57927413127413,0.0,92.558,0.0,34.25570588235294,14.52512849162011,0.0,45.08031121281465,33.91828947368421,0.0,19.45512840466926,25.30838888888889,41.23962803234501,35.79231420765027,30.22518649517685,31.07518326693227,95.82,45.637248322147656,17.63082644628099,72.91679166666667,46.1535,0.0,0
L1111,100.0,100.0,84.01825342465753,88.37579617834396,100.0,91.22004761904762,99.69,99.713,83.11687012987014,100.0,72.82436781609195,100.0,99.713,100.0,88.53503184713375,100.0,86.17647058823529,84.29404034582133,100.0,99.766,100.0,80.73080398671097,100.0,82.23151652892562,100.0,100.0,100.0,94.02985074626866,81.10632183908046,100.0,97.25274725274724,100.0,100.0,100.0,100.0,78.45534756097561,99.614,100.0,100.0,100.0,100.0,95.81005586592178,86.70360110803324,100.0,83.77212280701754,96.63093415007657,100.0,100.0,96.22641509433963,100.0,100.0,100.0,100.0,99.329,99.725,100.0,99.744,87.44278082191781,1
LSU1013,33.924103797468355,40.39047447447447,9.58904109589041,74.84058917197453,96.484,32.440125,21.052801857585138,36.67587965616046,0.0,92.96502512562815,50.903279146141216,47.17526129943503,39.255189111747846,0.0,65.60480891719745,0.0,16.61761764705882,25.93670893371758,44.534137651821865,35.128805620608894,88.3490291262136,33.88704318936877,35.66220588235295,0.0,46.6455910543131,54.57137142857143,34.12077165354331,11.044674626865671,16.73845905172414,96.988,29.670681318681314,7.9365986394557835,97.668,41.75111616161617,94.91,0.0,50.57927413127413,0.0,93.023,0.0,35.64020761245675,13.407737430167597,9.972324099722991,45.194556064073225,33.47965204678363,0.0,20.23365758754864,25.30838888888889,24.258619946091642,37.022088797814206,30.22518649517685,31.07518326693227,27.652643086816724,45.637248322147656,17.63082644628099,72.91679166666667,46.1535,75.34287671232877,0
LT2116,31.13946329113924,41.4412012012012,48.858383561643834,61.465,83.203,37.49983928571429,32.8170092879257,34.95723209169054,78.788,75.87973199329984,42.36433169129721,46.328135593220345,38.68211461318052,0.0,63.05773248407644,0.0,15.882485294117647,26.801342939481266,46.558542510121455,4.4496487119437935,69.41743689320388,35.54823588039867,69.11795220588236,0.0,49.521,53.428937142857144,29.65842519685039,10.7464,11.781551724137932,86.446,29.12131868131868,7.256301587301587,77.46155440414508,42.592727272727274,78.443,0.0,49.03437837837838,0.0,86.04605581395349,0.0,31.48820069204152,12.849067039106146,64.54250415512465,44.16514874141876,32.748444444444445,0.0,21.01154085603113,21.604938271604937,38.54464690026955,34.42583333333333,16.077299035369773,29.482326693227094,21.543395498392282,44.966040268456375,19.283595041322315,56.25029166666666,46.666561538461536,0.0,0
LT821,23.79771139240506,25.825615615615614,0.0,0.0,96.484,32.14261607142857,26.006136222910218,36.67587965616046,0.0,93.30005025125628,28.653449917898193,27.683398305084747,39.255189111747846,0.0,0.0,0.0,16.76475,25.07220172910663,45.749085020242916,37.939210772833725,87.8643932038835,37.541308970099664,0.0,0.0,23.003194888178914,54.57137142857143,33.85781102362205,9.552179104477613,16.379367816091953,97.289,29.945126373626373,7.9365986394557835,97.668,11.1109898989899,94.91,0.0,19.305,0.0,94.884,0.0,27.33562283737024,12.290346368715083,9.695368421052631,45.766640732265444,33.918479532163744,0.0,20.23365758754864,25.30838888888889,19.676603773584908,38.25186338797814,30.22518649517685,31.47408764940239,22.507678456591638,0.0,17.63082644628099,72.91679166666667,20.256153846153847,41.55252511415526,0
MN900,30.632967088607597,40.84084084084084,52.05522831050228,58.27985987261147,84.37511718750001,55.356851190476185,31.57848297213623,36.10330659025788,82.684,81.23914572864322,49.09694581280789,46.89303107344633,39.255197707736386,0.0,63.694108280254774,0.0,16.61772205882353,26.801429394812683,46.15419028340081,18.032651053864168,87.86450970873786,36.21229235880399,69.11795220588236,0.0,48.882,54.28601142857143,33.595590551181104,11.044877611940299,17.16957040229885,93.373,30.494728021978027,7.7096598639455785,89.119,41.41413468013468,89.521,13.414829268292683,50.19280308880309,0.0,83.72088837209303,0.0,33.563951557093425,13.966625698324021,62.049518005540165,45.53765560640733,31.725023391812865,0.0,19.45512840466926,25.30838888888889,43.1264474393531,37.70517759562841,30.867935691318326,31.47408764940239,55.62681672025724,47.650872483221484,18.181749311294766,60.416916666666665,45.89787179487179,30.593424657534246,0
MitisJohnson,30.632967088607597,40.84084084084084,25.570821917808217,58.27985987261147,84.37511718750001,55.356851190476185,31.269343653250775,31.804916905444127,82.684,81.23914572864322,49.09694581280789,46.89303107344633,39.255197707736386,0.0,63.694108280254774,0.0,16.47050294117647,26.801429394812683,46.15419028340081,18.032651053864168,87.86450970873786,36.21229235880399,69.11795220588236,0.0,48.882,54.28601142857143,33.595590551181104,11.044877611940299,17.241488505747125,92.771,30.494728021978027,7.7096598639455785,76.42492227979275,41.41413468013468,62.27559880239521,0.0,50.19280308880309,0.0,83.72088837209303,0.0,33.563951557093425,13.966625698324021,62.049518005540165,45.995,31.871520467836252,0.0,19.45512840466926,25.30838888888889,43.1264474393531,38.79811475409836,30.867935691318326,31.47408764940239,55.62681672025724,47.650872483221484,18.181749311294766,60.416916666666665,45.89787179487179,30.593424657534246,0
T74,30.632967088607597,40.84084084084084,52.05522831050228,58.27985987261147,84.37511718750001,55.356851190476185,31.57848297213623,36.10330659025788,82.684,81.23914572864322,49.09694581280789,46.89303107344633,39.255197707736386,0.0,63.694108280254774,0.0,16.61772205882353,26.801429394812683,46.15419028340081,18.032651053864168,87.86450970873786,36.21229235880399,69.11795220588236,0.0,48.882,54.28601142857143,33.595590551181104,11.044877611940299,17.16957040229885,93.373,30.494728021978027,7.7096598639455785,89.119,41.41413468013468,89.521,13.414829268292683,50.19280308880309,0.0,83.72088837209303,0.0,33.563951557093425,13.966625698324021,62.049518005540165,45.53765560640733,31.725023391812865,0.0,19.45512840466926,25.30838888888889,43.1264474393531,37.70517759562841,30.867935691318326,31.47408764940239,55.62681672025724,47.650872483221484,18.181749311294766,60.416916666666665,45.89787179487179,30.593424657534246,0
