Strain,WP_004472242.1,WP_004472309.1,WP_004472333.1,WP_004479521.1,WP_004479530.1,WP_004479550.1,WP_004479575.1,WP_004479635.1,WP_004479640.1,WP_004479657.1,WP_004479675.1,WP_004479683.1,WP_004479718.1,WP_004479723.1,WP_004479740.1,WP_004479742.1,WP_004481573.1,WP_004494236.1,WP_032912999.1,WP_032918765.1,WP_032921295.1,WP_046690007.1,WP_050558826.1,WP_230457147.1,WP_230457148.1,WP_230457149.1,WP_282973983.1,WP_282973985.1,WP_282973986.1,WP_282973988.1,WP_282973997.1,WP_282974003.1,WP_282974006.1,WP_282974009.1,WP_282974011.1,WP_282974802.1,target
200201191,38.4615,56.93388686131387,0.0,53.161344827586205,77.38252489331435,0.0,78.13,38.964539509536785,81.49154696132597,0.0,60.26224454148471,75.1883909774436,0.0,79.638,0.0,0.0,0.0,76.87328990228013,83.448,74.2785576923077,70.37,88.40584541062802,46.47878873239437,65.263,91.549,0.0,71.98905235602093,8.67933962264151,0.0,37.5526582278481,16.021839779005525,39.77284090909091,69.08620140515222,82.10794117647058,0.0,11.173162011173186,0
200202130,38.4615,56.93388686131387,0.0,53.161344827586205,77.38252489331435,0.0,78.13,38.69164577656676,81.49154696132597,0.0,60.26224454148471,27.819766917293233,0.0,79.638,0.0,0.0,0.0,76.87328990228013,83.448,74.2785576923077,70.37,88.40584541062802,46.47878873239437,65.263,91.549,0.0,71.98905235602093,8.67933962264151,0.0,37.5526582278481,16.021839779005525,39.77284090909091,69.08620140515222,82.10794117647058,0.0,11.173162011173186,0
200208340,38.4615,56.93388686131387,0.0,53.161344827586205,77.38252489331435,0.0,78.13,38.69164577656676,81.49154696132597,0.0,60.26224454148471,27.819766917293233,0.0,79.638,0.0,0.0,0.0,76.87328990228013,83.448,74.2785576923077,70.37,88.40584541062802,46.47878873239437,65.263,91.549,0.0,71.98905235602093,8.67933962264151,0.0,37.5526582278481,16.021839779005525,39.77284090909091,69.08620140515222,82.10794117647058,0.0,11.173162011173186,0
200209405,38.4615,56.93388686131387,0.0,53.161344827586205,77.38252489331435,0.0,78.13,38.692283378746595,81.49154696132597,0.0,60.26224454148471,75.1883909774436,0.0,79.638,0.0,0.0,0.0,76.87328990228013,83.448,74.2785576923077,70.37,88.40584541062802,46.47878873239437,65.263,91.549,0.0,71.98905235602093,8.67933962264151,0.0,37.5526582278481,16.57432044198895,39.77284090909091,69.08620140515222,82.10794117647058,0.0,11.173162011173186,0
200210329,38.4615,56.93388686131387,0.0,53.161344827586205,77.38252489331435,0.0,78.13,38.964539509536785,81.49154696132597,0.0,60.26224454148471,75.1883909774436,0.0,79.638,0.0,0.0,0.0,76.87328990228013,83.448,74.2785576923077,70.37,88.40584541062802,46.47878873239437,65.263,91.549,0.0,71.98905235602093,8.67933962264151,0.0,37.5526582278481,16.021839779005525,39.77284090909091,69.08620140515222,82.10794117647058,0.0,11.173162011173186,0
200302438,38.4615,56.93388686131387,0.0,53.161344827586205,77.38252489331435,0.0,78.13,38.964539509536785,81.49154696132597,0.0,60.26224454148471,75.1883909774436,0.0,79.638,0.0,0.0,0.0,76.87328990228013,83.448,74.2785576923077,70.37,88.40584541062802,46.47878873239437,65.263,91.549,0.0,71.98905235602093,8.67933962264151,0.0,37.5526582278481,16.021839779005525,39.77284090909091,69.08620140515222,82.10794117647058,0.0,11.173162011173186,0
200309516,38.4615,56.93388686131387,0.0,53.161344827586205,77.38252489331435,0.0,78.13,38.964539509536785,81.49154696132597,0.0,60.26224454148471,75.1883909774436,0.0,79.638,0.0,0.0,0.0,76.87328990228013,83.448,74.2785576923077,70.034,88.40584541062802,46.47878873239437,65.263,91.549,0.0,71.98905235602093,8.67933962264151,0.0,37.5526582278481,16.021839779005525,39.77284090909091,69.08620140515222,82.10794117647058,0.0,11.173162011173186,0
200412424,38.4615,56.93388686131387,0.0,53.161344827586205,77.38252489331435,0.0,78.13,38.964539509536785,81.49154696132597,0.0,60.26224454148471,75.1883909774436,0.0,79.638,0.0,0.0,0.0,76.87328990228013,83.448,74.2785576923077,70.37,88.40584541062802,46.47878873239437,46.31586315789474,91.549,0.0,71.98905235602093,8.67933962264151,0.0,37.5526582278481,16.021839779005525,39.77284090909091,69.08620140515222,82.10794117647058,0.0,11.173162011173186,0
2006006960,38.461519230769234,8.029167883211677,0.0,53.161344827586205,59.10393243243243,0.0,60.459689381933444,79.29180926430517,34.2546408839779,69.57381976744186,56.11325109170305,51.50407894736842,18.0952380952381,75.113,0.0,0.0,0.0,76.87328990228013,83.448,44.83154326923078,70.37,88.40584541062802,0.0,42.105494736842104,87.324,0.0,71.98905235602093,8.67933962264151,0.0,37.5526582278481,75.13805801104972,67.04573579545455,47.306676814988286,30.39249019607843,64.89356382978724,11.173162011173186,0
2006006972,38.46167307692308,56.93388686131387,0.0,53.161344827586205,77.38252489331435,0.0,78.13,38.964539509536785,81.49154696132597,0.0,60.261646288209604,75.1883909774436,0.0,79.638,0.0,0.0,0.0,76.87328990228013,83.448,74.2785576923077,70.37,88.40584541062802,46.47878873239437,58.94737368421053,58.45055633802817,0.0,71.98905235602093,8.67933962264151,0.0,37.5526582278481,16.021839779005525,39.77284090909091,69.08620140515222,82.10794117647058,0.0,11.173162011173186,0
2006006973,38.46153846153847,8.029167883211677,0.0,53.161344827586205,77.52492887624466,0.0,78.12998415213947,79.29180926430517,34.2546408839779,69.38026744186047,60.261646288209604,75.1883909774436,18.0952380952381,75.113,0.0,0.0,0.0,76.87328990228013,83.448,74.2785576923077,70.37,88.40584541062802,0.0,42.105494736842104,87.324,0.0,71.98905235602093,8.67933962264151,0.0,37.5526582278481,85.083,80.114,51.05374707259953,30.39249019607843,64.89356382978724,11.173162011173186,0
2006006982,38.46184615384615,56.93388686131387,0.0,53.161344827586205,77.38252489331435,0.0,78.13,38.964539509536785,81.49154696132597,0.0,60.261681222707416,75.1883909774436,0.0,79.638,0.0,0.0,0.0,76.87328990228013,83.448,74.2785576923077,70.37,88.40584541062802,46.47878873239437,52.63174736842105,25.352112676056336,0.0,71.98905235602093,8.67933962264151,0.0,37.5526582278481,16.021839779005525,39.77284090909091,69.08620140515222,82.10794117647058,0.0,0.0,0
2007005490,38.4615,56.93388686131387,0.0,53.161344827586205,77.38252489331435,0.0,78.13,38.964539509536785,81.49154696132597,0.0,60.261681222707416,75.1883909774436,0.0,79.638,0.0,0.0,0.0,76.87328990228013,83.448,74.2785576923077,70.37,88.40584541062802,46.47878873239437,65.263,25.352112676056336,0.0,71.98905235602093,8.67933962264151,0.0,37.5526582278481,16.021839779005525,39.77284090909091,69.08620140515222,82.10794117647058,0.0,0.0,0
200701182,38.46184615384615,56.93388686131387,0.0,53.161344827586205,77.38252489331435,0.0,78.13,38.964539509536785,81.49154696132597,0.0,60.261681222707416,75.1883909774436,0.0,79.638,0.0,0.0,0.0,76.87328990228013,83.448,74.2785576923077,70.37,88.40584541062802,46.47878873239437,65.263,25.352112676056336,0.0,71.98905235602093,8.67933962264151,0.0,37.5526582278481,16.021839779005525,39.77284090909091,69.08620140515222,82.10794117647058,0.0,0.0,0
200701872,38.4615,0.0,0.0,53.161344827586205,77.38252489331435,0.0,78.13,79.29180926430517,32.87264917127072,68.99222093023256,60.26161135371179,74.81224060150376,18.0952380952381,73.756,0.0,0.0,0.0,76.87328990228013,83.448,74.0380889423077,69.36024242424243,88.40584541062802,0.0,66.3161052631579,88.732,0.0,71.98905235602093,8.67933962264151,0.0,37.5526582278481,85.083,80.114,51.05374707259953,30.39249019607843,64.53923404255319,11.173162011173186,0
200801910,57.692653846153846,29.56171532846715,0.0,61.494198275862075,65.29163513513514,0.0,0.0,80.65424795640327,33.97756077348066,74.806,12.22707423580786,38.157601503759395,21.90489523809524,0.0,79.16697222222223,0.0,0.0,76.2214983713355,84.828,60.69697716346154,76.76797306397306,80.19371014492754,0.0,18.947463157894738,0.0,0.0,56.282729057591624,10.188671698113206,10.967580645161291,36.709177215189875,81.0772320441989,64.77272443181818,35.59689695550351,29.65727450980392,65.95732978723404,79.88830726256982,0
200804418,38.4615,56.93388686131387,0.0,53.161344827586205,77.38252489331435,0.0,78.13,38.964539509536785,81.49154696132597,0.0,60.26224454148471,75.1883909774436,0.0,79.638,0.0,0.0,0.0,76.87328990228013,83.448,74.2785576923077,70.37,88.40584541062802,46.47878873239437,65.263,91.549,0.0,71.98905235602093,8.67933962264151,0.0,37.5526582278481,16.021839779005525,39.77284090909091,69.08620140515222,82.10794117647058,0.0,11.173162011173186,0
200901489,38.4615,0.0,0.0,53.161344827586205,77.38252489331435,0.0,78.13,79.29180926430517,32.87264917127072,68.99222093023256,60.26161135371179,74.81224060150376,18.0952380952381,73.756,0.0,0.0,0.0,76.87328990228013,83.448,74.0380889423077,70.37,88.40584541062802,0.0,66.3161052631579,88.732,0.0,71.98905235602093,8.67933962264151,0.0,37.5526582278481,85.083,80.114,51.05374707259953,30.39249019607843,64.53923404255319,11.173162011173186,0
201100516,38.46167307692308,56.93388686131387,0.0,53.161344827586205,77.38252489331435,0.0,78.13,38.964539509536785,81.49154696132597,0.0,56.550336244541484,75.1883909774436,0.0,79.638,0.0,0.0,0.0,76.87328990228013,83.448,74.2785576923077,70.37,88.40584541062802,46.47878873239437,58.94737368421053,58.45055633802817,0.0,71.98905235602093,8.67933962264151,0.0,37.5526582278481,16.021839779005525,39.77284090909091,69.08620140515222,82.10794117647058,0.0,11.173162011173186,0
201203348,38.4615,29.927401459854014,0.0,53.161344827586205,76.67150782361307,0.0,77.81348652931854,38.41964305177112,32.87264917127072,0.0,59.82534934497817,26.316056390977447,0.0,72.398,25.000125,0.0,0.0,76.22144625407167,84.828,73.55812499999999,0.0,86.47322705314009,0.0,76.84247368421053,90.141,0.0,72.77498952879581,8.67933962264151,0.0,37.13069620253164,16.021839779005525,39.77284090909091,62.99780796252927,13.970840686274508,68.79451063829787,12.290547486033521,0
201300035,38.4615,56.93388686131387,0.0,53.161344827586205,77.38252489331435,0.0,78.13,38.964539509536785,81.49154696132597,0.0,60.26224454148471,56.76703759398496,0.0,79.638,0.0,0.0,0.0,76.87328990228013,83.448,74.2785576923077,70.37,88.40584541062802,46.47878873239437,65.263,91.549,0.0,71.98905235602093,8.67933962264151,0.0,37.5526582278481,16.021839779005525,39.77284090909091,69.08620140515222,82.10794117647058,0.0,11.173162011173186,0
201401324,38.4615,27.737080291970805,0.0,53.161344827586205,77.24012091038406,0.0,78.2887321711569,39.236795640326974,32.87264917127072,0.0,58.078493449781654,75.1883909774436,0.0,72.3979185520362,0.0,0.0,0.0,76.87328990228013,84.828,74.2785576923077,71.044,25.12099516908213,0.0,72.63202105263159,92.958,0.0,72.5126780104712,8.67933962264151,0.0,37.13069620253164,16.021839779005525,39.77284090909091,61.82701639344262,82.10828676470588,0.0,11.173162011173186,0
201401326,36.53821153846154,7.664208029197081,0.0,53.161344827586205,77.24012091038406,0.0,78.2887321711569,39.236795640326974,32.87264917127072,0.0,58.078493449781654,75.1883909774436,0.0,72.3979185520362,0.0,0.0,0.0,76.87328990228013,84.828,74.2785576923077,71.044,25.12099516908213,0.0,72.63202105263159,92.958,0.0,72.5126780104712,8.67933962264151,0.0,37.13069620253164,16.021839779005525,39.77284090909091,61.82701639344262,82.10828676470588,0.0,11.173162011173186,0
201401327,57.692653846153846,16.42319708029197,0.0,89.36788793103449,79.943,0.0,0.0,80.65424795640327,33.97756077348066,74.806,12.22707423580786,38.34541353383458,20.00001904761905,0.0,77.77754166666668,0.0,0.0,76.2214983713355,84.138,67.5478485576923,76.76797306397306,80.19371014492754,0.0,18.947463157894738,0.0,0.0,74.08358638743455,10.188671698113206,10.967580645161291,36.709177215189875,85.635,78.409,35.59689695550351,29.65727450980392,66.66648226950355,74.30167597765363,0
201401328,36.53821153846154,8.029248175182483,0.0,53.161344827586205,77.09771692745376,0.0,78.2887321711569,39.236795640326974,32.87264917127072,0.0,58.078493449781654,75.1883909774436,0.0,72.3979185520362,0.0,0.0,0.0,76.54690553745928,84.828,74.2785576923077,71.044,25.12099516908213,0.0,72.63202105263159,92.958,0.0,72.5126780104712,8.67933962264151,0.0,37.13069620253164,16.021839779005525,39.77284090909091,61.82701639344262,82.10828676470588,0.0,11.173162011173186,0
201501067,38.4615,0.0,0.0,53.161344827586205,77.38252489331435,0.0,78.13,79.29180926430517,32.87264917127072,68.99222093023256,60.26161135371179,74.81224060150376,18.0952380952381,73.756,0.0,0.0,0.0,76.87328990228013,83.448,74.0380889423077,70.37,88.40584541062802,0.0,66.3161052631579,88.732,0.0,71.98905235602093,8.67933962264151,0.0,37.5526582278481,85.083,80.114,51.05374707259953,30.39249019607843,64.53923404255319,11.173162011173186,0
201502613,38.4615,29.927401459854014,0.0,53.161344827586205,76.67150782361307,0.0,77.81348652931854,39.236795640326974,32.87264917127072,0.0,59.82534934497817,75.56354887218045,0.0,72.398,25.000125,0.0,0.0,76.87328990228013,84.828,74.0380889423077,71.044,86.47322705314009,0.0,76.84247368421053,90.141,0.0,72.77498952879581,8.67933962264151,0.0,37.13069620253164,16.021839779005525,39.77284090909091,62.99780796252927,13.970840686274508,68.79451063829787,11.173162011173186,0
201600667,38.4615,0.0,0.0,53.161344827586205,77.38252489331435,0.0,78.13,79.29180926430517,32.87264917127072,68.99222093023256,60.26161135371179,74.81224060150376,18.0952380952381,73.756,0.0,0.0,0.0,76.87328990228013,83.448,74.0380889423077,70.37,88.40584541062802,0.0,66.3161052631579,88.732,0.0,71.98905235602093,8.67933962264151,0.0,37.5526582278481,85.083,80.114,51.05374707259953,30.39249019607843,64.53923404255319,11.173162011173186,0
201601010,38.4615,0.0,0.0,53.161344827586205,77.38252489331435,0.0,78.13,79.29180926430517,32.87264917127072,68.99222093023256,60.26161135371179,74.81224060150376,18.0952380952381,73.756,0.0,0.0,0.0,76.87328990228013,83.448,74.0380889423077,70.37,88.40584541062802,0.0,66.3161052631579,88.732,0.0,71.98905235602093,8.67933962264151,0.0,37.5526582278481,85.083,80.114,51.05374707259953,30.39249019607843,64.53923404255319,11.173162011173186,0
201601174,38.4615,56.93388686131387,0.0,53.161344827586205,77.38252489331435,0.0,78.13,38.964539509536785,81.49154696132597,0.0,60.26224454148471,75.1883909774436,0.0,79.638,0.0,0.0,0.0,76.87328990228013,83.448,74.2785576923077,70.034,88.40584541062802,46.47878873239437,65.263,91.549,0.0,71.98905235602093,8.67933962264151,0.0,37.5526582278481,16.021839779005525,39.77284090909091,69.08620140515222,82.10794117647058,0.0,11.173162011173186,0
201700037,40.38478846153846,0.0,0.0,53.44831034482759,76.95631294452346,0.0,76.70403645007923,38.964539509536785,33.148817679558015,0.0,61.13510917030568,76.692,0.0,74.66017194570136,62.499722222222225,0.0,0.0,76.87328990228013,84.828,73.31765625,69.697,87.92318840579709,0.0,38.94707368421052,91.549,0.0,71.72773821989529,8.301792452830188,0.0,37.553164556962024,22.375593922651934,39.77288636363637,65.10546135831382,85.78467401960785,0.0,13.40782122905028,0
201700941,38.4615,0.0,0.0,53.161344827586205,77.38252489331435,0.0,78.13,79.29180926430517,32.87264917127072,68.99222093023256,60.26161135371179,74.81224060150376,18.0952380952381,73.756,0.0,0.0,0.0,76.87328990228013,83.448,74.0380889423077,70.37,88.40584541062802,0.0,66.3161052631579,88.732,0.0,71.98905235602093,8.67933962264151,0.0,37.5526582278481,85.083,80.114,51.05374707259953,30.39249019607843,64.53923404255319,11.173162011173186,0
201700955,38.4615,0.0,0.0,53.161344827586205,77.38252489331435,0.0,78.13,79.29180926430517,32.87264917127072,68.99222093023256,60.26161135371179,74.81224060150376,18.0952380952381,73.756,0.0,0.0,0.0,76.87328990228013,83.448,74.0380889423077,70.37,88.40584541062802,0.0,66.3161052631579,88.732,0.0,71.98905235602093,8.67933962264151,0.0,37.5526582278481,85.083,80.114,51.05374707259953,30.39249019607843,64.53923404255319,11.173162011173186,0
201800564,38.4615,0.0,0.0,53.161344827586205,77.38252489331435,0.0,78.13,79.29180926430517,32.87264917127072,68.99222093023256,60.26161135371179,16.91714285714286,18.0952380952381,73.756,0.0,0.0,0.0,0.0,83.448,0.0,0.0,88.40584541062802,0.0,66.3161052631579,88.732,0.0,71.98905235602093,8.67933962264151,0.0,37.5526582278481,85.083,80.114,51.05374707259953,30.39249019607843,64.53923404255319,0.0,0
201800574,38.4615,0.0,0.0,53.161344827586205,77.38252489331435,0.0,78.13,79.29180926430517,32.87264917127072,68.99222093023256,60.26161135371179,75.1883909774436,18.0952380952381,73.756,0.0,0.0,0.0,76.87328990228013,83.448,74.2785576923077,70.37,88.40584541062802,0.0,66.3161052631579,88.732,0.0,71.98905235602093,8.67933962264151,0.0,37.5526582278481,85.083,80.114,51.05374707259953,30.39249019607843,64.53923404255319,11.173162011173186,0
201800707,38.46153846153847,56.93388686131387,0.0,53.161344827586205,77.38252489331435,0.0,78.13,38.964539509536785,81.49154696132597,0.0,60.26224454148471,75.1883909774436,0.0,79.638,0.0,0.0,0.0,76.87328990228013,83.448,74.2785576923077,70.37,88.40584541062802,46.47878873239437,65.263,91.549,0.0,71.98905235602093,8.67933962264151,0.0,37.5526582278481,16.021839779005525,39.77284090909091,69.08620140515222,82.10794117647058,0.0,11.173162011173186,0
201800891,57.692653846153846,29.56171532846715,0.0,89.36788793103449,79.943,0.0,0.0,80.65424795640327,33.97756077348066,74.806,12.22707423580786,38.34541353383458,21.904514285714285,0.0,77.77754166666668,0.0,0.0,76.2214983713355,84.828,79.56703125,76.76797306397306,80.19371014492754,0.0,18.947463157894738,0.0,0.0,74.08358638743455,10.188671698113206,10.967580645161291,36.709177215189875,85.635,78.409,35.59689695550351,29.65727450980392,66.66648226950355,74.30167597765363,0
201801160,38.4615,29.927401459854014,0.0,53.161344827586205,76.67150782361307,0.0,77.81348652931854,39.236795640326974,32.87264917127072,0.0,59.82534934497817,75.56354887218045,0.0,72.398,25.000125,0.0,0.0,76.87328990228013,84.828,74.0380889423077,71.044,86.47322705314009,0.0,76.84247368421053,90.141,0.0,72.77498952879581,8.67933962264151,0.0,37.13069620253164,16.021839779005525,39.77284090909091,62.99780796252927,13.970840686274508,68.79451063829787,11.173162011173186,0
201801161,38.4615,29.927401459854014,0.0,53.161344827586205,76.67150782361307,0.0,77.81348652931854,39.236795640326974,32.87264917127072,0.0,59.82534934497817,75.56354887218045,0.0,72.398,25.000125,0.0,0.0,76.87328990228013,84.828,74.0380889423077,71.044,86.47322705314009,0.0,76.84247368421053,90.141,0.0,72.77498952879581,8.67933962264151,0.0,37.13069620253164,16.021839779005525,39.77284090909091,62.99780796252927,13.970840686274508,68.79451063829787,11.173162011173186,0
201801164,38.4615,29.927401459854014,0.0,53.161344827586205,76.67150782361307,0.0,77.81348652931854,39.236795640326974,32.87264917127072,0.0,59.82534934497817,75.56354887218045,0.0,72.398,25.000125,0.0,0.0,76.87328990228013,84.828,74.0380889423077,71.044,86.47322705314009,0.0,76.84247368421053,90.141,0.0,72.77498952879581,8.67933962264151,0.0,37.13069620253164,16.021839779005525,39.77284090909091,62.99780796252927,13.970840686274508,68.79451063829787,11.173162011173186,0
