Unnamed: 0	WP_002725873.1	WP_002740826.1	WP_002740861.1	WP_032853071.1	WP_002740724.1	WP_016749081.1	WP_002738232.1	WP_002740722.1	WP_002741071.1	WP_002740041.1	WP_002738295.1	WP_002733661.1	WP_050547976.1	WP_002727927.1	WP_000799637.1	WP_000579813.1	WP_000600954.1	WP_061236010.1	WP_198288176.1	WP_004503102.1	WP_239248150.1	WP_223809837.1	WP_002733615.1	WP_039942433.1	WP_010578390.1	WP_003009953.1	WP_003009503.1	WP_003009636.1	WP_036096962.1	WP_196221670.1	WP_003009473.1	WP_003009523.1	WP_003009310.1	WP_282974009.1	WP_004479640.1	WP_004479635.1	WP_282973988.1	WP_004434477.1	WP_004434773.1	WP_004434738.1	WP_004434686.1	WP_004434935.1	WP_004421044.1	WP_036063888.1	WP_243817855.1	WP_004450690.1	WP_004450706.1	WP_004421460.1	WP_004450681.1	WP_036063866.1	WP_004450670.1	WP_016748630.1	WP_016560406.1	WP_016560441.1	WP_016560449.1	WP_016560426.1	WP_000980525.1	WP_000653659.1	WP_017214689.1	WP_002076509.1	WP_000535865.1	WP_001117631.1	WP_000697351.1	WP_029781911.1	WP_000041234.1	WP_002108506.1	WP_002108483.1	WP_025180280.1	WP_002108502.1	WP_002108526.1	WP_000665193.1	WP_000651740.1	WP_000579360.1	WP_000723079.1	WP_002108504.1	WP_237578347.1	WP_100224632.1	WP_000361605.1	WP_000699347.1	WP_000808025.1	WP_000623952.1	WP_000208484.1	WP_000373631.1	WP_000673831.1	WP_000723077.1	WP_000853941.1	WP_000824284.1	WP_001055393.1	WP_000125000.1	WP_000950837.1	WP_002102575.1	WP_000952994.1	WP_000721297.1	WP_000358359.1	WP_000703222.1	WP_000513413.1	WP_032921258.1_26	WP_004483359.1_59	WP_004462134.1_62	WP_004462133.1_63	WP_004462126.1_69	WP_004462125.1_70	WP_004478059.1_71	WP_016551793.1_72	WP_016551804.1_73	WP_004477829.1_74	WP_004462889.1_79	WP_004477915.1_81	WP_061208429.1	WP_061209096.1	WP_228039699.1	WP_061209098.1	WP_228008733.1	WP_061208037.1	True_serogroup
cr2120	75.47171698	30.32781421	34.05967302	35.48374194	22.81898993	30.03225559	26.11974627	65.11660465	18.70130909	22.41978648	95.72	86.577	77.2884339	79.078	28.87288732	33.01572698	33.20712453	28.40329916	54.52177003	57.81759587	0.0	0.0	25.98856497	16.42180392	17.41308126	22.59882486	18.06035117	0.0	27.6123806	0.0	28.5238408	0.0	70.76460465	0.0	32.87264917	38.96453951	36.7085865	0.0	0.0	0.0	0.0	23.42317718	29.16657955	52.42918593	75.76545918	0.0	32.62870091	25.600176	19.68307692	36.01547893	22.96060423	17.41774174	13.77564796	21.83875287	0.0	31.21568785	26.97074689	23.79508434	0.0	45.73966816	27.35025641	29.19867442	43.05299657	10.31454545	23.50109832	0.0	28.43583886	28.92609917	0.0	35.46065248	11.09231229	28.57132226	36.27455882	75.0	32.91181435	32.24268412	39.77685874	93.30005025	54.57137143	0.0	45.74908502	30.96017337	32.67622167	37.54130897	97.892	94.91	97.927	45.76664073	96.875	92.558	0.0	0.0	16.37936782	98.701	0.0	0.0	99.221	97.863	99.74	98.851	96.02649007	100.0	100.0	99.755	99.674	98.837	100.0	99.83	75.16345752	33.77291269	74.18326797	90.33056489	47.76125373	39.25927778	Shermani
mitisjohnson	100.0	33.3334235	36.7843733	37.41945806	22.65091946	29.7120607	29.10474627	45.34880233	34.80542338	20.99641281	99.611	98.993	97.96578305	98.227	31.68982394	33.65044762	32.45257358	28.90771429	43.15255814	40.708	12.81641147	0.0	25.98856497	0.0	17.24725705	23.16366102	18.22759866	0.0	29.10447761	0.0	23.54927197	0.0	70.43195349	0.0	32.87264917	39.23679564	35.02135443	20.748	0.0	0.0	0.0	24.9248048	29.54517045	53.60128643	76.27584184	0.0	20.84592145	27.19984	17.87315385	36.39800766	25.37783384	17.11725526	18.87736735	23.5632069	0.0	32.59670718	28.21563485	26.20455723	0.0	45.29169955	27.7774359	29.71578295	35.50603259	0.0	27.09841727	0.0	0.0	28.92609917	0.0	38.65230496	24.57294881	26.91033887	38.2354902	73.494	34.17693671	24.22296727	39.77685502	81.23914573	54.28601143	0.0	46.15419028	31.26934365	49.09694581	36.21229236	92.771	62.2755988	76.42492228	45.995	84.37511719	83.72088837	0.0	0.0	6.178175287	82.684	11.04487761	0.0	84.41525455	79.915	95.844	91.379	71.52287086	0.0	0.0	0.0	33.44234584	0.0	83.117	78.8756184	100.0	100.0	100.0	100.0	100.0	100.0	Tarassovi
aim	75.47171698	31.14790984	34.06043052	36.45207097	22.98643792	30.03225559	26.11974627	64.53446512	34.80498701	22.41978648	95.72	86.913	77.2884339	79.078	28.87288732	33.01572698	33.20712453	28.23526387	54.2631137	57.81759587	12.31019224	0.0	25.98856497	12.00988235	17.24725705	22.59882486	18.22759866	0.0	27.6123806	0.0	28.68970149	0.0	70.76460465	0.0	32.87312155	38.96453951	37.55240506	0.0	0.0	0.0	0.0	23.72352553	29.16657955	52.42918593	75.76545918	0.0	32.6287432	25.600176	19.68307692	36.01547893	23.26277341	17.41774174	10.2042551	21.83875287	0.0	31.21568785	26.97074689	24.6986747	0.0	45.29169955	27.35025641	29.19867442	43.05299657	10.31454545	26.85841727	0.0	0.0	28.92609917	0.0	36.52532979	11.09231229	27.2425814	36.27455882	74.699	33.75561181	31.58706383	40.89225279	93.13204355	54.57137143	0.0	45.74908502	30.65004334	50.57462233	38.20640532	97.289	94.91	97.409	45.53821968	96.094	92.093	0.0	0.0	16.37936782	97.40232468	0.0	0.0	99.481	99.573	99.74	99.713	79.13866225	0.0	0.0	0.0	33.44234584	0.0	100.0	99.83	75.49013072	85.667	66.34005882	90.58491603	87.06507463	40.37077778	Tarassovi
mn900	100.0	33.3334235	36.7843733	37.41945806	24.49640772	29.7120607	29.10474627	64.53446512	34.80542338	20.99641281	99.611	98.993	97.96578305	98.227	31.68982394	33.65044762	32.45257358	28.90771429	53.2294832	57.22687316	12.81641147	0.0	25.98856497	0.0	26.69976783	23.16366102	18.22759866	0.0	29.10447761	0.0	23.54927197	0.0	70.43195349	0.0	32.87264917	39.23679564	35.02135443	20.748	0.0	0.0	0.0	24.9248048	32.19742803	53.60128643	76.27584184	0.0	32.02422356	27.19984	17.87315385	36.39800766	25.37783384	17.11725526	18.87736735	23.5632069	0.0	32.59670718	0.0	26.20455723	0.0	45.29169955	27.7774359	29.71578295	35.50603259	0.0	27.09841727	0.0	0.0	28.92609917	0.0	38.65230496	11.77492491	26.91033887	38.2354902	74.096	34.17693671	24.22296727	60.22308922	81.23914573	54.28601143	0.0	46.15419028	31.57848297	49.09694581	36.21229236	93.373	89.521	89.119	45.995	84.37511719	83.72088837	0.0	0.0	10.77588506	82.684	11.04487761	0.0	84.41525455	79.915	95.844	91.379	71.52287086	0.0	0.0	0.0	33.44234584	0.0	83.117	79.04576491	100.0	100.0	100.0	100.0	100.0	100.0	Tarassovi
tar14	100.0	33.3334235	36.7843733	37.41945806	22.65091946	29.7120607	29.10474627	64.53446512	34.80542338	20.99641281	99.611	98.993	97.96578305	98.227	31.68982394	33.65044762	32.45257358	28.90771429	53.2294832	57.22687316	12.81641147	0.0	25.98856497	0.0	17.24725705	23.16366102	18.22759866	0.0	29.10447761	0.0	23.54927197	0.0	70.43195349	0.0	32.87264917	39.23679564	35.02135443	20.748	0.0	0.0	0.0	24.9248048	32.19742803	53.60128643	76.27584184	0.0	32.02422356	27.19984	17.87315385	36.39800766	25.37783384	17.11725526	18.87736735	23.5632069	0.0	32.59670718	28.21563485	26.20455723	0.0	45.29169955	27.7774359	29.71578295	35.50603259	0.0	23.26164508	0.0	0.0	28.92609917	0.0	34.04207092	24.57294881	26.91033887	38.2354902	74.096	34.17693671	24.22296727	17.84401487	81.23914573	54.28601143	0.0	46.15419028	31.57848297	49.09694581	36.21229236	93.373	89.521	89.119	45.995	84.37511719	83.72088837	0.0	0.0	6.178175287	82.684	11.04487761	0.0	84.41525455	79.915	95.844	91.379	71.52287086	0.0	0.0	0.0	33.44234584	0.0	83.117	79.04576491	100.0	100.0	100.0	100.0	100.0	100.0	Tarassovi
hai821	75.47171698	30.60096175	34.05967302	36.45207097	18.95977181	30.35131629	26.11974627	64.82553488	15.84424675	22.06394306	95.331	73.15469799	72.20338983	79.078	28.87288732	17.14304127	24.52839623	18.82371933	54.78042636	58.11246903	0.0	0.0	25.98856497	16.6665098	23.88091542	22.59882486	18.06030769	0.0	27.6123806	0.0	28.68970149	0.0	63.45540199	0.0	26.2434779	38.96453951	37.55240506	0.0	0.0	0.0	0.0	23.42317718	29.16657955	36.68322278	52.55085714	0.0	31.72196375	25.600176	19.68307692	36.01547893	22.35685801	17.41774174	15.56141837	21.83875287	0.0	25.41464088	26.97074689	23.79508434	0.0	45.73966816	27.35025641	23.25613178	43.05299657	10.31454545	24.22038129	0.0	27.96222749	28.92609917	0.0	35.81529787	11.09231229	27.2425814	36.27417647	75.0	33.75561181	31.58706383	40.89225279	65.66178392	54.57137143	0.0	45.74908502	30.65004334	14.12158621	37.2092093	98.193	94.91	97.409	45.76664073	96.484	94.419	0.0	0.0	16.37936782	65.80062338	0.0	0.0	83.11734026	99.573	100.0	100.0	95.36390728	56.43340858	100.0	73.65204412	44.04563295	100.0	99.567	99.83	75.16345752	14.4976804	73.85593137	67.93893893	40.54728358	39.62977778	Tarassovi
fmas_kg1	71.69816981	36.06576776	36.23943597	35.80629677	26.67767114	29.39311821	27.61166418	64.53485174	37.9216987	22.42015302	50.19492607	31.87941275	72.20318644	84.397	30.98623239	32.38087619	99.623	25.54621008	54.2631137	58.11193805	21.24831535	70.89221127	26.55362712	15.19603431	26.36826866	22.59885876	21.23730936	23.65836098	29.10418657	0.0	0.0	20.54361969	36.87710963	25.49003676	34.25443094	39.5093733	37.13096203	0.0	0.0	22.83684615	41.17598616	22.22198498	29.16657955	52.09412563	81.63237245	41.33351	30.51340483	26.39988	28.73264932	34.86576628	23.26310574	17.41756757	17.60212245	23.56287931	26.41985185	32.04437017	29.04587552	24.09636145	53.9949322	32.28668161	35.04271795	30.74911628	0.0	15.5593007	25.41960671	21.29652778	0.0	35.12405785	30.57334395	39.71591489	12.62804096	41.52815947	38.23522059	74.398	33.33346835	0.0	48.69888476	99.832	100.0	100.0	100.0	99.69	99.836	100.0	100.0	100.0	100.0	100.0	99.609	100.0	96.63093415	99.656	100.0	100.0	94.02985075	100.0	46.7528961	90.17138462	51.16908052	39.368	36.75500662	0.0	11.27036885	0.0	32.463	0.0	35.4978355	19.25046678	0.0	49.25871499	35.94807843	89.56751145	41.29320896	69.62993704	Bataviae
1489	71.69816981	36.06576776	36.51189646	35.80629677	26.67767114	29.39311821	26.86525373	64.53485174	37.9216987	22.42015302	50.19492607	31.87941275	70.50880678	84.043	30.98623239	32.38087619	98.868	25.54621008	54.2631137	58.11193805	21.24831535	70.89221127	26.55362712	15.19603431	26.36826866	22.59885876	21.23730936	23.65836098	28.35853731	0.0	0.0	20.54361969	36.87710963	25.49003676	34.25443094	39.5093733	37.13096203	0.0	0.0	22.83684615	41.17598616	22.22198498	29.16657955	52.26142714	81.63237245	41.33351	30.51340483	26.39988	28.73264932	34.86576628	23.26310574	17.41756757	17.60212245	23.56287931	26.41985185	32.04437017	28.21563485	24.09636145	53.9949322	31.83881166	35.04271795	30.74911628	0.0	15.5593007	25.41960671	21.29652778	0.0	35.12405785	30.57334395	39.71591489	12.62804096	41.52815947	38.23522059	74.398	33.33346835	0.0	32.34218587	100.0	100.0	100.0	100.0	99.69	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	96.63093415	100.0	100.0	100.0	94.02985075	100.0	46.7528961	90.17138462	51.16908052	39.368	36.75500662	0.0	11.27036885	0.0	32.463	0.0	35.4978355	19.25046678	0.0	49.25871499	35.94807843	89.56751145	41.29320896	69.62993704	Bataviae
201700042	100.0	33.3334235	36.7843733	37.41945806	22.65091946	29.7120607	29.10474627	64.53446512	34.80542338	20.99641281	24.90254475	27.18134228	0.0	98.227	31.68982394	33.65044762	32.45257358	28.90771429	53.2294832	57.22687316	12.81641147	0.0	25.98856497	0.0	17.24725705	23.16366102	18.22759866	0.0	29.10447761	0.0	23.54927197	0.0	31.22915282	0.0	32.87264917	39.23679564	35.02135443	20.748	0.0	0.0	0.0	0.0	32.19742803	20.60321608	76.27584184	0.0	32.02422356	27.19984	17.87315385	36.39800766	0.0	17.11725526	0.0	23.5632069	0.0	32.59670718	28.21563485	0.0	0.0	26.45782063	27.7774359	29.71578295	35.50603259	0.0	23.26164508	0.0	0.0	28.92609917	0.0	34.04207092	11.77492491	15.614701	38.2354902	74.096	34.17693671	24.22296727	39.77685502	22.27809045	24.57112	0.0	35.62765182	20.74305882	49.09694581	36.21229236	93.373	89.521	89.119	45.995	84.37511719	83.72088837	0.0	0.0	17.24148851	0.0	0.0	0.0	9.090818182	79.915	95.844	91.379	71.52287086	0.0	0.0	0.0	33.44234584	0.0	35.93056277	14.31000341	0.0	100.0	100.0	100.0	100.0	0.0	Tarassovi
201801751	71.69816981	36.06576776	36.23943597	35.80629677	26.67767114	29.39311821	27.61166418	64.53485174	37.9216987	22.42015302	50.19492607	31.87941275	72.54269831	84.397	30.98623239	32.38087619	98.868	23.36137311	54.2631137	58.11193805	21.24831535	70.42220657	26.55362712	15.19603431	24.54381095	22.59885876	21.23730936	23.65836098	29.10418657	0.0	0.0	20.54361969	36.87710963	25.49003676	34.25443094	39.5093733	37.13096203	0.0	0.0	22.83684615	41.17598616	22.22198498	29.16657955	52.26142714	81.63237245	41.33351	30.51340483	26.39988	28.73264932	34.86576628	23.26310574	17.41756757	17.60212245	23.56287931	26.41985185	32.04437017	28.21563485	24.09636145	53.9949322	32.28668161	35.04271795	28.94064599	0.0	15.5593007	25.41960671	21.29652778	0.0	35.12405785	30.57334395	36.8793156	12.62804096	41.52815947	38.23522059	74.398	33.33346835	0.0	44.23791822	100.0	100.0	100.0	100.0	99.69	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	96.63093415	100.0	100.0	100.0	94.02985075	100.0	46.7528961	90.17138462	51.16908052	39.368	36.75500662	0.0	7.786772541	0.0	32.463	0.0	35.4978355	19.25046678	0.0	49.25871499	35.94807843	89.56751145	41.29320896	69.62993704	Bataviae
cr0521	75.47171698	31.14790984	34.06043052	35.48374194	22.81898993	30.03225559	26.11974627	65.11660465	20.25997143	22.41978648	95.72	86.577	77.2884339	79.078	28.87288732	33.01572698	33.20712453	28.40329916	54.52177003	57.81759587	12.47876223	0.0	25.98856497	0.0	17.41308126	22.59882486	18.06035117	0.0	27.6123806	0.0	28.5238408	0.0	70.76460465	0.0	32.87264917	38.96453951	36.7085865	0.0	0.0	0.0	0.0	21.32162162	29.16657955	52.42918593	75.76545918	0.0	32.62870091	25.600176	19.68307692	36.01547893	23.56456798	17.41774174	0.0	21.83875287	0.0	31.21568785	26.97117012	23.49406627	0.0	45.73966816	27.35025641	29.19867442	43.05299657	10.31454545	26.85841727	0.0	28.43583886	28.92609917	0.0	35.46065248	11.09231229	28.57132226	36.27455882	75.0	32.91181435	32.24268412	39.40520818	93.30005025	54.57137143	0.0	45.74908502	30.65004334	50.24678982	37.20914286	97.892	94.91	97.927	45.76664073	96.875	92.558	0.0	0.0	16.37936782	95.671	0.0	0.0	99.221	97.863	99.74	98.851	82.78184768	0.0	11.88534836	0.0	33.93190375	98.45	100.0	99.659	75.81680392	84.84319275	65.68660131	90.33056489	50.99478607	70.74103704	Tarassovi
202202782	72.64116981	36.06576776	37.87484469	35.48371613	28.18777517	28.75387859	28.35841045	64.53446512	39.22038701	22.77609964	50.19492607	31.54359732	71.52505085	87.234	30.98630282	31.74589841	89.057	25.88231092	54.52177003	58.40734218	21.41694098	0.0	28.24881356	23.28414706	24.37843449	24.2940339	21.23766722	23.90249756	29.85035075	16.12908602	0.0	13.07322241	32.55803987	27.69632353	33.7018895	40.05487738	36.70886076	0.0	0.0	22.83651202	41.17598616	22.22258258	28.78789394	52.09412563	81.37707143	41.3337	32.62870091	27.6	30.54316742	35.24880843	22.35643505	16.51674174	23.72407143	23.56287931	27.90168889	31.49194751	29.0453029	22.89165361	55.20546247	28.2510583	34.6152094	28.424	0.0	15.5593007	24.700247	24.07390741	0.0	34.29795455	31.52894904	40.07110284	13.13980034	41.52815947	43.13690196	74.699	33.75500422	0.0	23.42015242	95.142	99.714	99.773	99.595	99.69	98.522	98.339	97.289	95.509	97.409	99.085	97.656	96.279	95.09933384	96.907	96.983	99.567	91.94050746	94.581	46.7528961	91.88067521	51.42840519	39.368	36.42416887	0.0	7.786772541	0.0	31.97405546	0.0	35.49781818	19.42092845	0.0	49.58817133	35.94807843	90.58491603	41.29320896	70.37067037	Bataviae
201700296	100.0	33.3334235	36.7843733	37.41945806	22.65091946	30.67130671	29.10474627	64.53446512	34.80542338	20.99641281	99.611	98.993	97.96578305	98.227	31.68982394	33.65044762	32.45257358	28.90771429	53.2294832	57.22687316	12.81641147	0.0	25.98856497	0.0	17.24725705	23.16366102	18.22759866	0.0	29.10447761	0.0	23.54927197	0.0	70.43195349	0.0	32.87264917	39.23679564	35.02135443	20.748	0.0	0.0	0.0	24.9248048	32.19742803	53.60128643	76.27584184	0.0	32.02422356	27.19984	17.87315385	36.39800766	25.37783384	17.11725526	18.87736735	23.5632069	0.0	32.59670718	28.21563485	26.20455723	0.0	45.29169955	27.7774359	29.71578295	35.50603259	0.0	23.26164508	0.0	0.0	28.92609917	0.0	34.04207092	11.60400683	26.91033887	38.2354902	74.096	34.17693671	24.22296727	39.77685502	81.23914573	54.28601143	0.0	46.15419028	31.57848297	49.09694581	36.21229236	93.373	89.521	89.119	45.995	84.37511719	83.72088837	0.0	0.0	6.178175287	82.684	11.04487761	0.0	84.41525455	79.915	95.844	91.379	71.52287086	0.0	0.0	0.0	33.44234584	0.0	83.117	79.04576491	100.0	100.0	100.0	100.0	100.0	100.0	Tarassovi
1342kt	75.47171698	31.14790984	34.06043052	35.80633871	22.98643792	30.03225559	26.11974627	64.82553488	34.80498701	22.41978648	95.72	86.577	77.2884339	79.078	28.87288732	33.01572698	33.20712453	28.23526387	54.52177003	57.81759587	0.0	0.0	25.98856497	16.6665098	17.24725705	22.59861017	18.22759866	0.0	27.6123806	0.0	28.68970149	0.0	70.76460465	0.0	32.59648066	38.96453951	37.55240506	0.0	0.0	0.0	0.0	23.42317718	29.16657955	52.59677052	75.76545918	0.0	32.02422356	25.600176	19.68307692	35.63195402	22.35685801	17.41774174	14.03072449	21.83875287	0.0	30.93888398	0.0	23.79508434	0.0	45.29169955	27.35025641	29.19867442	43.05299657	10.31454545	26.85841727	0.0	26.54025592	28.92609917	0.0	36.52532979	11.09231229	27.2425814	36.27455882	74.699	33.75561181	31.58706383	40.89225279	93.30005025	54.57137143	0.0	45.74908502	30.65004334	32.67622167	37.54130897	97.289	94.91	97.668	45.76664073	96.484	94.884	0.0	0.0	16.37936782	97.40232468	0.0	0.0	100.0	99.573	100.0	100.0	96.02649007	100.0	100.0	99.877	100.0	100.0	100.0	100.0	75.16345752	33.77291269	74.18326797	90.58491603	87.06507463	39.62977778	Shermani
201801179	71.69816981	36.06576776	36.23943597	35.80629677	26.50975839	29.39311821	26.86567164	64.53485174	37.9216987	22.42015302	50.19492607	31.87941275	70.50880678	84.043	30.98630282	32.38087619	90.566	23.52914118	54.2631137	58.11193805	21.24831535	70.89221127	26.55362712	15.19603431	24.54381095	22.59885876	21.06999164	23.65836098	28.35850746	0.0	0.0	20.54361969	36.87710963	25.49003676	34.25443094	39.5093733	37.13096203	0.0	0.0	22.83684615	41.17598616	22.22198498	29.16657955	52.26142714	81.63237245	41.33351	30.51340483	26.39988	28.73264932	34.48272414	23.26310574	17.41756757	17.60212245	23.56287931	26.41985185	32.04437017	28.63083817	24.09636145	53.9949322	24.66356502	35.04271795	28.94064599	0.0	15.5593007	25.41960671	21.29652778	0.0	35.12405785	30.57334395	36.8793156	11.09237201	41.52815947	38.23522059	74.398	33.33346835	0.0	44.23791822	100.0	100.0	100.0	100.0	99.69	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	96.63093415	100.0	100.0	100.0	94.02985075	100.0	46.7528961	90.17138462	51.16908052	39.368	36.75500662	0.0	7.786772541	0.0	32.463	0.0	35.4978355	19.25046678	0.0	49.25871499	35.94807843	89.56751145	41.29320896	69.62993704	Bataviae
56274	75.47171698	30.60096175	34.05967302	35.48374194	22.98643792	30.03225559	26.11974627	64.53446512	34.80567273	22.41978648	95.72	86.577	77.2884339	79.078	28.87288732	33.01572698	33.20712453	28.23526387	54.52177003	57.52174631	12.47876223	0.0	25.98856497	0.0	24.04657048	22.59861017	18.22759866	0.0	27.6123806	0.0	28.85556219	0.0	70.76460465	0.0	32.87264917	38.96453951	36.7085865	0.0	0.0	0.0	0.0	21.92223423	29.16657955	52.26142714	75.76545918	0.0	32.6287432	25.600176	19.68307692	36.01547893	22.658429	17.41774174	0.0	21.83875287	0.0	31.21568785	27.38550622	24.09631928	0.0	45.73966816	27.7774359	29.19867442	43.05299657	10.48943182	24.22038129	0.0	72.51170616	30.1652562	0.0	36.16971631	11.09231229	28.57132226	36.27455882	75.0	33.75561181	31.42363993	51.67266914	93.63489447	54.57137143	0.0	45.74908502	30.65004334	50.24678982	37.20914286	97.892	94.91	97.409	45.76664073	97.266	92.558	0.0	0.0	16.37936782	93.9395671	0.0	0.0	99.221	97.863	99.74	100.0	82.78184768	0.0	0.0	0.0	33.93190375	98.837	99.567	99.659	75.81680392	84.84319275	65.68660131	90.33056489	86.81560448	70.74103704	Tarassovi
202100065	75.47171698	31.14790984	34.06043052	36.45207097	22.98643792	30.03225559	26.11974627	64.53446512	34.28602597	22.41978648	95.72	86.577	76.94875254	79.078	28.87288732	33.01572698	33.20712453	28.23526387	54.52177003	57.81759587	0.0	0.0	25.98856497	16.6665098	17.24725705	22.59861017	18.22759866	0.0	27.6123806	0.0	28.68970149	0.0	71.09626578	0.0	32.87312155	38.96453951	36.7085865	0.0	0.0	0.0	0.0	23.72352553	29.16657955	52.59677052	75.76545918	0.0	31.72196375	25.600176	19.68307692	36.01547893	23.26277341	17.41774174	14.03072449	21.83875287	0.0	31.21568785	0.0	24.6986747	0.0	45.73966816	27.35025641	29.19867442	43.05299657	10.31454545	26.85841727	0.0	27.96222749	28.92609917	0.0	36.52532979	11.09231229	27.2425814	36.27455882	74.699	33.75556962	31.58706383	36.05939033	93.30005025	54.85673143	0.0	45.74908502	30.65004334	32.67622167	38.20550831	97.59	95.21	97.668	45.76664073	96.875	93.023	0.0	0.0	16.37936782	99.134	0.0	0.0	99.481	98.291	99.74	99.713	92.71549669	100.0	100.0	99.632	99.837	100.0	99.567	100.0	75.49013072	33.77291269	74.83696405	90.58491603	86.81549751	39.62938519	Shermani
cr0821	75.47171698	31.14790984	34.06043052	35.80633871	22.98643792	30.03225559	26.11974627	65.11660465	34.80498701	22.41978648	95.72	86.577	76.94875254	78.723	28.87288732	33.01572698	33.58483019	28.23526387	54.52177003	57.81759587	0.0	0.0	25.98856497	16.6665098	24.04629187	22.59861017	18.22759866	0.0	27.6123806	0.0	28.68970149	0.0	70.76460465	0.0	32.87264917	38.96453951	36.7085865	0.0	0.0	0.0	0.0	23.42317718	29.16657955	51.92643216	75.76545918	0.0	32.62870091	25.200348	19.68307692	35.63195402	22.96060423	17.41774174	14.03072449	21.83875287	0.0	31.21568785	26.97074689	23.79508434	0.0	45.73966816	27.35025641	29.19867442	43.05299657	14.51041958	23.02144604	0.0	72.98582938	28.92609917	0.0	36.52532979	11.09231229	28.57132226	36.27455882	74.699	33.75561181	31.58706383	40.1484461	93.30005025	54.57137143	0.0	45.74908502	30.65004334	32.67622167	37.54130897	97.289	94.91	97.668	45.76664073	96.875	92.558	0.0	0.0	16.37936782	96.53688312	0.0	0.0	99.221	98.291	99.74	100.0	96.02649007	100.0	100.0	93.26008578	99.511	98.837	99.567	99.659	75.49013072	33.77291269	74.18326797	90.58491603	86.81549751	39.25927778	Shermani
202303413	75.47171698	32.78659016	36.23983651	37.09682581	22.81898993	30.67128435	26.11904478	64.24451163	34.80542338	21.70809964	97.276	93.289	89.153	76.596	28.87288732	33.3336	77.736	28.73936134	53.48813953	59.58735398	0.0	0.0	26.55362712	0.0	17.41308126	23.72908475	21.40492308	0.0	27.61232836	0.0	29.51933665	0.0	69.7676412	0.0	33.14881768	38.42002725	35.021	22.10923469	20.11459195	0.0	0.0	27.62752252	32.19742803	53.60128643	75.76545918	0.0	32.62859215	27.19984	15.61056109	35.63185057	25.98223565	17.71756757	15.3060102	22.98850575	0.0	33.1495	29.46109544	27.71056627	0.0	45.29169955	27.35025641	29.71578295	42.88141338	9.615515734	23.26164508	18.51833333	0.0	30.57883884	0.0	37.58820922	10.92148464	25.91375415	37.2544902	74.398	34.5990211	31.75151555	23.42007435	76.38177554	54.28601143	0.0	46.96384615	31.88860681	33.66218719	34.88337209	87.048	77.844	77.72020725	44.39401373	84.375	86.51168372	0.0	0.0	16.52305603	80.519	0.0	0.0	89.35076104	81.197	93.506	82.471	68.87386755	92.0996298	91.189	93.015	91.0280261	58.52697287	83.983	79.38703578	85.2945	34.10208896	84.64100327	77.099	90.54719652	91.852	Tarassovi
202100064	75.47171698	34.1532623	34.60466485	36.77419355	25.83892617	29.39329073	26.11904478	64.2445436	34.54512208	20.6405694	94.942	92.617	89.831	76.241	30.98623239	33.96832063	32.83027925	28.73936134	53.48813953	58.70230088	11.97297808	0.0	27.11868927	0.0	22.55381426	24.29369492	21.07015385	0.0	28.35853731	0.0	30.18260365	0.0	70.43195349	0.0	32.87264917	38.41986921	35.443	0.0	20.11494253	0.0	0.0	27.92791892	32.19742803	53.43370184	75.00038265	0.0	33.23224169	27.60028	18.09952941	36.39800766	25.68015408	17.11725526	0.0	23.56303448	0.0	32.87313536	27.38551867	27.71113855	0.0	45.29169955	26.92307692	22.48078036	42.36666381	9.965057692	27.09841727	23.14833333	23.69675829	30.16513636	0.0	32.97878723	24.40246416	27.57468439	37.25507353	74.398	35.44299156	32.57002782	52.04488848	75.87973199	53.42893714	0.0	46.55854251	32.81700929	50.08198522	34.21974419	86.145	78.144	77.9788601	43.93628375	82.422	85.5814186	0.0	0.0	16.95429741	79.221	0.0	0.0	87.53279221	81.624	94.286	81.897	67.21882119	0.0	10.86046721	0.0	32.78963295	0.0	82.684	79.72724532	84.64097059	91.43347611	84.31330719	77.354	88.8055398	92.593	Tarassovi
lt2116	75.47171698	20.76481967	22.61587193	35.80633871	25.83892617	30.67128435	26.86525373	64.2445436	29.61034286	20.64069395	95.331	89.59765772	90.508	76.241	30.28183099	18.09522222	77.358	29.07606723	54.0054522	59.58735398	0.0	0.0	27.11868927	13.48039216	22.55405804	24.29369492	20.90276923	0.0	27.61232836	0.0	29.85041459	0.0	68.43856478	0.0	31.76783978	24.25095368	35.443	0.0	0.0	0.0	0.0	28.82875676	31.06037879	53.43370184	75.25507653	0.0	34.7436858	27.60028	8.823384615	36.01547893	26.58630211	17.71757357	15.30600765	23.56303448	0.0	32.87313536	28.21612033	27.71114458	0.0	44.39486099	26.92265385	22.48078036	42.88141338	9.615515734	27.3383789	23.14833333	45.4979763	29.75243802	0.0	34.04271277	10.92148464	27.24232558	36.765	75.0	35.44272152	31.91450082	42.37934572	75.87973199	53.42893714	0.0	46.55854251	32.81700929	42.36433169	35.54823588	86.446	78.443	77.4615544	44.16514874	83.203	86.04605581	0.0	0.0	10.34491379	78.788	0.0	0.0	89.35076104	81.197	93.766	81.609	68.54263245	0.0	0.0	0.0	27.73260196	0.0	83.117	79.55718228	83.00690196	68.86326194	86.27440523	76.845	72.38826866	92.963	Tarassovi
