Strain,WP_000206940.1,WP_004766690.1,WP_004766738.1,WP_232426365.1,target
202100004,71.77651575931232,98.955,14.838787096774196,22.04090612244898,0
202102989,7.7364040114613175,86.567,98.387,21.632767346938778,0
202102991,7.7364040114613175,86.418,98.387,21.632767346938778,0
202102992,7.7364040114613175,86.418,98.387,21.632767346938778,0
202102993,7.7364040114613175,86.418,98.387,21.632767346938778,0
202102994,7.7364040114613175,84.77592388059702,98.387,21.632767346938778,0
202102998,7.7364040114613175,86.269,98.387,21.632767346938778,0
202103007,7.7364040114613175,86.418,98.387,21.632767346938778,0
202103008,0.0,72.0899328358209,97.419,21.632767346938778,1
202103009,7.7364040114613175,50.596761194029845,98.387,21.632767346938778,0
202201149,4.584527220630372,85.97,49.99986451612903,26.1222,0
202201150,4.584527220630372,85.97,97.742,26.1222,0
208140,19.197618911174786,98.955,94.83907741935485,21.632767346938778,1
213K,69.62750716332378,0.0,19.677467741935484,21.632767346938778,0
257K,69.62750716332378,0.0,19.677467741935484,21.632767346938778,0
2ACAP,31.51859598853868,85.2236104477612,54.032393548387105,27.754861224489797,1
325_IZSLER,33.237842406876794,98.955,19.677467741935484,21.632767346938778,0
3522_CT,7.7364040114613175,0.0,79.0326,21.632767346938778,0
423_IZSLER,7.7364040114613175,81.34334328358209,98.387,21.632767346938778,0
433_IZSLER,34.38407449856734,98.955,14.838787096774196,22.04090612244898,0
442_IZSLER,69.34079083094556,98.955,14.838787096774196,22.04090612244898,0
445_IZSLER,34.38407449856734,98.955,14.838787096774196,22.04090612244898,0
44_IZSLER,35.67336246418338,81.64194925373134,19.677467741935484,24.08189387755102,0
56180,27.077421203438394,0.0,30.9679064516129,27.754861224489797,1
56609,30.65902865329513,99.552,19.677467741935484,100.0,1
56626,96.562,83.7316776119403,52.5804,22.04090612244898,0
56653,34.670613180515765,0.0,19.677467741935484,21.632767346938778,1
61H,7.7364040114613175,86.567,98.387,21.632767346938778,0
ACSBRA_2020,40.4012005730659,98.955,19.677467741935484,21.632767346938778,0
AKRFB,84.8138452722063,98.955,14.838787096774196,22.04090612244898,0
Ag06_2020,7.7364040114613175,0.0,79.0326,21.632767346938778,0
Ag07_2020,0.0,53.58198507462687,97.419,21.632767346938778,1
Andaman,67.90818051575931,98.806,95.16103548387096,22.04090612244898,1
BOLMAN,46.41816618911175,98.955,14.838787096774196,22.04090612244898,0
Brem_127_Duyster,0.0,86.269,97.742,21.632767346938778,1
Brem_137,51.00279656160458,98.955,19.677467741935484,21.632767346938778,0
Brem_179,7.7364040114613175,86.269,53.54855806451612,21.632767346938778,1
CMCC-1,38.9683782234957,99.552,19.677467741935484,21.632767346938778,0
CR1821,27.077421203438394,0.0,30.9679064516129,27.754861224489797,1
CR2621,57.30677363896848,0.0,30.9679064516129,27.754861224489797,1
CSL10083,8.595959885386819,98.955,14.838787096774196,22.04090612244898,0
CSL4002,69.6275988538682,83.7316776119403,14.838787096774196,22.04090612244898,0
Duyster,26.074630372492837,91.2242,80.83863225806452,21.632767346938778,1
Duyster-Boelhouwer,0.0,86.269,97.742,21.632767346938778,1
FMAS_AP1,47.56446991404011,99.701,19.677467741935484,21.632767346938778,0
FMAS_AP7,47.56446991404011,99.701,19.677467741935484,21.632767346938778,0
FMAS_AW1,100.0,0.0,19.677467741935484,21.632767346938778,0
FMAS_AW2,100.0,0.0,19.677467741935484,21.632767346938778,0
FMAS_KW1,26.647504297994267,99.851,0.0,21.632767346938778,0
FMAS_PN3,30.086097421203437,99.701,19.677467741935484,21.632767346938778,0
FMAS_PN5,100.0,100.0,99.677,100.0,1
FMAS_RT2,99.713,99.851,19.677467741935484,21.632767346938778,0
Fox_32256,68.48128080229226,98.955,14.838787096774196,22.04090612244898,0
GR5,84.52740401146131,98.955,14.838787096774196,22.04090612244898,0
HO0905CK,30.372446991404008,98.955,14.838787096774196,22.04090612244898,0
HROSC,84.52740401146131,98.955,14.838787096774196,22.04090612244898,0
Hook,36.1030229226361,0.0,0.0,21.22462857142857,0
IP1507003,84.8138452722063,98.955,14.838787096774196,22.04090612244898,0
IP1512014,84.8138452722063,98.955,14.838787096774196,22.04090612244898,0
IP1512015,68.48128080229226,98.955,14.838787096774196,22.04090612244898,0
IP1512016,85.67316905444126,98.955,14.838787096774196,22.04090612244898,0
IP1710039,69.6275988538682,98.955,14.838787096774196,22.04090612244898,0
IP1710040,68.19464756446992,98.955,14.838787096774196,22.04090612244898,0
IP1710043,84.8138452722063,98.955,14.838787096774196,22.04090612244898,0
IP1710044,84.52740401146131,98.955,14.838787096774196,22.04090612244898,0
IP1710045,68.19464756446992,98.955,14.838787096774196,22.04090612244898,0
IP1710047,84.8138452722063,98.955,14.838787096774196,22.04090612244898,0
LEP1226,7.7364040114613175,86.119,97.742,21.632767346938778,1
LEPTOCUBA05,84.8138452722063,98.955,14.838787096774196,22.04090612244898,0
LO-9,31.51859598853868,43.58198955223881,50.96794838709678,27.754861224489797,1
LP101,47.56446991404011,98.806,94.1931677419355,100.0,0
LT1649,24.928263610315184,0.0,19.677467741935484,21.632767346938778,0
MH4000,14.613191977077364,98.955,14.838787096774196,22.04090612244898,0
MH4012,14.613191977077364,98.955,14.838787096774196,22.04090612244898,0
MH4029,14.613191977077364,98.955,14.838787096774196,22.04090612244898,0
MM0168CK,30.372446991404008,98.955,14.838787096774196,22.04090612244898,0
MM0266CK,30.372446991404008,98.955,14.838787096774196,22.04090612244898,0
MM0281CK,30.372446991404008,98.955,14.838787096774196,22.04090612244898,0
Mallika,5.730679083094556,0.0,19.677467741935484,21.632767346938778,0
Moskva,0.0,79.14171716417911,93.38681451612902,21.22460816326531,1
NIID12,96.562,98.806,52.5804,22.04090612244898,0
NIID15,96.562,98.806,52.5804,22.04090612244898,0
Nikolaevo,0.0,84.47737910447762,99.032,21.632767346938778,0
PUO_1247,7.7364040114613175,85.672,98.387,21.632767346938778,0
Pom_str68,69.6275988538682,98.955,14.838787096774196,22.04090612244898,0
RM52,7.7364040114613175,79.70183134328359,53.54855806451612,21.632767346938778,1
RedPanda1,0.0,80.1493880597015,41.93532903225806,21.632767346938778,1
SEMNICKI,7.7364040114613175,79.40271343283582,98.387,21.632767346938778,0
SOFTIC,68.19464756446992,98.955,14.838787096774196,22.04090612244898,0
SU5,58.45292836676217,99.552,0.0,21.632767346938778,0
U73,36.1030229226361,0.0,0.0,21.22462857142857,0
UCR5RB1,0.0,84.62665671641791,97.419,21.632767346938778,1
UI29382,34.383919770773645,0.0,19.677467741935484,21.632767346938778,0
UI_12764,48.137406876790834,33.134440298507464,94.1931677419355,20.408163265306122,1
UT364,68.48128080229226,98.955,14.838787096774196,22.04090612244898,0
VARDARAC,68.19464756446992,98.955,14.838787096774196,22.04090612244898,0
Valbuzzi,26.074630372492837,74.62659253731343,53.33313978494623,21.632767346938778,1
Vehlefans_2,7.7364040114613175,86.567,98.387,21.632767346938778,0
Vehlefans_3,7.7364040114613175,86.567,98.387,21.632767346938778,0
Wumalasena,38.10856160458453,35.82078955223881,98.387,21.632767346938778,1
ZUN142,36.1030229226361,79.02949552238806,68.38689354838709,20.40813469387755,0
bajan,69.34133810888252,84.0303,67.41978387096775,21.22462857142857,0
grippotyphosa1231,67.90818051575931,98.806,95.16103548387096,22.04090612244898,1
grippotyphosa1473,7.7364040114613175,0.0,53.54855806451612,21.632767346938778,1
ip1509009,84.52740401146131,98.955,14.838787096774196,22.04090612244898,0
ip1512011,84.24096275071632,0.0,14.838787096774196,22.04090612244898,0
kirsch_ratnapura1236,38.10856160458453,84.77593432835822,98.387,21.632767346938778,1
kirsch_ratnapura1439,38.10856160458453,86.119,98.387,21.632767346938778,1
leptoCuba20,7.7364040114613175,0.0,98.387,21.632767346938778,0
lyse,96.275,49.85058358208955,67.742,21.22462857142857,0
muenchen1327,65.90243553008597,98.955,19.677467741935484,21.632767346938778,0
pina1294,96.848,43.731476119402984,67.742,21.22462857142857,0
valbuzzi1427,26.074630372492837,0.0,49.03225806451613,21.632767346938778,1
