Strain,WP_000075880.1,WP_000694279.1,WP_001018782.1,WP_001256699.1,WP_002072219.1,WP_228003844.1,WP_230665944.1,WP_230665945.1,WP_230665946.1,target
2008720117,51.5956329787234,95.84905660377359,29.870545454545457,12.160403433476395,56.81836363636364,49.999558823529405,94.41774514563106,0.0,0.0,0
200901118,85.10685106382978,0.0,79.221,70.10018311874106,68.18154545454546,70.588,90.29155339805826,93.15101369863014,87.5,1
200901868,85.10685106382978,0.0,79.221,98.283,68.18154545454546,70.588,89.80555339805827,93.15101369863014,87.5,1
201102933,84.84039361702128,21.886437735849054,77.92224999999999,11.444875536480687,0.0,72.05870588235294,89.07756189320388,27.397260273972602,0.0,0
201401993,0.0,0.0,81.81781818181818,11.874002861230329,45.454772727272726,73.529,14.07766990291262,23.287602739726026,0.0,0
201402975,0.0,0.0,81.81781818181818,10.586317596566525,40.90909090909091,73.529,14.07766990291262,35.61649315068493,0.0,0
201600670,0.0,0.0,81.81781818181818,11.874002861230329,0.0,73.529,14.07766990291262,0.0,0.0,0
201601171,36.17021276595745,95.84905660377359,85.71451948051947,100.0,100.0,94.118,66.01941747572816,98.63,95.833,1
201601172,100.0,95.84905660377359,97.403,100.0,100.0,97.059,98.05786893203884,98.63,95.833,1
201700039,98.936,95.84905660377359,98.701,100.0,100.0,97.059,98.05786893203884,98.63,95.833,1
201700043,97.872,95.84905660377359,98.701,100.0,100.0,97.059,98.05786893203884,98.63,95.833,1
201700045,0.0,0.0,81.81781818181818,12.017207439198856,45.454772727272726,70.588,14.07766990291262,60.27406849315069,0.0,0
201700301,100.0,95.84905660377359,98.701,100.0,100.0,97.059,98.05786893203884,98.63,95.833,1
201700303,100.0,95.84905660377359,98.701,100.0,100.0,97.059,98.05786893203884,98.63,95.833,1
201700306,97.872,95.84905660377359,98.701,12.160403433476395,100.0,97.059,98.05786893203884,98.63,95.833,1
201700316,100.0,95.84905660377359,98.701,100.0,100.0,97.059,98.05786893203884,98.63,95.833,1
201800570,48.935957446808516,95.84905660377359,84.41531168831169,11.730798283261803,0.0,47.059,53.883766990291264,0.0,0.0,0
201800888,97.872,95.84905660377359,98.701,100.0,100.0,97.059,66.01941747572816,98.63,95.833,1
201800890,0.0,0.0,72.72736363636363,98.14,40.90909090909091,73.529,14.07766990291262,35.61649315068493,0.0,1
201801158bis,36.17021276595745,0.0,24.675324675324674,12.303339055793993,56.81836363636364,49.999558823529405,66.99023300970873,0.0,0.0,0
201801162,96.809,95.84905660377359,81.818,12.160403433476395,56.81836363636364,82.353,95.63073786407767,0.0,0.0,0
201801165,96.809,95.84905660377359,81.818,12.160403433476395,56.81836363636364,82.353,95.63073786407767,24.65761643835616,0.0,0
201801167,96.809,0.0,81.81781818181818,12.160403433476395,56.81836363636364,50.0,52.912456310679616,0.0,0.0,0
201801172bis,95.745,95.84905660377359,81.818,12.160403433476395,0.0,82.353,76.21396116504854,24.65761643835616,0.0,0
201801176ter,96.809,0.0,81.81781818181818,12.160403433476395,56.81836363636364,50.0,95.63073786407767,0.0,0.0,0
201801189,96.809,95.84905660377359,81.818,12.160403433476395,56.81836363636364,82.353,95.63073786407767,24.65761643835616,0.0,0
201801190,36.17021276595745,95.84905660377359,81.818,12.160403433476395,56.81836363636364,82.353,63.10667475728156,0.0,0.0,0
201801191,96.809,95.84905660377359,81.818,12.160403433476395,56.81836363636364,82.353,95.63073786407767,0.0,0.0,0
201801219,68.08487234042553,95.84905660377359,29.870545454545457,12.160403433476395,56.81836363636364,49.999558823529405,94.17461165048543,0.0,0.0,0
201801752,36.17021276595745,95.84905660377359,81.818,12.160403433476395,0.0,82.353,63.10667475728156,24.65761643835616,0.0,0
201801753,96.809,95.84905660377359,81.818,12.160403433476395,56.81836363636364,82.353,95.63073786407767,0.0,0.0,0
201801755,97.872,95.84905660377359,98.701,100.0,100.0,97.059,98.05786893203884,98.63,95.833,1
201801758,36.17021276595745,95.84905660377359,81.818,12.160403433476395,56.81836363636364,82.353,72.81583495145631,0.0,0.0,0
201801761,36.17021276595745,0.0,24.675324675324674,12.303339055793993,56.81836363636364,49.999558823529405,66.99023300970873,0.0,0.0,0
201902969,100.0,95.84905660377359,98.701,100.0,100.0,97.059,98.05786893203884,98.63,95.833,1
202000070,96.809,95.84905660377359,84.41531168831169,11.730798283261803,56.81836363636364,47.059,94.66008252427184,0.0,0.0,0
202001526,52.12775531914894,95.84905660377359,29.870545454545457,12.160403433476395,56.81836363636364,49.999558823529405,82.52410194174757,0.0,0.0,0
202100004,100.0,95.84905660377359,98.701,100.0,97.72749999999999,95.5885,81.06782766990293,98.63,95.833,1
202102989,0.0,0.0,80.51953246753246,98.14,40.90909090909091,73.529,14.07766990291262,35.61649315068493,0.0,1
202102991,0.0,0.0,80.51953246753246,98.14,40.90909090909091,73.529,14.07766990291262,35.61649315068493,0.0,1
202102992,0.0,0.0,63.636155844155844,98.14,40.90909090909091,73.529,14.07766990291262,35.61649315068493,0.0,1
202102993,0.0,0.0,71.4289090909091,98.14,40.90909090909091,58.823470588235296,14.07766990291262,35.61649315068493,0.0,1
202102994,0.0,0.0,71.4289090909091,98.14,40.90909090909091,73.529,14.07766990291262,35.61649315068493,0.0,1
202102998,0.0,0.0,80.51953246753246,98.14,40.90909090909091,73.529,14.07766990291262,35.61649315068493,0.0,1
202103007,0.0,0.0,80.51953246753246,98.14,40.90909090909091,73.529,14.07766990291262,35.61649315068493,0.0,1
202103008,0.0,0.0,64.93527272727273,11.874002861230329,40.90909090909091,73.529,14.07766990291262,35.61649315068493,0.0,0
202103009,0.0,0.0,71.4289090909091,98.14,40.90909090909091,58.823470588235296,14.07766990291262,35.61649315068493,0.0,1
202201149,85.10685106382978,0.0,79.221,98.283,68.18154545454546,67.647,88.8348932038835,93.15101369863014,87.5,1
202201150,85.10685106382978,0.0,79.221,98.283,68.18154545454546,38.235470588235295,89.80555339805827,93.15101369863014,87.5,1
208140,96.809,0.0,83.11702597402598,12.160403433476395,56.81836363636364,50.0,95.63073786407767,0.0,0.0,0
213K,96.809,95.84905660377359,81.818,12.160403433476395,56.81836363636364,82.353,95.63073786407767,0.0,0.0,0
257K,96.809,95.84905660377359,81.818,12.160403433476395,56.81836363636364,82.353,95.63073786407767,24.65761643835616,0.0,0
2ACAP,0.0,88.30181132075472,0.0,10.157583690987126,63.63663636363637,49.999558823529405,14.563223300970872,72.60290410958903,79.167,0
325_IZSLER,36.17021276595745,95.84905660377359,29.870545454545457,12.160403433476395,56.81836363636364,49.999558823529405,38.83478155339806,0.0,0.0,0
3522_CT,0.0,23.395875471698115,81.81781818181818,96.99603576537912,0.0,73.529,14.07766990291262,35.61649315068493,0.0,0
423_IZSLER,0.0,0.0,71.4289090909091,98.14,40.90909090909091,73.529,14.07766990291262,35.61649315068493,0.0,1
433_IZSLER,100.0,95.84905660377359,98.701,100.0,100.0,97.059,98.05786893203884,98.63,95.833,1
442_IZSLER,100.0,95.84905660377359,98.701,100.0,100.0,97.059,98.05786893203884,98.63,95.833,1
445_IZSLER,100.0,95.84905660377359,98.701,100.0,100.0,97.059,98.05786893203884,98.63,95.833,1
44_IZSLER,46.276382978723404,95.84905660377359,41.55854545454545,11.01592131616595,62.49995454545455,60.2937794117647,53.88333495145631,93.15101369863014,87.5,0
56180,0.0,91.69783396226416,0.0,10.157583690987126,0.0,49.999558823529405,14.563223300970872,72.60290410958903,79.167,0
56609,36.17021276595745,0.0,24.675324675324674,12.303339055793993,56.81836363636364,0.0,66.99023300970873,0.0,0.0,0
56626,72.3404255319149,95.84905660377359,84.416,12.160403433476395,0.0,85.294,80.58252427184466,0.0,0.0,0
56653,68.08536170212766,95.84905660377359,28.571428571428573,12.016949928469241,0.0,0.0,55.3396213592233,0.0,0.0,0
61H,0.0,0.0,78.78756277056277,98.14,40.90909090909091,73.52958823529411,14.07766990291262,35.61649315068493,0.0,1
ACSBRA_2020,70.21244680851063,95.84905660377359,29.870545454545457,12.160403433476395,56.81836363636364,49.999558823529405,98.54330097087379,0.0,0.0,0
AKRFB,72.3404255319149,95.84905660377359,98.701,100.0,100.0,97.059,99.515,98.63,95.833,1
Ag06_2020,0.0,23.395875471698115,79.22097402597403,96.99603576537912,0.0,73.529,14.07766990291262,35.61649315068493,0.0,0
Ag07_2020,0.0,0.0,74.02581818181818,11.874002861230329,40.90909090909091,73.529,14.07766990291262,35.61649315068493,0.0,0
Andaman,36.17021276595745,0.0,43.50658441558441,12.160403433476395,56.81836363636364,50.0,96.35935679611651,0.0,0.0,0
BOLMAN,95.745,95.84905660377359,98.701,100.0,100.0,91.176,98.05786893203884,98.63,95.833,1
Brem_127_Duyster,0.0,0.0,72.72736363636363,11.874002861230329,40.90909090909091,73.529,14.07766990291262,35.61649315068493,0.0,0
Brem_137,68.08487234042553,95.84905660377359,29.870545454545457,12.160403433476395,56.81836363636364,49.999558823529405,94.6602427184466,0.0,0.0,0
Brem_179,0.0,0.0,80.51953246753246,11.874002861230329,40.90909090909091,73.529,13.592233009708737,35.61649315068493,0.0,0
CMCC-1,0.0,24.528437735849057,81.818,12.160403433476395,0.0,82.353,92.23308252427185,0.0,0.0,0
CR1821,0.0,17.7358,0.0,10.157583690987126,63.63663636363637,49.999558823529405,14.563223300970872,72.60290410958903,79.167,0
CR2621,0.0,46.60380566037736,67.53272727272727,10.157583690987126,63.63663636363637,76.471,14.563223300970872,72.60290410958903,79.167,0
CSL10083,86.17021276595744,95.84905660377359,98.701,100.0,100.0,97.059,64.077786407767,98.63,95.833,1
CSL4002,86.17021276595744,95.84905660377359,29.870545454545457,100.0,100.0,97.059,64.56302912621359,98.63,95.833,1
Duyster,27.659622340425535,0.0,56.49349675324675,11.931181688125895,46.21224242424242,68.6271568627451,31.79615291262136,35.61649315068493,0.0,0
Duyster-Boelhouwer,0.0,0.0,55.84393506493507,11.874002861230329,0.0,58.823470588235296,0.0,0.0,0.0,0
FMAS_AP1,48.935957446808516,95.84905660377359,84.41531168831169,11.730798283261803,0.0,0.0,48.54358252427185,0.0,0.0,0
FMAS_AP7,48.935957446808516,95.84905660377359,84.41531168831169,11.730798283261803,0.0,0.0,48.54358252427185,0.0,0.0,0
FMAS_AW1,69.14876595744681,95.84905660377359,81.818,12.303339055793993,0.0,82.353,96.1165582524272,0.0,0.0,0
FMAS_AW2,69.14876595744681,95.84905660377359,81.818,12.303339055793993,0.0,82.353,96.1165582524272,0.0,0.0,0
FMAS_KW1,96.809,95.84905660377359,84.41531168831169,11.730798283261803,0.0,0.0,92.23322330097086,0.0,0.0,0
FMAS_PN3,48.935957446808516,95.84905660377359,84.41531168831169,11.730798283261803,0.0,0.0,48.54358252427185,0.0,0.0,0
FMAS_PN5,0.0,21.132075471698112,67.53206493506494,12.017207439198856,0.0,70.588,0.0,0.0,0.0,0
FMAS_RT2,48.935957446808516,95.84905660377359,84.41531168831169,11.730798283261803,0.0,0.0,48.54358252427185,0.0,0.0,0
Fox_32256,90.4252340425532,95.84905660377359,84.416,100.0,100.0,97.059,64.077786407767,98.63,95.833,1
GR5,100.0,95.84905660377359,98.701,100.0,100.0,97.059,95.14563106796116,98.63,0.0,1
HO0905CK,100.0,95.84905660377359,98.701,100.0,100.0,97.059,79.61169902912621,98.63,95.833,1
HROSC,91.489,95.84905660377359,87.01272727272728,100.0,100.0,91.176,98.05864077669902,98.63,95.833,1
Hook,71.27632978723403,21.509483018867922,74.0262987012987,12.73264234620887,45.4545,70.588,68.4465436893204,35.616164383561646,0.0,0
IP1507003,72.3404255319149,95.84905660377359,98.701,100.0,100.0,97.059,64.077786407767,98.63,95.833,1
IP1512014,72.3404255319149,95.84905660377359,98.701,100.0,100.0,97.059,64.077786407767,98.63,95.833,1
IP1512015,72.3404255319149,95.84905660377359,98.701,100.0,100.0,97.059,64.077786407767,98.63,95.833,1
IP1512016,72.3404255319149,95.84905660377359,98.701,100.0,100.0,97.059,64.077786407767,98.63,95.833,1
IP1710039,100.0,95.84905660377359,98.701,100.0,100.0,97.059,98.05786893203884,98.63,95.833,1
IP1710040,100.0,95.84905660377359,98.701,100.0,100.0,97.059,97.57303398058252,98.63,95.833,1
IP1710043,100.0,95.84905660377359,98.701,100.0,100.0,97.059,98.05786893203884,98.63,95.833,1
IP1710044,100.0,95.84905660377359,98.701,100.0,100.0,97.059,81.55378640776699,98.63,95.833,1
IP1710045,100.0,95.84905660377359,98.701,100.0,100.0,97.059,98.05786893203884,98.63,95.833,1
IP1710047,100.0,95.84905660377359,98.701,100.0,100.0,97.059,98.05786893203884,98.63,95.833,1
LEP1226,0.0,0.0,80.51953246753246,11.874002861230329,40.90909090909091,73.529,14.07766990291262,35.61649315068493,0.0,0
LEPTOCUBA05,37.23429787234042,95.84905660377359,98.701,100.0,100.0,97.059,64.077786407767,98.63,95.833,1
LO-9,0.0,92.82981132075471,0.0,10.157583690987126,63.63663636363637,49.999558823529405,0.0,72.60290410958903,79.167,0
LP101,87.23361702127659,0.0,0.0,12.303051502145921,0.0,49.999558823529405,53.88368932038834,0.0,0.0,0
LT1649,0.0,0.0,84.416,12.303339055793993,0.0,50.0,20.87388349514563,0.0,0.0,0
MH4000,100.0,95.84905660377359,98.701,100.0,100.0,97.059,98.05786893203884,98.63,95.833,1
MH4012,100.0,95.84905660377359,98.701,100.0,100.0,97.059,98.05786893203884,98.63,95.833,1
MH4029,100.0,95.84905660377359,98.701,100.0,100.0,97.059,98.05786893203884,98.63,95.833,1
MM0168CK,100.0,95.84905660377359,98.701,100.0,100.0,97.059,79.61169902912621,98.63,95.833,1
MM0266CK,100.0,95.84905660377359,98.701,100.0,100.0,97.059,79.61169902912621,98.63,95.833,1
MM0281CK,100.0,95.84905660377359,98.701,100.0,100.0,97.059,83.01003883495144,98.63,95.833,1
Mallika,69.14876595744681,95.84943396226416,81.818,12.160403433476395,0.0,82.353,96.60177184466019,0.0,0.0,0
Moskva,0.0,0.0,81.81812987012987,11.874002861230329,40.90909090909091,73.529,14.07766990291262,35.61649315068493,0.0,0
NIID12,100.0,95.84905660377359,84.41531168831169,12.160403433476395,54.54559090909091,85.294,98.05786893203884,24.65761643835616,0.0,0
NIID15,100.0,95.84905660377359,84.41531168831169,12.160403433476395,54.54559090909091,85.294,98.05786893203884,24.65761643835616,0.0,0
Nikolaevo,58.51060638297872,0.0,67.53206493506494,11.874002861230329,45.454772727272726,70.588,14.07766990291262,32.877041095890405,0.0,0
PUO_1247,0.0,0.0,74.02581818181818,11.874002861230329,0.0,73.529,14.07766990291262,35.61649315068493,0.0,0
Pom_str68,86.17021276595744,95.84905660377359,98.701,100.0,100.0,97.059,96.60175000000001,98.63,95.833,1
RM52,0.0,0.0,81.81781818181818,11.874002861230329,40.90909090909091,73.52941176470588,13.592233009708737,35.61649315068493,0.0,0
RedPanda1,0.0,0.0,81.81781818181818,11.874002861230329,0.0,73.52982352941176,0.0,0.0,0.0,0
SEMNICKI,0.0,0.0,71.4289090909091,98.14,40.90909090909091,58.823470588235296,14.07766990291262,35.61649315068493,0.0,1
SOFTIC,42.553,95.84905660377359,98.701,100.0,100.0,91.176,97.08747572815534,98.63,95.833,1
SU5,46.8085,24.151313207547172,37.66233766233766,12.160403433476395,0.0,49.999558823529405,94.17524757281552,0.0,0.0,0
U73,58.510851063829776,24.52833962264151,74.0262987012987,12.73264234620887,45.4545,70.588,67.96118446601942,35.616164383561646,0.0,0
UCR5RB1,0.0,0.0,81.81781818181818,11.874002861230329,0.0,73.529,0.0,0.0,0.0,0
UI29382,69.14876595744681,95.84905660377359,81.818,12.160403433476395,0.0,82.353,96.1165582524272,0.0,0.0,0
UI_12764,59.57463829787235,0.0,28.571610389610388,12.303051502145921,56.81836363636364,49.999558823529405,53.88368932038834,0.0,0.0,0
UT364,72.3404255319149,95.84905660377359,83.11702597402598,100.0,100.0,97.059,97.573,98.63,95.833,1
VARDARAC,100.0,95.84905660377359,98.701,100.0,100.0,97.059,98.05786893203884,98.63,95.833,1
Valbuzzi,30.496485815602835,0.0,24.675324675324674,12.01694992846924,56.81854545454545,0.0,49.51463592233009,0.0,0.0,0
Vehlefans_2,0.0,0.0,81.81781818181818,98.14,40.90909090909091,73.529,14.07766990291262,35.61649315068493,0.0,1
Vehlefans_3,0.0,0.0,81.81781818181818,98.14,40.90909090909091,73.529,14.07766990291262,35.61649315068493,0.0,1
Wumalasena,0.0,0.0,68.83127272727272,12.017207439198856,45.454772727272726,61.76470588235294,14.07766990291262,60.27406849315069,0.0,0
ZUN142,71.27632978723403,16.41508113207547,78.57166233766233,12.73264234620887,45.4545,70.588,68.4465436893204,0.0,0.0,0
bajan,86.16974468085107,21.886437735849054,80.51953246753246,11.444875536480687,0.0,70.588,86.89317475728156,27.397260273972602,0.0,0
grippotyphosa1231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
grippotyphosa1473,0.0,0.0,81.81781818181818,11.874002861230329,0.0,58.823470588235296,13.592233009708737,0.0,0.0,0
ip1509009,34.04268085106383,95.84905660377359,98.701,100.0,100.0,97.059,64.077786407767,98.63,95.833,1
ip1512011,34.04268085106383,95.84905660377359,98.701,12.160403433476395,100.0,97.059,97.5728640776699,98.63,95.833,1
kirsch_ratnapura1236,0.0,0.0,80.51953246753246,12.017207439198856,45.454772727272726,73.529,14.07766990291262,60.27406849315069,0.0,0
kirsch_ratnapura1439,0.0,0.0,80.51953246753246,12.017207439198856,45.454772727272726,73.529,14.07766990291262,60.27406849315069,0.0,0
leptoCuba20,0.0,0.0,59.74057142857143,11.874002861230329,0.0,73.529,14.07766990291262,0.0,0.0,1
lyse,81.91523404255318,21.886437735849054,80.51953246753246,11.444875536480687,0.0,67.647,91.74745145631067,27.397260273972602,0.0,0
muenchen1327,68.08487234042553,95.84905660377359,29.870545454545457,12.160403433476395,56.81836363636364,49.999558823529405,95.14587378640776,0.0,0.0,0
pina1294,85.10685106382978,21.886437735849054,80.51953246753246,11.444875536480687,0.0,67.647,91.74745145631067,27.397260273972602,0.0,0
valbuzzi1427,36.170212765957444,0.0,24.675324675324674,12.016949928469241,0.0,0.0,49.5146359223301,0.0,0.0,0
