Strain,WP_003009310.1,WP_003009323.1,WP_003009327.1,WP_003009344.1,WP_003009356.1,WP_003009375.1,WP_003009380.1,WP_003009386.1,WP_003009407.1,WP_003009413.1,WP_003009428.1,WP_003009471.1,WP_003009473.1,WP_003009476.1,WP_003009503.1,WP_003009508.1,WP_003009523.1,WP_003009525.1,WP_003009529.1,WP_003009573.1,WP_003009580.1,WP_003009589.1,WP_003009621.1,WP_003009636.1,WP_003009665.1,WP_003009722.1,WP_003009741.1,WP_003009765.1,WP_003009776.1,WP_003009804.1,WP_003009812.1,WP_003009872.1,WP_003009876.1,WP_003009878.1,WP_003009880.1,WP_003009886.1,WP_003009905.1,WP_003009932.1,WP_003009939.1,WP_003009943.1,WP_003009949.1,WP_003009953.1,WP_036096920.1,WP_036096929.1,WP_036096931.1,WP_036096935.1,WP_036096936.1,WP_036096942.1,WP_036096945.1,WP_036096948.1,WP_036096962.1,WP_036096970.1,WP_036096972.1,WP_036096998.1,WP_036097005.1,WP_196221670.1,WP_230458349.1,target
185K,71.4289169435216,84.76198095238095,79.739,76.47019607843137,0.0,73.68427777777777,69.13,0.0,70.97838485804417,76.412,10.241132530120481,72.04295698924732,84.74299336650084,62.980810096153846,41.97311036789298,90.435,64.855701188455,70.41821864951768,79.835,29.69692121212121,67.99413864306786,71.359,53.56052012383901,90.2436292682927,71.6084858044164,86.798,0.0,50.785591623036645,78.55293281653746,38.47611895910781,71.471,66.55389527027027,75.77675776397514,0.0,76.92328671328671,75.62754838709677,80.00044137931035,75.09603448275863,70.03213680781758,63.40286713286713,63.540261946902646,76.83642937853108,69.42637579617835,72.47868376068377,78.322,73.181,0.0,76.842,72.727,84.30403037974683,79.104,0.0,29.87507053941909,71.52296026490068,71.99,77.419,36.124105263157894,0
189K,71.4289169435216,84.76198095238095,79.739,76.47019607843137,0.0,73.68427777777777,69.13,0.0,70.97838485804417,76.412,10.241132530120481,72.04295698924732,84.74299336650084,62.980810096153846,41.97311036789298,90.435,64.855701188455,70.41821864951768,79.835,29.69692121212121,67.99413864306786,71.359,53.56052012383901,90.2436292682927,71.6084858044164,86.798,0.0,50.785591623036645,78.55293281653746,38.47611895910781,71.471,66.55389527027027,75.77675776397514,0.0,76.92328671328671,75.62754838709677,80.00044137931035,75.09603448275863,70.03213680781758,63.40286713286713,63.540261946902646,76.83642937853108,69.42637579617835,72.47868376068377,78.322,73.181,0.0,76.842,72.727,84.30403037974683,79.104,0.0,29.87507053941909,71.52296026490068,71.99,77.419,36.124105263157894,0
198076,68.77067774086379,85.71382857142856,80.392,30.252563025210083,0.0,71.92954385964912,0.0,36.13442857142857,64.03777917981073,75.41554817275747,15.060337349397589,68.10029032258063,85.07467993366501,63.46129807692308,63.545471571906354,89.565,11.205275042444821,70.09630225080386,0.0,79.394,67.40457817109144,72.816,19.194941176470586,32.68283170731707,28.076107255520505,87.36,0.0,50.78500785340314,77.51930232558139,68.401,70.27,69.59456756756757,73.29242236024844,0.0,73.077,76.34417204301074,80.6896551724138,33.71659003831418,0.0,61.771668997668996,0.0,80.79105084745763,80.04206369426751,54.3592,80.41976223776223,70.04247646219686,39.62275471698113,0.0,0.0,86.32889113924051,37.313208955223885,0.0,28.21539419087137,72.18576158940397,70.942,76.344,35.88474162679426,0
198085,71.4289169435216,84.76198095238095,79.085,76.47019607843137,0.0,73.39199122807018,69.13,0.0,70.97838485804417,76.412,15.813379518072288,72.4010394265233,84.74299336650084,62.980810096153846,41.97311036789298,90.435,64.855701188455,70.41821864951768,79.835,30.000072727272727,67.99413864306786,71.359,53.56052012383901,90.2436292682927,71.6084858044164,86.798,0.0,50.785591623036645,78.55293281653746,68.587,71.471,66.89145608108107,75.77675776397514,0.0,76.92328671328671,75.62754838709677,80.00044137931035,74.71254789272031,70.358,63.40286713286713,63.540261946902646,76.83642937853108,77.91940552016985,72.30739145299145,78.322,73.181,0.0,76.842,72.727,84.30403037974683,79.104,0.0,29.87507053941909,71.52296026490068,71.728,77.419,36.124105263157894,0
200010104,68.77067774086379,85.71382857142856,80.392,31.092829131652664,0.0,71.92954385964912,0.0,36.13442857142857,64.03777917981073,75.41554817275747,15.060337349397589,68.10029032258063,84.9089552238806,63.46129807692308,63.545471571906354,89.565,23.769076400679115,70.09630225080386,0.0,79.394,67.55114454277286,72.816,19.194941176470586,32.68283170731707,28.076107255520505,87.36,0.0,47.64424083769634,77.51930232558139,37.73216356877323,70.27,69.25686486486485,73.29242236024844,0.0,73.427,75.62754838709677,81.37886896551724,33.33325670498084,0.0,62.47058275058274,0.0,80.79105084745763,80.25501910828025,54.3592,80.41976223776223,69.89986875891584,39.62275471698113,0.0,0.0,86.32889113924051,37.313208955223885,0.0,28.21539419087137,72.18576158940397,70.681,76.344,35.88474162679426,0
2002000634,68.77067774086379,85.71382857142856,80.392,31.092829131652664,0.0,71.92954385964912,0.0,36.13442857142857,64.03777917981073,75.41554817275747,15.060337349397589,68.10029032258063,84.9089552238806,63.46129807692308,63.545471571906354,89.565,23.769076400679115,70.09630225080386,0.0,79.394,59.43991150442477,72.816,19.194941176470586,32.68283170731707,28.076107255520505,87.36,0.0,45.288023560209425,77.51930232558139,37.73216356877323,70.27,69.25686486486485,73.29242236024844,0.0,73.427,75.62754838709677,81.37886896551724,33.33325670498084,0.0,62.47058275058274,0.0,81.07363276836159,80.67953503184714,54.61558632478632,80.41976223776223,69.89986875891584,39.62275471698113,0.0,0.0,86.32889113924051,37.313208955223885,0.0,28.21539419087137,72.18576158940397,70.681,76.344,35.88474162679426,0
2002009669,68.77067774086379,85.71382857142856,80.392,31.092829131652664,0.0,71.92954385964912,0.0,36.13442857142857,64.03777917981073,75.41554817275747,15.060337349397589,68.10029032258063,84.9089552238806,63.46129807692308,63.545471571906354,89.565,23.769076400679115,70.09630225080386,0.0,79.394,67.55114454277286,72.816,19.194941176470586,32.68283170731707,28.076107255520505,87.36,0.0,45.288023560209425,77.51930232558139,37.73216356877323,70.27,69.25686486486485,73.29242236024844,0.0,73.427,75.62754838709677,81.37886896551724,33.33325670498084,0.0,62.47058275058274,0.0,81.07363276836159,80.67953503184714,54.61558632478632,80.41976223776223,69.89986875891584,39.62275471698113,0.0,0.0,86.32889113924051,37.313208955223885,0.0,28.21539419087137,72.18576158940397,70.681,76.344,35.88474162679426,0
200201191,68.77067774086379,85.71382857142856,80.392,31.092829131652664,0.0,71.92954385964912,0.0,36.13442857142857,64.03777917981073,75.41554817275747,15.060337349397589,68.10029032258063,84.9089552238806,63.46129807692308,63.545471571906354,89.565,23.769076400679115,70.09630225080386,0.0,79.394,67.55114454277286,72.816,19.194941176470586,32.68283170731707,28.076107255520505,87.36,0.0,47.64424083769634,77.51930232558139,37.73216356877323,70.27,69.25686486486485,73.29242236024844,0.0,73.427,75.62754838709677,81.37886896551724,33.33325670498084,0.0,62.47058275058274,0.0,80.79105084745763,80.25501910828025,54.3592,80.41976223776223,69.89986875891584,39.62275471698113,0.0,0.0,86.32889113924051,37.313208955223885,0.0,28.21539419087137,72.18576158940397,70.681,76.344,35.88474162679426,0
200202130,68.77067774086379,85.71382857142856,80.392,31.092829131652664,0.0,0.0,0.0,36.13442857142857,64.03777917981073,75.41554817275747,15.060337349397589,59.13967741935484,84.9089552238806,63.46129807692308,63.545471571906354,89.565,23.769076400679115,70.09630225080386,0.0,79.394,67.55114454277286,72.816,19.194941176470586,32.68283170731707,28.076107255520505,87.36,0.0,47.64424083769634,77.51930232558139,37.73216356877323,70.27,69.25686486486485,73.29242236024844,0.0,73.427,75.62754838709677,81.37886896551724,25.67021072796935,0.0,62.47058275058274,0.0,80.79105084745763,80.25501910828025,54.3592,27.972503496503496,69.89986875891584,39.62275471698113,0.0,0.0,86.32889113924051,37.313208955223885,0.0,28.21539419087137,72.18576158940397,70.681,76.344,35.88474162679426,0
200208340,68.77067774086379,85.71382857142856,80.392,31.092829131652664,0.0,71.92954385964912,0.0,36.13442857142857,64.03777917981073,75.41554817275747,15.060337349397589,68.10029032258063,84.9089552238806,63.46129807692308,63.545471571906354,89.565,23.769076400679115,70.09630225080386,0.0,79.394,67.55114454277286,72.816,19.194941176470586,32.68283170731707,28.076107255520505,87.36,0.0,47.64424083769634,77.51930232558139,37.73216356877323,70.27,69.25686486486485,73.29242236024844,0.0,73.427,75.62754838709677,81.37886896551724,25.67021072796935,0.0,62.47058275058274,0.0,80.79105084745763,80.25501910828025,54.3592,27.972503496503496,69.89986875891584,39.62275471698113,0.0,0.0,86.32889113924051,37.313208955223885,0.0,28.21539419087137,72.18576158940397,70.681,76.344,35.88474162679426,0
200209405,68.77067774086379,85.71382857142856,80.392,31.092829131652664,0.0,71.92954385964912,0.0,36.13442857142857,64.03777917981073,75.41554817275747,15.060337349397589,68.10029032258063,84.9089552238806,63.46129807692308,63.545471571906354,89.565,23.769076400679115,70.09630225080386,0.0,79.394,67.55114454277286,72.816,19.194941176470586,32.68283170731707,28.076107255520505,87.36,0.0,15.18324607329843,77.51930232558139,37.73216356877323,70.27,69.25686486486485,73.29242236024844,0.0,73.427,75.62754838709677,81.37886896551724,33.33325670498084,0.0,51.74787878787879,0.0,80.79105084745763,80.25501910828025,54.1884,80.41976223776223,69.89986875891584,39.62275471698113,0.0,0.0,86.32889113924051,37.313208955223885,0.0,28.21539419087137,72.18576158940397,70.681,76.344,35.88474162679426,0
200210329,68.77067774086379,85.71382857142856,80.392,31.092829131652664,0.0,71.92954385964912,0.0,36.13442857142857,64.03777917981073,75.41554817275747,15.060337349397589,68.10029032258063,84.9089552238806,63.46129807692308,63.545471571906354,89.565,23.769076400679115,70.09630225080386,0.0,79.394,67.55114454277286,72.816,19.194941176470586,32.68283170731707,28.076107255520505,87.36,0.0,47.64424083769634,77.51930232558139,37.73216356877323,70.27,69.25686486486485,73.29242236024844,0.0,73.427,75.62754838709677,81.37886896551724,33.33325670498084,0.0,62.47058275058274,0.0,80.79105084745763,80.25501910828025,54.3592,80.41976223776223,69.89986875891584,39.62275471698113,0.0,0.0,86.32889113924051,37.313208955223885,0.0,28.21539419087137,72.18576158940397,70.681,76.344,35.88474162679426,0
200302438,68.77067774086379,85.71382857142856,80.392,31.092829131652664,0.0,71.92954385964912,0.0,36.13442857142857,64.03777917981073,75.41554817275747,15.060337349397589,68.10029032258063,84.9089552238806,63.46129807692308,63.545471571906354,89.565,23.769076400679115,70.09630225080386,0.0,79.394,67.55114454277286,72.816,19.194941176470586,32.68283170731707,28.076107255520505,87.36,0.0,47.64424083769634,77.51930232558139,37.73216356877323,70.27,69.25686486486485,73.29242236024844,0.0,73.427,75.62754838709677,81.37886896551724,33.33325670498084,0.0,62.47058275058274,0.0,80.79105084745763,80.25501910828025,54.3592,80.41976223776223,69.89986875891584,39.62275471698113,0.0,0.0,86.32889113924051,37.313208955223885,0.0,28.21539419087137,72.18576158940397,70.681,76.344,35.88474162679426,0
200309516,68.77067774086379,85.71382857142856,80.392,31.092829131652664,0.0,71.92954385964912,0.0,36.13442857142857,64.03777917981073,75.41554817275747,15.060337349397589,68.10029032258063,84.9089552238806,63.46129807692308,63.545471571906354,89.565,23.769076400679115,70.09630225080386,0.0,79.394,67.55114454277286,72.816,19.194941176470586,32.68283170731707,28.076107255520505,87.36,0.0,19.633442408376965,77.51930232558139,37.73216356877323,70.27,68.91916216216217,73.29242236024844,0.0,73.427,75.62754838709677,81.37886896551724,33.33325670498084,0.0,62.47058275058274,0.0,80.79105084745763,80.25501910828025,54.3592,80.41976223776223,69.89986875891584,39.62275471698113,0.0,0.0,86.32889113924051,37.313208955223885,0.0,28.21539419087137,72.18576158940397,70.681,76.344,35.88474162679426,0
200412424,68.77067774086379,85.71382857142856,80.392,31.092829131652664,0.0,71.92954385964912,0.0,36.13442857142857,64.03777917981073,75.41554817275747,15.060337349397589,68.10029032258063,84.9089552238806,63.46129807692308,63.545471571906354,89.565,23.769076400679115,70.09630225080386,0.0,79.394,67.55114454277286,72.816,19.194941176470586,32.68283170731707,28.076107255520505,87.36,0.0,47.64424083769634,77.51930232558139,37.73216356877323,70.27,69.25686486486485,73.29242236024844,0.0,73.427,75.62754838709677,81.37886896551724,33.33325670498084,0.0,62.23730536130537,0.0,80.79105084745763,80.25501910828025,54.3592,80.41976223776223,69.89986875891584,39.62275471698113,0.0,0.0,86.32889113924051,37.313208955223885,0.0,28.21539419087137,72.18576158940397,70.681,76.344,35.88474162679426,0
2006006960,50.332149501661135,75.47593095238095,70.91503594771243,31.092829131652664,0.0,64.1810350877193,0.0,28.9915,64.03777917981073,75.41554817275747,12.198902108433733,60.21496415770609,0.0,40.02406971153846,41.97311036789298,89.565,9.337828522920205,70.09630225080386,24.279670781893003,79.091,44.174302359882006,72.816,18.885696594427248,90.24360121951219,61.04086750788643,87.36,0.0,37.04182198952879,59.68986821705427,26.115130111524163,63.51384084084084,69.59456756756757,52.63993788819875,0.0,73.077,75.98535483870968,81.37886896551724,29.693400383141764,59.12031107491857,59.324093240093234,0.0,22.59885875706215,76.64517728237793,54.44462307692308,62.5872972027972,53.20943794579173,38.67945283018868,0.0,0.0,86.32889113924051,79.851,0.0,28.21539419087137,72.18576158940397,70.681,65.05370967741936,35.28678229665071,0
2006006972,68.77067774086379,85.71382857142856,80.392,31.092829131652664,0.0,71.92954385964912,0.0,36.13442857142857,64.03777917981073,75.41554817275747,15.060337349397589,68.10029032258063,84.9089552238806,63.46129807692308,63.545471571906354,89.565,23.769076400679115,70.09630225080386,0.0,79.091,34.21825073746313,72.816,19.194941176470586,32.68283170731707,28.076107255520505,87.36,0.0,45.288023560209425,77.51930232558139,37.73216356877323,70.27,69.25686486486485,73.29242236024844,0.0,73.427,75.62754838709677,81.37886896551724,33.33325670498084,0.0,48.951062937062936,0.0,81.07363276836159,80.67953503184714,54.61558632478632,80.41976223776223,69.89986875891584,39.62275471698113,0.0,0.0,86.32889113924051,37.313208955223885,0.0,28.21539419087137,72.18576158940397,70.681,76.344,35.88474162679426,0
2006006973,68.77067774086379,85.71382857142856,81.046,31.092829131652664,0.0,71.92954385964912,0.0,36.13442857142857,64.03777917981073,75.41554817275747,15.060337349397589,67.38363082437276,0.0,64.42322115384616,41.97311036789298,89.565,11.03555857385399,70.09630225080386,24.279670781893003,79.091,67.25701474926254,72.816,18.885696594427248,90.24360121951219,71.6084858044164,87.36,0.0,50.78500785340314,77.26064599483205,37.73216356877323,70.571,69.59456756756757,73.29242236024844,0.0,73.077,75.98535483870968,81.37886896551724,33.71659003831418,70.68373941368078,62.47058275058274,0.0,22.59885875706215,80.89146284501062,54.273242735042736,81.11865034965035,70.04247646219686,39.62275471698113,0.0,0.0,86.32889113924051,79.851,0.0,28.21539419087137,72.18576158940397,70.681,76.344,37.798564593301435,0
2006006982,68.77067774086379,85.71382857142856,80.392,31.092829131652664,0.0,71.92954385964912,0.0,36.13442857142857,64.03777917981073,75.41554817275747,15.060337349397589,68.10029032258063,84.9089552238806,63.46129807692308,63.545471571906354,89.565,23.769076400679115,70.09630225080386,0.0,79.091,34.21825073746313,72.816,19.194941176470586,32.68283170731707,28.076107255520505,87.36,0.0,42.93180628272251,77.51930232558139,37.73216356877323,70.27,69.25686486486485,73.29242236024844,0.0,73.427,75.62754838709677,81.37886896551724,33.33325670498084,0.0,48.951062937062936,0.0,81.35621468926554,81.10405095541401,54.87197264957265,80.41976223776223,69.89986875891584,39.62275471698113,0.0,0.0,86.32889113924051,37.313208955223885,0.0,28.21539419087137,72.18576158940397,70.681,76.344,35.88474162679426,0
2007005490,68.77067774086379,85.71382857142856,80.392,31.092829131652664,0.0,71.92954385964912,0.0,36.13442857142857,64.03777917981073,75.41554817275747,15.060337349397589,68.10029032258063,84.9089552238806,63.46129807692308,63.545471571906354,89.565,23.769076400679115,70.09630225080386,0.0,79.394,67.55114454277286,72.816,19.194941176470586,32.68283170731707,28.076107255520505,87.36,0.0,42.93180628272251,77.51930232558139,37.73216356877323,70.27,69.25686486486485,73.29242236024844,0.0,73.427,75.62754838709677,81.37886896551724,33.33325670498084,0.0,62.47058275058274,0.0,81.35621468926554,81.10405095541401,54.87197264957265,80.41976223776223,69.89986875891584,39.62275471698113,0.0,0.0,86.32889113924051,37.313208955223885,0.0,28.21539419087137,72.18576158940397,70.681,76.344,35.88474162679426,0
200701182,68.77067774086379,85.71382857142856,80.392,31.092829131652664,0.0,71.92954385964912,0.0,36.13442857142857,64.03777917981073,75.41554817275747,15.060337349397589,68.10029032258063,84.9089552238806,63.46129807692308,63.545471571906354,89.565,23.769076400679115,70.09630225080386,0.0,79.394,67.55114454277286,72.816,19.194941176470586,32.68283170731707,28.076107255520505,87.36,0.0,42.93180628272251,77.51930232558139,37.73216356877323,70.27,69.25686486486485,73.29242236024844,0.0,73.427,75.62754838709677,81.37886896551724,33.33325670498084,0.0,62.47058275058274,0.0,81.35621468926554,81.10405095541401,54.87197264957265,80.41976223776223,69.89986875891584,39.62275471698113,0.0,0.0,86.32889113924051,37.313208955223885,0.0,28.21539419087137,72.18576158940397,70.681,76.344,35.88474162679426,0
200701872,68.77067774086379,85.71382857142856,80.392,30.53198879551821,0.0,71.63775438596491,0.0,36.13442857142857,64.03777917981073,75.08277408637873,15.060337349397589,68.10029032258063,0.0,63.46129807692308,41.97311036789298,89.565,11.545151103565365,70.09630225080386,24.279670781893003,79.394,67.40457817109144,72.816,18.885696594427248,89.75596341463414,71.6084858044164,87.36,0.0,50.78500785340314,77.51930232558139,37.73216356877323,70.27,65.20274324324325,73.29242236024844,0.0,73.077,76.34417204301074,80.6896551724138,33.33325670498084,70.68373941368078,62.47058275058274,0.0,22.59885875706215,79.83008067940553,54.3592,81.11865034965035,69.89986875891584,39.62275471698113,0.0,0.0,86.32889113924051,80.597,0.0,28.21539419087137,72.18576158940397,70.942,76.344,37.798564593301435,0
200801910,61.794242524916946,36.190285714285714,79.739,61.344375350140055,55.91404435483871,73.39199122807018,52.82575652173913,0.0,70.97838485804417,76.412,10.241132530120481,72.4010394265233,29.35272968490879,47.956751201923076,75.75266889632107,90.435,18.675790322580646,70.41821864951768,27.77800205761317,29.69692121212121,60.7667691740413,71.359,39.31887925696594,89.02460487804878,61.04086750788643,15.449640449438204,0.0,43.06292670157068,78.42360465116278,38.47611895910781,56.75660510510511,66.55389527027027,60.09323757763975,0.0,59.7904527972028,74.90991397849463,80.00044137931035,74.90429118773946,70.03213680781758,42.42415034965035,41.15066637168141,23.728762711864412,41.188968152866245,72.13710085470085,78.322,60.5563152639087,0.0,0.0,0.0,27.088688607594936,79.104,68.19407008086253,29.87507053941909,71.52296026490068,54.31955497382199,53.763297491039424,69.37837320574162,0
