Strain,WP_004779550.1,WP_004779559.1,WP_004779589.1,WP_011669928.1,WP_011669929.1,WP_011669942.1,WP_011669944.1,WP_011669951.1,WP_011669961.1,WP_020780101.1,WP_020780102.1,WP_307898047.1,WP_307898194.1,target
201501073,0.0,82.34,44.28617142857143,10.773480662983426,78.67449275362318,92.12586614173227,99.119,96.85,59.068477941176475,8.187061403508773,98.588,74.01612598425197,94.5273631840796,0
201501078,0.0,82.34,44.28617142857143,10.773480662983426,78.67449275362318,92.12586614173227,99.119,96.85,59.068477941176475,8.187061403508773,98.588,74.01612598425197,94.5273631840796,0
2015VF237,93.033,90.949,97.143,90.608,90.062,83.46410236220473,85.46217621145375,96.588,92.40175,93.86,93.22024576271187,40.944472440944885,85.07462686567165,1
201600660,0.0,82.34,44.28617142857143,10.773480662983426,78.67449275362318,92.12586614173227,99.119,96.85,59.068477941176475,8.187061403508773,98.588,77.95288188976377,94.5273631840796,0
201600663,0.0,82.34,44.28617142857143,10.773480662983426,78.67449275362318,92.12586614173227,99.119,96.85,59.068477941176475,8.187061403508773,37.28813559322034,74.01612598425197,94.5273631840796,0
201600664,0.0,82.34,44.28617142857143,10.773480662983426,78.67449275362318,92.12586614173227,99.119,96.85,59.068477941176475,8.187061403508773,98.588,78.7404094488189,94.5273631840796,0
201600669,0.0,82.34,44.28617142857143,10.773480662983426,78.67449275362318,92.12586614173227,99.119,96.85,28.676541666666665,8.187061403508773,53.10739830508475,77.95288188976377,80.0997014925373,0
201600671,0.0,82.34,44.28617142857143,10.773480662983426,78.67449275362318,92.12586614173227,99.119,96.85,59.068477941176475,8.187061403508773,98.588,77.95288188976377,94.5273631840796,0
201600674,0.0,82.34,44.28617142857143,10.773480662983426,78.67449275362318,92.12586614173227,99.119,96.85,59.068477941176475,8.187061403508773,98.588,77.95288188976377,94.5273631840796,0
201600678,0.0,82.34,44.28617142857143,10.773480662983426,78.67449275362318,92.12586614173227,99.119,96.85,59.068477941176475,8.187061403508773,98.588,77.95288188976377,94.5273631840796,0
201600680,0.0,82.34,44.28617142857143,10.773480662983426,78.67449275362318,92.12586614173227,99.119,96.85,59.068477941176475,8.187061403508773,94.915,74.01612598425197,94.5273631840796,0
201600681,0.0,82.34,44.28617142857143,10.773480662983426,78.67449275362318,92.12586614173227,99.119,96.85,59.068477941176475,8.187061403508773,98.588,77.95288188976377,92.53756218905473,0
201600682,0.0,82.34,44.28617142857143,10.773480662983426,78.67449275362318,92.12586614173227,99.119,96.85,59.068477941176475,8.187061403508773,98.588,77.95288188976377,94.5273631840796,0
201700040,0.0,82.34,44.28617142857143,7.7346408839779,78.67449275362318,92.12586614173227,99.119,96.85,0.0,8.187061403508773,98.305,77.16535433070867,94.5273631840796,0
201700317,100.0,100.0,100.0,99.724,95.23809523809523,100.0,99.559,100.0,100.0,99.708,99.718,78.74053543307086,94.5273631840796,1
201800317,100.0,99.117,99.524,99.448,93.78857142857142,92.12586614173227,99.119,96.588,59.068477941176475,98.83,98.588,59.05491338582677,94.5273631840796,1
201900332,100.0,100.0,100.0,100.0,95.23809523809523,100.0,99.559,100.0,100.0,99.708,100.0,71.65379527559055,94.5273631840796,1
201900350,100.0,98.675,99.524,50.55252762430939,93.99619047619046,92.12586614173227,98.678,96.85,0.0,97.953,64.97152542372882,78.74053543307086,94.03014925373135,1
202202042,93.033,90.949,97.143,90.608,85.92137888198758,83.46410236220473,85.46217621145375,96.588,92.40175,93.56760233918128,93.22024576271187,40.944472440944885,85.07462686567165,1
202202044,93.033,90.949,97.143,90.608,85.92137888198758,83.46410236220473,85.46217621145375,96.588,92.40175,93.56760233918128,93.22024576271187,40.944472440944885,85.07462686567165,1
202300077,100.0,100.0,100.0,100.0,95.23809523809523,100.0,99.559,100.0,100.0,99.708,100.0,98.425,94.5273631840796,1
202300078,100.0,100.0,100.0,100.0,95.23809523809523,100.0,99.559,100.0,100.0,99.708,100.0,75.5904094488189,94.5273631840796,1
202300080,100.0,100.0,100.0,100.0,78.88198757763976,100.0,99.559,100.0,100.0,99.708,100.0,73.22854330708661,94.5273631840796,1
202300082,100.0,100.0,100.0,100.0,95.23809523809523,100.0,99.559,100.0,100.0,99.708,100.0,76.37826771653543,94.5273631840796,1
202303414,10.65577868852459,84.989,40.00011428571428,8.01106906077348,84.2648115942029,85.03887795275591,79.29507488986785,92.913,84.314,7.8946315789473696,92.93766101694915,71.25963779527558,85.5718407960199,0
202303416,0.0,85.872,44.76227142857143,8.01106906077348,82.81565217391305,83.07065748031496,85.46217621145375,96.588,92.64695588235294,7.8946315789473696,92.65507627118645,36.22044094488189,85.07462686567165,0
203,48.53620081967214,83.31120971302428,43.85706428571429,30.870197053407,81.53201697722567,65.56904044380815,96.21136916299558,73.26105511811024,65.46336586452763,33.54599574694311,72.84098547215497,68.21767788117394,61.753705845771144,1
205,64.50815983606557,96.13675,63.41268333333334,47.395481057616415,92.65011645962733,65.18550449943757,95.59444823788547,80.73498267716535,76.96059523809524,49.16469799498746,82.76845423728814,77.72769403824522,74.02989950248757,1
208138,0.0,90.949,40.0003619047619,8.011160220994476,79.50263768115943,81.49588188976378,83.25977973568283,95.013,76.2257794117647,11.110956140350877,91.80831355932204,70.07848818897638,48.258805970149254,0
408_IZSLER,100.0,100.0,100.0,100.0,95.23809523809523,100.0,99.559,100.0,100.0,99.708,100.0,80.31452755905512,94.5273631840796,1
41009,0.0,90.949,40.0003619047619,8.011160220994476,79.50263768115943,81.49588188976378,83.25977973568283,95.276,76.2257794117647,11.110956140350877,91.80831355932204,70.07848818897638,48.258805970149254,0
56163,0.0,85.872,44.28580238095238,8.01106906077348,85.09323395445135,82.6772125984252,84.58102202643173,96.85,92.64695588235294,7.8946315789473696,92.65507627118645,41.73186614173228,84.5774129353234,0
56655,9.426131147540985,84.547,44.285900000000005,8.01106906077348,84.26503105590061,81.10243700787402,83.70079295154186,94.226,82.59768137254902,7.8946315789473696,92.65507627118645,37.00762204724409,72.13954726368159,0
70_IZSLER,100.0,100.0,100.0,100.0,95.23809523809523,100.0,99.559,100.0,100.0,99.708,100.0,48.818897637795274,94.5273631840796,1
905,36.651003512880564,100.0,45.07923809523809,34.25418310970797,97.61904761904762,54.04937626546682,99.559,100.0,70.62295903361345,36.00669799498747,70.339,77.61538357705287,67.99332669983416,1
944,70.21859289617487,100.0,71.90474285714286,54.69613743093923,97.61904761904762,73.81893996062992,99.559,100.0,79.22785906862745,54.38614912280701,70.339,75.78763188976379,69.4858391376451,1
ACSSAX2020,100.0,98.675,99.524,50.55252762430939,93.99619047619046,92.12586614173227,98.678,96.85,59.068477941176475,97.953,98.588,78.74053543307086,94.03014925373135,1
A_Bt_HO907,100.0,100.0,100.0,100.0,100.0,100.0,99.559,100.0,100.0,99.708,100.0,30.708661417322837,94.5273631840796,1
A_Bt_HO912,100.0,100.0,100.0,100.0,100.0,100.0,99.559,100.0,100.0,99.708,100.0,39.36975590551181,94.5273631840796,1
BK-30,100.0,100.0,100.0,100.0,100.0,100.0,99.559,100.0,100.0,99.708,100.0,80.31452755905512,94.5273631840796,1
BK-6,100.0,100.0,100.0,100.0,100.0,100.0,99.559,100.0,100.0,99.708,100.0,78.74053543307086,94.5273631840796,1
BK-9,100.0,100.0,100.0,100.0,100.0,100.0,99.559,100.0,100.0,99.708,100.0,78.74053543307086,94.5273631840796,1
CR2020,0.0,88.742,35.23828095238095,8.01106906077348,83.02284679089027,83.07065748031496,85.46217621145375,96.325,92.40175,7.8946315789473696,46.610338983050845,67.7163622047244,85.07462686567165,0
D12,70.49178278688525,100.0,72.53961904761904,69.6133093922652,97.61904761904762,75.0654908136483,99.559,100.0,86.27435294117647,70.17565204678363,100.0,77.4277375328084,94.5273631840796,1
D25,100.0,96.983,80.00012063492063,69.33705340699815,91.64948792270532,93.83196062992126,94.12592657856094,98.33766666666668,92.07525980392158,70.17565204678363,97.26943785310736,88.45134645669292,79.10451077943615,1
DCP-009,100.0,100.0,100.0,100.0,100.0,100.0,99.559,100.0,100.0,99.708,100.0,100.0,94.5273631840796,1
DCP-041,100.0,100.0,100.0,100.0,100.0,100.0,71.80616740088107,100.0,100.0,99.708,100.0,100.0,82.08955223880598,1
EVK8,100.0,100.0,100.0,100.0,97.61904761904762,100.0,99.559,100.0,100.0,99.708,100.0,37.79514960629921,94.5273631840796,1
HO0907CK,100.0,100.0,100.0,100.0,95.23809523809523,100.0,99.559,100.0,100.0,99.708,100.0,47.24422047244094,94.5273631840796,1
HO0912CK,100.0,100.0,100.0,100.0,95.23809523809523,100.0,99.559,100.0,100.0,99.708,100.0,47.24422047244094,94.5273631840796,1
Hardjoprajitno,95.2865,93.598,95.714,90.608,89.44080124223602,80.31455118110237,83.70084581497798,96.325,84.55841666666667,93.71380116959064,91.2431440677966,22.047283464566927,83.08482587064677,1
I89,100.0,100.0,100.0,100.0,97.61904761904762,100.0,99.559,100.0,100.0,99.708,100.0,100.0,94.5273631840796,1
IP1506001,100.0,100.0,100.0,100.0,100.0,100.0,99.559,100.0,100.0,99.708,100.0,70.86607874015748,94.5273631840796,1
JB197,100.0,100.0,100.0,99.724,97.61904761904762,100.0,99.559,100.0,100.0,99.708,99.718,100.0,94.5273631840796,1
KR39,100.0,100.0,100.0,100.0,100.0,100.0,99.559,100.0,100.0,99.708,100.0,71.65379527559055,94.5273631840796,1
L0448,96.721,93.598,98.095,91.436,89.441,81.49588188976378,83.25977973568283,95.276,76.2257794117647,92.69,91.80831355932204,48.03179527559055,44.278810945273634,1
L0996,96.721,93.598,98.095,91.436,89.441,81.49588188976378,83.25977973568283,95.276,76.2257794117647,92.69,91.80831355932204,48.03179527559055,20.895442786069655,0
L49,70.49178278688525,100.0,72.53961904761904,69.33705340699815,97.61904761904762,92.65096194225721,99.559,100.0,86.27435294117647,70.17565204678363,70.339,81.62721784776903,67.99333001658376,1
L52,39.344467213114754,90.066,95.714,77.62400552486189,88.406,79.9211062992126,83.70084581497798,96.325,84.31356862745098,83.33315789473684,91.52572881355933,44.88163779527559,83.08482587064677,1
L53,95.2865,93.598,95.714,90.608,89.44080124223602,80.31455118110237,83.70084581497798,96.325,84.31356862745098,93.71380116959064,91.2431440677966,22.047283464566927,83.08482587064677,1
L550,100.0,100.0,100.0,100.0,97.61904761904762,100.0,99.559,100.0,100.0,99.708,100.0,100.0,94.5273631840796,1
Lely_607,100.0,100.0,100.0,100.0,95.23809523809523,100.0,99.559,100.0,100.0,99.708,100.0,78.74053543307086,94.5273631840796,1
M498,92.623,90.949,97.143,90.608,85.50704347826087,83.46410236220473,85.46217621145375,96.588,92.40175,93.56760233918128,93.22024576271187,67.7163622047244,85.07462686567165,1
MM0270CK,100.0,100.0,100.0,99.448,95.23809523809523,100.0,99.119,100.0,99.755,98.83,99.718,47.24422047244094,94.03014925373135,1
N116,95.2865,93.598,95.714,90.608,89.44080124223602,80.31455118110237,83.70084581497798,96.325,84.31356862745098,93.71380116959064,91.2431440677966,22.047283464566927,83.08482587064677,1
NIID20,0.0,90.949,40.0003619047619,8.011160220994476,79.71036853002072,81.49588188976378,83.25977973568283,95.013,76.2257794117647,11.110956140350877,91.80831355932204,65.35403937007874,48.258805970149254,0
NIID22,0.0,90.949,40.0003619047619,8.011160220994476,79.71036853002072,81.49588188976378,83.25977973568283,95.013,76.2257794117647,11.110956140350877,91.80831355932204,65.35403937007874,48.258805970149254,0
NIID23,0.0,90.949,40.0003619047619,8.011160220994476,79.50263768115943,81.49588188976378,83.25977973568283,95.276,76.2257794117647,11.110956140350877,91.80831355932204,70.07848818897638,48.258805970149254,0
NIID24,0.0,90.949,40.0003619047619,8.011160220994476,79.50263768115943,81.49588188976378,83.25977973568283,95.013,76.2257794117647,11.110956140350877,91.80831355932204,55.1182440944882,48.258805970149254,0
NIID25,0.0,90.949,40.0003619047619,8.011160220994476,79.71036853002072,81.49588188976378,83.25977973568283,95.013,76.2257794117647,11.110956140350877,91.80831355932204,65.35403937007874,48.258805970149254,0
NVSL_S_1343,100.0,100.0,100.0,100.0,95.23809523809523,100.0,99.559,100.0,100.0,99.708,100.0,79.52797637795275,94.5273631840796,1
NVSL_S_818,100.0,100.0,100.0,99.724,95.23809523809523,100.0,99.559,100.0,100.0,99.708,99.718,79.52797637795275,94.5273631840796,1
Norma,95.2865,93.598,95.714,90.608,89.44080124223602,80.31455118110237,83.70084581497798,96.325,84.31356862745098,93.71380116959064,91.2431440677966,22.047283464566927,83.08482587064677,1
OHJ200314,0.0,90.949,40.0003619047619,8.011160220994476,79.50263768115943,81.49588188976378,83.25977973568283,95.276,76.2257794117647,11.110956140350877,91.80831355932204,70.07848818897638,48.258805970149254,0
OHJ20061,0.0,90.949,40.0003619047619,8.011160220994476,79.50263768115943,81.49588188976378,83.25977973568283,95.276,76.2257794117647,11.110956140350877,91.80831355932204,70.07848818897638,48.258805970149254,0
OHJ2008135U,0.0,90.949,40.0003619047619,8.011160220994476,79.50263768115943,81.49588188976378,83.25977973568283,95.276,76.2257794117647,11.110956140350877,91.80831355932204,70.07848818897638,48.258805970149254,0
OR1081,0.0,90.949,40.0003619047619,8.011160220994476,79.50263768115943,81.49588188976378,83.25977973568283,95.276,76.2257794117647,11.110956140350877,91.80831355932204,70.07848818897638,48.258805970149254,0
OV5,96.721,93.598,95.714,90.608,91.511,80.31455118110237,83.70084581497798,96.325,84.31356862745098,93.86,91.2431440677966,22.047283464566927,83.08482587064677,1
Oregon,0.0,85.872,44.28580238095238,8.01106906077348,85.09323395445135,82.6772125984252,84.58102202643173,96.85,92.64695588235294,7.8946315789473696,92.65507627118645,41.73186614173228,84.5774129353234,0
R499,0.0,90.949,40.0003619047619,7.7346408839779,83.0231387163561,81.49588188976378,83.25977973568283,95.013,76.2257794117647,11.110956140350877,92.08990677966102,66.14148031496063,20.895442786069655,0
RL0016,100.0,100.0,100.0,99.448,95.23809523809523,100.0,99.119,100.0,99.755,98.83,99.718,47.24422047244094,94.03014925373135,1
SN_Ce_RL4,100.0,100.0,100.0,99.448,97.61904761904762,100.0,99.119,100.0,99.755,98.83,99.718,41.3387874015748,94.03014925373135,1
Sponselee,100.0,100.0,100.0,100.0,96.82539682539682,100.0,99.55900000000001,100.0,100.0,99.70800000000001,100.0,84.77723884514434,94.5273631840796,1
Sponselee_CDC,100.0,100.0,100.0,100.0,95.23809523809523,100.0,99.559,100.0,100.0,99.708,100.0,78.74053543307086,94.5273631840796,1
Szwajizak,0.0,82.561,45.238371428571426,8.83988950276243,79.91702898550724,80.31455118110237,82.37862555066079,96.063,58.82305882352941,11.110956140350877,89.83022033898305,71.65356692913386,72.63689552238806,0
TC112,100.0,100.0,100.0,100.0,97.61904761904762,100.0,99.559,100.0,100.0,99.708,100.0,80.31452755905512,94.5273631840796,1
TC129,100.0,100.0,100.0,100.0,97.61904761904762,100.0,99.559,100.0,100.0,99.708,100.0,80.31452755905512,94.5273631840796,1
TC147,100.0,100.0,100.0,100.0,97.61904761904762,100.0,99.559,100.0,100.0,99.708,100.0,80.31452755905512,94.5273631840796,1
TC273,100.0,100.0,100.0,100.0,97.61904761904762,100.0,99.559,100.0,100.0,99.708,100.0,80.31452755905512,94.5273631840796,1
UT053,96.721,93.598,98.095,91.436,89.441,81.49588188976378,83.25977973568283,95.276,76.2257794117647,92.69,91.80831355932204,48.03179527559055,44.278810945273634,1
VF237,93.033,90.949,97.143,90.608,90.062,83.46410236220473,85.46217621145375,96.588,92.40175,93.86,93.22024576271187,40.944472440944885,85.07462686567165,1
